"","Municipal","County","State","Region","Five.year.average","Population","Never_Married","Now_Married","Separated","Widowed","Divorced","Never_Married_Pct","Now_Married_Pct","Separated_Pct","Widowed_Pct","Divorced_Pct","Year"
"161","Charlemont","Franklin","MA","N/A","2007-2011",992,205,544,38,73,132,20.6653225806452,54.8387096774194,3.83064516129032,7.35887096774194,13.3064516129032,"2011"
"162","Charlemont","Franklin","MA","N/A","2008-2012",1087,254,590,34,73,136,23.3670653173873,54.2778288868445,3.1278748850046,6.71573137074517,12.5114995400184,"2012"
"163","Charlton","Worcester","MA","N/A","2006-2010",9703,1972,6304,157,493,777,20.3236112542513,64.9695970318458,1.61805627125631,5.08090281356282,8.00783262908379,"2010"
"164","Charlton","Worcester","MA","N/A","2007-2011",9796,2071,6326,122,522,755,21.141282155982,64.5773785218456,1.24540628828093,5.32870559412005,7.70722743977134,"2011"
"165","Charlton","Worcester","MA","N/A","2008-2012",10124,2194,6252,134,650,894,21.6712761754247,61.7542473330699,1.32358751481628,6.42038719873568,8.83050177795338,"2012"
"166","Chatham","Barnstable","MA","N/A","2006-2010",5514,1022,3367,82,537,506,18.5346391004715,61.0627493652521,1.48712368516503,9.73884657236126,9.17664127675009,"2010"
"167","Chatham","Barnstable","MA","N/A","2007-2011",5503,1006,3367,78,500,552,18.2809376703616,61.1848082863892,1.41740868617118,9.08595311648192,10.030892240596,"2011"
"168","Chatham","Barnstable","MA","N/A","2008-2012",5525,1054,3328,74,475,594,19.0769230769231,60.2352941176471,1.3393665158371,8.5972850678733,10.7511312217195,"2012"
"169","Chelmsford","Middlesex","MA","N/A","2006-2010",26832,6289,16201,350,1979,2013,23.4384317233154,60.3793977340489,1.30441264162194,7.37552176505665,7.50223613595707,"2010"
"170","Chelmsford","Middlesex","MA","N/A","2007-2011",26997,6443,16300,310,1783,2161,23.8656146979294,60.3770789346964,1.14827573434085,6.60443753009594,8.00459310293736,"2011"
"171","Chelmsford","Middlesex","MA","N/A","2008-2012",27240,6243,16407,360,1717,2513,22.9185022026432,60.2312775330396,1.3215859030837,6.30323054331865,9.22540381791483,"2012"
"172","Chelsea","Suffolk","MA","N/A","2006-2010",26422,11694,9305,1168,1858,2397,44.2585724017864,35.2168647339338,4.42055862538793,7.03201877223526,9.07198546665657,"2010"
"173","Chelsea","Suffolk","MA","N/A","2007-2011",27086,12422,9255,1128,1871,2410,45.8613305766817,34.1689433655763,4.16451303256295,6.90762755667134,8.89758546850772,"2011"
"174","Chelsea","Suffolk","MA","N/A","2008-2012",27242,13247,8777,1202,1565,2451,48.6271198884076,32.2186329931723,4.41230452977021,5.74480581455106,8.99713677409882,"2012"
"175","Cheshire","Berkshire","MA","N/A","2006-2010",2846,738,1520,43,120,425,25.9311314125088,53.4082923401265,1.51089248067463,4.21644413211525,14.9332396345748,"2010"
"176","Cheshire","Berkshire","MA","N/A","2007-2011",2777,619,1556,23,173,406,22.2902412675549,56.0316888728844,0.828231904933381,6.22974432841196,14.6200936262153,"2011"
"177","Cheshire","Berkshire","MA","N/A","2008-2012",2777,680,1480,51,243,323,24.4868563197695,53.2949225783219,1.83651422398272,8.75045012603529,11.6312567518905,"2012"
"178","Chester","Hampden","MA","N/A","2006-2010",1083,239,615,9,101,119,22.0683287165282,56.786703601108,0.831024930747922,9.32594644506002,10.9879963065559,"2010"
"179","Chester","Hampden","MA","N/A","2007-2011",1098,296,594,14,82,112,26.9581056466302,54.0983606557377,1.27504553734062,7.46812386156648,10.200364298725,"2011"
"180","Chester","Hampden","MA","N/A","2008-2012",1150,328,616,18,56,132,28.5217391304348,53.5652173913044,1.56521739130435,4.8695652173913,11.4782608695652,"2012"
"181","Chesterfield","Hampshire","MA","N/A","2006-2010",886,165,532,33,37,119,18.6230248306998,60.0451467268623,3.72460496613995,4.17607223476298,13.431151241535,"2010"
"182","Chesterfield","Hampshire","MA","N/A","2007-2011",931,191,503,19,50,168,20.515574650913,54.0279269602578,2.04081632653061,5.37056928034372,18.0451127819549,"2011"
"183","Chesterfield","Hampshire","MA","N/A","2008-2012",957,180,566,15,51,145,18.8087774294671,59.1431556948798,1.56739811912226,5.32915360501567,15.1515151515152,"2012"
"184","Chicopee","Hampden","MA","N/A","2006-2010",45807,15842,19847,883,3913,5322,34.5842338507215,43.3274390377017,1.92765297880237,8.54236252101207,11.6183116117624,"2010"
"185","Chicopee","Hampden","MA","N/A","2007-2011",45584,15152,20197,1033,3836,5366,33.2397332397332,44.3072130572131,2.26614601614602,8.41523341523341,11.7716742716743,"2011"
"186","Chicopee","Hampden","MA","N/A","2008-2012",45990,15577,19843,1236,3552,5782,33.8704066101326,43.1463361600348,2.68754076973255,7.72341813437704,12.572298325723,"2012"
"187","Chilmark","Dukes","MA","N/A","2006-2010",763,146,530,5,17,65,19.1349934469201,69.4626474442988,0.655307994757536,2.22804718217562,8.51900393184797,"2010"
"188","Chilmark","Dukes","MA","N/A","2007-2011",612,96,413,5,37,61,15.6862745098039,67.483660130719,0.816993464052288,6.04575163398693,9.96732026143791,"2011"
"189","Chilmark","Dukes","MA","N/A","2008-2012",723,189,410,3,35,86,26.1410788381743,56.7081604426003,0.4149377593361,4.84094052558783,11.8948824343015,"2012"
"190","Clarksburg","Berkshire","MA","N/A","2006-2010",1529,304,893,31,147,154,19.8822759973839,58.4041857423152,2.02746893394375,9.61412688031393,10.0719424460432,"2010"
"191","Clarksburg","Berkshire","MA","N/A","2007-2011",1498,309,898,31,129,131,20.6275033377837,59.9465954606142,2.0694259012016,8.61148197596796,8.74499332443258,"2011"
"192","Clarksburg","Berkshire","MA","N/A","2008-2012",1469,350,841,29,119,130,23.8257317903336,57.2498298162015,1.97413206262764,8.10074880871341,8.84955752212389,"2012"
"193","Clinton","Worcester","MA","N/A","2006-2010",11148,3460,5099,352,929,1308,31.0369573017582,45.7391460351633,3.15751704341586,8.33333333333333,11.7330462863294,"2010"
"194","Clinton","Worcester","MA","N/A","2007-2011",11049,3453,5141,268,866,1321,31.2516969861526,46.5290976558965,2.42555887410625,7.83781337677618,11.9558331070685,"2011"
"195","Clinton","Worcester","MA","N/A","2008-2012",11081,3643,4958,304,835,1341,32.8760942153235,44.7432542189333,2.74343470805884,7.5354209908853,12.101795866799,"2012"
"196","Cohasset","Norfolk","MA","N/A","2006-2010",5581,1096,3829,14,354,288,19.6380576957534,68.6077763841605,0.250851101953055,6.34294929224153,5.16036552589142,"2010"
"197","Cohasset","Norfolk","MA","N/A","2007-2011",5724,1220,3876,14,279,335,21.3137665967855,67.7148846960168,0.244584206848358,4.87421383647799,5.85255066387142,"2011"
"198","Cohasset","Norfolk","MA","N/A","2008-2012",6018,1265,3890,36,382,445,21.020272515786,64.6394150880691,0.598205383848455,6.34762379528082,7.39448321701562,"2012"
"199","Colrain","Franklin","MA","N/A","2006-2010",1496,445,798,43,80,130,29.7459893048128,53.3422459893048,2.87433155080214,5.3475935828877,8.68983957219251,"2010"
"200","Colrain","Franklin","MA","N/A","2007-2011",1427,381,792,45,92,117,26.6993693062369,55.5010511562719,3.15346881569727,6.44709180098108,8.19901892081289,"2011"
"201","Colrain","Franklin","MA","N/A","2008-2012",1408,376,769,45,100,118,26.7045454545455,54.6164772727273,3.19602272727273,7.10227272727273,8.38068181818182,"2012"
"202","Concord","Middlesex","MA","N/A","2006-2010",14188,4055,7896,101,891,1245,28.5804905553989,55.6526642232873,0.711869185226952,6.27995489145757,8.77502114462926,"2010"
"203","Concord","Middlesex","MA","N/A","2007-2011",14383,3882,8188,94,963,1256,26.990196760064,56.9283181533755,0.65354932906904,6.69540429673921,8.73253146075228,"2011"
"204","Concord","Middlesex","MA","N/A","2008-2012",14690,3742,8452,110,1062,1324,25.4731109598366,57.5357385976855,0.748808713410483,7.22940776038121,9.01293396868618,"2012"
"205","Conway","Franklin","MA","N/A","2006-2010",1565,370,944,29,37,185,23.6421725239617,60.3194888178914,1.85303514376997,2.36421725239617,11.8210862619808,"2010"
"206","Conway","Franklin","MA","N/A","2007-2011",1507,360,891,35,52,169,23.8885202388852,59.1240875912409,2.32249502322495,3.45056403450564,11.2143331121433,"2011"
"207","Conway","Franklin","MA","N/A","2008-2012",1563,355,925,27,66,190,22.7127319257837,59.1810620601408,1.72744721689059,4.22264875239923,12.1561100447857,"2012"
"208","Cummington","Hampshire","MA","N/A","2006-2010",959,380,395,3,51,130,39.6246089676747,41.1887382690302,0.312825860271116,5.31803962460897,13.555787278415,"2010"
"209","Cummington","Hampshire","MA","N/A","2007-2011",879,287,424,3,50,115,32.650739476678,48.2366325369738,0.341296928327645,5.68828213879408,13.0830489192264,"2011"
"210","Cummington","Hampshire","MA","N/A","2008-2012",846,248,416,6,55,121,29.3144208037825,49.1725768321513,0.709219858156028,6.50118203309693,14.3026004728132,"2012"
"211","Dalton","Berkshire","MA","N/A","2006-2010",5533,1376,3148,75,423,511,24.8689680101211,56.8949936743177,1.35550334357491,7.64503885776252,9.23549611422375,"2010"
"212","Dalton","Berkshire","MA","N/A","2007-2011",5650,1620,2929,68,440,593,28.6725663716814,51.8407079646018,1.20353982300885,7.78761061946903,10.4955752212389,"2011"
"213","Dalton","Berkshire","MA","N/A","2008-2012",5627,1572,2940,56,417,642,27.936733605829,52.2480895681535,0.995201706060068,7.41069841834015,11.4092767016172,"2012"
"214","Danvers","Essex","MA","N/A","2006-2010",21911,5852,12115,286,1718,1940,26.7080461868468,55.2918625347999,1.30528045274063,7.84081055177765,8.85400027383506,"2010"
"215","Danvers","Essex","MA","N/A","2007-2011",21707,5608,11950,248,1712,2189,25.8349841065094,55.051365918828,1.14248859814806,7.88685677431243,10.0843046022021,"2011"
"216","Danvers","Essex","MA","N/A","2008-2012",21899,5711,11846,239,1765,2338,26.0788163843098,54.0937942371798,1.09137403534408,8.05972875473766,10.6762865884287,"2012"
"217","Dartmouth","Bristol","MA","N/A","2006-2010",28824,9593,14319,565,1879,2468,33.2812933666389,49.6773522064946,1.9601720788232,6.51887316125451,8.56230918678879,"2010"
"218","Dartmouth","Bristol","MA","N/A","2007-2011",28852,8492,14783,633,2244,2700,29.4329682517676,51.2373492305559,2.1939553583807,7.77762373492306,9.35810342437266,"2011"
"219","Dartmouth","Bristol","MA","N/A","2008-2012",29378,9666,14467,542,1984,2719,32.9021716931037,49.2443324937028,1.84491796582477,6.75335284907073,9.25522499829805,"2012"
"220","Dedham","Norfolk","MA","N/A","2006-2010",20182,5755,11166,274,1524,1463,28.5155088692895,55.3265285898325,1.35764542661778,7.55128332177188,7.24903379248836,"2010"
"221","Dedham","Norfolk","MA","N/A","2007-2011",20334,5737,11286,277,1542,1492,28.2138290547851,55.5030982590735,1.36225041801908,7.58335792269106,7.3374643454313,"2011"
"222","Dedham","Norfolk","MA","N/A","2008-2012",20636,5900,11089,332,1512,1803,28.5908121729017,53.7361891839504,1.60883892227176,7.3270013568521,8.73715836402403,"2012"
"223","Deerfield","Franklin","MA","N/A","2006-2010",4104,986,2296,48,262,512,24.0253411306043,55.9454191033138,1.16959064327485,6.38401559454191,12.4756335282651,"2010"
"224","Deerfield","Franklin","MA","N/A","2007-2011",4234,1049,2270,31,304,580,24.7756258856873,53.6136041568257,0.732168162494095,7.17997165800661,13.6986301369863,"2011"
"225","Deerfield","Franklin","MA","N/A","2008-2012",4224,1142,2080,54,315,633,27.0359848484848,49.2424242424242,1.27840909090909,7.45738636363636,14.9857954545455,"2012"
"226","Dennis","Barnstable","MA","N/A","2006-2010",12409,2560,6959,212,1184,1494,20.6301877669433,56.0802643242808,1.70843742445,9.5414618422113,12.0396486421146,"2010"
"227","Dennis","Barnstable","MA","N/A","2007-2011",12302,2597,6606,227,1248,1624,21.1103885547066,53.6985855958381,1.84522841814339,10.144691920013,13.201105511299,"2011"
"228","Dennis","Barnstable","MA","N/A","2008-2012",12163,2703,6310,230,1307,1613,22.2231357395379,51.8786483597797,1.89098084354189,10.7457041848228,13.2615308723177,"2012"
"229","Dighton","Bristol","MA","N/A","2006-2010",5782,1519,3250,27,474,512,26.271186440678,56.2089242476652,0.466966447595988,8.19785541335178,8.8550674507091,"2010"
"230","Dighton","Bristol","MA","N/A","2007-2011",5805,1553,3288,51,492,421,26.7527993109388,56.640826873385,0.878552971576227,8.47545219638243,7.25236864771748,"2011"
"231","Dighton","Bristol","MA","N/A","2008-2012",5721,1521,3238,69,428,465,26.5862611431568,56.5984967662996,1.20608285264814,7.48120957874497,8.1279496591505,"2012"
"232","Douglas","Worcester","MA","N/A","2006-2010",6331,1299,4375,44,173,440,20.5180856104881,69.1044068867478,0.694992892118149,2.73258568946454,6.94992892118149,"2010"
"233","Douglas","Worcester","MA","N/A","2007-2011",6538,1517,4099,36,219,667,23.2028143163047,62.6950137656776,0.55062710308963,3.34964821046191,10.2018966044662,"2011"
"234","Douglas","Worcester","MA","N/A","2008-2012",6539,1384,4124,54,236,741,21.1653157975226,63.067747361982,0.825814344701025,3.60911454350818,11.3320079522863,"2012"
"235","Dover","Norfolk","MA","N/A","2006-2010",4137,843,2949,26,147,172,20.3770848440899,71.2835387962292,0.628474740149867,3.55329949238579,4.15760212714527,"2010"
"236","Dover","Norfolk","MA","N/A","2007-2011",4212,940,2943,21,146,162,22.3171889838557,69.8717948717949,0.498575498575499,3.46628679962013,3.84615384615385,"2011"
"237","Dover","Norfolk","MA","N/A","2008-2012",4272,928,3006,48,121,169,21.7228464419476,70.3651685393258,1.12359550561798,2.83239700374532,3.9559925093633,"2012"
"238","Dracut","Middlesex","MA","N/A","2006-2010",23986,6291,13586,238,1621,2250,26.2277995497373,56.641374134912,0.992245476527975,6.7581088968565,9.38047194196615,"2010"
"239","Dracut","Middlesex","MA","N/A","2007-2011",24134,6475,13531,285,1675,2168,26.8293693544377,56.0661307698682,1.18090660478992,6.94041601060744,8.98317726029668,"2011"
"240","Dracut","Middlesex","MA","N/A","2008-2012",23985,6612,13728,238,1410,1997,27.567229518449,57.2357723577236,0.992286845945383,5.8786741713571,8.32603710652491,"2012"
"241","Dudley","Worcester","MA","N/A","2006-2010",8859,2505,4890,119,465,880,28.2763291567897,55.1981036234338,1.3432667343944,5.24889942431426,9.93340106106784,"2010"
"242","Dudley","Worcester","MA","N/A","2007-2011",8916,2899,4575,152,425,865,32.5145805293854,51.3122476446837,1.70480035890534,4.76671152983401,9.70165993719157,"2011"
"243","Dudley","Worcester","MA","N/A","2008-2012",9189,3188,4395,174,397,1035,34.6936554576124,47.8289258896507,1.89356839699641,4.3203830667102,11.2634671890304,"2012"
"244","Dunstable","Middlesex","MA","N/A","2006-2010",2337,433,1632,34,80,158,18.528027385537,69.8331193838254,1.4548566538297,3.42319212665811,6.76080445014976,"2010"
"245","Dunstable","Middlesex","MA","N/A","2007-2011",2421,476,1646,37,111,151,19.6612969847171,67.9884345311855,1.52829409334986,4.58488228004957,6.23709211069806,"2011"
"246","Dunstable","Middlesex","MA","N/A","2008-2012",2536,526,1663,47,133,167,20.7413249211356,65.5757097791798,1.85331230283912,5.24447949526814,6.58517350157729,"2012"
"247","Duxbury","Plymouth","MA","N/A","2006-2010",11223,2163,7431,160,643,826,19.2729216786955,66.2122427158514,1.42564376726366,5.72930588969081,7.35988594849862,"2010"
"248","Duxbury","Plymouth","MA","N/A","2007-2011",11286,2218,7359,162,757,790,19.6526670210881,65.2046783625731,1.43540669856459,6.70742512847776,6.99982278929647,"2011"
"249","Duxbury","Plymouth","MA","N/A","2008-2012",11497,2300,7423,183,759,832,20.0052187527181,64.5646690440985,1.59171957902061,6.60172218839697,7.23667043576585,"2012"
"250","East Bridgewater","Plymouth","MA","N/A","2006-2010",11112,3419,5812,117,718,1046,30.7685385169186,52.3038156947444,1.05291576673866,6.46148308135349,9.41324694024478,"2010"
"251","East Bridgewater","Plymouth","MA","N/A","2007-2011",11397,3473,6021,122,713,1068,30.4729314731947,52.8296920242169,1.07045713784329,6.25603228919891,9.3708870755462,"2011"
"252","East Bridgewater","Plymouth","MA","N/A","2008-2012",11355,3244,6183,96,679,1153,28.5689123734038,54.4517833553501,0.845442536327609,5.97974460590048,10.1541171290181,"2012"
"253","East Brookfield","Worcester","MA","N/A","2006-2010",1627,450,907,27,100,143,27.6582667486171,55.7467732022127,1.65949600491703,6.14628149969269,8.78918254456054,"2010"
"254","East Brookfield","Worcester","MA","N/A","2007-2011",1659,485,883,38,85,168,29.2344786015672,53.2248342374925,2.29053646775166,5.12356841470766,10.126582278481,"2011"
"255","East Brookfield","Worcester","MA","N/A","2008-2012",1795,522,994,40,82,157,29.0807799442897,55.3760445682451,2.22841225626741,4.56824512534819,8.74651810584958,"2012"
"256","East Longmeadow","Hampden","MA","N/A","2006-2010",12526,2640,7740,153,1127,866,21.0761615839055,61.791473734632,1.22145936452179,8.99728564585662,6.91361967108415,"2010"
"257","East Longmeadow","Hampden","MA","N/A","2007-2011",12415,2750,7390,195,1221,859,22.1506242448651,59.524768425292,1.57068062827225,9.8348771647201,6.91904953685058,"2011"
"258","East Longmeadow","Hampden","MA","N/A","2008-2012",12627,2817,7644,113,1182,871,22.3093371347113,60.5369446424329,0.894907737388137,9.36089332382989,6.89791716163776,"2012"
"259","Eastham","Barnstable","MA","N/A","2006-2010",4662,752,2826,30,440,614,16.1304161304161,60.6177606177606,0.643500643500644,9.43800943800944,13.1703131703132,"2010"
"260","Eastham","Barnstable","MA","N/A","2007-2011",4636,949,2713,16,343,615,20.4702329594478,58.5202761000863,0.345125107851596,7.39861949956859,13.2657463330457,"2011"
"261","Eastham","Barnstable","MA","N/A","2008-2012",4584,966,2620,27,322,649,21.0732984293194,57.1553228621291,0.589005235602094,7.02443280977312,14.1579406631763,"2012"
"262","Easthampton","Hampshire","MA","N/A","2006-2010",13544,4075,6446,190,1159,1674,30.0871234494979,47.5930301240402,1.40283520378027,8.55729474305966,12.359716479622,"2010"
"263","Easthampton","Hampshire","MA","N/A","2007-2011",13727,4177,6619,184,1080,1667,30.4290813724776,48.2188387848765,1.34042398193342,7.86770598091353,12.1439498797989,"2011"
"264","Easthampton","Hampshire","MA","N/A","2008-2012",13839,4083,6927,147,981,1701,29.5035768480382,50.0541946672447,1.06221547799697,7.0886624756124,12.2913505311077,"2012"
