"Municipal","County","State","F_year","","","","","","","",""
"Marion","Plymouth","MA","2013",1401254882,0,73818318,16320300,27793207,1519186707,92.2,7.8
"Marshfield","Plymouth","MA","2003",2730101537,0,129505663,25164800,32039557,2916811557,93.6,6.4
"Marshfield","Plymouth","MA","2004",3301240417,0,167899483,29396000,35635943,3534171843,93.4,6.6
"Marshfield","Plymouth","MA","2005",3881280251,0,181680049,30762000,36817458,4130539758,94,6
"Marshfield","Plymouth","MA","2006",4223128973,0,206830234,35490300,36381261,4501830768,93.8,6.2
"Marshfield","Plymouth","MA","2007",4507128337,0,205483115,36562100,36960539,4786134091,94.2,5.8
"Marshfield","Plymouth","MA","2008",4586786110,0,223328575,43622000,45423853,4899160538,93.6,6.4
"Marshfield","Plymouth","MA","2009",4099485652,0,227507906,42942900,61765017,4431701475,92.5,7.5
"Marshfield","Plymouth","MA","2010",3967268613,0,215560402,41011300,64264470,4288104785,92.5,7.5
"Marshfield","Plymouth","MA","2011",3916336332,0,201661048,41142600,71346760,4230486740,92.6,7.4
"Marshfield","Plymouth","MA","2012",3892976366,0,203681840,40844500,69032560,4206535266,92.5,7.5
"Marshfield","Plymouth","MA","2013",3866211027,0,206162921,40878000,70559500,4183811448,92.4,7.6
"Mattapoisett","Plymouth","MA","2003",931760400,0,36875700,9772500,11799486,990208086,94.1,5.9
"Mattapoisett","Plymouth","MA","2004",947598700,0,39950400,9850200,13826192,1011225492,93.7,6.3
"Mattapoisett","Plymouth","MA","2005",1306473656,0,57827444,8457300,15660430,1388418830,94.1,5.9
"Mattapoisett","Plymouth","MA","2006",1538529379,0,59793258,10362400,12483888,1621168925,94.9,5.1
"Mattapoisett","Plymouth","MA","2007",1572686790,0,59631350,10392100,17883189,1660593429,94.7,5.3
"Mattapoisett","Plymouth","MA","2008",1551702580,0,58505720,11122700,19817743,1641148743,94.5,5.5
"Mattapoisett","Plymouth","MA","2009",1659998244,0,78511056,16214500,25640233,1780364033,93.2,6.8
"Mattapoisett","Plymouth","MA","2010",1573065178,0,74591922,16145100,26382038,1690184238,93.1,6.9
"Mattapoisett","Plymouth","MA","2011",1482351695,0,70954705,15282800,26676898,1595266098,92.9,7.1
"Mattapoisett","Plymouth","MA","2012",1447481985,0,70133015,13227400,26221058,1557063458,93,7
"Mattapoisett","Plymouth","MA","2013",1441663865,0,65459535,13241600,27309122,1547674122,93.2,6.8
"Middleborough","Plymouth","MA","2003",1074256244,0,192740471,37249649,28716142,1332962506,80.6,19.4
"Middleborough","Plymouth","MA","2004",1549405274,0,214275417,47706648,26148754,1837536093,84.3,15.7
"Middleborough","Plymouth","MA","2005",1795949213,0,225506200,46762047,23189931,2091407391,85.9,14.1
"Middleborough","Plymouth","MA","2006",2128116098,0,246313443,48184909,23768176,2446382626,87,13
"Middleborough","Plymouth","MA","2007",2327539460,0,321975413,56111123,27623840,2733249836,85.2,14.8
"Middleborough","Plymouth","MA","2008",2221001922,0,323490748,55906020,34186910,2634585600,84.3,15.7
"Middleborough","Plymouth","MA","2009",2141888417,0,317863474,56126225,57358340,2573236456,83.2,16.8
"Middleborough","Plymouth","MA","2010",2046850213,0,321309366,58978100,53967780,2481105459,82.5,17.5
"Middleborough","Plymouth","MA","2011",1895973311,0,316488836,63028195,59860820,2335351162,81.2,18.8
"Middleborough","Plymouth","MA","2012",1848672005,0,326079453,63888807,58232590,2296872855,80.5,19.5
"Middleborough","Plymouth","MA","2013",1747274784,0,330531873,63107245,58529740,2199443642,79.4,20.6
"Norwell","Plymouth","MA","2003",1423136399,0,212066101,52948700,33520300,1721671500,82.7,17.3
"Norwell","Plymouth","MA","2004",1456774079,0,210713121,53016900,32728960,1753233060,83.1,16.9
"Norwell","Plymouth","MA","2005",1864053284,0,211973516,51813300,24480260,2152320360,86.6,13.4
"Norwell","Plymouth","MA","2006",2007659627,0,246452973,56045200,27162290,2337320090,85.9,14.1
"Norwell","Plymouth","MA","2007",2164334769,0,254278531,59844600,24001980,2502459880,86.5,13.5
"Norwell","Plymouth","MA","2008",2154860223,0,268050477,60597400,22934499,2506442599,86,14
"Norwell","Plymouth","MA","2009",2129962006,0,272691681,58162100,35511660,2496327447,85.3,14.7
"Norwell","Plymouth","MA","2010",2004523008,0,274162179,58114100,33558560,2370357847,84.6,15.4
"Norwell","Plymouth","MA","2011",1873034973,0,271495555,58048500,35392830,2237971858,83.7,16.3
"Norwell","Plymouth","MA","2012",1897232345,0,260517135,53060400,33033550,2243843430,84.6,15.4
"Norwell","Plymouth","MA","2013",1874635662,0,258529953,53020900,34566820,2220753335,84.4,15.6
"Pembroke","Plymouth","MA","2003",1501702699,0,138905768,54322884,21678610,1716609961,87.5,12.5
"Pembroke","Plymouth","MA","2004",1702505759,0,142997586,56613684,23997020,1926114049,88.4,11.6
"Pembroke","Plymouth","MA","2005",2050275694,0,172818556,60801104,23252090,2307147444,88.9,11.1
"Pembroke","Plymouth","MA","2006",2178369674,0,184659678,60837404,23295760,2447162516,89,11
"Pembroke","Plymouth","MA","2007",2353774891,0,188551375,59424204,23512490,2625262960,89.7,10.3
"Pembroke","Plymouth","MA","2008",2314219905,0,200653788,62837264,25191660,2602902617,88.9,11.1
"Pembroke","Plymouth","MA","2009",2223403120,0,203048802,65266264,30606660,2522324846,88.1,11.9
"Pembroke","Plymouth","MA","2010",2044957026,0,200958261,64211352,33894030,2344020669,87.2,12.8
"Pembroke","Plymouth","MA","2011",2001650669,0,202168608,66397240,39297050,2309513567,86.7,13.3
"Pembroke","Plymouth","MA","2012",2002675678,0,200226867,66573580,33212870,2302688995,87,13
"Pembroke","Plymouth","MA","2013",1989623920,0,203986788,68491488,33331000,2295433196,86.7,13.3
"Plymouth","Plymouth","MA","2003",4563351238,732400,453528707,374506624,1006507921,6398626890,71.3,28.7
"Plymouth","Plymouth","MA","2004",5443658133,10100,442240605,377007674,1068768910,7331685422,74.2,25.8
"Plymouth","Plymouth","MA","2005",6291547779,0,480767763,392963074,1226496448,8391775064,75,25
"Plymouth","Plymouth","MA","2006",7214073485,0,634993807,409078024,1202331065,9460476381,76.3,23.7
"Plymouth","Plymouth","MA","2007",7665041026,0,731421082,429381529,1127050310,9952893947,77,23
"Plymouth","Plymouth","MA","2008",7630801183,0,799505621,1081579600,255121121,9767007525,78.1,21.9
"Plymouth","Plymouth","MA","2009",7522152959,0,822290248,1007898800,266717309,9619059316,78.2,21.8
"Plymouth","Plymouth","MA","2010",6924808248,0,818911854,982084000,261820028,8987624130,77,23
"Plymouth","Plymouth","MA","2011",6805067659,0,791275743,945927400,287277359,8829548161,77.1,22.9
"Plymouth","Plymouth","MA","2012",6863843938,0,809775342,877775400,274665435,8826060115,77.8,22.2
"Plymouth","Plymouth","MA","2013",6708046206,0,807144212,877170900,219863050,8612224368,77.9,22.1
"Plympton","Plymouth","MA","2003",245962200,0,8558400,7884300,7351968,269756868,91.2,8.8
"Plympton","Plymouth","MA","2004",250143200,0,7971600,7734600,7622633,273472033,91.5,8.5
"Plympton","Plymouth","MA","2005",341285700,0,9371200,8687600,8599154,367943654,92.8,7.2
"Plympton","Plymouth","MA","2006",369127720,0,7849943,8577175,9230901,394785739,93.5,6.5
"Plympton","Plymouth","MA","2007",379360401,0,9688535,8392275,9483908,406925119,93.2,6.8
"Plympton","Plymouth","MA","2008",412071264,0,12408615,15285107,10046398,449811384,91.6,8.4
"Plympton","Plymouth","MA","2009",392591389,0,11711904,14614207,11532124,430449624,91.2,8.8
"Plympton","Plymouth","MA","2010",338339739,0,12351874,13122687,15421880,379236180,89.2,10.8
"Plympton","Plymouth","MA","2011",324022179,0,12371463,13424398,17002840,366820880,88.3,11.7
"Plympton","Plymouth","MA","2012",325492420,0,12461322,12745098,17113290,367812130,88.5,11.5
"Plympton","Plymouth","MA","2013",325527580,0,14105802,43831598,17032350,400497330,81.3,18.7
"Rochester","Plymouth","MA","2003",359524600,0,36624400,16631600,14038908,426819508,84.2,15.8
"Rochester","Plymouth","MA","2004",375955600,0,29665100,16635400,14989240,437245340,86,14
"Rochester","Plymouth","MA","2005",644789636,0,38622039,35590425,18230960,737233060,87.5,12.5
"Rochester","Plymouth","MA","2006",666728171,0,37643604,34910025,18918358,758200158,87.9,12.1
"Rochester","Plymouth","MA","2007",776314930,0,41539760,39058710,20487700,877401100,88.5,11.5
"Rochester","Plymouth","MA","2008",788729569,0,43959066,40817365,22999794,896505794,88,12
"Rochester","Plymouth","MA","2009",762523590,0,41372110,36547900,30512378,870955978,87.6,12.4
"Rochester","Plymouth","MA","2010",714547460,0,39644240,35818400,33729400,823739500,86.7,13.3
"Rochester","Plymouth","MA","2011",710443735,0,37656845,39865800,37633300,825599680,86.1,13.9
"Rochester","Plymouth","MA","2012",693145295,0,36207805,38019500,33231100,800603700,86.6,13.4
"Rochester","Plymouth","MA","2013",688084665,0,35569835,34890300,33601400,792146200,86.9,13.1
"Rockland","Plymouth","MA","2003",1104735000,0,161107100,92181600,30594620,1388618320,79.6,20.4
"Rockland","Plymouth","MA","2004",1108366400,0,161134900,96117200,31665735,1397284235,79.3,20.7
"Rockland","Plymouth","MA","2005",1347432100,0,161569400,94958200,29870535,1633830235,82.5,17.5
"Rockland","Plymouth","MA","2006",1643071368,0,195411332,124467000,31694870,1994644570,82.4,17.6
"Rockland","Plymouth","MA","2007",1673000703,0,199313097,118784600,30956470,2022054870,82.7,17.3
"Rockland","Plymouth","MA","2008",1579552291,0,198659469,121103500,33598850,1932914110,81.7,18.3
"Rockland","Plymouth","MA","2009",1528645850,0,211461540,135999000,45827300,1921933690,79.5,20.5
"Rockland","Plymouth","MA","2010",1340845157,0,187831283,125557000,43299790,1697533230,79,21
"Rockland","Plymouth","MA","2011",1359229422,0,197353118,111144000,45161510,1712888050,79.4,20.6
"Rockland","Plymouth","MA","2012",1357307524,0,205091206,107434000,42491320,1712324050,79.3,20.7
"Rockland","Plymouth","MA","2013",1306617117,0,198381213,105557900,42517020,1653073250,79,21
"Scituate","Plymouth","MA","2003",2940148200,0,90237900,5670400,27821500,3063878000,96,4
"Scituate","Plymouth","MA","2004",2972015100,0,87724900,5413300,28118900,3093272200,96.1,3.9
"Scituate","Plymouth","MA","2005",3226317405,0,92830705,5449700,25682030,3350279840,96.3,3.7
"Scituate","Plymouth","MA","2006",3877915021,0,133491729,5901300,30352170,4047660220,95.8,4.2
"Scituate","Plymouth","MA","2007",4049283488,0,130959842,6048900,30498320,4216790550,96,4
"Scituate","Plymouth","MA","2008",4072204708,0,131446292,5877500,33776310,4243304810,96,4
"Scituate","Plymouth","MA","2009",4029488420,0,138848190,6152800,40416000,4214905410,95.6,4.4
"Scituate","Plymouth","MA","2010",3804980088,0,130039832,5585400,41772270,3982377590,95.5,4.5
"Scituate","Plymouth","MA","2011",3675696207,0,127662193,5585400,42758110,3851701910,95.4,4.6
"Scituate","Plymouth","MA","2012",3610700846,0,127007544,5181100,39308800,3782198290,95.5,4.5
"Scituate","Plymouth","MA","2013",3608700390,0,126075000,5181100,40087220,3780043710,95.5,4.5
"Wareham","Plymouth","MA","2003",1896372582,0,205358298,46341020,44911577,2192983477,86.5,13.5
"Wareham","Plymouth","MA","2004",1926917362,0,210317918,47539720,54513900,2239288900,86.1,13.9
"Wareham","Plymouth","MA","2005",2602381203,0,239034637,54432860,56881800,2952730500,88.1,11.9
"Wareham","Plymouth","MA","2006",3312649160,0,276697140,56978400,65340400,3711665100,89.2,10.8
"Wareham","Plymouth","MA","2007",3436092500,0,282958100,58661500,68026100,3845738200,89.3,10.7
"Wareham","Plymouth","MA","2008",3437429055,0,349390045,64189010,77799000,3928807110,87.5,12.5
"Wareham","Plymouth","MA","2009",3276622415,0,416833485,69909610,97813710,3861179220,84.9,15.1
"Wareham","Plymouth","MA","2010",3083877503,0,404166197,67324310,108737680,3664105690,84.2,15.8
"Wareham","Plymouth","MA","2011",2870869211,0,393713729,66128310,113339660,3444050910,83.4,16.6
"Wareham","Plymouth","MA","2012",2804016318,0,389631822,65235610,109974590,3368858340,83.2,16.8
"Wareham","Plymouth","MA","2013",2555537288,0,384426652,65155310,111450890,3116570140,82,18
"West Bridgewater","Plymouth","MA","2003",546457685,0,122512554,104910631,24883990,798764860,68.4,31.6
"West Bridgewater","Plymouth","MA","2004",551457890,0,122650866,105416931,26784170,806309857,68.4,31.6
"West Bridgewater","Plymouth","MA","2005",642948327,0,129530227,124743784,26203720,923426058,69.6,30.4
"West Bridgewater","Plymouth","MA","2006",773748407,0,128133806,130885777,28267270,1061035260,72.9,27.1
"West Bridgewater","Plymouth","MA","2007",818290401,0,132653494,121018835,32021980,1103984710,74.1,25.9
"West Bridgewater","Plymouth","MA","2008",821106301,0,151173134,123900035,29430420,1125609890,72.9,27.1
"West Bridgewater","Plymouth","MA","2009",795649923,0,154044499,123629095,33038700,1106362217,71.9,28.1
"West Bridgewater","Plymouth","MA","2010",737200271,0,155109575,122444035,33764550,1048518431,70.3,29.7
"West Bridgewater","Plymouth","MA","2011",680661872,0,154895432,121101215,33161070,989819589,68.8,31.2
"West Bridgewater","Plymouth","MA","2012",670589537,0,154935013,118584435,31266600,975375585,68.8,31.2
"West Bridgewater","Plymouth","MA","2013",663194775,0,157159769,118173035,27317360,965844939,68.7,31.3
"Whitman","Plymouth","MA","2003",735287368,0,54973806,14707182,16353890,821322246,89.5,10.5
"Whitman","Plymouth","MA","2004",816044431,0,65964440,17036774,17351596,916397241,89,11
"Whitman","Plymouth","MA","2005",1173030154,0,80230618,20006851,16988602,1290256225,90.9,9.1
"Whitman","Plymouth","MA","2006",1310242944,0,80694432,19318951,16754861,1427011188,91.8,8.2
"Whitman","Plymouth","MA","2007",1369991014,0,80978762,19299451,18174161,1488443388,92,8
"Whitman","Plymouth","MA","2008",1404228803,0,87859762,23115077,18727881,1533931523,91.5,8.5
"Whitman","Plymouth","MA","2009",1324460308,0,86444285,22925792,21210323,1455040708,91,9
"Whitman","Plymouth","MA","2010",1265029928,0,86974556,22925892,28492308,1403422684,90.1,9.9
"Whitman","Plymouth","MA","2011",1215608089,0,81942352,20531656,30587184,1348669281,90.1,9.9
"Whitman","Plymouth","MA","2012",1181466115,0,80500724,19553006,31080441,1312600286,90,10
"Whitman","Plymouth","MA","2013",1145950220,0,80310603,19604296,30170259,1276035378,89.8,10.2
"Boston","Suffolk","MA","2003",35147998112,0,18640038202,602729861,3142579240,57533345415,61.1,38.9
"Boston","Suffolk","MA","2004",44313799040,0,17761725236,642200851,3424004600,66141729727,67,33
"Boston","Suffolk","MA","2005",46816632714,0,18663278562,640349784,3133266810,69253527870,67.6,32.4
"Boston","Suffolk","MA","2006",50688907130,0,20041911428,679680119,3327502660,74738001337,67.8,32.2
"Boston","Suffolk","MA","2007",59293474356,0,22937238958,769744015,3515648430,86516105759,68.5,31.5
"Boston","Suffolk","MA","2008",59387384671,0,26011519799,875893608,3792498760,90067296838,65.9,34.1
"Boston","Suffolk","MA","2009",57465173918,0,28198212130,809681496,3914103280,90387170824,63.6,36.4
"Boston","Suffolk","MA","2010",56279025448,0,25931406498,798981631,4247118470,87256532047,64.5,35.5
"Boston","Suffolk","MA","2011",56563231063,0,25171149717,679520552,4386681530,86800582862,65.2,34.8
"Boston","Suffolk","MA","2012",57517785218,0,25790869236,675290093,4516465740,88500410287,65,35
"Boston","Suffolk","MA","2013",60147396114,0,26762023122,707703032,4582149430,92199271698,65.2,34.8
"Chelsea","Suffolk","MA","2003",1289036882,0,348147518,142752300,47763890,1827700590,70.5,29.5
"Chelsea","Suffolk","MA","2004",1517055174,0,431154826,150337900,53601470,2152149370,70.5,29.5
"Chelsea","Suffolk","MA","2005",1650261001,0,422906554,156270400,53696950,2283134905,72.3,27.7
"Chelsea","Suffolk","MA","2006",1845929037,0,417045223,161602800,56399900,2480976960,74.4,25.6
"Chelsea","Suffolk","MA","2007",1982890205,0,467796304,172366000,58162900,2681215409,74,26
"Chelsea","Suffolk","MA","2008",1969347968,0,467205982,147778700,70899900,2655232550,74.2,25.8
"Chelsea","Suffolk","MA","2009",1731546107,0,470635343,147006700,79844500,2429032650,71.3,28.7
"Chelsea","Suffolk","MA","2010",1448984874,0,452809866,144812300,85033150,2131640190,68,32
"Chelsea","Suffolk","MA","2011",1435454169,0,434697536,138719200,92734520,2101605425,68.3,31.7
"Chelsea","Suffolk","MA","2012",1394456339,0,424253261,132383200,95916000,2047008800,68.1,31.9
"Chelsea","Suffolk","MA","2013",1426058435,0,441564465,129895200,111145390,2108663490,67.6,32.4
"Revere","Suffolk","MA","2003",2307864623,0,308358577,41691400,42116351,2700030951,85.5,14.5
"Revere","Suffolk","MA","2004",2329851896,0,321848404,42255400,44474144,2738429844,85.1,14.9
"Revere","Suffolk","MA","2005",3705638090,0,363587550,75491600,40864411,4185581651,88.5,11.5
"Revere","Suffolk","MA","2006",4030780338,0,368110362,75426900,41387251,4515704851,89.3,10.7
"Revere","Suffolk","MA","2007",4255583294,0,402677826,79360700,44373745,4781995565,89,11
"Revere","Suffolk","MA","2008",4516677308,0,446544292,88298500,48051760,5099571860,88.6,11.4
"Revere","Suffolk","MA","2009",4153116437,0,451416463,87148300,55157055,4746838255,87.5,12.5
"Revere","Suffolk","MA","2010",3447300073,0,441902327,84948600,61925629,4036076629,85.4,14.6
"Revere","Suffolk","MA","2011",3221193935,0,440181065,85194800,65949860,3812519660,84.5,15.5
"Revere","Suffolk","MA","2012",3206665958,0,420326392,85911296,68221210,3781124856,84.8,15.2
"Revere","Suffolk","MA","2013",3187488035,0,423237215,88076056,71004225,3769805531,84.6,15.4
"Winthrop","Suffolk","MA","2003",1476323100,269800,76576900,2915300,14460710,1570545810,94,6
"Winthrop","Suffolk","MA","2004",1480471740,163000,76999060,2915300,15902420,1576451520,93.9,6.1
"Winthrop","Suffolk","MA","2005",1764905850,195400,80514350,3213000,17186490,1866015090,94.6,5.4
"Winthrop","Suffolk","MA","2006",1930705375,67200,90038325,3447700,17447110,2041705710,94.6,5.4
"Winthrop","Suffolk","MA","2007",1989785620,67200,91595180,3475700,17897620,2102821320,94.6,5.4
"Winthrop","Suffolk","MA","2008",1951980785,67200,92134015,3466100,19123800,2066771900,94.4,5.6
"Winthrop","Suffolk","MA","2009",1878273757,67200,96656543,3620700,21814520,2000432720,93.9,6.1
"Winthrop","Suffolk","MA","2010",1696718745,67200,93371755,3643600,21722570,1815523870,93.5,6.5
"Winthrop","Suffolk","MA","2011",1597182904,50400,90470796,3549600,22820730,1714074430,93.2,6.8
"Winthrop","Suffolk","MA","2012",1560586625,46400,89098475,3644100,23980000,1677355600,93,7
"Winthrop","Suffolk","MA","2013",1548121285,46400,90009915,3236500,24848080,1666262180,92.9,7.1
"Ashburnham","Worcester","MA","2003",403800950,218100,9003350,3489200,2920635,419432235,96.3,3.7
"Ashburnham","Worcester","MA","2004",465824730,218100,8939770,3527800,2973795,481484195,96.8,3.2
"Ashburnham","Worcester","MA","2005",542223490,301600,10331010,4113800,2708768,559678668,96.9,3.1
"Ashburnham","Worcester","MA","2006",605246780,326600,11380820,4977300,3472418,625403918,96.8,3.2
"Ashburnham","Worcester","MA","2007",638947400,327500,12644900,4638400,3686705,660244905,96.8,3.2
"Ashburnham","Worcester","MA","2008",647193970,329100,12806830,4475700,4779135,669584735,96.7,3.3
"Ashburnham","Worcester","MA","2009",663427825,0,15421075,5165700,7001494,691016094,96,4
"Ashburnham","Worcester","MA","2010",600605155,0,14494445,4947700,7492082,627539382,95.7,4.3
"Ashburnham","Worcester","MA","2011",578710815,0,14244685,5067900,8753465,606776865,95.4,4.6
"Ashburnham","Worcester","MA","2012",548559790,0,13708810,4772100,8730728,575771428,95.3,4.7
"Ashburnham","Worcester","MA","2013",545555920,0,13916830,4577100,8731825,572781675,95.2,4.8
"Athol","Worcester","MA","2003",327232147,0,31132453,12096600,13180824,383642024,85.3,14.7
"Athol","Worcester","MA","2004",516234334,0,43685766,15903700,13211250,589035050,87.6,12.4
"Athol","Worcester","MA","2005",619669493,0,47722907,16546100,13214648,697153148,88.9,11.1
"Athol","Worcester","MA","2006",671671818,0,48577782,16289300,12993950,749532850,89.6,10.4
"Athol","Worcester","MA","2007",771446362,0,54160738,16602300,14237145,856446545,90.1,9.9
"Athol","Worcester","MA","2008",768609132,0,53560868,16724500,14225971,853120471,90.1,9.9
"Athol","Worcester","MA","2009",730511653,0,52074147,16595000,18422517,817603317,89.3,10.7
"Athol","Worcester","MA","2010",639640253,0,50961347,15265600,18535838,724403038,88.3,11.7
"Athol","Worcester","MA","2011",618146631,0,49157169,15314100,19390432,702008332,88.1,11.9
"Athol","Worcester","MA","2012",579187096,0,48555204,15706000,19333898,662782198,87.4,12.6
"Athol","Worcester","MA","2013",551330371,0,48521011,15526200,19241022,634618604,86.9,13.1
"Auburn","Worcester","MA","2003",846233456,2855700,239204724,87033820,26423794,1201751494,70.7,29.3
"Auburn","Worcester","MA","2004",1136839666,3159300,250926446,102215580,32853310,1525994302,74.7,25.3
"Auburn","Worcester","MA","2005",1247284629,2884400,300305377,111763980,32770150,1695008536,73.8,26.2
"Auburn","Worcester","MA","2006",1427427261,3819000,333581440,121745180,38776140,1925349021,74.3,25.7
"Auburn","Worcester","MA","2007",1555529868,0,384141972,144161900,38840860,2122674600,73.3,26.7
"Auburn","Worcester","MA","2008",1557995634,0,375341260,140576300,48964560,2122877754,73.4,26.6
"Auburn","Worcester","MA","2009",1500360659,0,372353085,150513100,56739520,2079966364,72.1,27.9
"Auburn","Worcester","MA","2010",1326664929,0,341714197,140535600,53519260,1862433986,71.2,28.8
"Auburn","Worcester","MA","2011",1297388619,0,332213523,138807100,57133200,1825542442,71.1,28.9
"Auburn","Worcester","MA","2012",1289813934,0,331588017,140645800,60476300,1822524051,70.8,29.2
"Auburn","Worcester","MA","2013",1275580965,0,329718830,142020000,65380280,1812700075,70.4,29.6
"Barre","Worcester","MA","2003",215752152,0,17816028,4126300,9253165,246947645,87.4,12.6
"Barre","Worcester","MA","2004",297353474,0,21436193,4944500,9685074,333419241,89.2,10.8
"Barre","Worcester","MA","2005",354992483,0,21822759,4974100,10079770,391869112,90.6,9.4
"Barre","Worcester","MA","2006",393360257,0,24496719,5373200,10133068,433363244,90.8,9.2
"Barre","Worcester","MA","2007",430660047,0,27398592,6173100,10294722,474526461,90.8,9.2
"Barre","Worcester","MA","2008",453123163,0,27955320,6164900,10014056,497257439,91.1,8.9
"Barre","Worcester","MA","2009",437811994,0,27129809,5698000,11905801,482545604,90.7,9.3
"Barre","Worcester","MA","2010",408641210,0,24450643,5972100,12323665,451387618,90.5,9.5
"Barre","Worcester","MA","2011",389157165,0,24162625,5977100,12621939,431918829,90.1,9.9
"Barre","Worcester","MA","2012",360512738,0,24135524,6402400,15479994,406530656,88.7,11.3
"Barre","Worcester","MA","2013",349491135,0,23630850,6463500,21041168,400626653,87.2,12.8
"Berlin","Worcester","MA","2003",234450200,0,86822050,4965900,7512880,333751030,70.2,29.8
"Berlin","Worcester","MA","2004",323271550,0,103145210,6869100,8169640,441455500,73.2,26.8
"Berlin","Worcester","MA","2005",361543950,0,104707810,6378500,9297000,481927260,75,25
"Berlin","Worcester","MA","2006",402506700,0,105470800,9202200,10507380,527687080,76.3,23.7
"Berlin","Worcester","MA","2007",447489925,0,118132340,9678500,8262110,583562875,76.7,23.3
"Berlin","Worcester","MA","2008",454972525,0,121714210,9752600,9888080,596327415,76.3,23.7
"Berlin","Worcester","MA","2009",464983996,0,123156510,9752600,10649780,608542886,76.4,23.6
"Berlin","Worcester","MA","2010",419829150,0,118624830,9549600,11297920,559301500,75.1,24.9
"Berlin","Worcester","MA","2011",418439994,0,123269837,9689940,10248630,561648401,74.5,25.5
"Berlin","Worcester","MA","2012",417067064,1911515,111718360,9689940,11460300,551847179,75.9,24.1
"Berlin","Worcester","MA","2013",383189300,2138795,114052200,9125700,10923390,519429385,74.2,25.8
"Blackstone","Worcester","MA","2003",497727800,0,17937100,64415500,185724858,765805258,65,35
"Blackstone","Worcester","MA","2004",608598080,0,21580820,42576500,246069606,918825006,66.2,33.8
"Blackstone","Worcester","MA","2005",658173769,0,21686431,42685800,234707466,957253466,68.8,31.2
"Blackstone","Worcester","MA","2006",765723625,0,23963175,41627500,243248764,1074563064,71.3,28.7
"Blackstone","Worcester","MA","2007",855574091,0,26153231,39088920,181004462,1101820704,77.7,22.3
"Blackstone","Worcester","MA","2008",838669358,0,26301664,39088400,181080756,1085140178,77.3,22.7
"Blackstone","Worcester","MA","2009",786180287,0,25797735,31497871,162500164,1005976057,78.2,21.8
"Blackstone","Worcester","MA","2010",751945428,0,24621494,30227713,147913827,954708462,78.8,21.2
"Blackstone","Worcester","MA","2011",693359204,0,23035918,28042472,138113172,882550766,78.6,21.4
"Blackstone","Worcester","MA","2012",653573219,0,22264103,25774378,129021095,830632795,78.7,21.3
"Blackstone","Worcester","MA","2013",641812029,0,22616593,25131574,125491199,815051395,78.7,21.3
"Bolton","Worcester","MA","2003",731199961,0,64239570,4780000,10896179,811115710,90.1,9.9
"Bolton","Worcester","MA","2004",743111090,0,66089232,4862000,19850840,833913162,89.1,10.9
"Bolton","Worcester","MA","2005",768516846,0,68937708,4893000,34699256,877046810,87.6,12.4
"Bolton","Worcester","MA","2006",854484248,0,56980485,15409800,34503615,961378148,88.9,11.1
"Bolton","Worcester","MA","2007",886898663,0,53022737,15116700,32574631,987612731,89.8,10.2
"Bolton","Worcester","MA","2008",876647208,0,44343994,15147800,33211158,969350160,90.4,9.6
"Bolton","Worcester","MA","2009",858466821,0,48112979,16245600,49122436,971947836,88.3,11.7
"Bolton","Worcester","MA","2010",841525762,0,45727538,13091400,31179096,931523796,90.3,9.7
"Bolton","Worcester","MA","2011",798205942,0,41290479,12190800,26447941,878135162,90.9,9.1
"Bolton","Worcester","MA","2012",806955779,0,40349181,11398100,21673179,880376239,91.7,8.3
"Bolton","Worcester","MA","2013",790516232,0,38847574,11210100,19170486,859744392,91.9,8.1
"Boylston","Worcester","MA","2003",387375254,339600,27058946,12780100,6122149,433676049,89.4,10.6
"Boylston","Worcester","MA","2004",487243251,475300,31468349,15480600,9669396,544336896,89.6,10.4
"Boylston","Worcester","MA","2005",572310582,712700,33398518,16573200,7843700,630838700,90.8,9.2
"Boylston","Worcester","MA","2006",596793813,712700,33812587,16591100,8324000,656234200,91.1,8.9
"Boylston","Worcester","MA","2007",653662622,712700,36063278,18230200,7434400,716103200,91.4,8.6
"Boylston","Worcester","MA","2008",663921764,0,36688076,18943300,9501600,729054740,91.1,8.9
"Boylston","Worcester","MA","2009",622620121,0,36511119,18598500,14905900,692635640,89.9,10.1
"Boylston","Worcester","MA","2010",619934921,0,37255519,19153100,12654000,688997540,90,10
"Boylston","Worcester","MA","2011",529033814,0,32148826,16825500,12318700,590326840,89.6,10.4
"Boylston","Worcester","MA","2012",533662138,0,31767702,16381300,12977700,594788840,89.7,10.3
"Boylston","Worcester","MA","2013",531772498,0,32817602,16413600,13955700,594959400,89.4,10.6
"Brookfield","Worcester","MA","2003",127205260,0,7645523,760000,4120596,139731379,91,9
"Brookfield","Worcester","MA","2004",179762496,0,8256831,984900,4593787,193598014,92.9,7.1
"Brookfield","Worcester","MA","2005",190151767,0,8261361,1062900,4647765,204123793,93.2,6.8
"Brookfield","Worcester","MA","2006",243154435,0,10111850,1476900,4673632,259416817,93.7,6.3
"Brookfield","Worcester","MA","2007",281587311,0,10929283,1821877,4563914,298902385,94.2,5.8
"Brookfield","Worcester","MA","2008",288930097,0,10659217,1883977,5186252,306659543,94.2,5.8
"Brookfield","Worcester","MA","2009",289521145,0,11049123,2254677,6205927,309030872,93.7,6.3
"Brookfield","Worcester","MA","2010",274153545,0,10704727,2155477,6119414,293133163,93.5,6.5
"Brookfield","Worcester","MA","2011",274556132,0,10694461,2210577,6733465,294194635,93.3,6.7
