"","Municipal","County","State","Region","Year","No.Unemployed.Avg","No.Employed.Avg","No.Labor.Avg"
"424",NA,"NA County County",NA,"NA County County",1999,350,11270,11620
"425",NA,"NA County County",NA,"NA County County",2000,265,11108,11373
"426",NA,"NA County County",NA,"NA County County",2001,395,11088,11483
"427",NA,"NA County County",NA,"NA County County",2002,640,10832,11472
"428",NA,"NA County County",NA,"NA County County",2003,657,11030,11687
"429",NA,"NA County County",NA,"NA County County",2004,569,11129,11698
"430",NA,"NA County County",NA,"NA County County",2005,493,11237,11730
"431",NA,"NA County County",NA,"NA County County",2006,474,11261,11735
"432",NA,"NA County County",NA,"NA County County",2007,449,11298,11747
"433",NA,"NA County County",NA,"NA County County",2008,524,11252,11776
"434",NA,"NA County County",NA,"NA County County",2009,859,10969,11828
"435",NA,"NA County County",NA,"NA County County",2010,895,10745,11640
"436",NA,"NA County County",NA,"NA County County",2011,732,10780,11512
"437",NA,"NA County County",NA,"NA County County",2012,673,10872,11545
"438",NA,"NA County County",NA,"NA County County",1990,8533,74145,82678
"439",NA,"NA County County",NA,"NA County County",1991,11465,71289,82754
"440",NA,"NA County County",NA,"NA County County",1992,10755,70722,81477
"441",NA,"NA County County",NA,"NA County County",1993,9278,72251,81529
"442",NA,"NA County County",NA,"NA County County",1994,8848,73207,82055
"443",NA,"NA County County",NA,"NA County County",1995,8259,72809,81068
"444",NA,"NA County County",NA,"NA County County",1996,7283,72235,79518
"445",NA,"NA County County",NA,"NA County County",1997,6323,74011,80334
"446",NA,"NA County County",NA,"NA County County",1998,5410,74525,79935
"447",NA,"NA County County",NA,"NA County County",1999,4916,75134,80050
"448",NA,"NA County County",NA,"NA County County",2000,3653,78925,82578
"449",NA,"NA County County",NA,"NA County County",2001,4435,78032,82467
"450",NA,"NA County County",NA,"NA County County",2002,5791,78673,84464
"451",NA,"NA County County",NA,"NA County County",2003,6442,77159,83601
"452",NA,"NA County County",NA,"NA County County",2004,5867,77694,83561
"453",NA,"NA County County",NA,"NA County County",2005,5723,78621,84344
"454",NA,"NA County County",NA,"NA County County",2006,5584,79778,85362
"455",NA,"NA County County",NA,"NA County County",2007,5454,79402,84856
"456",NA,"NA County County",NA,"NA County County",2008,6660,78413,85073
"457",NA,"NA County County",NA,"NA County County",2009,9808,76418,86226
"458",NA,"NA County County",NA,"NA County County",2010,10320,76251,86571
"459",NA,"NA County County",NA,"NA County County",2011,9322,77064,86386
"460",NA,"NA County County",NA,"NA County County",2012,8923,77972,86895
"461",NA,"NA County County",NA,"NA County County",1990,1738,16904,18642
"462",NA,"NA County County",NA,"NA County County",1991,2399,16210,18609
"463",NA,"NA County County",NA,"NA County County",1992,2146,15869,18015
"464",NA,"NA County County",NA,"NA County County",1993,1687,16293,17980
"465",NA,"NA County County",NA,"NA County County",1994,1414,16216,17630
"466",NA,"NA County County",NA,"NA County County",1995,1102,15982,17084
"467",NA,"NA County County",NA,"NA County County",1996,1023,16173,17196
"468",NA,"NA County County",NA,"NA County County",1997,921,16270,17191
"469",NA,"NA County County",NA,"NA County County",1998,719,16421,17140
"470",NA,"NA County County",NA,"NA County County",1999,702,16505,17207
"471",NA,"NA County County",NA,"NA County County",2000,587,16761,17348
"472",NA,"NA County County",NA,"NA County County",2001,749,16808,17557
"473",NA,"NA County County",NA,"NA County County",2002,987,16704,17691
"474",NA,"NA County County",NA,"NA County County",2003,1099,16477,17576
"475",NA,"NA County County",NA,"NA County County",2004,1019,16335,17354
"476",NA,"NA County County",NA,"NA County County",2005,926,16357,17283
"477",NA,"NA County County",NA,"NA County County",2006,926,16458,17384
"478",NA,"NA County County",NA,"NA County County",2007,968,16442,17410
"479",NA,"NA County County",NA,"NA County County",2008,1073,16471,17544
"480",NA,"NA County County",NA,"NA County County",2009,1592,16182,17774
"481",NA,"NA County County",NA,"NA County County",2010,1617,15954,17571
"482",NA,"NA County County",NA,"NA County County",2011,1446,15937,17383
"483",NA,"NA County County",NA,"NA County County",2012,1296,15727,17023
"484",NA,"NA County County",NA,"NA County County",1990,1715,16486,18201
"485",NA,"NA County County",NA,"NA County County",1991,2378,15786,18164
"486",NA,"NA County County",NA,"NA County County",1992,2112,15450,17562
"487",NA,"NA County County",NA,"NA County County",1993,1652,15869,17521
"488",NA,"NA County County",NA,"NA County County",1994,1397,15790,17187
"489",NA,"NA County County",NA,"NA County County",1995,1082,15547,16629
"490",NA,"NA County County",NA,"NA County County",1996,992,15730,16722
"491",NA,"NA County County",NA,"NA County County",1997,901,15830,16731
"492",NA,"NA County County",NA,"NA County County",1998,706,15973,16679
"493",NA,"NA County County",NA,"NA County County",1999,683,16054,16737
"494",NA,"NA County County",NA,"NA County County",2000,573,16347,16920
"495",NA,"NA County County",NA,"NA County County",2001,728,16390,17118
"496",NA,"NA County County",NA,"NA County County",2002,966,16282,17248
"497",NA,"NA County County",NA,"NA County County",2003,1068,16060,17128
"498",NA,"NA County County",NA,"NA County County",2004,994,15918,16912
"499",NA,"NA County County",NA,"NA County County",2005,901,15937,16838
"500",NA,"NA County County",NA,"NA County County",2006,899,16030,16929
"501",NA,"NA County County",NA,"NA County County",2007,938,16016,16954
"502",NA,"NA County County",NA,"NA County County",2008,1043,16046,17089
"503",NA,"NA County County",NA,"NA County County",2009,1545,15763,17308
"504",NA,"NA County County",NA,"NA County County",2010,1576,15519,17095
"505",NA,"NA County County",NA,"NA County County",2011,1415,15503,16918
"506",NA,"NA County County",NA,"NA County County",2012,1258,15300,16558
"507",NA,"NA County County",NA,"NA County County",1990,7613,113904,121517
"508",NA,"NA County County",NA,"NA County County",1991,10375,110059,120434
"509",NA,"NA County County",NA,"NA County County",1992,10895,108719,119614
"510",NA,"NA County County",NA,"NA County County",1993,8018,109681,117699
"511",NA,"NA County County",NA,"NA County County",1994,6915,111149,118064
"512",NA,"NA County County",NA,"NA County County",1995,6013,112802,118815
"513",NA,"NA County County",NA,"NA County County",1996,5049,115027,120076
"514",NA,"NA County County",NA,"NA County County",1997,4690,118302,122992
"515",NA,"NA County County",NA,"NA County County",1998,4123,120431,124554
"516",NA,"NA County County",NA,"NA County County",1999,4007,121500,125507
"517",NA,"NA County County",NA,"NA County County",2000,3310,122413,125723
"518",NA,"NA County County",NA,"NA County County",2001,4700,123088,127788
"519",NA,"NA County County",NA,"NA County County",2002,6870,122402,129272
"520",NA,"NA County County",NA,"NA County County",2003,7773,121068,128841
"521",NA,"NA County County",NA,"NA County County",2004,7006,120301,127307
"522",NA,"NA County County",NA,"NA County County",2005,6416,120747,127163
"523",NA,"NA County County",NA,"NA County County",2006,6300,121636,127936
"524",NA,"NA County County",NA,"NA County County",2007,5783,121596,127379
"525",NA,"NA County County",NA,"NA County County",2008,6873,121738,128611
"526",NA,"NA County County",NA,"NA County County",2009,10629,118984,129613
"527",NA,"NA County County",NA,"NA County County",2010,10503,119486,129989
"528",NA,"NA County County",NA,"NA County County",2011,9157,120863,130020
"529",NA,"NA County County",NA,"NA County County",2012,8752,121793,130545
"530",NA,"NA County County",NA,"NA County County",1990,2531,35681,38212
"531",NA,"NA County County",NA,"NA County County",1991,4157,33980,38137
"532",NA,"NA County County",NA,"NA County County",1992,4081,33496,37577
"533",NA,"NA County County",NA,"NA County County",1993,3226,33559,36785
"534",NA,"NA County County",NA,"NA County County",1994,2950,33312,36262
"535",NA,"NA County County",NA,"NA County County",1995,2374,33141,35515
"536",NA,"NA County County",NA,"NA County County",1996,1886,33505,35391
"537",NA,"NA County County",NA,"NA County County",1997,1854,33742,35596
"538",NA,"NA County County",NA,"NA County County",1998,1512,33822,35334
"539",NA,"NA County County",NA,"NA County County",1999,1469,34103,35572
"540",NA,"NA County County",NA,"NA County County",2000,1135,36673,37808
"541",NA,"NA County County",NA,"NA County County",2001,1350,36606,37956
"542",NA,"NA County County",NA,"NA County County",2002,1776,37071,38847
"543",NA,"NA County County",NA,"NA County County",2003,1968,36838,38806
"544",NA,"NA County County",NA,"NA County County",2004,1809,36808,38617
"545",NA,"NA County County",NA,"NA County County",2005,1696,37223,38919
"546",NA,"NA County County",NA,"NA County County",2006,1672,37806,39478
"547",NA,"NA County County",NA,"NA County County",2007,1687,37596,39283
"548",NA,"NA County County",NA,"NA County County",2008,2003,37169,39172
"549",NA,"NA County County",NA,"NA County County",2009,3066,36081,39147
"550",NA,"NA County County",NA,"NA County County",2010,3230,35778,39008
"551",NA,"NA County County",NA,"NA County County",2011,2893,36108,39001
"552",NA,"NA County County",NA,"NA County County",2012,2722,35945,38667
"553",NA,"NA County County",NA,"NA County County",1990,4269,52585,56854
"554",NA,"NA County County",NA,"NA County County",1991,6556,50190,56746
"555",NA,"NA County County",NA,"NA County County",1992,6227,49365,55592
"556",NA,"NA County County",NA,"NA County County",1993,4913,49852,54765
"557",NA,"NA County County",NA,"NA County County",1994,4364,49528,53892
"558",NA,"NA County County",NA,"NA County County",1995,3476,49123,52599
"559",NA,"NA County County",NA,"NA County County",1996,2908,49678,52586
"560",NA,"NA County County",NA,"NA County County",1997,2775,50012,52787
"561",NA,"NA County County",NA,"NA County County",1998,2231,50243,52474
"562",NA,"NA County County",NA,"NA County County",1999,2171,50608,52779
"563",NA,"NA County County",NA,"NA County County",2000,1722,53434,55156
"564",NA,"NA County County",NA,"NA County County",2001,2099,53414,55513
"565",NA,"NA County County",NA,"NA County County",2002,2763,53775,56538
"566",NA,"NA County County",NA,"NA County County",2003,3067,53315,56382
"567",NA,"NA County County",NA,"NA County County",2004,2828,53143,55971
"568",NA,"NA County County",NA,"NA County County",2005,2622,53580,56202
"569",NA,"NA County County",NA,"NA County County",2006,2598,54264,56862
"570",NA,"NA County County",NA,"NA County County",2007,2654,54038,56692
"571",NA,"NA County County",NA,"NA County County",2008,3076,53639,56715
"572",NA,"NA County County",NA,"NA County County",2009,4658,52263,56921
"573",NA,"NA County County",NA,"NA County County",2010,4846,51732,56578
"574",NA,"NA County County",NA,"NA County County",2011,4339,52045,56384
"575",NA,"NA County County",NA,"NA County County",2012,4018,51672,55690
"576",NA,"NA County County",NA,"NA County County",1990,12535,126860,139395
"577",NA,"NA County County",NA,"NA County County",1991,17836,121902,139738
"578",NA,"NA County County",NA,"NA County County",1992,17029,122471,139500
"579",NA,"NA County County",NA,"NA County County",1993,15046,124830,139876
"580",NA,"NA County County",NA,"NA County County",1994,12059,126829,138888
"581",NA,"NA County County",NA,"NA County County",1995,11125,128164,139289
"582",NA,"NA County County",NA,"NA County County",1996,10067,129123,139190
"583",NA,"NA County County",NA,"NA County County",1997,8708,131879,140587
"584",NA,"NA County County",NA,"NA County County",1998,6453,133789,140242
"585",NA,"NA County County",NA,"NA County County",1999,6103,135188,141291
"586",NA,"NA County County",NA,"NA County County",2000,5489,137552,143041
"587",NA,"NA County County",NA,"NA County County",2001,7009,137025,144034
"588",NA,"NA County County",NA,"NA County County",2002,9181,138368,147549
"589",NA,"NA County County",NA,"NA County County",2003,9542,139566,149108
"590",NA,"NA County County",NA,"NA County County",2004,9288,139876,149164
"591",NA,"NA County County",NA,"NA County County",2005,8914,140601,149515
"592",NA,"NA County County",NA,"NA County County",2006,9203,141879,151082
"593",NA,"NA County County",NA,"NA County County",2007,8966,141889,150855
"594",NA,"NA County County",NA,"NA County County",2008,10913,139475,150388
"595",NA,"NA County County",NA,"NA County County",2009,17232,134250,151482
"596",NA,"NA County County",NA,"NA County County",2010,17194,133117,150311
"597",NA,"NA County County",NA,"NA County County",2011,16028,134181,150209
"598",NA,"NA County County",NA,"NA County County",2012,14867,134394,149261
"599",NA,"NA County County",NA,"NA County County",1990,20293,317603,337896
"600",NA,"NA County County",NA,"NA County County",1991,29812,307508,337320
"601",NA,"NA County County",NA,"NA County County",1992,29638,305588,335226
"602",NA,"NA County County",NA,"NA County County",1993,26701,304261,330962
"603",NA,"NA County County",NA,"NA County County",1994,23474,304756,328230
"604",NA,"NA County County",NA,"NA County County",1995,19752,303366,323118
"605",NA,"NA County County",NA,"NA County County",1996,15872,306171,322043
"606",NA,"NA County County",NA,"NA County County",1997,14762,312005,326767
"607",NA,"NA County County",NA,"NA County County",1998,12721,313108,325829
"608",NA,"NA County County",NA,"NA County County",1999,11792,315066,326858
"609",NA,"NA County County",NA,"NA County County",2000,9916,325430,335346
"610",NA,"NA County County",NA,"NA County County",2001,12658,326721,339379
"611",NA,"NA County County",NA,"NA County County",2002,17640,325844,343484
"612",NA,"NA County County",NA,"NA County County",2003,20568,323712,344280
"613",NA,"NA County County",NA,"NA County County",2004,19363,324271,343634
"614",NA,"NA County County",NA,"NA County County",2005,18310,325593,343903
"615",NA,"NA County County",NA,"NA County County",2006,18350,327858,346208
"616",NA,"NA County County",NA,"NA County County",2007,17583,327423,345006
