"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Rockland","Plymouth","MA","2005"," 12","Rockland town",99,99,12210000,0,0,0,0,0,0,0,0,0,99,99,12210000,0,0,0,0,0,0,0,0,0,99,99,12210000,123333.333333333,99,99,12210000,123333.333333333,"Rockland",14063007,0,0,0,14063007,142050.575757576
"Rockland","Plymouth","MA","2006","  1","Rockland town",67,67,8206282,1,2,200500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,8406782,121837.420289855,0,0,0,NA,"Rockland",9156314,223712,0,0,9380026,135942.405797101
"Rockland","Plymouth","MA","2007","  0","Rockland town",57,57,6993384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,6993384,122690.947368421,0,0,0,NA,"Rockland",7586909,0,0,0,7586909,133103.666666667
"Rockland","Plymouth","MA","2008","  0","Rockland town",35,35,4292721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,4292721,122649.171428571,0,0,0,NA,"Rockland",4484844,0,0,0,4484844,128138.4
"Rockland","Plymouth","MA","2009","  0","Rockland town",28,28,3434346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,3434346,122655.214285714,0,0,0,NA,"Rockland",3600863,0,0,0,3600863,128602.25
"Rockland","Plymouth","MA","2010","  0","Rockland town",29,29,3556958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,3556958,122653.724137931,0,0,0,NA,"Rockland",3669234,0,0,0,3669234,126525.310344828
"Rockland","Plymouth","MA","2011","  0","Rockland town",23,23,2821038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,2821038,122653.826086957,0,0,0,NA,"Rockland",2821038,0,0,0,2821038,122653.826086957
"Rockport","Essex","MA","2000"," 12","Rockport town",11,11,1513980,0,0,0,0,0,0,0,0,0,11,11,1513980,0,0,0,0,0,0,0,0,0,11,11,1513980,137634.545454545,11,11,1513980,137634.545454545,"Rockport",1977661,0,0,0,1977661,179787.363636364
"Rockport","Essex","MA","2001"," 12","Rockport town",13,13,1774000,0,0,0,0,0,0,0,0,0,13,13,1774000,0,0,0,0,0,0,0,0,0,13,13,1774000,136461.538461538,13,13,1774000,136461.538461538,"Rockport",2253200,0,0,0,2253200,173323.076923077
"Rockport","Essex","MA","2002"," 12","Rockport town",12,12,2215500,0,0,0,0,0,0,0,0,0,12,12,2215500,0,0,0,0,0,0,0,0,0,12,12,2215500,184625,12,12,2215500,184625,"Rockport",2770163,0,0,0,2770163,230846.916666667
"Rockport","Essex","MA","2003"," 12","Rockport town",12,12,2680000,0,0,0,0,0,0,0,0,0,12,12,2680000,0,0,0,0,0,0,0,0,0,12,12,2680000,223333.333333333,12,12,2680000,223333.333333333,"Rockport",3276285,0,0,0,3276285,273023.75
"Rockport","Essex","MA","2004"," 10","Rockport town",23,23,5037566,0,0,0,0,0,0,0,0,0,21,21,4590900,0,0,0,0,0,0,0,0,0,23,23,5037566,219024.608695652,21,21,4590900,218614.285714286,"Rockport",5998650,0,0,0,5998650,260810.869565217
"Rockport","Essex","MA","2005"," 12","Rockport town",10,10,3357000,0,0,0,0,0,0,0,0,0,10,10,3357000,0,0,0,0,0,0,0,0,0,10,10,3357000,335700,10,10,3357000,335700,"Rockport",3866463,0,0,0,3866463,386646.3
"Rockport","Essex","MA","2006"," 12","Rockport town",19,19,4930500,0,0,0,0,0,0,0,0,0,19,19,4930500,0,0,0,0,0,0,0,0,0,19,19,4930500,259500,19,19,4930500,259500,"Rockport",5501298,0,0,0,5501298,289542
"Rockport","Essex","MA","2007"," 12","Rockport town",10,10,3598642,1,2,350000,0,0,0,0,0,0,10,10,3598642,1,2,350000,0,0,0,0,0,0,11,12,3948642,329053.5,11,12,3948642,329053.5,"Rockport",3904057,379704,0,0,4283761,356980.083333333
"Rockport","Essex","MA","2008"," 12","Rockport town",8,8,3907000,1,2,2e+05,0,0,0,0,0,0,8,8,3907000,1,2,2e+05,0,0,0,0,0,0,9,10,4107000,410700,9,10,4107000,410700,"Rockport",4081860,208951,0,0,4290811,429081.1
"Rockport","Essex","MA","2009"," 12","Rockport town",10,10,2406600,0,0,0,0,0,0,0,0,0,10,10,2406600,0,0,0,0,0,0,0,0,0,10,10,2406600,240660,10,10,2406600,240660,"Rockport",2523286,0,0,0,2523286,252328.6
"Rockport","Essex","MA","2010"," 12","Rockport town",8,8,3166500,0,0,0,0,0,0,0,0,0,8,8,3166500,0,0,0,0,0,0,0,0,0,8,8,3166500,395812.5,8,8,3166500,395812.5,"Rockport",3266451,0,0,0,3266451,408306.375
"Rockport","Essex","MA","2011"," 12","Rockport town",13,13,4043821,0,0,0,0,0,0,0,0,0,13,13,4043821,0,0,0,0,0,0,0,0,0,13,13,4043821,311063.153846154,13,13,4043821,311063.153846154,"Rockport",4043821,0,0,0,4043821,311063.153846154
"Rowe","Franklin","MA","2000"," 12","Rowe town",1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,150000,1,1,150000,150000,"Rowe",195940,0,0,0,195940,195940
"Rowe","Franklin","MA","2001"," 12","Rowe town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Rowe",0,0,0,0,0,NA
"Rowe","Franklin","MA","2002"," 12","Rowe town",1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,70000,1,1,70000,70000,"Rowe",87525,0,0,0,87525,87525
"Rowe","Franklin","MA","2003"," 12","Rowe town",1,1,145000,0,0,0,0,0,0,0,0,0,1,1,145000,0,0,0,0,0,0,0,0,0,1,1,145000,145000,1,1,145000,145000,"Rowe",177262,0,0,0,177262,177262
"Rowe","Franklin","MA","2004"," 12","Rowe town",2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,155000,2,2,310000,155000,"Rowe",369143,0,0,0,369143,184571.5
"Rowe","Franklin","MA","2005"," 12","Rowe town",4,4,730000,0,0,0,0,0,0,0,0,0,4,4,730000,0,0,0,0,0,0,0,0,0,4,4,730000,182500,4,4,730000,182500,"Rowe",840786,0,0,0,840786,210196.5
"Rowe","Franklin","MA","2006"," 12","Rowe town",1,1,2e+05,0,0,0,0,0,0,0,0,0,1,1,2e+05,0,0,0,0,0,0,0,0,0,1,1,2e+05,2e+05,1,1,2e+05,2e+05,"Rowe",223154,0,0,0,223154,223154
"Rowe","Franklin","MA","2007"," 12","Rowe town",1,1,147637,0,0,0,0,0,0,0,0,0,1,1,147637,0,0,0,0,0,0,0,0,0,1,1,147637,147637,1,1,147637,147637,"Rowe",160167,0,0,0,160167,160167
"Rowe","Franklin","MA","2008"," 12","Rowe town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Rowe",0,0,0,0,0,NA
"Rowe","Franklin","MA","2009"," 12","Rowe town",1,1,135000,0,0,0,0,0,0,0,0,0,1,1,135000,0,0,0,0,0,0,0,0,0,1,1,135000,135000,1,1,135000,135000,"Rowe",141546,0,0,0,141546,141546
"Rowe","Franklin","MA","2010"," 12","Rowe town",1,1,280000,0,0,0,0,0,0,0,0,0,1,1,280000,0,0,0,0,0,0,0,0,0,1,1,280000,280000,1,1,280000,280000,"Rowe",288838,0,0,0,288838,288838
"Rowe","Franklin","MA","2011"," 12","Rowe town",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,250000,1,1,250000,250000,"Rowe",250000,0,0,0,250000,250000
"Rowley","Essex","MA","2000"," 12","Rowley town",10,10,1581000,0,0,0,0,0,0,0,0,0,10,10,1581000,0,0,0,0,0,0,0,0,0,10,10,1581000,158100,10,10,1581000,158100,"Rowley",2065206,0,0,0,2065206,206520.6
"Rowley","Essex","MA","2001"," 12","Rowley town",9,9,1562100,0,0,0,0,0,0,0,0,0,9,9,1562100,0,0,0,0,0,0,0,0,0,9,9,1562100,173566.666666667,9,9,1562100,173566.666666667,"Rowley",1984061,0,0,0,1984061,220451.222222222
"Rowley","Essex","MA","2002"," 12","Rowley town",18,18,3510750,0,0,0,0,0,0,0,0,0,18,18,3510750,0,0,0,0,0,0,0,0,0,18,18,3510750,195041.666666667,18,18,3510750,195041.666666667,"Rowley",4389686,0,0,0,4389686,243871.444444444
"Rowley","Essex","MA","2003"," 12","Rowley town",36,36,7203400,0,0,0,3,12,1560000,0,0,0,36,36,7203400,0,0,0,3,12,1560000,0,0,0,39,48,8763400,182570.833333333,39,48,8763400,182570.833333333,"Rowley",8806117,0,1907092,0,10713209,223191.854166667
"Rowley","Essex","MA","2004"," 12","Rowley town",66,66,19196215,1,2,385000,0,0,0,0,0,0,66,66,19196215,1,2,385000,0,0,0,0,0,0,67,68,19581215,287959.044117647,67,68,19581215,287959.044117647,"Rowley",22858536,458452,0,0,23316988,342896.882352941
"Rowley","Essex","MA","2005"," 12","Rowley town",31,31,8456945,1,2,262000,1,3,393000,0,0,0,31,31,8456945,1,2,262000,1,3,393000,0,0,0,33,36,9111945,253109.583333333,33,36,9111945,253109.583333333,"Rowley",9740383,301761,452642,0,10494786,291521.833333333
"Rowley","Essex","MA","2006"," 12","Rowley town",10,10,2712400,0,0,0,0,0,0,0,0,0,10,10,2712400,0,0,0,0,0,0,0,0,0,10,10,2712400,271240,10,10,2712400,271240,"Rowley",3026411,0,0,0,3026411,302641.1
"Rowley","Essex","MA","2007"," 12","Rowley town",5,5,1934150,0,0,0,0,0,0,0,0,0,5,5,1934150,0,0,0,0,0,0,0,0,0,5,5,1934150,386830,5,5,1934150,386830,"Rowley",2098300,0,0,0,2098300,419660
"Rowley","Essex","MA","2008"," 12","Rowley town",15,15,3225300,1,2,262000,2,6,786000,0,0,0,15,15,3225300,1,2,262000,2,6,786000,0,0,0,18,23,4273300,185795.652173913,18,23,4273300,185795.652173913,"Rowley",3369650,273726,821178,0,4464554,194111.043478261
"Rowley","Essex","MA","2009"," 12","Rowley town",9,9,1466500,0,0,0,0,0,0,0,0,0,9,9,1466500,0,0,0,0,0,0,0,0,0,9,9,1466500,162944.444444444,9,9,1466500,162944.444444444,"Rowley",1537604,0,0,0,1537604,170844.888888889
"Rowley","Essex","MA","2010"," 12","Rowley town",5,5,1189200,0,0,0,0,0,0,0,0,0,5,5,1189200,0,0,0,0,0,0,0,0,0,5,5,1189200,237840,5,5,1189200,237840,"Rowley",1226737,0,0,0,1226737,245347.4
"Rowley","Essex","MA","2011"," 12","Rowley town",8,8,2643640,0,0,0,0,0,0,0,0,0,8,8,2643640,0,0,0,0,0,0,0,0,0,8,8,2643640,330455,8,8,2643640,330455,"Rowley",2643640,0,0,0,2643640,330455
"Royalston","Worcester","MA","2000"," 12","Royalston town",7,7,777300,0,0,0,0,0,0,0,0,0,7,7,777300,0,0,0,0,0,0,0,0,0,7,7,777300,111042.857142857,7,7,777300,111042.857142857,"Royalston",1015361,0,0,0,1015361,145051.571428571
"Royalston","Worcester","MA","2001"," 12","Royalston town",11,11,771000,0,0,0,0,0,0,0,0,0,11,11,771000,0,0,0,0,0,0,0,0,0,11,11,771000,70090.9090909091,11,11,771000,70090.9090909091,"Royalston",979266,0,0,0,979266,89024.1818181818
"Royalston","Worcester","MA","2002"," 12","Royalston town",7,7,826855,0,0,0,0,0,0,0,0,0,7,7,826855,0,0,0,0,0,0,0,0,0,7,7,826855,118122.142857143,7,7,826855,118122.142857143,"Royalston",1033863,0,0,0,1033863,147694.714285714
"Royalston","Worcester","MA","2003"," 12","Royalston town",18,18,2656000,0,0,0,0,0,0,0,0,0,18,18,2656000,0,0,0,0,0,0,0,0,0,18,18,2656000,147555.555555556,18,18,2656000,147555.555555556,"Royalston",3246946,0,0,0,3246946,180385.888888889
"Royalston","Worcester","MA","2004"," 12","Royalston town",10,10,1079690,0,0,0,0,0,0,0,0,0,10,10,1079690,0,0,0,0,0,0,0,0,0,10,10,1079690,107969,10,10,1079690,107969,"Royalston",1285677,0,0,0,1285677,128567.7
"Royalston","Worcester","MA","2005"," 12","Royalston town",11,11,1492182,0,0,0,0,0,0,0,0,0,11,11,1492182,0,0,0,0,0,0,0,0,0,11,11,1492182,135652.909090909,11,11,1492182,135652.909090909,"Royalston",1718638,0,0,0,1718638,156239.818181818
"Royalston","Worcester","MA","2006"," 12","Royalston town",8,8,1328000,0,0,0,0,0,0,0,0,0,8,8,1328000,0,0,0,0,0,0,0,0,0,8,8,1328000,166000,8,8,1328000,166000,"Royalston",1481741,0,0,0,1481741,185217.625
"Royalston","Worcester","MA","2007"," 12","Royalston town",2,2,430000,0,0,0,0,0,0,0,0,0,2,2,430000,0,0,0,0,0,0,0,0,0,2,2,430000,215000,2,2,430000,215000,"Royalston",466494,0,0,0,466494,233247
"Royalston","Worcester","MA","2008"," 12","Royalston town",1,1,130300,0,0,0,0,0,0,0,0,0,1,1,130300,0,0,0,0,0,0,0,0,0,1,1,130300,130300,1,1,130300,130300,"Royalston",136132,0,0,0,136132,136132
"Royalston","Worcester","MA","2009"," 12","Royalston town",1,1,175000,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0,1,1,175000,175000,1,1,175000,175000,"Royalston",183485,0,0,0,183485,183485
"Royalston","Worcester","MA","2010"," 12","Royalston town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Royalston",0,0,0,0,0,NA
"Royalston","Worcester","MA","2011"," 12","Royalston town",2,2,476000,0,0,0,0,0,0,0,0,0,2,2,476000,0,0,0,0,0,0,0,0,0,2,2,476000,238000,2,2,476000,238000,"Royalston",476000,0,0,0,476000,238000
"Russell","Hampden","MA","2000","  1","Russell town",3,3,640000,0,0,0,0,0,0,0,0,0,2,2,475000,0,0,0,0,0,0,0,0,0,3,3,640000,213333.333333333,2,2,475000,237500,"Russell",836010,0,0,0,836010,278670
"Russell","Hampden","MA","2001","  4","Russell town",7,7,1116666,0,0,0,0,0,0,0,0,0,5,5,690000,0,0,0,0,0,0,0,0,0,7,7,1116666,159523.714285714,5,5,690000,138000,"Russell",1418305,0,0,0,1418305,202615
"Russell","Hampden","MA","2002"," 12","Russell town",8,8,1438500,0,0,0,0,0,0,0,0,0,8,8,1438500,0,0,0,0,0,0,0,0,0,8,8,1438500,179812.5,8,8,1438500,179812.5,"Russell",1798637,0,0,0,1798637,224829.625
"Russell","Hampden","MA","2003"," 12","Russell town",8,8,1480000,0,0,0,0,0,0,0,0,0,8,8,1480000,0,0,0,0,0,0,0,0,0,8,8,1480000,185000,8,8,1480000,185000,"Russell",1809292,0,0,0,1809292,226161.5
"Russell","Hampden","MA","2004"," 12","Russell town",9,9,2e+06,0,0,0,0,0,0,0,0,0,9,9,2e+06,0,0,0,0,0,0,0,0,0,9,9,2e+06,222222.222222222,9,9,2e+06,222222.222222222,"Russell",2381567,0,0,0,2381567,264618.555555556
"Russell","Hampden","MA","2005"," 12","Russell town",9,9,2025000,0,0,0,0,0,0,0,0,0,9,9,2025000,0,0,0,0,0,0,0,0,0,9,9,2025000,225000,9,9,2025000,225000,"Russell",2332317,0,0,0,2332317,259146.333333333
"Russell","Hampden","MA","2006"," 12","Russell town",4,4,8e+05,0,0,0,0,0,0,0,0,0,4,4,8e+05,0,0,0,0,0,0,0,0,0,4,4,8e+05,2e+05,4,4,8e+05,2e+05,"Russell",892615,0,0,0,892615,223153.75
"Russell","Hampden","MA","2007","  0","Russell town",4,4,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8e+05,2e+05,0,0,0,NA,"Russell",867896,0,0,0,867896,216974
"Russell","Hampden","MA","2008","  0","Russell town",3,3,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6e+05,2e+05,0,0,0,NA,"Russell",626853,0,0,0,626853,208951
"Russell","Hampden","MA","2009","  0","Russell town",4,4,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8e+05,2e+05,0,0,0,NA,"Russell",838789,0,0,0,838789,209697.25
"Russell","Hampden","MA","2010","  0","Russell town",4,4,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8e+05,2e+05,0,0,0,NA,"Russell",825252,0,0,0,825252,206313
"Russell","Hampden","MA","2011"," 12","Russell town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Russell",0,0,0,0,0,NA
"Rutland","Worcester","MA","2000"," 12","Rutland town",58,58,7442500,0,0,0,0,0,0,0,0,0,58,58,7442500,0,0,0,0,0,0,0,0,0,58,58,7442500,128318.965517241,58,58,7442500,128318.965517241,"Rutland",9721884,0,0,0,9721884,167618.689655172
"Rutland","Worcester","MA","2001"," 12","Rutland town",88,88,10064698,0,0,0,0,0,0,0,0,0,88,88,10064698,0,0,0,0,0,0,0,0,0,88,88,10064698,114371.568181818,88,88,10064698,114371.568181818,"Rutland",12783417,0,0,0,12783417,145266.102272727
"Rutland","Worcester","MA","2002"," 12","Rutland town",67,67,8379110,0,0,0,6,24,2400000,0,0,0,67,67,8379110,0,0,0,6,24,2400000,0,0,0,73,91,10779110,118451.758241758,73,91,10779110,118451.758241758,"Rutland",10476868,0,3000854,0,13477722,148106.835164835
"Rutland","Worcester","MA","2003","  8","Rutland town",83,83,9624434,0,0,0,5,18,1240000,0,0,0,61,61,6873085,0,0,0,2,7,140000,0,0,0,88,101,10864434,107568.653465347,63,68,7013085,103133.602941176,"Rutland",11765818,0,1515893,0,13281711,131502.089108911
"Rutland","Worcester","MA","2004","  0","Rutland town",80,80,9404020,0,0,0,5,17,1171113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,97,10575133,109021.989690722,0,0,0,NA,"Rutland",11198152,0,1394542,0,12592694,129821.587628866
"Rutland","Worcester","MA","2005","  0","Rutland town",77,77,9025878,0,0,0,4,12,826668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,89,9852546,110702.764044944,0,0,0,NA,"Rutland",10395658,0,952124,0,11347782,127503.168539326
"Rutland","Worcester","MA","2006","  3","Rutland town",97,97,23678174,0,0,0,4,12,826668,1,24,8e+06,52,52,18400000,0,0,0,0,0,0,1,24,8e+06,102,133,32504842,244397.308270677,53,76,26400000,347368.421052632,"Rutland",26419369,0,922370,8926151,36267890,272690.902255639
"Rutland","Worcester","MA","2007"," 12","Rutland town",44,44,7156000,0,0,0,0,0,0,0,0,0,44,44,7156000,0,0,0,0,0,0,0,0,0,44,44,7156000,162636.363636364,44,44,7156000,162636.363636364,"Rutland",7763326,0,0,0,7763326,176439.227272727
"Rutland","Worcester","MA","2008"," 12","Rutland town",29,29,5312900,0,0,0,1,4,576000,0,0,0,29,29,5312900,0,0,0,1,4,576000,0,0,0,30,33,5888900,178451.515151515,30,33,5888900,178451.515151515,"Rutland",5550682,0,601779,0,6152461,186438.212121212
"Rutland","Worcester","MA","2009"," 12","Rutland town",32,32,5505350,1,2,3e+05,0,0,0,0,0,0,32,32,5505350,1,2,3e+05,0,0,0,0,0,0,33,34,5805350,170745.588235294,33,34,5805350,170745.588235294,"Rutland",5772281,314546,0,0,6086827,179024.323529412
"Rutland","Worcester","MA","2010"," 12","Rutland town",36,36,5917000,0,0,0,2,7,790000,0,0,0,36,36,5917000,0,0,0,2,7,790000,0,0,0,38,43,6707000,155976.744186047,38,43,6707000,155976.744186047,"Rutland",6103772,0,814937,0,6918709,160900.209302326
"Rutland","Worcester","MA","2011"," 12","Rutland town",25,25,4118500,0,0,0,0,0,0,0,0,0,25,25,4118500,0,0,0,0,0,0,0,0,0,25,25,4118500,164740,25,25,4118500,164740,"Rutland",4118500,0,0,0,4118500,164740
"Salem","Essex","MA","2000"," 12","Salem",88,88,8061380,0,0,0,0,0,0,4,132,14709420,88,88,8061380,0,0,0,0,0,0,4,132,14709420,92,220,22770800,103503.636363636,92,220,22770800,103503.636363636,"Salem",10530306,0,0,19214415,29744721,135203.277272727
"Salem","Essex","MA","2001"," 12","Salem",50,50,5146223,0,0,0,0,0,0,15,476,40755156,50,50,5146223,0,0,0,0,0,0,15,476,40755156,65,526,45901379,87264.9790874525,65,526,45901379,87264.9790874525,"Salem",6536342,0,0,51764111,58300453,110837.363117871
"Salem","Essex","MA","2002"," 12","Salem",14,14,1596556,1,2,160000,0,0,0,1,8,750000,14,14,1596556,1,2,160000,0,0,0,1,8,750000,16,24,2506556,104439.833333333,16,24,2506556,104439.833333333,"Salem",1996263,200057,0,937767,3134087,130586.958333333
"Salem","Essex","MA","2003"," 12","Salem",5,5,1150305,0,0,0,0,0,0,0,0,0,5,5,1150305,0,0,0,0,0,0,0,0,0,5,5,1150305,230061,5,5,1150305,230061,"Salem",1406242,0,0,0,1406242,281248.4
"Salem","Essex","MA","2004"," 12","Salem",11,11,1716000,0,0,0,0,0,0,5,122,11600000,11,11,1716000,0,0,0,0,0,0,5,122,11600000,16,133,13316000,100120.30075188,16,133,13316000,100120.30075188,"Salem",2043384,0,0,13813088,15856472,119221.593984962
"Salem","Essex","MA","2005"," 12","Salem",8,8,1327000,0,0,0,2,8,650000,2,20,1931230,7,7,1171000,0,0,0,2,8,650000,1,5,505000,12,36,3908230,108561.944444444,10,20,2326000,116300,"Salem",1528387,0,748645,2224316,4501348,125037.444444444
"Salem","Essex","MA","2006","  9","Salem",2,2,321875,0,0,0,0,0,0,2,19,1813956,0,0,0,0,0,0,0,0,0,0,0,0,4,21,2135831,101706.238095238,0,0,0,NA,"Salem",359138,0,0,2023956,2383094,113480.666666667
"Salem","Essex","MA","2007"," 12","Salem",16,16,2118564,0,0,0,0,0,0,0,0,0,16,16,2118564,0,0,0,0,0,0,0,0,0,16,16,2118564,132410.25,16,16,2118564,132410.25,"Salem",2298365,0,0,0,2298365,143647.8125
"Salem","Essex","MA","2008"," 12","Salem",6,6,1003000,2,4,3e+05,0,0,0,0,0,0,6,6,1003000,2,4,3e+05,0,0,0,0,0,0,8,10,1303000,130300,8,10,1303000,130300,"Salem",1047890,313427,0,0,1361317,136131.7
"Salem","Essex","MA","2009"," 12","Salem",4,4,519014,1,2,270000,0,0,0,0,0,0,4,4,519014,1,2,270000,0,0,0,0,0,0,5,6,789014,131502.333333333,5,6,789014,131502.333333333,"Salem",544179,283091,0,0,827270,137878.333333333
"Salem","Essex","MA","2010"," 12","Salem",7,7,1424000,0,0,0,0,0,0,0,0,0,7,7,1424000,0,0,0,0,0,0,0,0,0,7,7,1424000,203428.571428571,7,7,1424000,203428.571428571,"Salem",1468949,0,0,0,1468949,209849.857142857
"Salem","Essex","MA","2011"," 11","Salem",5,5,767520,0,0,0,0,0,0,0,0,0,5,5,767520,0,0,0,0,0,0,0,0,0,5,5,767520,153504,5,5,767520,153504,"Salem",767520,0,0,0,767520,153504
"Salisbury","Essex","MA","2000"," 12","Salisbury town",23,23,3203000,1,2,193200,0,0,0,1,8,650000,23,23,3203000,1,2,193200,0,0,0,1,8,650000,25,33,4046200,122612.121212121,25,33,4046200,122612.121212121,"Salisbury",4183970,252371,0,849073,5285414,160164.060606061
"Salisbury","Essex","MA","2001"," 12","Salisbury town",24,24,3379378,1,2,220000,0,0,0,0,0,0,24,24,3379378,1,2,220000,0,0,0,0,0,0,25,26,3599378,138437.615384615,25,26,3599378,138437.615384615,"Salisbury",4292230,279427,0,0,4571657,175832.961538462
"Salisbury","Essex","MA","2002"," 10","Salisbury town",33,33,4578037,4,8,840000,0,0,0,0,0,0,28,28,3874000,3,6,620000,0,0,0,0,0,0,37,41,5418037,132147.243902439,31,34,4494000,132176.470588235,"Salisbury",5724175,1050299,0,0,6774474,165231.073170732
"Salisbury","Essex","MA","2003"," 12","Salisbury town",22,22,4350000,6,12,2500000,2,8,1e+06,1,50,3500000,22,22,4350000,6,12,2500000,2,8,1e+06,1,50,3500000,31,92,11350000,123369.565217391,31,92,11350000,123369.565217391,"Salisbury",5317851,3056236,1222495,4278731,13875313,150818.619565217
"Salisbury","Essex","MA","2004"," 12","Salisbury town",112,112,8100000,1,2,2e+05,0,0,0,0,0,0,112,112,8100000,1,2,2e+05,0,0,0,0,0,0,113,114,8300000,72807.0175438596,113,114,8300000,72807.0175438596,"Salisbury",9645346,238157,0,0,9883503,86697.3947368421
"Salisbury","Essex","MA","2005"," 12","Salisbury town",128,128,13160755,2,4,250000,2,6,1200000,0,0,0,128,128,13160755,2,4,250000,2,6,1200000,0,0,0,132,138,14610755,105875.036231884,132,138,14610755,105875.036231884,"Salisbury",15158050,287940,1382114,0,16828104,121942.782608696
"Salisbury","Essex","MA","2006"," 12","Salisbury town",98,98,14134780,1,2,3e+05,0,0,0,0,0,0,98,98,14134780,1,2,3e+05,0,0,0,0,0,0,99,100,14434780,144347.8,99,100,14434780,144347.8,"Salisbury",15771147,334731,0,0,16105878,161058.78
"Salisbury","Essex","MA","2007"," 12","Salisbury town",25,25,6227000,1,2,250000,2,6,1005000,1,16,3e+06,25,25,6227000,1,2,250000,2,6,1005000,1,16,3e+06,29,49,10482000,213918.367346939,29,49,10482000,213918.367346939,"Salisbury",6755482,271217,1090294,3254608,11371601,232073.489795918
"Salisbury","Essex","MA","2008"," 12","Salisbury town",13,13,2424000,0,0,0,0,0,0,0,0,0,13,13,2424000,0,0,0,0,0,0,0,0,0,13,13,2424000,186461.538461538,13,13,2424000,186461.538461538,"Salisbury",2532487,0,0,0,2532487,194806.692307692
