"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Sutton","Worcester","MA","2006",12,"Sutton town",34,34,8530000,0,0,0,0,0,0,0,0,0,34,34,8530000,0,0,0,0,0,0,0,0,0,34,34,8530000,250882.3529,34,34,8530000,250882.3529
"Sutton","Worcester","MA","2007",12,"Sutton town",24,24,7330000,0,0,0,0,0,0,0,0,0,24,24,7330000,0,0,0,0,0,0,0,0,0,24,24,7330000,305416.6667,24,24,7330000,305416.6667
"Sutton","Worcester","MA","2008",12,"Sutton town",15,15,5209800,0,0,0,0,0,0,0,0,0,15,15,5209800,0,0,0,0,0,0,0,0,0,15,15,5209800,347320,15,15,5209800,347320
"Sutton","Worcester","MA","2009",12,"Sutton town",11,11,2913319,0,0,0,0,0,0,0,0,0,11,11,2913319,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton","Worcester","MA","2010",12,"Sutton town",18,18,3091400,0,0,0,0,0,0,0,0,0,18,18,3091400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton","Worcester","MA","2011",12,"Sutton town",18,18,4204028,0,0,0,0,0,0,0,0,0,18,18,4204028,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Templeton","Worcester","MA","2000",12,"Templeton town",46,46,5641946,0,0,0,0,0,0,0,0,0,46,46,5641946,0,0,0,0,0,0,0,0,0,46,46,5641946,122651,46,46,5641946,122651
"Templeton","Worcester","MA","2001",12,"Templeton town",63,63,8318426,0,0,0,0,0,0,0,0,0,63,63,8318426,0,0,0,0,0,0,0,0,0,63,63,8318426,132038.5079,63,63,8318426,132038.5079
"Templeton","Worcester","MA","2002",12,"Templeton town",48,48,5790046,0,0,0,0,0,0,0,0,0,48,48,5790046,0,0,0,0,0,0,0,0,0,48,48,5790046,120625.9583,48,48,5790046,120625.9583
"Templeton","Worcester","MA","2003",12,"Templeton town",52,52,6675786,0,0,0,0,0,0,0,0,0,52,52,6675786,0,0,0,0,0,0,0,0,0,52,52,6675786,128380.5,52,52,6675786,128380.5
"Templeton","Worcester","MA","2004",12,"Templeton town",54,54,8019382,3,6,608000,9,29,2767600,0,0,0,54,54,8019382,3,6,608000,9,29,2767600,0,0,0,66,89,11394982,128033.5056,66,89,11394982,128033.5056
"Templeton","Worcester","MA","2005",12,"Templeton town",74,74,10312454,2,4,422080,11,33,2838300,0,0,0,74,74,10312454,2,4,422080,11,33,2838300,0,0,0,87,111,13572834,122277.7838,87,111,13572834,122277.7838
"Templeton","Worcester","MA","2006",12,"Templeton town",57,57,7493795,1,2,209800,6,18,1725280,0,0,0,57,57,7493795,1,2,209800,6,18,1725280,0,0,0,64,77,9428875,122452.9221,64,77,9428875,122452.9221
"Templeton","Worcester","MA","2007",12,"Templeton town",33,33,5867349,0,0,0,2,6,579160,0,0,0,33,33,5867349,0,0,0,2,6,579160,0,0,0,35,39,6446509,165295.1026,35,39,6446509,165295.1026
"Templeton","Worcester","MA","2008",11,"Templeton town",14,14,2591909,0,0,0,1,3,289580,0,0,0,13,13,2414111,0,0,0,0,0,0,0,0,0,15,17,2881489,169499.3529,13,13,2414111,185700.8462
"Templeton","Worcester","MA","2009",12,"Templeton town",13,13,2604566,0,0,0,0,0,0,0,0,0,13,13,2604566,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Templeton","Worcester","MA","2010",12,"Templeton town",4,4,749805,0,0,0,0,0,0,0,0,0,4,4,749805,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Templeton","Worcester","MA","2011",12,"Templeton town",8,8,1559907,0,0,0,0,0,0,0,0,0,8,8,1559907,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Upton","Worcester","MA","2000",12,"Upton town",54,54,11335600,0,0,0,0,0,0,0,0,0,54,54,11335600,0,0,0,0,0,0,0,0,0,54,54,11335600,209918.5185,54,54,11335600,209918.5185
"Upton","Worcester","MA","2001",11,"Upton town",59,59,16048793,0,0,0,0,0,0,0,0,0,54,54,14999200,0,0,0,0,0,0,0,0,0,59,59,16048793,272013.4407,54,54,14999200,277762.963
"Upton","Worcester","MA","2002",12,"Upton town",45,45,10851450,0,0,0,0,0,0,0,0,0,45,45,10851450,0,0,0,0,0,0,0,0,0,45,45,10851450,241143.3333,45,45,10851450,241143.3333
"Upton","Worcester","MA","2003",11,"Upton town",43,43,8625908,0,0,0,0,0,0,0,0,0,39,39,7661335,0,0,0,0,0,0,0,0,0,43,43,8625908,200602.5116,39,39,7661335,196444.4872
"Upton","Worcester","MA","2004",12,"Upton town",67,67,10838446,0,0,0,0,0,0,0,0,0,67,67,10838446,0,0,0,0,0,0,0,0,0,67,67,10838446,161767.8507,67,67,10838446,161767.8507
"Upton","Worcester","MA","2005",12,"Upton town",55,55,9572965,0,0,0,0,0,0,0,0,0,16,16,3069846,0,0,0,0,0,0,0,0,0,55,55,9572965,174053.9091,16,16,3069846,191865.375
"Upton","Worcester","MA","2006",0,"Upton town",48,48,8182585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,8182585,170470.5208,0,0,0,NA
"Upton","Worcester","MA","2007",0,"Upton town",37,37,6332496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,6332496,171148.5405,0,0,0,NA
"Upton","Worcester","MA","2008",0,"Upton town",23,23,3932348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,3932348,170971.6522,0,0,0,NA
"Upton","Worcester","MA","2009",0,"Upton town",19,19,3248992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Upton","Worcester","MA","2010",0,"Upton town",19,19,3248853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Upton","Worcester","MA","2011",12,"Upton town",10,10,2267300,0,0,0,0,0,0,0,0,0,10,10,2267300,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge","Worcester","MA","2000",12,"Uxbridge town",106,106,21890600,0,0,0,0,0,0,0,0,0,106,106,21890600,0,0,0,0,0,0,0,0,0,106,106,21890600,206515.0943,106,106,21890600,206515.0943
"Uxbridge","Worcester","MA","2001",12,"Uxbridge town",73,73,17662637,0,0,0,0,0,0,0,0,0,73,73,17662637,0,0,0,0,0,0,0,0,0,73,73,17662637,241953.9315,73,73,17662637,241953.9315
"Uxbridge","Worcester","MA","2002",12,"Uxbridge town",108,108,19696875,0,0,0,0,0,0,0,0,0,108,108,19696875,0,0,0,0,0,0,0,0,0,108,108,19696875,182378.4722,108,108,19696875,182378.4722
"Uxbridge","Worcester","MA","2003",12,"Uxbridge town",88,88,15319341,8,16,2890088,0,0,0,0,0,0,88,88,15319341,8,16,2890088,0,0,0,0,0,0,96,104,18209429,175090.6635,96,104,18209429,175090.6635
"Uxbridge","Worcester","MA","2004",12,"Uxbridge town",93,93,21618815,0,0,0,0,0,0,0,0,0,93,93,21618815,0,0,0,0,0,0,0,0,0,93,93,21618815,232460.3763,93,93,21618815,232460.3763
"Uxbridge","Worcester","MA","2005",12,"Uxbridge town",103,103,18737940,1,2,186281,4,13,1175911,0,0,0,103,103,18737940,1,2,186281,4,13,1175911,0,0,0,108,118,20100132,170340.1017,108,118,20100132,170340.1017
"Uxbridge","Worcester","MA","2006",12,"Uxbridge town",70,70,12345324,0,0,0,0,0,0,0,0,0,70,70,12345324,0,0,0,0,0,0,0,0,0,70,70,12345324,176361.7714,70,70,12345324,176361.7714
"Uxbridge","Worcester","MA","2007",12,"Uxbridge town",45,45,6330700,0,0,0,0,0,0,0,0,0,45,45,6330700,0,0,0,0,0,0,0,0,0,45,45,6330700,140682.2222,45,45,6330700,140682.2222
"Uxbridge","Worcester","MA","2008",12,"Uxbridge town",28,28,3399500,0,0,0,0,0,0,0,0,0,28,28,3399500,0,0,0,0,0,0,0,0,0,28,28,3399500,121410.7143,28,28,3399500,121410.7143
"Uxbridge","Worcester","MA","2009",12,"Uxbridge town",13,13,2616275,0,0,0,0,0,0,0,0,0,13,13,2616275,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge","Worcester","MA","2010",12,"Uxbridge town",16,16,3878386,0,0,0,0,0,0,0,0,0,16,16,3878386,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge","Worcester","MA","2011",12,"Uxbridge town",16,16,3820924,0,0,0,0,0,0,0,0,0,16,16,3820924,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Worcester","MA","2000",0,"Warren town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Warren","Worcester","MA","2001",12,"Warren town",25,25,3107356,0,0,0,0,0,0,0,0,0,25,25,3107356,0,0,0,0,0,0,0,0,0,25,25,3107356,124294.24,25,25,3107356,124294.24
"Warren","Worcester","MA","2002",12,"Warren town",31,31,3350326,0,0,0,0,0,0,0,0,0,31,31,3350326,0,0,0,0,0,0,0,0,0,31,31,3350326,108075.0323,31,31,3350326,108075.0323
"Warren","Worcester","MA","2003",12,"Warren town",42,42,4494952,0,0,0,0,0,0,0,0,0,42,42,4494952,0,0,0,0,0,0,0,0,0,42,42,4494952,107022.6667,42,42,4494952,107022.6667
"Warren","Worcester","MA","2004",12,"Warren town",44,44,5164726,0,0,0,0,0,0,0,0,0,44,44,5164726,0,0,0,0,0,0,0,0,0,44,44,5164726,117380.1364,44,44,5164726,117380.1364
"Warren","Worcester","MA","2005",12,"Warren town",43,43,7259632,0,0,0,0,0,0,0,0,0,43,43,7259632,0,0,0,0,0,0,0,0,0,43,43,7259632,168828.6512,43,43,7259632,168828.6512
"Warren","Worcester","MA","2006",12,"Warren town",20,20,3972313,0,0,0,0,0,0,0,0,0,20,20,3972313,0,0,0,0,0,0,0,0,0,20,20,3972313,198615.65,20,20,3972313,198615.65
"Warren","Worcester","MA","2007",12,"Warren town",14,14,2836070,0,0,0,0,0,0,0,0,0,14,14,2836070,0,0,0,0,0,0,0,0,0,14,14,2836070,202576.4286,14,14,2836070,202576.4286
"Warren","Worcester","MA","2008",12,"Warren town",5,5,1119576,1,2,248168,1,3,435265,0,0,0,5,5,1119576,1,2,248168,1,3,435265,0,0,0,7,10,1803009,180300.9,7,10,1803009,180300.9
"Warren","Worcester","MA","2009",12,"Warren town",4,4,788700,0,0,0,0,0,0,0,0,0,4,4,788700,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Worcester","MA","2010",12,"Warren town",4,4,686315,0,0,0,0,0,0,0,0,0,4,4,686315,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Worcester","MA","2011",12,"Warren town",1,1,317292,0,0,0,0,0,0,0,0,0,1,1,317292,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Webster","Worcester","MA","2000",12,"Webster town",43,43,6744000,0,0,0,0,0,0,0,0,0,43,43,6744000,0,0,0,0,0,0,0,0,0,43,43,6744000,156837.2093,43,43,6744000,156837.2093
"Webster","Worcester","MA","2001",12,"Webster town",61,61,10171000,0,0,0,0,0,0,0,0,0,61,61,10171000,0,0,0,0,0,0,0,0,0,61,61,10171000,166737.7049,61,61,10171000,166737.7049
"Webster","Worcester","MA","2002",12,"Webster town",86,86,19585000,0,0,0,0,0,0,0,0,0,86,86,19585000,0,0,0,0,0,0,0,0,0,86,86,19585000,227732.5581,86,86,19585000,227732.5581
"Webster","Worcester","MA","2003",12,"Webster town",57,57,12957000,2,4,280000,0,0,0,0,0,0,57,57,12957000,2,4,280000,0,0,0,0,0,0,59,61,13237000,217000,59,61,13237000,217000
"Webster","Worcester","MA","2004",12,"Webster town",44,44,10282000,0,0,0,0,0,0,0,0,0,44,44,10282000,0,0,0,0,0,0,0,0,0,44,44,10282000,233681.8182,44,44,10282000,233681.8182
"Webster","Worcester","MA","2005",12,"Webster town",61,61,14526045,1,2,190000,0,0,0,0,0,0,58,58,13825000,1,2,190000,0,0,0,0,0,0,62,63,14716045,233588.0159,59,60,14015000,233583.3333
"Webster","Worcester","MA","2006",12,"Webster town",38,38,9170000,3,6,990000,2,6,690000,0,0,0,38,38,9170000,3,6,990000,2,6,690000,0,0,0,43,50,10850000,217000,43,50,10850000,217000
"Webster","Worcester","MA","2007",12,"Webster town",20,20,5025000,0,0,0,0,0,0,0,0,0,20,20,5025000,0,0,0,0,0,0,0,0,0,20,20,5025000,251250,20,20,5025000,251250
"Webster","Worcester","MA","2008",9,"Webster town",13,13,3096750,1,2,250000,0,0,0,0,0,0,10,10,2343000,1,2,250000,0,0,0,0,0,0,14,15,3346750,223116.6667,11,12,2593000,216083.3333
"Webster","Worcester","MA","2009",6,"Webster town",9,9,1834272,0,0,0,0,0,0,0,0,0,3,3,405000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Webster","Worcester","MA","2010",10,"Webster town",13,13,2484424,0,0,0,0,0,0,0,0,0,11,11,2008000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Webster","Worcester","MA","2011",12,"Webster town",5,5,1042000,0,0,0,0,0,0,0,0,0,5,5,1042000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Boylston","Worcester","MA","2000",12,"West Boylston town",3,3,370000,6,12,1525800,2,6,737600,0,0,0,3,3,370000,6,12,1525800,2,6,737600,0,0,0,11,21,2633400,125400,11,21,2633400,125400
"West Boylston","Worcester","MA","2001",12,"West Boylston town",7,7,1483231,0,0,19000,0,0,0,0,0,0,7,7,1483231,0,0,19000,0,0,0,0,0,0,7,7,1502231,214604.4286,7,7,1502231,214604.4286
"West Boylston","Worcester","MA","2002",12,"West Boylston town",37,37,3708128,0,0,9500,0,0,25000,0,0,0,37,37,3708128,0,0,9500,0,0,25000,0,0,0,37,37,3742628,101152.1081,37,37,3742628,101152.1081
"West Boylston","Worcester","MA","2003",12,"West Boylston town",10,10,2177000,0,0,0,0,0,0,0,0,0,10,10,2177000,0,0,0,0,0,0,0,0,0,10,10,2177000,217700,10,10,2177000,217700
"West Boylston","Worcester","MA","2004",11,"West Boylston town",52,52,5637650,0,0,0,0,0,0,0,0,0,52,52,5637650,0,0,0,0,0,0,0,0,0,52,52,5637650,108416.3462,52,52,5637650,108416.3462
"West Boylston","Worcester","MA","2005",12,"West Boylston town",57,57,6982869,0,0,0,0,0,0,0,0,0,57,57,6982869,0,0,0,0,0,0,0,0,0,57,57,6982869,122506.4737,57,57,6982869,122506.4737
"West Boylston","Worcester","MA","2006",12,"West Boylston town",36,36,4815094,0,0,0,0,0,0,0,0,0,36,36,4815094,0,0,0,0,0,0,0,0,0,36,36,4815094,133752.6111,36,36,4815094,133752.6111
"West Boylston","Worcester","MA","2007",12,"West Boylston town",45,45,5177070,0,0,0,0,0,0,0,0,0,45,45,5177070,0,0,0,0,0,0,0,0,0,45,45,5177070,115046,45,45,5177070,115046
"West Boylston","Worcester","MA","2008",12,"West Boylston town",14,14,1512930,0,0,0,0,0,0,0,0,0,14,14,1512930,0,0,0,0,0,0,0,0,0,14,14,1512930,108066.4286,14,14,1512930,108066.4286
"West Boylston","Worcester","MA","2009",12,"West Boylston town",20,20,2336505,0,0,0,0,0,0,0,0,0,20,20,2336505,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Boylston","Worcester","MA","2010",12,"West Boylston town",25,25,5090000,0,0,0,0,0,0,0,0,0,25,25,5090000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Boylston","Worcester","MA","2011",12,"West Boylston town",10,10,1395840,0,0,0,0,0,0,0,0,0,10,10,1395840,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Brookfield","Worcester","MA","2000",12,"West Brookfield town",13,13,1900000,0,0,0,0,0,0,0,0,0,13,13,1900000,0,0,0,0,0,0,0,0,0,13,13,1900000,146153.8462,13,13,1900000,146153.8462
"West Brookfield","Worcester","MA","2001",0,"West Brookfield town",10,10,1469232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1469232,146923.2,0,0,0,NA
"West Brookfield","Worcester","MA","2002",0,"West Brookfield town",11,11,1613846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1613846,146713.2727,0,0,0,NA
"West Brookfield","Worcester","MA","2003",0,"West Brookfield town",11,11,1614263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1614263,146751.1818,0,0,0,NA
"West Brookfield","Worcester","MA","2004",0,"West Brookfield town",10,10,1467434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1467434,146743.4,0,0,0,NA
"West Brookfield","Worcester","MA","2005",0,"West Brookfield town",10,10,1467434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1467434,146743.4,0,0,0,NA
"West Brookfield","Worcester","MA","2006",0,"West Brookfield town",9,9,1320691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1320691,146743.4444,0,0,0,NA
"West Brookfield","Worcester","MA","2007",0,"West Brookfield town",7,7,1027204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1027204,146743.4286,0,0,0,NA
"West Brookfield","Worcester","MA","2008",0,"West Brookfield town",6,6,880461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,880461,146743.5,0,0,0,NA
"West Brookfield","Worcester","MA","2009",0,"West Brookfield town",8,8,1173948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Brookfield","Worcester","MA","2010",0,"West Brookfield town",8,8,1173948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"West Brookfield","Worcester","MA","2011",0,"West Brookfield town",5,5,733718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westborough","Worcester","MA","2000",5,"Westborough town",49,49,9051516,14,28,2986675,0,0,0,0,0,0,25,25,4859689,0,0,0,0,0,0,0,0,0,63,77,12038191,156340.1429,25,25,4859689,194387.56
"Westborough","Worcester","MA","2001",0,"Westborough town",44,44,8047366,16,32,3413344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,76,11460710,150798.8158,0,0,0,NA
"Westborough","Worcester","MA","2002",12,"Westborough town",21,21,6047532,4,8,968442,1,4,475484,5,80,4745000,21,21,6047532,4,8,968442,1,4,475484,5,80,4745000,31,113,12236458,108287.2389,31,113,12236458,108287.2389
"Westborough","Worcester","MA","2003",12,"Westborough town",11,11,3741628,3,6,848410,2,8,950968,0,0,0,11,11,3741628,3,6,848410,2,8,950968,0,0,0,16,25,5541006,221640.24,16,25,5541006,221640.24
"Westborough","Worcester","MA","2004",12,"Westborough town",43,43,12287332,1,2,360000,0,0,0,0,0,0,43,43,12287332,1,2,360000,0,0,0,0,0,0,44,45,12647332,281051.8222,44,45,12647332,281051.8222
"Westborough","Worcester","MA","2005",12,"Westborough town",23,23,5517144,0,0,0,0,0,0,0,0,0,23,23,5517144,0,0,0,0,0,0,0,0,0,23,23,5517144,239875.8261,23,23,5517144,239875.8261
"Westborough","Worcester","MA","2006",12,"Westborough town",21,21,7304331,0,0,0,0,0,0,0,0,0,21,21,7304331,0,0,0,0,0,0,0,0,0,21,21,7304331,347825.2857,21,21,7304331,347825.2857
"Westborough","Worcester","MA","2007",12,"Westborough town",35,35,5657075,0,0,0,0,0,0,1,14,1394535,35,35,5657075,0,0,0,0,0,0,1,14,1394535,36,49,7051610,143910.4082,36,49,7051610,143910.4082
"Westborough","Worcester","MA","2008",12,"Westborough town",10,10,2360200,1,2,146136,0,0,0,0,0,0,10,10,2360200,1,2,146136,0,0,0,0,0,0,11,12,2506336,208861.3333,11,12,2506336,208861.3333
"Westborough","Worcester","MA","2009",12,"Westborough town",6,6,1728675,1,2,317796,0,0,0,0,0,0,6,6,1728675,1,2,317796,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westborough","Worcester","MA","2010",12,"Westborough town",3,3,1530000,3,6,945000,0,0,0,0,0,0,3,3,1530000,3,6,945000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westborough","Worcester","MA","2011",12,"Westborough town",8,8,2360874,1,2,306884,0,0,0,0,0,0,8,8,2360874,1,2,306884,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westminster","Worcester","MA","2000",12,"Westminster town",34,34,6991890,1,2,251500,0,0,0,0,0,0,34,34,6991890,1,2,251500,0,0,0,0,0,0,35,36,7243390,201205.2778,35,36,7243390,201205.2778
"Westminster","Worcester","MA","2001",12,"Westminster town",35,35,8081500,0,0,0,0,0,0,0,0,0,35,35,8081500,0,0,0,0,0,0,0,0,0,35,35,8081500,230900,35,35,8081500,230900
"Westminster","Worcester","MA","2002",12,"Westminster town",48,48,9827040,0,0,0,0,0,0,0,0,0,48,48,9827040,0,0,0,0,0,0,0,0,0,48,48,9827040,204730,48,48,9827040,204730
"Westminster","Worcester","MA","2003",12,"Westminster town",31,31,7523467,3,6,1032000,0,0,0,0,0,0,31,31,7523467,3,6,1032000,0,0,0,0,0,0,34,37,8555467,231228.8378,34,37,8555467,231228.8378
"Westminster","Worcester","MA","2004",12,"Westminster town",41,41,10691080,3,6,1013250,0,0,0,0,0,0,41,41,10691080,3,6,1013250,0,0,0,0,0,0,44,47,11704330,249028.2979,44,47,11704330,249028.2979
"Westminster","Worcester","MA","2005",12,"Westminster town",41,41,10691080,3,6,1013250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,11704330,249028.2979,0,0,0,NA
"Westminster","Worcester","MA","2006",12,"Westminster town",21,21,5341500,2,4,746250,0,0,0,0,0,0,21,21,5341500,2,4,746250,0,0,0,0,0,0,23,25,6087750,243510,23,25,6087750,243510
"Westminster","Worcester","MA","2007",12,"Westminster town",20,20,6742250,0,0,0,0,0,0,0,0,0,20,20,6742250,0,0,0,0,0,0,0,0,0,20,20,6742250,337112.5,20,20,6742250,337112.5
"Westminster","Worcester","MA","2008",12,"Westminster town",10,10,3667250,0,0,0,0,0,0,0,0,0,10,10,3667250,0,0,0,0,0,0,0,0,0,10,10,3667250,366725,10,10,3667250,366725
"Westminster","Worcester","MA","2009",12,"Westminster town",10,10,3325250,0,0,0,0,0,0,0,0,0,10,10,3325250,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westminster","Worcester","MA","2010",12,"Westminster town",9,9,2419500,0,0,0,0,0,0,0,0,0,9,9,2419500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westminster","Worcester","MA","2011",12,"Westminster town",10,10,2506082,1,2,385112,0,0,0,0,0,0,10,10,2506082,1,2,385112,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Winchendon","Worcester","MA","2000",12,"Winchendon town",34,34,4238800,0,0,0,0,0,0,0,0,0,34,34,4238800,0,0,0,0,0,0,0,0,0,34,34,4238800,124670.5882,34,34,4238800,124670.5882
"Winchendon","Worcester","MA","2001",12,"Winchendon town",56,56,6576351,0,0,0,0,0,0,0,0,0,56,56,6576351,0,0,0,0,0,0,0,0,0,56,56,6576351,117434.8393,56,56,6576351,117434.8393
"Winchendon","Worcester","MA","2002",12,"Winchendon town",35,35,4225500,1,2,140000,0,0,0,0,0,0,35,35,4225500,1,2,140000,0,0,0,0,0,0,36,37,4365500,117986.4865,36,37,4365500,117986.4865
"Winchendon","Worcester","MA","2003",12,"Winchendon town",47,47,5695640,0,0,0,0,0,0,0,0,0,47,47,5695640,0,0,0,0,0,0,0,0,0,47,47,5695640,121183.8298,47,47,5695640,121183.8298
"Winchendon","Worcester","MA","2004",12,"Winchendon town",50,50,6292870,2,4,240700,0,0,0,0,0,0,50,50,6292870,2,4,240700,0,0,0,0,0,0,52,54,6533570,120992.037,52,54,6533570,120992.037
"Winchendon","Worcester","MA","2005",12,"Winchendon town",49,49,6167013,2,4,240700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,53,6407713,120900.2453,0,0,0,NA
"Winchendon","Worcester","MA","2006",0,"Winchendon town",43,43,5411868,2,4,240700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,5652568,120267.4043,0,0,0,NA
"Winchendon","Worcester","MA","2007",0,"Winchendon town",35,35,4405009,2,4,240700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,4645709,119120.7436,0,0,0,NA
"Winchendon","Worcester","MA","2008",0,"Winchendon town",26,26,3272292,1,2,120350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,3392642,121165.7857,0,0,0,NA
"Winchendon","Worcester","MA","2009",0,"Winchendon town",38,38,4782581,1,2,120350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Winchendon","Worcester","MA","2010",0,"Winchendon town",36,36,4530866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Winchendon","Worcester","MA","2011",0,"Winchendon town",26,26,3272292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
