"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Orleans","Barnstable","MA","2001",12,"Orleans town",36,36,11663000,1,2,3e+05,0,0,0,0,0,0,36,36,11663000,1,2,3e+05,0,0,0,0,0,0,37,38,11963000,314815.7895,37,38,11963000,314815.7895
"Orleans","Barnstable","MA","2002",12,"Orleans town",44,44,12859300,0,0,0,0,0,0,0,0,0,44,44,12859300,0,0,0,0,0,0,0,0,0,44,44,12859300,292256.8182,44,44,12859300,292256.8182
"Orleans","Barnstable","MA","2003",12,"Orleans town",45,45,15713000,0,0,0,0,0,0,0,0,0,45,45,15713000,0,0,0,0,0,0,0,0,0,45,45,15713000,349177.7778,45,45,15713000,349177.7778
"Orleans","Barnstable","MA","2004",12,"Orleans town",38,38,15707900,0,0,0,1,3,360000,1,49,8300000,38,38,15707900,0,0,0,1,3,360000,1,49,8300000,40,90,24367900,270754.4444,40,90,24367900,270754.4444
"Orleans","Barnstable","MA","2005",12,"Orleans town",27,27,12525000,0,0,0,2,6,1500000,1,5,975000,27,27,12525000,0,0,0,2,6,1500000,1,5,975000,30,38,1.5e+07,394736.8421,30,38,1.5e+07,394736.8421
"Orleans","Barnstable","MA","2006",12,"Orleans town",23,23,11340125,0,0,0,0,0,0,0,0,0,23,23,11340125,0,0,0,0,0,0,0,0,0,23,23,11340125,493048.913,23,23,11340125,493048.913
"Orleans","Barnstable","MA","2007",12,"Orleans town",21,21,3806124,0,0,0,0,0,0,0,0,0,21,21,3806124,0,0,0,0,0,0,0,0,0,21,21,3806124,181244,21,21,3806124,181244
"Orleans","Barnstable","MA","2008",12,"Orleans town",41,41,17200000,0,0,0,0,0,0,0,0,0,41,41,17200000,0,0,0,0,0,0,0,0,0,41,41,17200000,419512.1951,41,41,17200000,419512.1951
"Orleans","Barnstable","MA","2009",12,"Orleans town",18,18,7645000,0,0,0,0,0,0,0,0,0,18,18,7645000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Orleans","Barnstable","MA","2010",12,"Orleans town",12,12,5307812,0,0,0,0,0,0,0,0,0,12,12,5307812,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Orleans","Barnstable","MA","2011",12,"Orleans town",15,15,10372500,0,0,0,0,0,0,0,0,0,15,15,10372500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Provincetown","Barnstable","MA","2000",12,"Provincetown town",14,14,4089750,16,32,2303500,2,6,298554,0,0,0,14,14,4089750,16,32,2303500,2,6,298554,0,0,0,32,52,6691804,128688.5385,32,52,6691804,128688.5385
"Provincetown","Barnstable","MA","2001",12,"Provincetown town",11,11,1882820,0,0,0,0,0,0,0,0,0,11,11,1882820,0,0,0,0,0,0,0,0,0,11,11,1882820,171165.4545,11,11,1882820,171165.4545
"Provincetown","Barnstable","MA","2002",0,"Provincetown town",12,12,2053985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2053985,171165.4167,0,0,0,NA
"Provincetown","Barnstable","MA","2003",0,"Provincetown town",12,12,2053985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2053985,171165.4167,0,0,0,NA
"Provincetown","Barnstable","MA","2004",12,"Provincetown town",25,25,3912443,0,0,0,2,7,304266,3,20,1811807,25,25,3912443,0,0,0,2,7,304266,3,20,1811807,30,52,6028516,115933,30,52,6028516,115933
"Provincetown","Barnstable","MA","2005",0,"Provincetown town",25,25,3912443,0,0,0,1,4,173866,4,28,2536530,0,0,0,0,0,0,0,0,0,0,0,0,30,57,6622839,116190.1579,0,0,0,NA
"Provincetown","Barnstable","MA","2006",0,"Provincetown town",22,22,3442950,0,0,0,1,4,173866,2,18,1630626,0,0,0,0,0,0,0,0,0,0,0,0,25,44,5247442,119260.0455,0,0,0,NA
"Provincetown","Barnstable","MA","2007",0,"Provincetown town",18,18,2816959,0,0,0,1,4,173866,3,24,2174168,0,0,0,0,0,0,0,0,0,0,0,0,22,46,5164993,112282.4565,0,0,0,NA
"Provincetown","Barnstable","MA","2008",0,"Provincetown town",14,14,2190968,0,0,0,0,0,0,2,27,2445939,0,0,0,0,0,0,0,0,0,0,0,0,16,41,4636907,113095.2927,0,0,0,NA
"Provincetown","Barnstable","MA","2009",0,"Provincetown town",20,20,3129954,0,0,0,0,0,0,1,16,1449445,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Provincetown","Barnstable","MA","2010",0,"Provincetown town",20,20,3129954,0,0,0,0,0,0,1,13,1177674,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Provincetown","Barnstable","MA","2011",0,"Provincetown town",14,14,2190968,0,0,0,0,0,0,1,17,1540035,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sandwich","Barnstable","MA","2000",12,"Sandwich town",124,124,25462900,0,0,0,0,0,0,0,0,0,124,124,25462900,0,0,0,0,0,0,0,0,0,124,124,25462900,205345.9677,124,124,25462900,205345.9677
"Sandwich","Barnstable","MA","2001",12,"Sandwich town",103,103,21998700,0,0,0,0,0,0,0,0,0,103,103,21998700,0,0,0,0,0,0,0,0,0,103,103,21998700,213579.6117,103,103,21998700,213579.6117
"Sandwich","Barnstable","MA","2002",12,"Sandwich town",77,77,18290725,0,0,0,9,36,1719153,0,0,0,77,77,18290725,0,0,0,9,36,1719153,0,0,0,86,113,20009878,177078.5664,86,113,20009878,177078.5664
"Sandwich","Barnstable","MA","2003",12,"Sandwich town",54,54,10623900,0,0,0,0,0,0,0,0,0,54,54,10623900,0,0,0,0,0,0,0,0,0,54,54,10623900,196738.8889,54,54,10623900,196738.8889
"Sandwich","Barnstable","MA","2004",12,"Sandwich town",131,131,27105025,0,0,0,0,0,0,0,0,0,131,131,27105025,0,0,0,0,0,0,0,0,0,131,131,27105025,206908.5878,131,131,27105025,206908.5878
"Sandwich","Barnstable","MA","2005",12,"Sandwich town",50,50,18097850,0,0,0,1,3,3e+05,0,0,0,50,50,18097850,0,0,0,1,3,3e+05,0,0,0,51,53,18397850,347129.2453,51,53,18397850,347129.2453
"Sandwich","Barnstable","MA","2006",12,"Sandwich town",45,45,12086000,0,0,0,0,0,0,0,0,0,45,45,12086000,0,0,0,0,0,0,0,0,0,45,45,12086000,268577.7778,45,45,12086000,268577.7778
"Sandwich","Barnstable","MA","2007",12,"Sandwich town",43,43,11469000,0,0,0,2,6,636000,0,0,0,43,43,11469000,0,0,0,2,6,636000,0,0,0,45,49,12105000,247040.8163,45,49,12105000,247040.8163
"Sandwich","Barnstable","MA","2008",12,"Sandwich town",25,25,6166525,0,0,0,0,0,0,0,0,0,25,25,6166525,0,0,0,0,0,0,0,0,0,25,25,6166525,246661,25,25,6166525,246661
"Sandwich","Barnstable","MA","2009",12,"Sandwich town",8,8,1644800,0,0,0,0,0,0,0,0,0,8,8,1644800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sandwich","Barnstable","MA","2010",12,"Sandwich town",21,21,3986960,0,0,0,1,3,350000,0,0,0,21,21,3986960,0,0,0,1,3,350000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sandwich","Barnstable","MA","2011",12,"Sandwich town",24,24,5428615,0,0,0,1,3,350000,0,0,0,24,24,5428615,0,0,0,1,3,350000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Truro","Barnstable","MA","2000",12,"Truro town",40,40,16279621,0,0,0,0,0,0,0,0,0,40,40,16279621,0,0,0,0,0,0,0,0,0,40,40,16279621,406990.525,40,40,16279621,406990.525
"Truro","Barnstable","MA","2001",12,"Truro town",39,39,10237850,0,0,0,0,0,0,0,0,0,39,39,10237850,0,0,0,0,0,0,0,0,0,39,39,10237850,262508.9744,39,39,10237850,262508.9744
"Truro","Barnstable","MA","2002",12,"Truro town",40,40,11165124,0,0,0,0,0,0,0,0,0,40,40,11165124,0,0,0,0,0,0,0,0,0,40,40,11165124,279128.1,40,40,11165124,279128.1
"Truro","Barnstable","MA","2003",12,"Truro town",34,34,8010383,0,0,0,0,0,0,0,0,0,34,34,8010383,0,0,0,0,0,0,0,0,0,34,34,8010383,235599.5,34,34,8010383,235599.5
"Truro","Barnstable","MA","2004",12,"Truro town",32,32,9865000,0,0,0,0,0,0,0,0,0,32,32,9865000,0,0,0,0,0,0,0,0,0,32,32,9865000,308281.25,32,32,9865000,308281.25
"Truro","Barnstable","MA","2005",12,"Truro town",30,30,9833350,0,0,0,0,0,0,0,0,0,30,30,9833350,0,0,0,0,0,0,0,0,0,30,30,9833350,327778.3333,30,30,9833350,327778.3333
"Truro","Barnstable","MA","2006",12,"Truro town",25,25,11676700,0,0,0,0,0,0,0,0,0,25,25,11676700,0,0,0,0,0,0,0,0,0,25,25,11676700,467068,25,25,11676700,467068
"Truro","Barnstable","MA","2007",12,"Truro town",24,24,13879880,0,0,0,0,0,0,0,0,0,24,24,13879880,0,0,0,0,0,0,0,0,0,24,24,13879880,578328.3333,24,24,13879880,578328.3333
"Truro","Barnstable","MA","2008",12,"Truro town",10,10,6465000,1,2,395000,0,0,0,0,0,0,10,10,6465000,1,2,395000,0,0,0,0,0,0,11,12,6860000,571666.6667,11,12,6860000,571666.6667
"Truro","Barnstable","MA","2009",12,"Truro town",6,6,3552000,1,2,399900,0,0,0,0,0,0,6,6,3552000,1,2,399900,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Truro","Barnstable","MA","2010",12,"Truro town",16,16,9606000,0,0,0,0,0,0,0,0,0,16,16,9606000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Truro","Barnstable","MA","2011",12,"Truro town",14,14,6837000,0,0,0,0,0,0,0,0,0,14,14,6837000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wellfleet","Barnstable","MA","2000",0,"Wellfleet town",50,50,7794374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,7794374,155887.48,0,0,0,NA
"Wellfleet","Barnstable","MA","2001",12,"Wellfleet town",48,48,8784200,0,0,0,0,0,0,0,0,0,48,48,8784200,0,0,0,0,0,0,0,0,0,48,48,8784200,183004.1667,48,48,8784200,183004.1667
"Wellfleet","Barnstable","MA","2002",12,"Wellfleet town",50,50,8415250,0,0,0,0,0,0,0,0,0,50,50,8415250,0,0,0,0,0,0,0,0,0,50,50,8415250,168305,50,50,8415250,168305
"Wellfleet","Barnstable","MA","2003",12,"Wellfleet town",42,42,11319681,0,0,0,0,0,0,0,0,0,42,42,11319681,0,0,0,0,0,0,0,0,0,42,42,11319681,269516.2143,42,42,11319681,269516.2143
"Wellfleet","Barnstable","MA","2004",12,"Wellfleet town",54,54,12756332,0,0,0,0,0,0,0,0,0,54,54,12756332,0,0,0,0,0,0,0,0,0,54,54,12756332,236228.3704,54,54,12756332,236228.3704
"Wellfleet","Barnstable","MA","2005",12,"Wellfleet town",23,23,9036000,0,0,0,0,0,0,0,0,0,23,23,9036000,0,0,0,0,0,0,0,0,0,23,23,9036000,392869.5652,23,23,9036000,392869.5652
"Wellfleet","Barnstable","MA","2006",12,"Wellfleet town",15,15,3952883,0,0,0,0,0,0,0,0,0,15,15,3952883,0,0,0,0,0,0,0,0,0,15,15,3952883,263525.5333,15,15,3952883,263525.5333
"Wellfleet","Barnstable","MA","2007",12,"Wellfleet town",16,16,5104000,0,0,0,0,0,0,0,0,0,16,16,5104000,0,0,0,0,0,0,0,0,0,16,16,5104000,319000,16,16,5104000,319000
"Wellfleet","Barnstable","MA","2008",12,"Wellfleet town",13,13,5958444,0,0,0,0,0,0,0,0,0,13,13,5958444,0,0,0,0,0,0,0,0,0,13,13,5958444,458341.8462,13,13,5958444,458341.8462
"Wellfleet","Barnstable","MA","2009",12,"Wellfleet town",8,8,2639600,0,0,0,0,0,0,0,0,0,8,8,2639600,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wellfleet","Barnstable","MA","2010",12,"Wellfleet town",14,14,5206140,0,0,0,0,0,0,0,0,0,14,14,5206140,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wellfleet","Barnstable","MA","2011",12,"Wellfleet town",8,8,2088005,0,0,0,0,0,0,0,0,0,8,8,2088005,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Yarmouth","Barnstable","MA","2000",12,"Yarmouth town",86,86,14499828,2,4,531970,7,21,2834862,1,5,378792,86,86,14499828,2,4,531970,7,21,2834862,1,5,378792,96,116,18245452,157288.3793,96,116,18245452,157288.3793
"Yarmouth","Barnstable","MA","2001",12,"Yarmouth town",61,61,15609899,1,2,199450,0,0,0,1,42,4405000,61,61,15609899,1,2,199450,0,0,0,1,42,4405000,63,105,20214349,192517.6095,63,105,20214349,192517.6095
"Yarmouth","Barnstable","MA","2002",12,"Yarmouth town",49,49,11265967,0,0,0,0,0,0,0,0,0,49,49,11265967,0,0,0,0,0,0,0,0,0,49,49,11265967,229917.6939,49,49,11265967,229917.6939
"Yarmouth","Barnstable","MA","2003",12,"Yarmouth town",61,61,15950322,0,0,0,0,0,0,0,0,0,61,61,15950322,0,0,0,0,0,0,0,0,0,61,61,15950322,261480.6885,61,61,15950322,261480.6885
"Yarmouth","Barnstable","MA","2004",12,"Yarmouth town",82,82,18056593,0,0,0,0,0,0,0,0,0,82,82,18056593,0,0,0,0,0,0,0,0,0,82,82,18056593,220202.3537,82,82,18056593,220202.3537
"Yarmouth","Barnstable","MA","2005",12,"Yarmouth town",96,96,23718338,0,0,0,0,0,0,0,0,0,96,96,23718338,0,0,0,0,0,0,0,0,0,96,96,23718338,247066.0208,96,96,23718338,247066.0208
"Yarmouth","Barnstable","MA","2006",12,"Yarmouth town",54,54,14201931,0,0,0,0,0,0,0,0,0,54,54,14201931,0,0,0,0,0,0,0,0,0,54,54,14201931,262998.7222,54,54,14201931,262998.7222
"Yarmouth","Barnstable","MA","2007",12,"Yarmouth town",27,27,7420201,0,0,0,0,0,0,0,0,0,27,27,7420201,0,0,0,0,0,0,0,0,0,27,27,7420201,274822.2593,27,27,7420201,274822.2593
"Yarmouth","Barnstable","MA","2008",12,"Yarmouth town",33,33,9885460,0,0,0,0,0,0,0,0,0,33,33,9885460,0,0,0,0,0,0,0,0,0,33,33,9885460,299559.3939,33,33,9885460,299559.3939
"Yarmouth","Barnstable","MA","2009",12,"Yarmouth town",26,26,5269003,0,0,0,0,0,0,0,0,0,26,26,5269003,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Yarmouth","Barnstable","MA","2010",12,"Yarmouth town",33,33,8132342,0,0,0,0,0,0,0,0,0,33,33,8132342,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Yarmouth","Barnstable","MA","2011",10,"Yarmouth town",19,19,4029621,0,0,0,0,0,0,0,0,0,15,15,3043883,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Adams","Berkshire","MA","2000",12,"Adams town",6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,120083.3333,6,6,720500,120083.3333
"Adams","Berkshire","MA","2001",0,"Adams town",6,6,720500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,720500,120083.3333,0,0,0,NA
"Adams","Berkshire","MA","2002",0,"Adams town",7,7,840583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,840583,120083.2857,0,0,0,NA
"Adams","Berkshire","MA","2003",12,"Adams town",8,8,1253575,0,0,0,0,0,0,0,0,0,8,8,1253575,0,0,0,0,0,0,0,0,0,8,8,1253575,156696.875,8,8,1253575,156696.875
"Adams","Berkshire","MA","2004",12,"Adams town",9,9,1368277,0,0,0,1,4,254000,1,12,860000,9,9,1368277,0,0,0,1,4,254000,1,12,860000,11,25,2482277,99291.08,11,25,2482277,99291.08
"Adams","Berkshire","MA","2005",12,"Adams town",10,10,2421068,0,0,0,0,0,0,0,0,0,10,10,2421068,0,0,0,0,0,0,0,0,0,10,10,2421068,242106.8,10,10,2421068,242106.8
"Adams","Berkshire","MA","2006",0,"Adams town",9,9,2178961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2178961,242106.7778,0,0,0,NA
"Adams","Berkshire","MA","2007",12,"Adams town",6,6,845321,0,0,0,0,0,0,0,0,0,6,6,845321,0,0,0,0,0,0,0,0,0,6,6,845321,140886.8333,6,6,845321,140886.8333
"Adams","Berkshire","MA","2008",12,"Adams town",3,3,820000,0,0,0,0,0,0,0,0,0,3,3,820000,0,0,0,0,0,0,0,0,0,3,3,820000,273333.3333,3,3,820000,273333.3333
"Adams","Berkshire","MA","2009",12,"Adams town",6,6,1722500,0,0,0,0,0,0,0,0,0,6,6,1722500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Adams","Berkshire","MA","2010",12,"Adams town",1,1,4e+05,0,0,0,0,0,0,0,0,0,1,1,4e+05,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Adams","Berkshire","MA","2011",12,"Adams town",4,4,489900,0,0,0,0,0,0,0,0,0,4,4,489900,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alford","Berkshire","MA","2000",0,"Alford town",1,1,71524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,0,0,NA
"Alford","Berkshire","MA","2001",0,"Alford town",1,1,71524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,0,0,NA
"Alford","Berkshire","MA","2002",0,"Alford town",2,2,143048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,143048,71524,0,0,0,NA
"Alford","Berkshire","MA","2003",0,"Alford town",2,2,143048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,143048,71524,0,0,0,NA
"Alford","Berkshire","MA","2004",12,"Alford town",8,8,2526000,0,0,0,0,0,0,0,0,0,8,8,2526000,0,0,0,0,0,0,0,0,0,8,8,2526000,315750,8,8,2526000,315750
"Alford","Berkshire","MA","2005",12,"Alford town",2,2,1760000,0,0,0,0,0,0,0,0,0,2,2,1760000,0,0,0,0,0,0,0,0,0,2,2,1760000,880000,2,2,1760000,880000
"Alford","Berkshire","MA","2006",12,"Alford town",2,2,2182285,0,0,0,0,0,0,0,0,0,2,2,2182285,0,0,0,0,0,0,0,0,0,2,2,2182285,1091142.5,2,2,2182285,1091142.5
"Alford","Berkshire","MA","2007",12,"Alford town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Alford","Berkshire","MA","2008",12,"Alford town",3,3,3165000,0,0,0,0,0,0,0,0,0,3,3,3165000,0,0,0,0,0,0,0,0,0,3,3,3165000,1055000,3,3,3165000,1055000
"Alford","Berkshire","MA","2009",12,"Alford town",2,2,1274000,0,0,0,0,0,0,0,0,0,2,2,1274000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alford","Berkshire","MA","2010",12,"Alford town",3,3,4287899,0,0,0,0,0,0,0,0,0,3,3,4287899,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alford","Berkshire","MA","2011",12,"Alford town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Becket","Berkshire","MA","2000",12,"Becket town",6,6,651000,0,0,0,0,0,0,0,0,0,6,6,651000,0,0,0,0,0,0,0,0,0,6,6,651000,108500,6,6,651000,108500
"Becket","Berkshire","MA","2001",12,"Becket town",15,15,2767000,0,0,0,0,0,0,0,0,0,15,15,2767000,0,0,0,0,0,0,0,0,0,15,15,2767000,184466.6667,15,15,2767000,184466.6667
"Becket","Berkshire","MA","2002",12,"Becket town",23,23,3005778,1,2,157766,0,0,0,0,0,0,23,23,3005778,1,2,157766,0,0,0,0,0,0,24,25,3163544,126541.76,24,25,3163544,126541.76
"Becket","Berkshire","MA","2003",12,"Becket town",24,24,4800000,0,0,0,0,0,0,0,0,0,24,24,4800000,0,0,0,0,0,0,0,0,0,24,24,4800000,2e+05,24,24,4800000,2e+05
"Becket","Berkshire","MA","2004",0,"Becket town",25,25,5e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,5e+06,2e+05,0,0,0,NA
"Becket","Berkshire","MA","2005",12,"Becket town",29,29,6572840,0,0,0,0,0,0,0,0,0,29,29,6572840,0,0,0,0,0,0,0,0,0,29,29,6572840,226649.6552,29,29,6572840,226649.6552
"Becket","Berkshire","MA","2006",12,"Becket town",28,28,6476720,0,0,0,0,0,0,0,0,0,28,28,6476720,0,0,0,0,0,0,0,0,0,28,28,6476720,231311.4286,28,28,6476720,231311.4286
"Becket","Berkshire","MA","2007",12,"Becket town",23,23,4560000,0,0,0,0,0,0,0,0,0,23,23,4560000,0,0,0,0,0,0,0,0,0,23,23,4560000,198260.8696,23,23,4560000,198260.8696
"Becket","Berkshire","MA","2008",12,"Becket town",11,11,2057000,0,0,0,0,0,0,0,0,0,11,11,2057000,0,0,0,0,0,0,0,0,0,11,11,2057000,187000,11,11,2057000,187000
"Becket","Berkshire","MA","2009",12,"Becket town",7,7,3459409,1,2,770000,0,0,0,0,0,0,7,7,3459409,1,2,770000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Becket","Berkshire","MA","2010",12,"Becket town",10,10,1680000,0,0,0,0,0,0,0,0,0,10,10,1680000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Becket","Berkshire","MA","2011",12,"Becket town",7,7,1707330,0,0,0,0,0,0,0,0,0,7,7,1707330,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cheshire","Berkshire","MA","2000",12,"Cheshire town",10,10,1629725,1,2,70000,0,0,0,0,0,0,10,10,1629725,1,2,70000,0,0,0,0,0,0,11,12,1699725,141643.75,11,12,1699725,141643.75
"Cheshire","Berkshire","MA","2001",12,"Cheshire town",6,6,902000,0,0,0,0,0,0,0,0,0,6,6,902000,0,0,0,0,0,0,0,0,0,6,6,902000,150333.3333,6,6,902000,150333.3333
"Cheshire","Berkshire","MA","2002",12,"Cheshire town",7,7,1125000,0,0,0,0,0,0,0,0,0,7,7,1125000,0,0,0,0,0,0,0,0,0,7,7,1125000,160714.2857,7,7,1125000,160714.2857
"Cheshire","Berkshire","MA","2003",12,"Cheshire town",9,9,1570640,0,0,0,0,0,0,0,0,0,9,9,1570640,0,0,0,0,0,0,0,0,0,9,9,1570640,174515.5556,9,9,1570640,174515.5556
"Cheshire","Berkshire","MA","2004",12,"Cheshire town",17,17,2471200,0,0,0,0,0,0,0,0,0,17,17,2471200,0,0,0,0,0,0,0,0,0,17,17,2471200,145364.7059,17,17,2471200,145364.7059
"Cheshire","Berkshire","MA","2005",12,"Cheshire town",12,12,1879000,0,0,0,0,0,0,0,0,0,12,12,1879000,0,0,0,0,0,0,0,0,0,12,12,1879000,156583.3333,12,12,1879000,156583.3333
"Cheshire","Berkshire","MA","2006",12,"Cheshire town",6,6,745000,0,0,0,0,0,0,0,0,0,6,6,745000,0,0,0,0,0,0,0,0,0,6,6,745000,124166.6667,6,6,745000,124166.6667
"Cheshire","Berkshire","MA","2007",12,"Cheshire town",1,1,216500,1,2,1e+05,0,0,0,0,0,0,1,1,216500,1,2,1e+05,0,0,0,0,0,0,2,3,316500,105500,2,3,316500,105500
"Cheshire","Berkshire","MA","2008",12,"Cheshire town",6,6,1357000,0,0,0,0,0,0,0,0,0,6,6,1357000,0,0,0,0,0,0,0,0,0,6,6,1357000,226166.6667,6,6,1357000,226166.6667
"Cheshire","Berkshire","MA","2009",12,"Cheshire town",4,4,824000,0,0,0,0,0,0,0,0,0,4,4,824000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cheshire","Berkshire","MA","2010",12,"Cheshire town",7,7,1257700,0,0,0,0,0,0,0,0,0,7,7,1257700,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cheshire","Berkshire","MA","2011",0,"Cheshire town",5,5,898357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Clarksburg","Berkshire","MA","2000",12,"Clarksburg town",5,5,720000,0,0,0,0,0,0,0,0,0,5,5,720000,0,0,0,0,0,0,0,0,0,5,5,720000,144000,5,5,720000,144000
"Clarksburg","Berkshire","MA","2001",12,"Clarksburg town",6,6,7e+05,0,0,0,0,0,0,0,0,0,6,6,7e+05,0,0,0,0,0,0,0,0,0,6,6,7e+05,116666.6667,6,6,7e+05,116666.6667
"Clarksburg","Berkshire","MA","2002",12,"Clarksburg town",5,5,876000,0,0,0,0,0,0,0,0,0,5,5,876000,0,0,0,0,0,0,0,0,0,5,5,876000,175200,5,5,876000,175200
"Clarksburg","Berkshire","MA","2003",12,"Clarksburg town",3,3,492000,0,0,0,0,0,0,0,0,0,3,3,492000,0,0,0,0,0,0,0,0,0,3,3,492000,164000,3,3,492000,164000
"Clarksburg","Berkshire","MA","2004",12,"Clarksburg town",6,6,663705,0,0,0,0,0,0,0,0,0,6,6,663705,0,0,0,0,0,0,0,0,0,6,6,663705,110617.5,6,6,663705,110617.5
"Clarksburg","Berkshire","MA","2005",12,"Clarksburg town",4,4,553000,0,0,0,0,0,0,0,0,0,4,4,553000,0,0,0,0,0,0,0,0,0,4,4,553000,138250,4,4,553000,138250
