"","Municipal","County","State","Region","Five_Year_Range","Pop_25","Margin_Error_Pop","Grad_Pct","Margin_Error_Grad","HS_Pct","Margin_Error_HS","Bachelors_Pct","Margin_Error_Bach","Five_Year_Range"
"961","North Reading","Middlesex County","MA","North Reading","2008-2012",10314,"255",16,2.6,95.3,1.5,45.8,4.3,2012
"185","Northampton","Hampshire County","MA","Northampton","2006-2010",18744,"458",29.3,2.4,92.1,1.5,51.8,2.6,2010
"552","Northampton","Hampshire County","MA","Northampton","2007-2011",19055,"462",29.5,2.6,91.3,1.5,51.9,2.9,2011
"919","Northampton","Hampshire County","MA","Northampton","2008-2012",19396,"464",31.8,2.2,92,1.3,54.8,2.3,2012
"339","Northborough","Worcester County","MA","Northborough","2006-2010",9220,"196",23.1,3.2,95.6,1.4,58.3,3.4,2010
"706","Northborough","Worcester County","MA","Northborough","2007-2011",9341,"251",23.3,2.8,95.3,1.5,59.5,3,2011
"1073","Northborough","Worcester County","MA","Northborough","2008-2012",9560,"244",23.7,3.1,96.7,1.3,58.7,3.6,2012
"340","Northbridge","Worcester County","MA","Northbridge","2006-2010",10190,"241",10.6,2,88.2,2.5,29.3,3.3,2010
"707","Northbridge","Worcester County","MA","Northbridge","2007-2011",10196,"336",10.3,2.1,89.4,2.2,28.5,3.3,2011
"1074","Northbridge","Worcester County","MA","Northbridge","2008-2012",10570,"403",11.5,2.1,91.2,1.8,28.8,3.2,2012
"443","Norton","Bristol County","MA","Norton","2007-2011",11492,"350",11.3,1.7,92.8,2.1,35.3,3.4,2011
"810","Norton","Bristol County","MA","Norton","2008-2012",11579,"368",12.1,2.5,94.4,1.4,36.4,3.2,2012
"294","Norwell","Plymouth County","MA","Norwell","2006-2010",6761,"160",21.2,2.7,97.6,1.2,56.5,4,2010
"661","Norwell","Plymouth County","MA","Norwell","2007-2011",6758,"175",19,2.7,97.4,1.1,56.6,4.2,2011
"1028","Norwell","Plymouth County","MA","Norwell","2008-2012",6814,"158",19,2.7,97,1.4,54.9,3.9,2012
"266","Norwood","Norfolk County","MA","Norwood","2006-2010",20408,"458",15,1.9,93.5,1.2,39.7,2.9,2010
"633","Norwood","Norfolk County","MA","Norwood","2007-2011",20716,"409",15.9,2.1,94.1,1.2,41.2,2.6,2011
"1000","Norwood","Norfolk County","MA","Norwood","2008-2012",20932,"339",15,2,94.1,1.4,41.1,2.6,2012
"88","Oak Bluffs","Dukes County","MA","Oak Bluffs","2006-2010",2905,"321",15.2,6.3,95.6,2.9,37,8.2,2010
"455","Oak Bluffs","Dukes County","MA","Oak Bluffs","2007-2011",2952,"276",19,5.3,92.3,5.3,35.9,6.9,2011
"822","Oak Bluffs","Dukes County","MA","Oak Bluffs","2008-2012",3337,"230",19.5,4.6,95.8,3.5,38.4,5.7,2012
"342","Oakham","Worcester County","MA","Oakham","2006-2010",1263,"82",13.5,3.2,92.1,2.6,32.8,4.1,2010
"709","Oakham","Worcester County","MA","Oakham","2007-2011",1268,"78",13,4,92.2,3.1,32.8,4.5,2011
"1076","Oakham","Worcester County","MA","Oakham","2008-2012",1242,"74",16.1,4.3,95.2,2.2,36.8,4,2012
"143","Orange","Franklin County","MA","Orange","2006-2010",5571,"253",7.7,2.9,86.9,3.1,18,3.8,2010
"510","Orange","Franklin County","MA","Orange","2007-2011",5545,"239",7.4,2.7,86.6,3.8,19.6,4.2,2011
"877","Orange","Franklin County","MA","Orange","2008-2012",5497,"215",5.6,2.2,87.5,3.6,15.7,3.6,2012
"26","Orleans","Barnstable County","MA","Orleans","2006-2010",5116,"228",17.7,4.1,97.3,1.6,52.8,5.6,2010
"393","Orleans","Barnstable County","MA","Orleans","2007-2011",5088,"235",21.2,3.9,97.9,1.6,54.5,4.8,2011
"760","Orleans","Barnstable County","MA","Orleans","2008-2012",5106,"231",20.6,4,97.9,1.5,51.1,4.9,2012
"51","Otis","Berkshire County","MA","Otis","2006-2010",1015,"129",12.7,4.6,96.9,2.1,34.9,6.8,2010
"418","Otis","Berkshire County","MA","Otis","2007-2011",1049,"155",11.5,4.5,96.5,2.4,30.2,7.5,2011
"785","Otis","Berkshire County","MA","Otis","2008-2012",1026,"106",11.1,4.6,96.5,2.2,29.2,7.1,2012
"343","Oxford","Worcester County","MA","Oxford","2006-2010",9409,"309",7,1.7,90.3,2.3,22.3,3.5,2010
"710","Oxford","Worcester County","MA","Oxford","2007-2011",9589,"277",6.7,1.9,91.6,2,22.5,3.8,2011
"1077","Oxford","Worcester County","MA","Oxford","2008-2012",9440,"248",7.3,1.8,93.1,2.3,25.7,3.5,2012
"165","Palmer","Hampden County","MA","Palmer","2006-2010",8819,"242",7,1.8,87.8,2.7,18.7,2.9,2010
"532","Palmer","Hampden County","MA","Palmer","2007-2011",8741,"230",7.2,2.1,88.5,2.5,18.8,3.4,2011
"899","Palmer","Hampden County","MA","Palmer","2008-2012",8688,"349",6.5,1.6,87.8,2.7,19.2,3.3,2012
"344","Paxton","Worcester County","MA","Paxton","2006-2010",3003,"186",20.7,5.5,95.5,2.3,45.1,7,2010
"711","Paxton","Worcester County","MA","Paxton","2007-2011",3110,"175",22.5,4.9,95.8,2.2,46.7,6.7,2011
"1078","Paxton","Worcester County","MA","Paxton","2008-2012",3032,"219",23.8,5.5,96,2.5,50.2,7,2012
"115","Peabody","Essex County","MA","Peabody","2006-2010",36333,"553",10.7,1.2,89.4,1.2,29.5,1.7,2010
"482","Peabody","Essex County","MA","Peabody","2007-2011",36829,"461",11.1,1.2,89.3,1.1,30,1.8,2011
"849","Peabody","Essex County","MA","Peabody","2008-2012",37149,"532",11,0.9,90.5,0.9,29.9,1.6,2012
"186","Pelham","Hampshire County","MA","Pelham","2006-2010",963,"58",43.1,5.5,96,2.2,67.4,5.4,2010
"553","Pelham","Hampshire County","MA","Pelham","2007-2011",970,"55",43.9,4.8,97.6,1.1,67.6,5.1,2011
"920","Pelham","Hampshire County","MA","Pelham","2008-2012",979,"62",43.2,5.4,97.3,1.5,66.7,5.6,2012
"295","Pembroke","Plymouth County","MA","Pembroke","2006-2010",11711,"260",7.7,1.6,94.6,1.5,33.6,2.9,2010
"662","Pembroke","Plymouth County","MA","Pembroke","2007-2011",11896,"313",8.2,1.4,94.7,1.6,33.1,3.1,2011
"1029","Pembroke","Plymouth County","MA","Pembroke","2008-2012",11960,"360",8.6,1.6,95.3,1.1,32.7,2.9,2012
"228","Pepperell","Middlesex County","MA","Pepperell","2006-2010",7362,"204",14.3,2.5,93.1,1.8,39,3.9,2010
"595","Pepperell","Middlesex County","MA","Pepperell","2007-2011",7387,"189",15,3,94.4,1.6,40.2,4.3,2011
"962","Pepperell","Middlesex County","MA","Pepperell","2008-2012",7713,"207",13,2.2,94.2,1.8,39.1,4,2012
"52","Peru","Berkshire County","MA","Peru","2006-2010",605,"86",5.6,2.8,91.4,3.9,20.7,7.4,2010
"419","Peru","Berkshire County","MA","Peru","2007-2011",642,"88",3,2.4,91.6,3.7,19.5,6.1,2011
"786","Peru","Berkshire County","MA","Peru","2008-2012",633,"92",3.2,1.9,90.8,3.9,19.4,7,2012
"345","Petersham","Worcester County","MA","Petersham","2006-2010",1016,"183",28.9,7,95.5,2.2,51.2,8.5,2010
"712","Petersham","Worcester County","MA","Petersham","2007-2011",882,"103",25.1,6.4,95.1,2.4,42.5,7.4,2011
"1079","Petersham","Worcester County","MA","Petersham","2008-2012",883,"114",25.3,6.4,95.9,1.8,44.7,7.2,2012
"346","Phillipston","Worcester County","MA","Phillipston","2006-2010",1187,"93",9.1,2.7,89.7,2.6,20.3,4.3,2010
"713","Phillipston","Worcester County","MA","Phillipston","2007-2011",1272,"100",8.3,2.7,90.9,2.5,18.7,4.1,2011
"1080","Phillipston","Worcester County","MA","Phillipston","2008-2012",1285,"106",7.8,2.2,92.3,2.4,20.1,3.4,2012
"53","Pittsfield","Berkshire County","MA","Pittsfield","2006-2010",31854,"507",10.4,1.3,89.1,1.3,25.6,1.9,2010
"420","Pittsfield","Berkshire County","MA","Pittsfield","2007-2011",31813,"509",11.2,1.2,90.3,1.4,26.5,1.7,2011
"787","Pittsfield","Berkshire County","MA","Pittsfield","2008-2012",31767,"446",10.8,1.2,90.7,1,25.8,1.9,2012
"187","Plainfield","Hampshire County","MA","Plainfield","2006-2010",484,"58",19.6,5.4,90.7,3.2,33.9,7.6,2010
"554","Plainfield","Hampshire County","MA","Plainfield","2007-2011",459,"62",19,5.2,91.1,4,32.7,7.1,2011
"921","Plainfield","Hampshire County","MA","Plainfield","2008-2012",433,"54",22.4,6.4,93.1,3.7,39.5,6.4,2012
"267","Plainville","Norfolk County","MA","Plainville","2006-2010",5494,"212",13.7,3.9,92,2.6,36.9,5.5,2010
"634","Plainville","Norfolk County","MA","Plainville","2007-2011",5534,"199",13.5,3.5,93.5,2.7,38.4,5.4,2011
"1001","Plainville","Norfolk County","MA","Plainville","2008-2012",5748,"207",13.8,3.6,93.3,2.5,40.4,5,2012
"296","Plymouth","Plymouth County","MA","Plymouth","2006-2010",39158,"474",11.5,1.1,93,0.9,32.6,1.7,2010
"663","Plymouth","Plymouth County","MA","Plymouth","2007-2011",39014,"524",11.9,1.2,93.4,1,32.7,1.9,2011
"1030","Plymouth","Plymouth County","MA","Plymouth","2008-2012",40402,"519",12.3,1.1,94,0.8,33,1.7,2012
"14",NA,"Plymouth County","MA","Plymouth County","2006-2010",330142,"97",11.4,0.4,91.8,0.3,32.5,0.6,2010
"381",NA,"Plymouth County","MA","Plymouth County","2007-2011",333185,"112",11.5,0.4,91.9,0.3,32.9,0.7,2011
"748",NA,"Plymouth County","MA","Plymouth County","2008-2012",336325,"112",11.6,0.4,91.8,0.3,33,0.7,2012
"297","Plympton","Plymouth County","MA","Plympton","2006-2010",1926,"79",11.6,4,88.4,4.6,31.1,5.2,2010
"664","Plympton","Plymouth County","MA","Plympton","2007-2011",2006,"79",13.2,4.2,92.2,2.9,33.1,5.3,2011
"1031","Plympton","Plymouth County","MA","Plympton","2008-2012",2032,"72",14,3.7,94.1,2.2,34.6,5.7,2012
"347","Princeton","Worcester County","MA","Princeton","2006-2010",2378,"110",26.1,5,97.8,1.8,63.6,6,2010
"714","Princeton","Worcester County","MA","Princeton","2007-2011",2387,"100",26.3,5.2,98.5,1.4,67.2,6.2,2011
"1081","Princeton","Worcester County","MA","Princeton","2008-2012",2362,"94",24.5,5.3,98,1.5,63.5,6.3,2012
"27","Provincetown","Barnstable County","MA","Provincetown","2006-2010",2818,"115",21.6,6,95.1,3.6,54.2,7.4,2010
"394","Provincetown","Barnstable County","MA","Provincetown","2007-2011",2537,"135",24.6,5.2,96.6,2.9,61.5,7.7,2011
"761","Provincetown","Barnstable County","MA","Provincetown","2008-2012",2572,"155",23.7,5.9,95.8,2.1,58,7.5,2012
"268","Quincy","Norfolk County","MA","Quincy","2006-2010",67431,"943",14.5,1,86.9,1,38,1.6,2010
"635","Quincy","Norfolk County","MA","Quincy","2007-2011",68227,"849",13.6,1,87,1.1,37.6,1.6,2011
"1002","Quincy","Norfolk County","MA","Quincy","2008-2012",69066,"740",13.4,1,87.6,1,37.7,1.6,2012
"269","Randolph","Norfolk County","MA","Randolph","2006-2010",22298,"491",8.7,1.7,86.5,2.1,27.8,2.9,2010
"636","Randolph","Norfolk County","MA","Randolph","2007-2011",22614,"536",9.8,2,86.7,2.2,28.9,2.8,2011
"1003","Randolph","Norfolk County","MA","Randolph","2008-2012",22544,"411",8.7,1.5,87.3,1.8,28,2.9,2012
"77","Raynham","Bristol County","MA","Raynham","2006-2010",8706,"242",10.6,2.3,91.9,2.5,31.1,3.5,2010
"444","Raynham","Bristol County","MA","Raynham","2007-2011",8877,"202",10.6,2.4,93.7,2,31.5,3.8,2011
"811","Raynham","Bristol County","MA","Raynham","2008-2012",9115,"237",9.6,1.9,92.2,1.9,31.4,3.6,2012
"229","Reading","Middlesex County","MA","Reading","2006-2010",16383,"345",23.7,1.9,96.6,1,55.1,2.4,2010
"596","Reading","Middlesex County","MA","Reading","2007-2011",16631,"296",24.2,2.8,96.4,1.3,55.3,2.9,2011
"963","Reading","Middlesex County","MA","Reading","2008-2012",16797,"303",24.5,2.6,97.3,1,55.6,3,2012
"78","Rehoboth","Bristol County","MA","Rehoboth","2006-2010",7931,"221",13.4,2.5,91.3,2.4,37.6,3.8,2010
"445","Rehoboth","Bristol County","MA","Rehoboth","2007-2011",8054,"275",14.1,2.6,92.6,1.9,38.1,4,2011
"812","Rehoboth","Bristol County","MA","Rehoboth","2008-2012",8013,"304",13.9,2.4,93.1,2.2,35.4,3.4,2012
"306","Revere","Suffolk County","MA","Revere","2006-2010",35593,"735",5.1,0.8,77.8,2.5,18.1,1.9,2010
"673","Revere","Suffolk County","MA","Revere","2007-2011",36167,"775",4.9,0.8,78.8,2.1,18.5,1.9,2011
"1040","Revere","Suffolk County","MA","Revere","2008-2012",36665,"868",4.4,0.7,79.5,2.3,16.7,1.4,2012
"54","Richmond","Berkshire County","MA","Richmond","2006-2010",1339,"109",26.7,4.3,94.6,2.4,45.9,5.3,2010
"421","Richmond","Berkshire County","MA","Richmond","2007-2011",1283,"113",25.3,4.6,95.9,1.9,46.1,4.7,2011
"788","Richmond","Berkshire County","MA","Richmond","2008-2012",1248,"111",23.5,4,97.8,1.2,48.3,5.1,2012
"298","Rochester","Plymouth County","MA","Rochester","2006-2010",3409,"103",13.6,3.2,92,3,32.8,5,2010
"665","Rochester","Plymouth County","MA","Rochester","2007-2011",3445,"120",15.4,3.9,91,3.5,36.5,5.5,2011
"1032","Rochester","Plymouth County","MA","Rochester","2008-2012",3471,"180",15.6,4.1,91.8,3.5,37.9,6.1,2012
"299","Rockland","Plymouth County","MA","Rockland","2006-2010",12107,"323",5.7,1.7,91.3,2.1,22.3,3.3,2010
"666","Rockland","Plymouth County","MA","Rockland","2007-2011",12448,"329",6.1,1.4,92.7,1.7,21.3,2.8,2011
"1033","Rockland","Plymouth County","MA","Rockland","2008-2012",12435,"363",7.6,1.7,92.1,2,22.7,2.9,2012
"116","Rockport","Essex County","MA","Rockport","2006-2010",5344,"183",23.9,4.7,96,3.1,54.2,5,2010
"483","Rockport","Essex County","MA","Rockport","2007-2011",5417,"170",24,4.7,95.5,2.7,52.5,4.7,2011
"850","Rockport","Essex County","MA","Rockport","2008-2012",5614,"234",20.4,4,96.2,2.5,48.1,5.5,2012
"144","Rowe","Franklin County","MA","Rowe","2006-2010",317,"44",6,2.7,89.6,3.3,25.9,5.9,2010
"511","Rowe","Franklin County","MA","Rowe","2007-2011",317,"44",4.7,3.1,90.5,3.5,26.2,6.3,2011
"878","Rowe","Franklin County","MA","Rowe","2008-2012",340,"46",6.2,3.5,92.4,2.7,25,5.8,2012
"117","Rowley","Essex County","MA","Rowley","2006-2010",3918,"270",14.3,3.9,95.6,1.6,43.3,7.1,2010
"484","Rowley","Essex County","MA","Rowley","2007-2011",4100,"271",13.5,3.8,94.3,2.1,38.1,6.5,2011
"851","Rowley","Essex County","MA","Rowley","2008-2012",4170,"198",13,4.2,94.2,2.4,37,6.3,2012
"348","Royalston","Worcester County","MA","Royalston","2006-2010",857,"99",10.6,3.9,93.3,3,29.5,5.7,2010
"715","Royalston","Worcester County","MA","Royalston","2007-2011",816,"94",8.7,3.6,89,3.9,23.7,5.3,2011
"1082","Royalston","Worcester County","MA","Royalston","2008-2012",800,"96",9.3,3.2,89.6,3.6,22.8,5.8,2012
"166","Russell","Hampden County","MA","Russell","2006-2010",1148,"123",9.3,3.6,88.8,4.6,20.6,4.4,2010
"533","Russell","Hampden County","MA","Russell","2007-2011",1207,"118",8.2,2.5,87.8,5.2,18.3,3.3,2011
"900","Russell","Hampden County","MA","Russell","2008-2012",1198,"129",9,3,90.6,4.8,23.5,4.2,2012
"349","Rutland","Worcester County","MA","Rutland","2006-2010",4744,"216",14.1,3.5,94,2.7,33.7,5.7,2010
"716","Rutland","Worcester County","MA","Rutland","2007-2011",4987,"187",16,3.8,93.9,2.5,38.9,6,2011
"1083","Rutland","Worcester County","MA","Rutland","2008-2012",5131,"195",16.1,3.6,96.3,1.7,40.6,6.3,2012
"118","Salem","Essex County","MA","Salem","2006-2010",28234,"730",14.7,1.2,89,1.5,37.7,2.2,2010
"485","Salem","Essex County","MA","Salem","2007-2011",28028,"584",13.7,1.5,87.8,1.8,37.6,2.3,2011
"852","Salem","Essex County","MA","Salem","2008-2012",28257,"622",13.7,1.5,88,1.6,37.9,2.2,2012
"119","Salisbury","Essex County","MA","Salisbury","2006-2010",5931,"225",9.4,2.8,92.8,1.9,26.1,4.2,2010
"486","Salisbury","Essex County","MA","Salisbury","2007-2011",5938,"212",9.8,2.8,92.3,2.4,26.9,3.5,2011
"853","Salisbury","Essex County","MA","Salisbury","2008-2012",5989,"207",9,2.8,91.1,2.3,26.6,3.7,2012
"55","Sandisfield","Berkshire County","MA","Sandisfield","2006-2010",612,"79",11.8,4.3,87.7,4,29.4,6.1,2010
"422","Sandisfield","Berkshire County","MA","Sandisfield","2007-2011",747,"81",11,3.9,86.1,3.6,27.6,5.6,2011
"789","Sandisfield","Berkshire County","MA","Sandisfield","2008-2012",678,"77",10.6,4.1,86.1,4.6,30.2,6,2012
"28","Sandwich","Barnstable County","MA","Sandwich","2006-2010",13917,"360",16.6,2.1,96.3,1.2,47.2,2.7,2010
"395","Sandwich","Barnstable County","MA","Sandwich","2007-2011",14122,"288",16.9,1.9,96.6,1.3,47.1,2.5,2011
"762","Sandwich","Barnstable County","MA","Sandwich","2008-2012",13991,"418",16.8,2.2,96.3,1.5,45.6,2.9,2012
"120","Saugus","Essex County","MA","Saugus","2006-2010",19067,"362",7.4,1.3,92.1,1.5,23.7,2.8,2010
"487","Saugus","Essex County","MA","Saugus","2007-2011",19287,"426",7.5,1.4,92,1.7,24.8,2.3,2011
"854","Saugus","Essex County","MA","Saugus","2008-2012",19662,"473",8.1,1.4,92,1.4,26.3,2.3,2012
"56","Savoy","Berkshire County","MA","Savoy","2006-2010",553,"81",6.5,3.4,90.1,5.6,16.8,5.6,2010
"423","Savoy","Berkshire County","MA","Savoy","2007-2011",510,"79",6.3,3.2,89.2,4.5,15.3,5.6,2011
"790","Savoy","Berkshire County","MA","Savoy","2008-2012",492,"68",8.7,5.4,90,5.7,17.7,6.2,2012
"300","Scituate","Plymouth County","MA","Scituate","2006-2010",12539,"322",20.1,2.4,97.8,1.1,55.1,3.5,2010
"667","Scituate","Plymouth County","MA","Scituate","2007-2011",12496,"316",21.5,2.7,98,1,55.7,3.6,2011
"1034","Scituate","Plymouth County","MA","Scituate","2008-2012",12694,"302",19.1,2.3,97.6,1,52.7,3.7,2012
"79","Seekonk","Bristol County","MA","Seekonk","2006-2010",9261,"254",9.9,2,88.2,2.6,29.9,3.5,2010
"446","Seekonk","Bristol County","MA","Seekonk","2007-2011",9370,"251",10.6,2.2,87.5,2.7,31.8,3.3,2011
"813","Seekonk","Bristol County","MA","Seekonk","2008-2012",9442,"240",11,2,88.4,2.7,30.9,3.4,2012
"270","Sharon","Norfolk County","MA","Sharon","2006-2010",11553,"223",34.8,2.8,96.5,1.3,66.7,2.7,2010
"637","Sharon","Norfolk County","MA","Sharon","2007-2011",11700,"190",35.3,2.9,97.5,1.2,68.5,2.6,2011
"1004","Sharon","Norfolk County","MA","Sharon","2008-2012",11743,"221",37.2,2.7,97.2,1.4,70.9,2.6,2012
"57","Sheffield","Berkshire County","MA","Sheffield","2006-2010",2473,"106",15,5.5,93,3.2,29.4,7.5,2010
"424","Sheffield","Berkshire County","MA","Sheffield","2007-2011",2488,"98",14.3,5.6,94,3.4,30.6,6.7,2011
"791","Sheffield","Berkshire County","MA","Sheffield","2008-2012",2440,"100",10.8,4.2,91.6,3.8,31.2,5.9,2012
"145","Shelburne","Franklin County","MA","Shelburne","2006-2010",1566,"197",14.8,5.1,94.5,3.1,39.4,7.3,2010
"512","Shelburne","Franklin County","MA","Shelburne","2007-2011",1536,"175",14.1,4.4,94.7,4.5,35.6,5.4,2011
"879","Shelburne","Franklin County","MA","Shelburne","2008-2012",1539,"147",16.6,4.7,95.1,2.6,40.8,6.2,2012
"230","Sherborn","Middlesex County","MA","Sherborn","2006-2010",2700,"99",43.8,6,100,1.4,79.1,5.4,2010
"597","Sherborn","Middlesex County","MA","Sherborn","2007-2011",2697,"128",46.5,6.8,99.8,0.4,83.4,4.1,2011
"964","Sherborn","Middlesex County","MA","Sherborn","2008-2012",2684,"96",49.6,7.3,99.7,0.4,82.7,4.8,2012
"231","Shirley","Middlesex County","MA","Shirley","2006-2010",5364,"175",12,3.1,85.5,3.2,28.9,5.1,2010
"598","Shirley","Middlesex County","MA","Shirley","2007-2011",5408,"307",11.3,3.9,84.3,3.6,26.9,7.2,2011
"965","Shirley","Middlesex County","MA","Shirley","2008-2012",5474,"327",8.5,3.5,83.1,2.6,22.9,6.9,2012
"350","Shrewsbury","Worcester County","MA","Shrewsbury","2006-2010",23133,"385",26.4,2.2,95.1,1,56.5,2.7,2010
"717","Shrewsbury","Worcester County","MA","Shrewsbury","2007-2011",23551,"344",26.5,2,94.9,1.1,55.7,2.8,2011
"1084","Shrewsbury","Worcester County","MA","Shrewsbury","2008-2012",23721,"428",26.3,2.1,94.1,1.3,55.9,2.4,2012
"146","Shutesbury","Franklin County","MA","Shutesbury","2006-2010",1327,"122",33.1,4.6,96.6,2.1,62.2,4.7,2010
"513","Shutesbury","Franklin County","MA","Shutesbury","2007-2011",1324,"117",33.9,5.6,94.7,2.3,58.8,5.2,2011
"880","Shutesbury","Franklin County","MA","Shutesbury","2008-2012",1298,"92",36.1,4.5,96.5,1.8,62.8,4.2,2012
"80","Somerset","Bristol County","MA","Somerset","2006-2010",13423,"361",9.5,1.9,83.8,2.4,26.4,2.4,2010
"447","Somerset","Bristol County","MA","Somerset","2007-2011",13408,"365",9.8,2.1,83.9,2.1,26.7,3,2011
"814","Somerset","Bristol County","MA","Somerset","2008-2012",13537,"322",10.8,2.1,83.9,2.3,27.3,2.8,2012
"232","Somerville","Middlesex County","MA","Somerville","2006-2010",52768,"1034",24.8,1.6,88.8,1.1,52.3,1.9,2010
"599","Somerville","Middlesex County","MA","Somerville","2007-2011",52867,"1116",26.3,1.4,89.3,1.1,52.8,1.8,2011
"966","Somerville","Middlesex County","MA","Somerville","2008-2012",53626,"1023",26,1.3,89.1,1.2,53.3,1.6,2012
"189","South Hadley","Hampshire County","MA","South Hadley","2006-2010",11590,"451",16.2,2.5,92.1,1.9,36.4,3.1,2010
"556","South Hadley","Hampshire County","MA","South Hadley","2007-2011",11239,"374",16.8,2.3,92.3,1.7,37.3,3.1,2011
"923","South Hadley","Hampshire County","MA","South Hadley","2008-2012",11646,"338",17.2,2.5,92,1.8,38.6,3.5,2012
"188","Southampton","Hampshire County","MA","Southampton","2006-2010",3986,"154",15.7,4.1,97.3,1.7,35.2,6.3,2010
"555","Southampton","Hampshire County","MA","Southampton","2007-2011",4060,"183",15,4.2,95.6,3.1,33.8,5.9,2011
"922","Southampton","Hampshire County","MA","Southampton","2008-2012",4187,"172",15.4,4.1,95.9,3.3,31.5,5.4,2012
"351","Southborough","Worcester County","MA","Southborough","2006-2010",6289,"158",33.4,3.9,96.9,1.6,67.8,3.9,2010
"718","Southborough","Worcester County","MA","Southborough","2007-2011",6408,"134",33.9,4,97.2,1.7,67.6,4.2,2011
"1085","Southborough","Worcester County","MA","Southborough","2008-2012",6500,"147",32,3.9,96.8,1.7,67.3,4.4,2012
"352","Southbridge","Worcester County","MA","Southbridge","2006-2010",10839,"380",5,1.2,79.3,3.1,15.4,2.4,2010
"719","Southbridge","Worcester County","MA","Southbridge","2007-2011",10987,"375",5.1,1.3,78.3,2.5,14.3,2.6,2011
"1086","Southbridge","Worcester County","MA","Southbridge","2008-2012",10953,"345",6.4,1.5,80.3,2.4,16.9,2.4,2012
"167","Southwick","Hampden County","MA","Southwick","2006-2010",6702,"192",11.8,3,94.4,2.5,29.9,4.4,2010
"534","Southwick","Hampden County","MA","Southwick","2007-2011",6539,"216",10.9,2.7,93.8,2.2,29.3,3.9,2011
"901","Southwick","Hampden County","MA","Southwick","2008-2012",6591,"208",12.9,3,94,2.2,30.9,4.4,2012
"353","Spencer","Worcester County","MA","Spencer","2006-2010",8189,"321",6.3,1.4,85.7,3.8,19.5,3,2010
"720","Spencer","Worcester County","MA","Spencer","2007-2011",8311,"345",7.2,2.2,85,3.5,21.2,3.8,2011
"1087","Spencer","Worcester County","MA","Spencer","2008-2012",8245,"214",8.2,2.3,86.7,2.9,23.2,3.9,2012
"168","Springfield","Hampden County","MA","Springfield","2006-2010",91113,"966",6.3,0.6,75.9,1,16.9,1.1,2010
"535","Springfield","Hampden County","MA","Springfield","2007-2011",91157,"1162",6.4,0.6,75.9,1.1,17.2,1,2011
"902","Springfield","Hampden County","MA","Springfield","2008-2012",91158,"864",6.1,0.5,76.1,1.2,16.6,0.9,2012
"354","Sterling","Worcester County","MA","Sterling","2006-2010",5290,"148",21.7,4.2,95.7,2,55.5,5.2,2010
"721","Sterling","Worcester County","MA","Sterling","2007-2011",5382,"151",21.3,4.2,95.4,2,54.3,5.9,2011
"1088","Sterling","Worcester County","MA","Sterling","2008-2012",5473,"183",22.2,4.4,95.6,1.8,52.3,6.8,2012
"58","Stockbridge","Berkshire County","MA","Stockbridge","2006-2010",1239,"201",19.7,7.7,93.1,5.8,42.8,10.2,2010
"425","Stockbridge","Berkshire County","MA","Stockbridge","2007-2011",1303,"169",17.8,5.6,92.5,6.1,41.4,9.2,2011
"792","Stockbridge","Berkshire County","MA","Stockbridge","2008-2012",1469,"237",17.8,5.6,92,5.3,40.5,7.1,2012
"233","Stoneham","Middlesex County","MA","Stoneham","2006-2010",15783,"366",14.4,1.9,91.8,1.4,38.9,3.3,2010
"600","Stoneham","Middlesex County","MA","Stoneham","2007-2011",15751,"323",15,2.3,92.1,1.6,38.4,3,2011
"967","Stoneham","Middlesex County","MA","Stoneham","2008-2012",15829,"341",14.1,1.9,92.9,1.5,38.1,3.1,2012
"271","Stoughton","Norfolk County","MA","Stoughton","2006-2010",18605,"728",10.9,1.5,87.8,1.9,32.1,2.3,2010
"638","Stoughton","Norfolk County","MA","Stoughton","2007-2011",19137,"429",11.2,1.7,89.7,2.1,31.3,2.5,2011
"1005","Stoughton","Norfolk County","MA","Stoughton","2008-2012",19725,"417",11.1,1.4,89.3,2,31.1,2.4,2012
"234","Stow","Middlesex County","MA","Stow","2006-2010",4395,"207",31.6,6.3,98.4,1.1,66.9,6.6,2010
"601","Stow","Middlesex County","MA","Stow","2007-2011",4516,"203",33.4,6.6,98.6,1,65.1,6.1,2011
"968","Stow","Middlesex County","MA","Stow","2008-2012",4523,"168",33,5.4,98.4,1.1,64.6,6.7,2012
"355","Sturbridge","Worcester County","MA","Sturbridge","2006-2010",6198,"241",15.9,3.2,95,1.5,39.3,4.8,2010
"722","Sturbridge","Worcester County","MA","Sturbridge","2007-2011",6230,"224",15.2,3.2,95.5,1.8,39.8,4.9,2011
"1089","Sturbridge","Worcester County","MA","Sturbridge","2008-2012",6228,"225",16.4,3.2,95,1.8,40.7,4.2,2012
"235","Sudbury","Middlesex County","MA","Sudbury","2006-2010",10947,"185",39.2,3,96.7,1.2,74.2,2.6,2010
"602","Sudbury","Middlesex County","MA","Sudbury","2007-2011",10994,"207",40.3,3,97.7,0.9,76.1,3,2011
"969","Sudbury","Middlesex County","MA","Sudbury","2008-2012",11263,"169",41.4,3.1,97.8,1,77.1,2.7,2012
"15",NA,"Suffolk County","MA","Suffolk County","2006-2010",454713,"140",17.1,0.4,83.1,0.6,38.9,0.5,2010
"382",NA,"Suffolk County","MA","Suffolk County","2007-2011",461552,"122",17.3,0.4,83.1,0.4,39.2,0.5,2011
