"Municipal","State","C_year","Industry.Title","Average.Monthly.Employment","Average.Weekly.Wage","Number.of.Employer.Establishments.in.the.Industry..reporting.units.","Total.Wages.Paid.to.All.Workers.in.the.Industry"
"Gill","MA",2010,"Total, All Industries",302,479,39,7523343
"Gloucester","MA",2010,"Total, All Industries",10383,953,1049,514711672
"Goshen","MA",2010,"Total, All Industries",164,478,25,4079476
"Gosnold","MA",2010,"Total, All Industries",41,521,13,1109955
"Grafton","MA",2010,"Total, All Industries",4050,953,376,200675180
"Granby","MA",2010,"Total, All Industries",755,635,147,24941847
"Granville","MA",2010,"Total, All Industries",156,441,35,3578336
"Great Barrington","MA",2010,"Total, All Industries",4842,670,516,168636044
"Greenfield","MA",2010,"Total, All Industries",9898,680,781,349940587
"Groton","MA",2010,"Total, All Industries",3183,884,271,146341649
"Groveland","MA",2010,"Total, All Industries",1124,840,139,49120884
"Hadley","MA",2010,"Total, All Industries",5482,582,353,165966488
"Halifax","MA",2010,"Total, All Industries",1260,563,132,36912681
"Hamilton","MA",2010,"Total, All Industries",1346,771,215,53984078
"Hampden","MA",2010,"Total, All Industries",844,678,141,29751926
"Hancock","MA",2010,"Total, All Industries",477,400,18,9923889
"Hanover","MA",2010,"Total, All Industries",6580,723,693,247470907
"Hanson","MA",2010,"Total, All Industries",1522,673,225,53239685
"Hardwick","MA",2010,"Total, All Industries",392,697,65,14216079
"Harvard","MA",2010,"Total, All Industries",892,1086,178,50357126
"Harwich","MA",2010,"Total, All Industries",3725,719,425,139225281
"Hatfield","MA",2010,"Total, All Industries",2126,834,121,92240310
"Haverhill","MA",2010,"Total, All Industries",18379,771,1384,736704630
"Hawley","MA",2010,"Total, All Industries",22,275,8,314327
"Heath","MA",2010,"Total, All Industries",64,452,13,1504368
"Hingham","MA",2010,"Total, All Industries",12825,918,951,612540050
"Hinsdale","MA",2010,"Total, All Industries",315,486,50,7956737
"Holbrook","MA",2010,"Total, All Industries",2424,810,296,102037456
"Holden","MA",2010,"Total, All Industries",3478,845,347,152741140
"Holland","MA",2010,"Total, All Industries",133,557,28,3855300
"Holliston","MA",2010,"Total, All Industries",5343,1161,450,322625589
"Holyoke","MA",2010,"Total, All Industries",21716,730,1732,824632687
"Hopedale","MA",2010,"Total, All Industries",1584,979,193,80606117
"Hopkinton","MA",2010,"Total, All Industries",9104,1758,463,832333722
"Hubbardston","MA",2010,"Total, All Industries",477,587,69,14555694
"Hudson","MA",2010,"Total, All Industries",9684,1164,606,586014198
"Hull","MA",2010,"Total, All Industries",1316,628,223,42987500
"Huntington","MA",2010,"Total, All Industries",423,607,53,13345169
"Ipswich","MA",2010,"Total, All Industries",4988,1055,451,273761131
"Kingston","MA",2010,"Total, All Industries",4932,660,453,169175244
"Lakeville","MA",2010,"Total, All Industries",2864,859,321,127976057
"Lancaster","MA",2010,"Total, All Industries",2172,708,194,79929873
"Lanesborough","MA",2010,"Total, All Industries",1735,405,153,36536500
"Lawrence","MA",2010,"Total, All Industries",24103,860,1842,1078264215
"Lee","MA",2010,"Total, All Industries",3846,687,343,137380141
"Leicester","MA",2010,"Total, All Industries",2180,654,221,74102100
"Lenox","MA",2010,"Total, All Industries",3889,566,302,114433228
"Leominster","MA",2010,"Total, All Industries",17514,721,1257,656594781
"Leverett","MA",2010,"Total, All Industries",208,537,46,5809334
"Lexington","MA",2010,"Total, All Industries",19281,1617,1267,1621182041
"Leyden","MA",2010,"Total, All Industries",51,340,8,902826
"Lincoln","MA",2010,"Total, All Industries",2004,1159,199,120737703
"Littleton","MA",2010,"Total, All Industries",4803,1261,349,314935413
"Longmeadow","MA",2010,"Total, All Industries",3386,665,331,117079402
"Lowell","MA",2010,"Total, All Industries",33668,998,2088,1746637154
"Ludlow","MA",2010,"Total, All Industries",6412,774,521,258179693
"Lunenburg","MA",2010,"Total, All Industries",2211,755,225,86747934
"Lynn","MA",2010,"Total, All Industries",22522,972,1426,1138527340
"Lynnfield","MA",2010,"Total, All Industries",5676,826,402,243931241
"Malden","MA",2010,"Total, All Industries",13798,819,1086,587453263
"Manchester-by-the-Sea","MA",2010,"Total, All Industries",1677,906,222,79050163
"Mansfield","MA",2010,"Total, All Industries",10568,1187,684,652481244
"Marblehead","MA",2010,"Total, All Industries",4810,784,676,196043361
"Marion","MA",2010,"Total, All Industries",2127,932,211,103093226
"Marlborough","MA",2010,"Total, All Industries",28835,1623,1499,2433628666
"Marshfield","MA",2010,"Total, All Industries",5438,750,647,212034929
"Mashpee","MA",2010,"Total, All Industries",4498,619,477,144772916
"Mattapoisett","MA",2010,"Total, All Industries",1649,662,229,56780571
"Maynard","MA",2010,"Total, All Industries",4012,1494,325,311619819
"Medfield","MA",2010,"Total, All Industries",2779,802,372,115903607
"Medford","MA",2010,"Total, All Industries",17190,952,1304,850628510
"Medway","MA",2010,"Total, All Industries",3869,877,361,176398063
"Melrose","MA",2010,"Total, All Industries",5815,826,552,249695139
"Mendon","MA",2010,"Total, All Industries",1333,718,175,49745607
"Merrimac","MA",2010,"Total, All Industries",751,685,116,26760539
"Methuen","MA",2010,"Total, All Industries",15049,793,1073,620530000
"Middleborough","MA",2010,"Total, All Industries",8224,944,644,403755499
"Middlefield","MA",2010,"Total, All Industries",51,399,13,1058882
"Middleton","MA",2010,"Total, All Industries",4550,934,353,220869890
"Milford","MA",2010,"Total, All Industries",14958,1210,890,941362907
"Millbury","MA",2010,"Total, All Industries",4997,674,331,175263053
"Millis","MA",2010,"Total, All Industries",1730,629,228,56579456
"Millville","MA",2010,"Total, All Industries",289,440,48,6605908
"Milton","MA",2010,"Total, All Industries",5400,878,507,246569527
"Monroe","MA",2010,"Total, All Industries",26,142,5,192260
"Monson","MA",2010,"Total, All Industries",1301,728,201,49238466
"Montague","MA",2010,"Total, All Industries",2690,729,246,101949167
"Monterey","MA",2010,"Total, All Industries",143,587,33,4362024
"Montgomery","MA",2010,"Total, All Industries",34,366,11,647268
"Nahant","MA",2010,"Total, All Industries",450,626,77,14640055
"Nantucket","MA",2010,"Total, All Industries",5699,876,1048,259599708
"Natick","MA",2010,"Total, All Industries",23727,1180,1504,1455924687
"Needham","MA",2010,"Total, All Industries",18352,1659,1370,1583284580
"New Ashford","MA",2010,"Total, All Industries",38,381,5,753148
"New Bedford","MA",2010,"Total, All Industries",35791,785,3037,1461114661
"New Braintree","MA",2010,"Total, All Industries",240,1269,28,15832870
"New Marlborough","MA",2010,"Total, All Industries",431,637,56,14276042
"New Salem","MA",2010,"Total, All Industries",149,580,29,4491326
"Newbury","MA",2010,"Total, All Industries",1346,790,178,55278188
"Newburyport","MA",2010,"Total, All Industries",10607,896,874,494201019
"Newton","MA",2010,"Total, All Industries",53789,1130,3753,3160907184
"Norfolk","MA",2010,"Total, All Industries",2975,945,285,146184920
"North Adams","MA",2010,"Total, All Industries",6025,704,421,220521936
"North Andover","MA",2010,"Total, All Industries",13531,987,984,694613450
"North Attleborough","MA",2010,"Total, All Industries",11372,594,928,351007684
"North Brookfield","MA",2010,"Total, All Industries",899,746,94,34889820
"North Reading","MA",2010,"Total, All Industries",6742,1022,519,358201093
"Northampton","MA",2010,"Total, All Industries",18040,808,1196,758141376
"Northborough","MA",2010,"Total, All Industries",6014,1060,535,331619862
"Northbridge","MA",2010,"Total, All Industries",5154,678,321,181633640
"Northfield","MA",2010,"Total, All Industries",890,669,62,30944109
"Norton","MA",2010,"Total, All Industries",5715,871,463,258979774
"Norwell","MA",2010,"Total, All Industries",7931,1063,558,438223080
"Norwood","MA",2010,"Total, All Industries",23594,1175,1289,1441284578
"Oak Bluffs","MA",2010,"Total, All Industries",1619,749,215,63087530
"Oakham","MA",2010,"Total, All Industries",209,665,37,7226384
"Orange","MA",2010,"Total, All Industries",1932,646,223,64896992
"Orleans","MA",2010,"Total, All Industries",4007,704,454,146674421
"Otis","MA",2010,"Total, All Industries",335,595,54,10362029
"Oxford","MA",2010,"Total, All Industries",4158,747,363,161614055
"Palmer","MA",2010,"Total, All Industries",4862,776,419,196071201
"Paxton","MA",2010,"Total, All Industries",813,626,87,26472943
"Peabody","MA",2010,"Total, All Industries",23584,874,1502,1072174936
"Pelham","MA",2010,"Total, All Industries",121,524,30,3294084
"Pembroke","MA",2010,"Total, All Industries",5544,792,569,228271781
"Pepperell","MA",2010,"Total, All Industries",1413,693,248,50924085
"Peru","MA",2010,"Total, All Industries",33,288,10,493508
"Petersham","MA",2010,"Total, All Industries",124,491,37,3168677
"Phillipston","MA",2010,"Total, All Industries",170,358,28,3163751
"Pittsfield","MA",2010,"Total, All Industries",25132,848,1629,1107907407
"Plainfield","MA",2010,"Total, All Industries",48,446,20,1113557
"Plainville","MA",2010,"Total, All Industries",3968,662,345,136526264
"Plymouth","MA",2010,"Total, All Industries",22695,828,1664,977487092
"Plympton","MA",2010,"Total, All Industries",343,773,68,13784942
"Princeton","MA",2010,"Total, All Industries",771,487,85,19531877
"Provincetown","MA",2010,"Total, All Industries",2459,623,450,79711899
"Quincy","MA",2010,"Total, All Industries",45773,1012,4631,2409135139
"Randolph","MA",2010,"Total, All Industries",8067,860,691,360844150
"Raynham","MA",2010,"Total, All Industries",9093,916,545,432966125
"Reading","MA",2010,"Total, All Industries",6486,725,567,244605278
"Rehoboth","MA",2010,"Total, All Industries",1522,735,321,58209250
"Revere","MA",2010,"Total, All Industries",9163,626,807,298301601
"Richmond","MA",2010,"Total, All Industries",235,479,41,5855778
"Rochester","MA",2010,"Total, All Industries",708,728,126,26803540
"Rockland","MA",2010,"Total, All Industries",7156,1240,535,461434165
"Rockport","MA",2010,"Total, All Industries",1258,633,209,41384831
"Rowe","MA",2010,"Total, All Industries",160,731,21,6083182
"Rowley","MA",2010,"Total, All Industries",2587,783,245,105384492
"Royalston","MA",2010,"Total, All Industries",125,387,19,2516727
"Russell","MA",2010,"Total, All Industries",195,732,32,7422428
"Rutland","MA",2010,"Total, All Industries",1064,659,143,36441508
"Salem","MA",2010,"Total, All Industries",19261,835,1326,835997008
"Salisbury","MA",2010,"Total, All Industries",2789,750,346,108786679
"Sandisfield","MA",2010,"Total, All Industries",150,559,26,4357987
"Sandwich","MA",2010,"Total, All Industries",5288,747,634,205320642
"Saugus","MA",2010,"Total, All Industries",10343,543,812,292300071
"Scituate","MA",2010,"Total, All Industries",3226,708,453,118771547
"Seekonk","MA",2010,"Total, All Industries",7315,599,626,228016394
"Sharon","MA",2010,"Total, All Industries",3493,909,437,165153248
"Sheffield","MA",2010,"Total, All Industries",1504,754,159,58945394
"Shelburne","MA",2010,"Total, All Industries",769,552,137,22075418
"Sherborn","MA",2010,"Total, All Industries",624,817,148,26498951
"Shirley","MA",2010,"Total, All Industries",2387,1063,158,131965149
"Shrewsbury","MA",2010,"Total, All Industries",12898,873,873,585440741
"Shutesbury","MA",2010,"Total, All Industries",152,504,32,3981575
"Somerset","MA",2010,"Total, All Industries",4629,747,416,179737607
"Somerville","MA",2010,"Total, All Industries",21258,789,1573,872537691
"South Hadley","MA",2010,"Total, All Industries",4447,737,343,170489015
"Southampton","MA",2010,"Total, All Industries",1039,557,124,30093113
"Southborough","MA",2010,"Total, All Industries",7256,1356,419,511625862
"Southbridge","MA",2010,"Total, All Industries",5706,823,462,244171653
"Southwick","MA",2010,"Total, All Industries",2539,645,276,85143335
"Spencer","MA",2010,"Total, All Industries",3012,755,271,118316545
"Springfield","MA",2010,"Total, All Industries",74409,928,5979,3590246099
"Sterling","MA",2010,"Total, All Industries",2338,800,241,97244613
"Stockbridge","MA",2010,"Total, All Industries",1553,686,95,55410861
"Stoneham","MA",2010,"Total, All Industries",7015,886,686,323233189
"Stoughton","MA",2010,"Total, All Industries",12667,941,1017,619529044
"Stow","MA",2010,"Total, All Industries",1890,1058,200,104011970
"Sturbridge","MA",2010,"Total, All Industries",4596,610,339,145895550
"Sudbury","MA",2010,"Total, All Industries",8107,1169,644,492823483
"Sunderland","MA",2010,"Total, All Industries",811,898,84,37872631
"Sutton","MA",2010,"Total, All Industries",2163,790,228,88825041
"Swampscott","MA",2010,"Total, All Industries",3365,723,351,126490873
"Swansea","MA",2010,"Total, All Industries",4845,559,523,140822279
"Taunton","MA",2010,"Total, All Industries",23529,906,1465,1108518252
"Templeton","MA",2010,"Total, All Industries",1674,784,115,68272587
"Tewksbury","MA",2010,"Total, All Industries",15083,1339,872,1050228385
"Tisbury","MA",2010,"Total, All Industries",2552,887,404,117679506
"Tolland","MA",2010,"Total, All Industries",40,383,8,796211
"Topsfield","MA",2010,"Total, All Industries",2437,919,300,116407182
"Townsend","MA",2010,"Total, All Industries",2030,692,185,73051518
"Truro","MA",2010,"Total, All Industries",505,698,115,18326959
"Tyngsborough","MA",2010,"Total, All Industries",4227,824,383,181156236
"Upton","MA",2010,"Total, All Industries",1063,875,191,48349716
"Uxbridge","MA",2010,"Total, All Industries",3154,779,341,127840835
"Wakefield","MA",2010,"Total, All Industries",13493,1225,995,859708614
"Wales","MA",2010,"Total, All Industries",157,571,38,4664264
"Walpole","MA",2010,"Total, All Industries",10407,917,819,496127380
"Waltham","MA",2010,"Total, All Industries",53520,1682,2591,4680366971
"Ware","MA",2010,"Total, All Industries",2677,736,262,102495846
"Wareham","MA",2010,"Total, All Industries",8559,694,680,308695895
"Warren","MA",2010,"Total, All Industries",574,822,86,24545133
"Warwick","MA",2010,"Total, All Industries",55,467,12,1336312
"Washington","MA",2010,"Total, All Industries",74,536,19,2061339
"Watertown","MA",2010,"Total, All Industries",18895,1146,1106,1126444967
"Wayland","MA",2010,"Total, All Industries",3216,910,412,152156075
"Webster","MA",2010,"Total, All Industries",6563,808,451,275842333
"Wellesley","MA",2010,"Total, All Industries",16213,1369,1459,1153990692
"Wellfleet","MA",2010,"Total, All Industries",1050,674,181,36803144
"Wendell","MA",2010,"Total, All Industries",91,235,19,1110515
"Wenham","MA",2010,"Total, All Industries",941,777,96,38041932
"West Boylston","MA",2010,"Total, All Industries",3722,758,279,146743672
"West Bridgewater","MA",2010,"Total, All Industries",5773,960,381,288246884
"West Brookfield","MA",2010,"Total, All Industries",851,579,91,25635840
"West Newbury","MA",2010,"Total, All Industries",695,803,98,29018282
"West Springfield","MA",2010,"Total, All Industries",16764,727,1171,633630026
"West Stockbridge","MA",2010,"Total, All Industries",252,550,66,7203025
"West Tisbury","MA",2010,"Total, All Industries",766,816,130,32489365
"Westborough","MA",2010,"Total, All Industries",23829,1231,1030,1525849360
"Westfield","MA",2010,"Total, All Industries",16624,797,1123,689266322
"Westford","MA",2010,"Total, All Industries",11714,1510,677,919546147
"Westhampton","MA",2010,"Total, All Industries",312,666,35,10799417
"Westminster","MA",2010,"Total, All Industries",2514,973,196,127163288
"Weston","MA",2010,"Total, All Industries",4356,1213,444,274847953
"Westport","MA",2010,"Total, All Industries",3346,637,516,110748258
"Westwood","MA",2010,"Total, All Industries",8876,1452,510,670370976
"Weymouth","MA",2010,"Total, All Industries",17663,902,1370,828298316
"Whately","MA",2010,"Total, All Industries",935,332,46,16153025
"Whitman","MA",2010,"Total, All Industries",3146,689,303,112786580
"Wilbraham","MA",2010,"Total, All Industries",4479,735,365,171257178
"Williamsburg","MA",2010,"Total, All Industries",567,554,93,16319811
"Williamstown","MA",2010,"Total, All Industries",3926,808,279,164885749
"Wilmington","MA",2010,"Total, All Industries",18419,1322,865,1266635890
"Winchendon","MA",2010,"Total, All Industries",1613,591,207,49596518
"Winchester","MA",2010,"Total, All Industries",8447,954,688,419136535
"Windsor","MA",2010,"Total, All Industries",50,621,15,1615570
"Winthrop","MA",2010,"Total, All Industries",1771,623,295,57388614
"Woburn","MA",2010,"Total, All Industries",39443,1171,2248,2400858122
"Worcester","MA",2010,"Total, All Industries",95825,955,4910,4757423828
"Worthington","MA",2010,"Total, All Industries",172,586,35,5239995
"Wrentham","MA",2010,"Total, All Industries",6177,622,469,199793385
"Yarmouth","MA",2010,"Total, All Industries",8436,720,783,315719028
"Abington","MA",2011,"Total, All Industries",3823,727,374,144558637
"Acton","MA",2011,"Total, All Industries",9489,1029,829,507633431
"Acushnet","MA",2011,"Total, All Industries",1130,727,198,42729419
"Adams","MA",2011,"Total, All Industries",1759,703,227,64288690
"Agawam","MA",2011,"Total, All Industries",11823,755,775,463958090
"Amesbury","MA",2011,"Total, All Industries",4730,789,466,194073069
"Amherst","MA",2011,"Total, All Industries",15207,848,1009,670959296
"Andover","MA",2011,"Total, All Industries",32326,1562,1195,2625047003
"Aquinnah","MA",2011,"Total, All Industries",92,706,11,3376992
"Arlington","MA",2011,"Total, All Industries",8166,834,1031,354072292
"Ashburnham","MA",2011,"Total, All Industries",984,763,124,39019741
"Ashby","MA",2011,"Total, All Industries",280,691,82,10057859
"Ashfield","MA",2011,"Total, All Industries",224,479,44,5578528
"Ashland","MA",2011,"Total, All Industries",4678,834,439,202952893
"Athol","MA",2011,"Total, All Industries",3409,698,274,123688492
"Attleboro","MA",2011,"Total, All Industries",16169,918,1126,771464876
"Auburn","MA",2011,"Total, All Industries",10327,792,643,425242058
"Avon","MA",2011,"Total, All Industries",5312,1070,277,295434125
"Ayer","MA",2011,"Total, All Industries",7628,1110,352,440265890
"Barnstable","MA",2011,"Total, All Industries",26013,819,2241,1108219491
"Barre","MA",2011,"Total, All Industries",1217,729,132,46133136
"Becket","MA",2011,"Total, All Industries",434,525,48,11848169
"Bedford","MA",2011,"Total, All Industries",19818,1832,678,1888373743
"Belchertown","MA",2011,"Total, All Industries",2640,633,318,86958745
"Bellingham","MA",2011,"Total, All Industries",5633,673,458,197039402
"Belmont","MA",2011,"Total, All Industries",6716,920,703,321302077
"Berkley","MA",2011,"Total, All Industries",549,717,122,20480002
"Berlin","MA",2011,"Total, All Industries",471,660,94,16167337
"Bernardston","MA",2011,"Total, All Industries",371,511,59,9850638
"Beverly","MA",2011,"Total, All Industries",21365,1102,1469,1224836049
"Billerica","MA",2011,"Total, All Industries",20304,1322,1214,1396028937
"Blackstone","MA",2011,"Total, All Industries",1097,688,157,39227082
"Blandford","MA",2011,"Total, All Industries",219,307,22,3499966
"Bolton","MA",2011,"Total, All Industries",1289,1087,148,72839308
"Boston","MA",2011,"Total, All Industries",561126,1540,21864,44922726251
"Bourne","MA",2011,"Total, All Industries",7169,828,735,308822252
"Boxborough","MA",2011,"Total, All Industries",4160,2606,188,563834614
"Boxford","MA",2011,"Total, All Industries",785,865,168,35295313
"Boylston","MA",2011,"Total, All Industries",1693,850,160,74839329
"Braintree","MA",2011,"Total, All Industries",26325,938,1599,1283604148
"Brewster","MA",2011,"Total, All Industries",2549,615,314,81454336
"Bridgewater","MA",2011,"Total, All Industries",7862,875,548,357770868
"Brimfield","MA",2011,"Total, All Industries",498,672,94,17394528
"Brockton","MA",2011,"Total, All Industries",37051,846,2397,1629434236
"Brookfield","MA",2011,"Total, All Industries",521,611,76,16560291
"Brookline","MA",2011,"Total, All Industries",15924,1227,1728,1015778464
"Buckland","MA",2011,"Total, All Industries",361,539,33,10111200
"Burlington","MA",2011,"Total, All Industries",40027,1651,1650,3437012810
"Cambridge","MA",2011,"Total, All Industries",105628,1882,4445,10336805859
"Canton","MA",2011,"Total, All Industries",20274,1244,1062,1311967525
"Carlisle","MA",2011,"Total, All Industries",697,1054,140,38217814
"Carver","MA",2011,"Total, All Industries",2793,679,252,98611094
"Charlemont","MA",2011,"Total, All Industries",405,357,44,7511576
"Charlton","MA",2011,"Total, All Industries",3844,802,303,160310818
"Chatham","MA",2011,"Total, All Industries",2848,740,400,109578575
"Chelmsford","MA",2011,"Total, All Industries",21549,1226,1182,1374034072
"Chelsea","MA",2011,"Total, All Industries",13889,856,772,618062795
"Cheshire","MA",2011,"Total, All Industries",569,797,56,23586213
"Chester","MA",2011,"Total, All Industries",106,542,25,2985867
"Chesterfield","MA",2011,"Total, All Industries",150,478,24,3730011
"Chicopee","MA",2011,"Total, All Industries",18861,774,1371,758789292
"Chilmark","MA",2011,"Total, All Industries",253,727,53,9569826
"Clarksburg","MA",2011,"Total, All Industries",180,509,26,4764184
"Clinton","MA",2011,"Total, All Industries",4434,893,352,205874941
"Cohasset","MA",2011,"Total, All Industries",2573,678,307,90734166
"Colrain","MA",2011,"Total, All Industries",174,685,37,6198425
"Concord","MA",2011,"Total, All Industries",11738,1238,960,755895652
"Conway","MA",2011,"Total, All Industries",202,536,39,5630449
"Cummington","MA",2011,"Total, All Industries",197,575,26,5885253
"Dalton","MA",2011,"Total, All Industries",1847,810,167,77783312
"Danvers","MA",2011,"Total, All Industries",25121,972,1259,1269527435
"Dartmouth","MA",2011,"Total, All Industries",15407,739,1007,592180329
"Dedham","MA",2011,"Total, All Industries",15825,877,957,721652177
"Deerfield","MA",2011,"Total, All Industries",4524,881,216,207181748
"Dennis","MA",2011,"Total, All Industries",4695,657,599,160430237
"Dighton","MA",2011,"Total, All Industries",1757,724,173,66141346
"Douglas","MA",2011,"Total, All Industries",850,850,162,37581534
"Dover","MA",2011,"Total, All Industries",783,1045,179,42533156
"Dracut","MA",2011,"Total, All Industries",5124,751,635,200154436
"Dudley","MA",2011,"Total, All Industries",2811,729,203,106614934
"Dunstable","MA",2011,"Total, All Industries",218,707,63,8019031
"Duxbury","MA",2011,"Total, All Industries",2735,864,402,122894025
"East Bridgewater","MA",2011,"Total, All Industries",2655,695,293,95892011
"East Brookfield","MA",2011,"Total, All Industries",444,692,56,15976223
"East Longmeadow","MA",2011,"Total, All Industries",7792,847,593,343047866
"Eastham","MA",2011,"Total, All Industries",1092,656,201,37276248
"Easthampton","MA",2011,"Total, All Industries",4536,705,430,166208143
"Easton","MA",2011,"Total, All Industries",9918,765,824,394787605
"Edgartown","MA",2011,"Total, All Industries",2442,798,372,101332386
"Egremont","MA",2011,"Total, All Industries",192,456,47,4548340
"Erving","MA",2011,"Total, All Industries",253,832,29,10940218
"Essex","MA",2011,"Total, All Industries",1266,797,191,52492134
"Everett","MA",2011,"Total, All Industries",11983,998,847,621890248
"Fairhaven","MA",2011,"Total, All Industries",6688,855,519,297276046
"Fall River","MA",2011,"Total, All Industries",33887,798,2620,1406545256
"Falmouth","MA",2011,"Total, All Industries",14280,871,1171,646770810
"Fitchburg","MA",2011,"Total, All Industries",12430,762,1031,492555683
"Florida","MA",2011,"Total, All Industries",79,538,17,2209179
"Foxborough","MA",2011,"Total, All Industries",12310,1142,676,730857164
"Framingham","MA",2011,"Total, All Industries",45330,1388,2298,3271139961
"Franklin","MA",2011,"Total, All Industries",14777,1056,928,811361137
"Freetown","MA",2011,"Total, All Industries",3752,939,263,183286140
"Gardner","MA",2011,"Total, All Industries",8053,759,525,317669560
"Georgetown","MA",2011,"Total, All Industries",2095,934,221,101756216
"Gill","MA",2011,"Total, All Industries",277,511,35,7365601
"Gloucester","MA",2011,"Total, All Industries",10801,1189,1057,667556554
"Goshen","MA",2011,"Total, All Industries",172,459,27,4109043
"Gosnold","MA",2011,"Total, All Industries",41,553,14,1178119
"Grafton","MA",2011,"Total, All Industries",4012,967,379,201756394
"Granby","MA",2011,"Total, All Industries",799,623,144,25890978
"Granville","MA",2011,"Total, All Industries",165,469,35,4025097
"Great Barrington","MA",2011,"Total, All Industries",4887,680,511,172729277
"Greenfield","MA",2011,"Total, All Industries",9961,683,771,353700500
"Groton","MA",2011,"Total, All Industries",3083,899,267,144072249
"Groveland","MA",2011,"Total, All Industries",1115,919,141,53286266
"Hadley","MA",2011,"Total, All Industries",5640,656,362,192505064
"Halifax","MA",2011,"Total, All Industries",1256,594,131,38779463
"Hamilton","MA",2011,"Total, All Industries",1368,782,220,55656533
"Hampden","MA",2011,"Total, All Industries",849,743,135,32810733
"Hancock","MA",2011,"Total, All Industries",463,398,17,9582378
"Hanover","MA",2011,"Total, All Industries",6577,749,681,256319968
"Hanson","MA",2011,"Total, All Industries",1476,675,220,51798924
"Hardwick","MA",2011,"Total, All Industries",386,710,62,14249143
"Harvard","MA",2011,"Total, All Industries",912,1130,175,53577399
"Harwich","MA",2011,"Total, All Industries",3754,755,456,147477601
"Hatfield","MA",2011,"Total, All Industries",2334,844,117,102424821
"Haverhill","MA",2011,"Total, All Industries",18871,788,1394,773132046
"Hawley","MA",2011,"Total, All Industries",26,262,11,354423
"Heath","MA",2011,"Total, All Industries",55,499,12,1428499
"Hingham","MA",2011,"Total, All Industries",13155,948,961,648255463
"Hinsdale","MA",2011,"Total, All Industries",301,484,49,7570952
"Holbrook","MA",2011,"Total, All Industries",2415,830,297,104192668
"Holden","MA",2011,"Total, All Industries",3526,846,353,155047008
"Holland","MA",2011,"Total, All Industries",132,579,30,3976441
"Holliston","MA",2011,"Total, All Industries",5674,1227,463,362129764
"Holyoke","MA",2011,"Total, All Industries",21920,743,1736,847236741
"Hopedale","MA",2011,"Total, All Industries",1601,1016,196,84583207
"Hopkinton","MA",2011,"Total, All Industries",9309,2046,465,990177351
"Hubbardston","MA",2011,"Total, All Industries",500,588,75,15277455
"Hudson","MA",2011,"Total, All Industries",9828,1210,618,618313682
"Hull","MA",2011,"Total, All Industries",1262,645,216,42335396
"Huntington","MA",2011,"Total, All Industries",426,618,49,13678935
"Ipswich","MA",2011,"Total, All Industries",5133,1105,455,295055235
"Kingston","MA",2011,"Total, All Industries",4948,665,445,171130179
"Lakeville","MA",2011,"Total, All Industries",2837,848,330,125104125
"Lancaster","MA",2011,"Total, All Industries",2176,720,200,81419224
"Lanesborough","MA",2011,"Total, All Industries",1644,408,157,34906489
"Lawrence","MA",2011,"Total, All Industries",24645,885,1902,1134474647
"Lee","MA",2011,"Total, All Industries",3928,693,335,141547991
"Leicester","MA",2011,"Total, All Industries",2195,663,223,75661680
"Lenox","MA",2011,"Total, All Industries",3947,584,307,119884197
"Leominster","MA",2011,"Total, All Industries",17621,717,1270,656956683
"Leverett","MA",2011,"Total, All Industries",174,525,47,4749386
"Lexington","MA",2011,"Total, All Industries",19410,1674,1290,1689279709
"Leyden","MA",2011,"Total, All Industries",70,316,10,1149038
"Lincoln","MA",2011,"Total, All Industries",2116,1168,201,128553967
"Littleton","MA",2011,"Total, All Industries",4634,1252,350,301606943
"Longmeadow","MA",2011,"Total, All Industries",3530,673,349,123601981
"Lowell","MA",2011,"Total, All Industries",34093,1019,2235,1806956704
"Ludlow","MA",2011,"Total, All Industries",6647,778,507,268869025
"Lunenburg","MA",2011,"Total, All Industries",2164,765,230,86057225
"Lynn","MA",2011,"Total, All Industries",23004,995,1486,1190564031
"Lynnfield","MA",2011,"Total, All Industries",5077,884,414,233496349
"Malden","MA",2011,"Total, All Industries",13340,852,1102,590816998
"Manchester-by-the-Sea","MA",2011,"Total, All Industries",1683,896,233,78457080
"Mansfield","MA",2011,"Total, All Industries",10579,1341,680,737733334
"Marblehead","MA",2011,"Total, All Industries",4594,812,678,194011673
"Marion","MA",2011,"Total, All Industries",2066,960,206,103135642
"Marlborough","MA",2011,"Total, All Industries",28700,1620,1518,2417583224
"Marshfield","MA",2011,"Total, All Industries",5701,751,655,222520518
"Mashpee","MA",2011,"Total, All Industries",4568,633,474,150275844
"Mattapoisett","MA",2011,"Total, All Industries",1716,648,230,57832213
"Maynard","MA",2011,"Total, All Industries",3846,1533,313,306593824
"Medfield","MA",2011,"Total, All Industries",2827,810,377,119069825
"Medford","MA",2011,"Total, All Industries",17506,994,1306,905284914
"Medway","MA",2011,"Total, All Industries",3901,900,368,182580213
"Melrose","MA",2011,"Total, All Industries",5880,837,577,255926613
"Mendon","MA",2011,"Total, All Industries",1326,734,179,50638822
"Merrimac","MA",2011,"Total, All Industries",812,661,119,27928686
"Methuen","MA",2011,"Total, All Industries",15270,803,1098,637490247
"Middleborough","MA",2011,"Total, All Industries",8101,946,651,398321452
"Middlefield","MA",2011,"Total, All Industries",49,380,8,968850
"Middleton","MA",2011,"Total, All Industries",4523,957,357,224985477
"Milford","MA",2011,"Total, All Industries",15447,1353,887,1086639565
