"","Municipal","State","C_year","AP003_001","AP003_002","AP003_003","AP003_004","AP003_005"
"78055","Stockbridge","MA",2003,393,"Stockbridge","10","Total, All Industries",1483
"78090","Stoneham","MA",2003,495,"Stoneham","10","Total, All Industries",8313
"78202","Stoughton","MA",2003,133,"Stoughton","10","Total, All Industries",12298
"78353","Stow","MA",2003,273,"Stow","10","Total, All Industries",1510
"78407","Sturbridge","MA",2003,487,"Sturbridge","10","Total, All Industries",4995
"78492","Sudbury","MA",2003,274,"Sudbury","10","Total, All Industries",7508
"78594","Sunderland","MA",2003,202,"Sunderland","10","Total, All Industries",701
"78620","Sutton","MA",2003,488,"Sutton","10","Total, All Industries",1548
"78672","Swampscott","MA",2003,255,"Swampscott","10","Total, All Industries",3314
"78753","Swansea","MA",2003,154,"Swansea","10","Total, All Industries",5914
"78852","Taunton","MA",2003,461,"Taunton","10","Total, All Industries",24232
"79033","Templeton","MA",2003,10,"Templeton","10","Total, All Industries",1831
"79069","Tewksbury","MA",2003,247,"Tewksbury","10","Total, All Industries",15843
"79203","Tisbury","MA",2003,316,"Tisbury","10","Total, All Industries",2128
"79294","Topsfield","MA",2003,423,"Topsfield","10","Total, All Industries",2471
"79373","Townsend","MA",2003,178,"Townsend","10","Total, All Industries",2284
"79423","Truro","MA",2003,44,"Truro","10","Total, All Industries",503
"79445","Tyngsborough","MA",2003,248,"Tyngsborough","10","Total, All Industries",4622
"79531","Tyringham","MA",2003,394,"Tyringham","10","Total, All Industries",28
"79533","Upton","MA",2003,293,"Upton","10","Total, All Industries",1051
"79586","Uxbridge","MA",2003,294,"Uxbridge","10","Total, All Industries",2892
"79664","Wakefield","MA",2003,74,"Wakefield","10","Total, All Industries",13857
"79823","Wales","MA",2003,449,"Wales","10","Total, All Industries",136
"79835","Walpole","MA",2003,369,"Walpole","10","Total, All Industries",10140
"79964","Waltham","MA",2003,471,"Waltham","10","Total, All Industries",52273
"80170","Ware","MA",2003,450,"Ware","10","Total, All Industries",2696
"80238","Wareham","MA",2003,317,"Wareham","10","Total, All Industries",7716
"80365","Warren","MA",2003,452,"Warren","10","Total, All Industries",1310
"80390","Warwick","MA",2003,12,"Warwick","10","Total, All Industries",36
"80391","Washington","MA",2003,395,"Washington","10","Total, All Industries",137
"80397","Watertown","MA",2003,93,"Watertown","10","Total, All Industries",18429
"80549","Wayland","MA",2003,478,"Wayland","10","Total, All Industries",3570
"80628","Webster","MA",2003,481,"Webster","10","Total, All Industries",6706
"80729","Wellesley","MA",2003,94,"Wellesley","10","Total, All Industries",17676
"80864","Wellfleet","MA",2003,45,"Wellfleet","10","Total, All Industries",918
"80905","Wendell","MA",2003,203,"Wendell","10","Total, All Industries",271
"80908","Wenham","MA",2003,424,"Wenham","10","Total, All Industries",1148
"80933","West Boylston","MA",2003,519,"West Boylston","10","Total, All Industries",3864
"81008","West Bridgewater","MA",2003,134,"West Bridgewater","10","Total, All Industries",6542
"81089","West Brookfield","MA",2003,520,"West Brookfield","10","Total, All Industries",878
"81113","West Newbury","MA",2003,327,"West Newbury","10","Total, All Industries",754
"81142","West Springfield","MA",2003,454,"West Springfield","10","Total, All Industries",17316
"81299","West Stockbridge","MA",2003,396,"West Stockbridge","10","Total, All Industries",247
"81325","West Tisbury","MA",2003,318,"West Tisbury","10","Total, All Industries",729
"81362","Westborough","MA",2003,518,"Westborough","10","Total, All Industries",23644
"81506","Westfield","MA",2003,453,"Westfield","10","Total, All Industries",15555
"81654","Westford","MA",2003,249,"Westford","10","Total, All Industries",11003
"81763","Westhampton","MA",2003,358,"Westhampton","10","Total, All Industries",265
"81776","Westminster","MA",2003,179,"Westminster","10","Total, All Industries",3164
"81831","Weston","MA",2003,479,"Weston","10","Total, All Industries",3606
"81900","Westport","MA",2003,155,"Westport","10","Total, All Industries",3307
"81990","Westwood","MA",2003,370,"Westwood","10","Total, All Industries",8935
"82086","Weymouth","MA",2003,409,"Weymouth","10","Total, All Industries",17573
"82248","Whately","MA",2003,204,"Whately","10","Total, All Industries",1969
"82265","Whitman","MA",2003,135,"Whitman","10","Total, All Industries",3435
"82339","Wilbraham","MA",2003,455,"Wilbraham","10","Total, All Industries",3909
"82421","Williamsburg","MA",2003,359,"Williamsburg","10","Total, All Industries",588
"82451","Williamstown","MA",2003,338,"Williamstown","10","Total, All Industries",4170
"82519","Wilmington","MA",2003,496,"Wilmington","10","Total, All Industries",19776
"82664","Winchendon","MA",2003,180,"Winchendon","10","Total, All Industries",1749
"82714","Winchester","MA",2003,497,"Winchester","10","Total, All Industries",7797
"82810","Windsor","MA",2003,397,"Windsor","10","Total, All Industries",50
"82817","Winthrop","MA",2003,143,"Winthrop","10","Total, All Industries",2296
"82888","Woburn","MA",2003,491,"Woburn","10","Total, All Industries",38062
"83111","Worcester","MA",2003,501,"Worcester","10","Total, All Industries",98073
"83367","Worthington","MA",2003,360,"Worthington","10","Total, All Industries",255
"83379","Wrentham","MA",2003,27,"Wrentham","10","Total, All Industries",5443
"83471","Yarmouth","MA",2003,46,"Yarmouth","10","Total, All Industries",9250
"83595","Abington","MA",2004,112,"Abington","10","Total, All Industries",3985
"83668","Acton","MA",2004,472,"Acton","10","Total, All Industries",9302
"83808","Acushnet","MA",2004,302,"Acushnet","10","Total, All Industries",1442
"83859","Adams","MA",2004,332,"Adams","10","Total, All Industries",1912
"83921","Agawam","MA",2004,432,"Agawam","10","Total, All Industries",11823
"84048","Alford","MA",2004,372,"Alford","10","Total, All Industries",38
"84053","Amesbury","MA",2004,322,"Amesbury","10","Total, All Industries",4700
"84149","Amherst","MA",2004,342,"Amherst","10","Total, All Industries",14156
"84275","Andover","MA",2004,232,"Andover","10","Total, All Industries",31600
"84414","Aquinnah","MA",2004,307,"Aquinnah","10","Total, All Industries",87
"84416","Arlington","MA",2004,62,"Arlington","10","Total, All Industries",7913
"84549","Ashburnham","MA",2004,162,"Ashburnham","10","Total, All Industries",1125
"84589","Ashby","MA",2004,163,"Ashby","10","Total, All Industries",270
"84614","Ashfield","MA",2004,182,"Ashfield","10","Total, All Industries",230
"84632","Ashland","MA",2004,262,"Ashland","10","Total, All Industries",4832
"84729","Athol","MA",2004,1,"Athol","10","Total, All Industries",3339
"84809","Attleboro","MA",2004,21,"Attleborough","10","Total, All Industries",19710
"84952","Auburn","MA",2004,502,"Auburn","10","Total, All Industries",10681
"85064","Avon","MA",2004,113,"Avon","10","Total, All Industries",6135
"85138","Ayer","MA",2004,164,"Ayer","10","Total, All Industries",6608
"85224","Barnstable","MA",2004,31,"Barnstable","10","Total, All Industries",28930
"85419","Barre","MA",2004,2,"Barre","10","Total, All Industries",1293
"85460","Becket","MA",2004,373,"Becket","10","Total, All Industries",333
"85476","Bedford","MA",2004,473,"Bedford","10","Total, All Industries",18653
"85592","Belchertown","MA",2004,343,"Belchertown","10","Total, All Industries",2339
"85658","Bellingham","MA",2004,282,"Bellingham","10","Total, All Industries",5337
"85747","Belmont","MA",2004,63,"Belmont","10","Total, All Industries",6435
"85852","Berkley","MA",2004,462,"Berkley","10","Total, All Industries",642
"85885","Berlin","MA",2004,263,"Berlin","10","Total, All Industries",608
"85919","Bernardston","MA",2004,183,"Bernardston","10","Total, All Industries",453
"85939","Beverly","MA",2004,412,"Beverly","10","Total, All Industries",20006
"86106","Billerica","MA",2004,242,"Billerica","10","Total, All Industries",22674
"86264","Blackstone","MA",2004,283,"Blackstone","10","Total, All Industries",1172
"86307","Blandford","MA",2004,433,"Blandford","10","Total, All Industries",215
"86310","Bolton","MA",2004,264,"Bolton","10","Total, All Industries",1896
"86350","Boston","MA",2004,51,"Boston","10","Total, All Industries",533884
"86663","Bourne","MA",2004,32,"Bourne","10","Total, All Industries",7021
"86798","Boxborough","MA",2004,165,"Boxborough","10","Total, All Industries",3040
"86842","Boxford","MA",2004,212,"Boxford","10","Total, All Industries",982
"86879","Boylston","MA",2004,503,"Boylston","10","Total, All Industries",1593
"86924","Braintree","MA",2004,402,"Braintree","10","Total, All Industries",29043
"87099","Brewster","MA",2004,33,"Brewster","10","Total, All Industries",2661
"87168","Bridgewater","MA",2004,114,"Bridgewater","10","Total, All Industries",7251
"87269","Brimfield","MA",2004,434,"Brimfield","10","Total, All Industries",544
"87297","Brockton","MA",2004,111,"Brockton","10","Total, All Industries",38707
"87494","Brookfield","MA",2004,504,"Brookfield","10","Total, All Industries",530
"87516","Brookline","MA",2004,52,"Brookline","10","Total, All Industries",14498
"87669","Buckland","MA",2004,184,"Buckland","10","Total, All Industries",456
"87691","Burlington","MA",2004,492,"Burlington","10","Total, All Industries",32805
"87859","Cambridge","MA",2004,61,"Cambridge","10","Total, All Industries",99591
"88063","Canton","MA",2004,362,"Canton","10","Total, All Industries",20591
"88225","Carlisle","MA",2004,474,"Carlisle","10","Total, All Industries",912
"88257","Carver","MA",2004,115,"Carver","10","Total, All Industries",2592
"88319","Charlemont","MA",2004,185,"Charlemont","10","Total, All Industries",320
"88332","Charlton","MA",2004,482,"Charlton","10","Total, All Industries",3146
"88406","Chatham","MA",2004,34,"Chatham","10","Total, All Industries",3040
"88494","Chelmsford","MA",2004,243,"Chelmsford","10","Total, All Industries",20383
"88646","Chelsea","MA",2004,141,"Chelsea","10","Total, All Industries",13124
"88778","Cheshire","MA",2004,374,"Cheshire","10","Total, All Industries",432
"88797","Chester","MA",2004,344,"Chester","10","Total, All Industries",132
"88810","Chesterfield","MA",2004,345,"Chesterfield","10","Total, All Industries",126
"88820","Chicopee","MA",2004,435,"Chicopee","10","Total, All Industries",19738
"88977","Chilmark","MA",2004,303,"Chilmark","10","Total, All Industries",250
"88990","Clarksburg","MA",2004,333,"Clarksburg","10","Total, All Industries",221
"89001","Clinton","MA",2004,166,"Clinton","10","Total, All Industries",4736
"89087","Cohasset","MA",2004,403,"Cohasset","10","Total, All Industries",2459
"89164","Colrain","MA",2004,186,"Colrain","10","Total, All Industries",227
"89179","Concord","MA",2004,475,"Concord","10","Total, All Industries",12204
"89321","Conway","MA",2004,187,"Conway","10","Total, All Industries",170
"89337","Cummington","MA",2004,346,"Cummington","10","Total, All Industries",225
"89343","Dalton","MA",2004,375,"Dalton","10","Total, All Industries",2157
"89380","Danvers","MA",2004,413,"Danvers","10","Total, All Industries",23929
"89539","Dartmouth","MA",2004,304,"Dartmouth","10","Total, All Industries",15105
"89679","Dedham","MA",2004,363,"Dedham","10","Total, All Industries",14232
"89819","Deerfield","MA",2004,188,"Deerfield","10","Total, All Industries",3764
"89882","Dennis","MA",2004,35,"Dennis","10","Total, All Industries",4710
"89984","Dighton","MA",2004,463,"Dighton","10","Total, All Industries",1858
"90028","Douglas","MA",2004,483,"Douglas","10","Total, All Industries",968
"90077","Dover","MA",2004,364,"Dover","10","Total, All Industries",907
"90110","Dracut","MA",2004,244,"Dracut","10","Total, All Industries",5021
"90203","Dudley","MA",2004,484,"Dudley","10","Total, All Industries",2585
"90256","Dunstable","MA",2004,245,"Dunstable","10","Total, All Industries",296
"90274","Duxbury","MA",2004,116,"Duxbury","10","Total, All Industries",2644
"90357","East Bridgewater","MA",2004,117,"East Bridgewater","10","Total, All Industries",2628
"90426","East Brookfield","MA",2004,505,"East Brookfield","10","Total, All Industries",421
"90440","East Longmeadow","MA",2004,436,"East Longmeadow","10","Total, All Industries",9016
"90550","Eastham","MA",2004,36,"Eastham","10","Total, All Industries",1192
"90601","Easthampton","MA",2004,347,"Easthampton","10","Total, All Industries",4754
"90700","Easton","MA",2004,118,"Easton","10","Total, All Industries",8983
"90822","Edgartown","MA",2004,305,"Edgartown","10","Total, All Industries",2349
"90901","Egremont","MA",2004,376,"Egremont","10","Total, All Industries",241
"90922","Erving","MA",2004,189,"Erving","10","Total, All Industries",307
"90929","Essex","MA",2004,414,"Essex","10","Total, All Industries",1373
"90978","Everett","MA",2004,72,"Everett","10","Total, All Industries",12556
"91092","Fairhaven","MA",2004,306,"Fairhaven","10","Total, All Industries",6663
"91196","Fall River","MA",2004,151,"Fall River","10","Total, All Industries",38532
"91396","Falmouth","MA",2004,37,"Falmouth","10","Total, All Industries",14734
"91546","Fitchburg","MA",2004,161,"Fitchburg","10","Total, All Industries",13513
"91709","Foxborough","MA",2004,22,"Foxborough","10","Total, All Industries",10169
"91817","Framingham","MA",2004,265,"Framingham","10","Total, All Industries",45079
"92017","Franklin","MA",2004,284,"Franklin","10","Total, All Industries",16357
"92162","Freetown","MA",2004,152,"Freetown","10","Total, All Industries",2388
"92232","Gardner","MA",2004,167,"Gardner","10","Total, All Industries",8647
"92345","Georgetown","MA",2004,213,"Georgetown","10","Total, All Industries",2496
"92410","Gill","MA",2004,190,"Gill","10","Total, All Industries",284
"92423","Gloucester","MA",2004,415,"Gloucester","10","Total, All Industries",10865
"92574","Goshen","MA",2004,348,"Goshen","10","Total, All Industries",98
"92579","Gosnold","MA",2004,308,"Gosnold","10","Total, All Industries",50
"92581","Grafton","MA",2004,506,"Grafton","10","Total, All Industries",4625
"92661","Granby","MA",2004,349,"Granby","10","Total, All Industries",853
"92705","Granville","MA",2004,437,"Granville","10","Total, All Industries",163
"92711","Great Barrington","MA",2004,377,"Great Barrington","10","Total, All Industries",5330
"92829","Greenfield","MA",2004,181,"Greenfield","10","Total, All Industries",10262
"92968","Groton","MA",2004,168,"Groton","10","Total, All Industries",3097
"93028","Groveland","MA",2004,214,"Groveland","10","Total, All Industries",1200
"93067","Hadley","MA",2004,350,"Hadley","10","Total, All Industries",4736
"93161","Halifax","MA",2004,119,"Halifax","10","Total, All Industries",1094
"93196","Hamilton","MA",2004,416,"Hamilton","10","Total, All Industries",1474
"93257","Hampden","MA",2004,438,"Hampden","10","Total, All Industries",798
"93293","Hancock","MA",2004,378,"Hancock","10","Total, All Industries",513
"93299","Hanover","MA",2004,120,"Hanover","10","Total, All Industries",7673
"93421","Hanson","MA",2004,122,"Hanson","10","Total, All Industries",2080
"93481","Hardwick","MA",2004,3,"Hardwick","10","Total, All Industries",378
"93502","Harvard","MA",2004,169,"Harvard","10","Total, All Industries",1004
"93558","Harwich","MA",2004,38,"Harwich","10","Total, All Industries",3737
