,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
2404,Boxborough,Middlesex County,MA,Boxborough,2011-2015,5137,243,4.7,2.9
2771,Boxborough,Middlesex County,MA,Boxborough,2012-2016,5287,247,4.7,2.6
3138,Boxborough,Middlesex County,MA,Boxborough,2013-2017,5546,295,5.3,2.9
169,Boxford,Essex County,MA,Boxford,2005-2009,8175,136,1.7,2.3
170,Boxford,Essex County,MA,Boxford,2006-2010,7917,167,2.1,2
171,Boxford,Essex County,MA,Boxford,2007-2011,7950,181,2.3,2.3
172,Boxford,Essex County,MA,Boxford,2008-2012,7990,207,2.6,2.9
1562,Boxford,Essex County,MA,Boxford,2009-2013,8040,70,0.9,0.7
1929,Boxford,Essex County,MA,Boxford,2010-2014,8105,227,2.8,3.1
2296,Boxford,Essex County,MA,Boxford,2011-2015,8138,216,2.7,3.5
2663,Boxford,Essex County,MA,Boxford,2012-2016,8198,171,2.1,2.6
3030,Boxford,Essex County,MA,Boxford,2013-2017,8228,228,2.8,3.4
173,Boylston,Worcester County,MA,Boylston,2005-2009,4352,66,1.5,1.3
174,Boylston,Worcester County,MA,Boylston,2006-2010,4294,47,1.1,0.9
175,Boylston,Worcester County,MA,Boylston,2007-2011,4315,48,1.1,0.9
176,Boylston,Worcester County,MA,Boylston,2008-2012,4336,57,1.3,0.9
1783,Boylston,Worcester County,MA,Boylston,2009-2013,4361,106,2.4,1.4
2150,Boylston,Worcester County,MA,Boylston,2010-2014,4393,134,3.1,1.6
2517,Boylston,Worcester County,MA,Boylston,2011-2015,4426,148,3.3,1.4
2884,Boylston,Worcester County,MA,Boylston,2012-2016,4477,151,3.4,1.7
3251,Boylston,Worcester County,MA,Boylston,2013-2017,4510,184,4.1,2.2
177,Braintree,Norfolk County,MA,Braintree,2005-2009,33979,1776,5.2,1.3
178,Braintree,Norfolk County,MA,Braintree,2006-2010,34720,1822,5.2,1.5
179,Braintree,Norfolk County,MA,Braintree,2007-2011,34869,1911,5.5,1.3
180,Braintree,Norfolk County,MA,Braintree,2008-2012,35202,1797,5.1,1
1719,Braintree,Norfolk County,MA,Braintree,2009-2013,35518,1805,5.1,0.8
2086,Braintree,Norfolk County,MA,Braintree,2010-2014,35993,1902,5.3,1.3
2453,Braintree,Norfolk County,MA,Braintree,2011-2015,36317,2130,5.9,1.1
2820,Braintree,Norfolk County,MA,Braintree,2012-2016,36455,2131,5.8,1.1
3187,Braintree,Norfolk County,MA,Braintree,2013-2017,36510,1822,5,1.3
181,Brewster,Barnstable County,MA,Brewster,2005-2009,9755,849,8.7,2.8
182,Brewster,Barnstable County,MA,Brewster,2006-2010,9602,938,9.8,2.8
183,Brewster,Barnstable County,MA,Brewster,2007-2011,9464,1036,10.9,3
184,Brewster,Barnstable County,MA,Brewster,2008-2012,9461,966,10.2,3.4
1487,Brewster,Barnstable County,MA,Brewster,2009-2013,9419,685,7.3,3.4
1854,Brewster,Barnstable County,MA,Brewster,2010-2014,9496,660,7,2.3
2221,Brewster,Barnstable County,MA,Brewster,2011-2015,9514,515,5.4,2.5
2588,Brewster,Barnstable County,MA,Brewster,2012-2016,9534,465,4.9,2.1
2955,Brewster,Barnstable County,MA,Brewster,2013-2017,9517,457,4.8,2.6
185,Bridgewater,Plymouth County,MA,Bridgewater,2005-2009,21381,1143,5.3,1.9
186,Bridgewater,Plymouth County,MA,Bridgewater,2006-2010,21169,1265,6,2.2
187,Bridgewater,Plymouth County,MA,Bridgewater,2007-2011,21767,1261,5.8,2
188,Bridgewater,Plymouth County,MA,Bridgewater,2008-2012,21996,1228,5.6,2.2
1746,Bridgewater,Plymouth County,MA,Bridgewater,2009-2013,21720,1523,7,2.4
2113,Bridgewater,Plymouth County,MA,Bridgewater,2010-2014,21945,1594,7.3,2.6
2480,Bridgewater,Plymouth County,MA,Bridgewater,2011-2015,22432,1898,8.5,3.2
2847,Bridgewater,Plymouth County,MA,Bridgewater,2012-2016,22571,1890,8.4,2.6
3214,Bridgewater,Plymouth County,MA,Bridgewater,2013-2017,22735,2159,9.5,3.2
189,Brimfield,Hampden County,MA,Brimfield,2005-2009,3785,152,4,2.9
190,Brimfield,Hampden County,MA,Brimfield,2006-2010,3544,124,3.5,2.8
191,Brimfield,Hampden County,MA,Brimfield,2007-2011,3554,130,3.7,2.9
192,Brimfield,Hampden County,MA,Brimfield,2008-2012,3593,159,4.4,3.6
1621,Brimfield,Hampden County,MA,Brimfield,2009-2013,3625,222,6.1,4.2
1988,Brimfield,Hampden County,MA,Brimfield,2010-2014,3654,110,3,2.7
2355,Brimfield,Hampden County,MA,Brimfield,2011-2015,3631,118,3.2,2.7
2722,Brimfield,Hampden County,MA,Brimfield,2012-2016,3676,95,2.6,2.5
3089,Brimfield,Hampden County,MA,Brimfield,2013-2017,3694,156,4.2,3.6
197,Brockton,Plymouth County,MA,Brockton,2005-2009,91549,12037,13.1,1.5
198,Brockton,Plymouth County,MA,Brockton,2006-2010,92468,13513,14.6,1.2
199,Brockton,Plymouth County,MA,Brockton,2007-2011,92333,14376,15.6,1.6
200,Brockton,Plymouth County,MA,Brockton,2008-2012,92495,15790,17.1,1.4
1747,Brockton,Plymouth County,MA,Brockton,2009-2013,92264,16559,17.9,1.6
2114,Brockton,Plymouth County,MA,Brockton,2010-2014,92550,16612,17.9,1.6
2481,Brockton,Plymouth County,MA,Brockton,2011-2015,92838,17253,18.6,1.6
2848,Brockton,Plymouth County,MA,Brockton,2012-2016,93070,16945,18.2,1.6
3215,Brockton,Plymouth County,MA,Brockton,2013-2017,93309,15703,16.8,1.4
201,Brookfield,Worcester County,MA,Brookfield,2005-2009,3399,80,2.4,1.4
202,Brookfield,Worcester County,MA,Brookfield,2006-2010,3334,70,2.1,1.7
203,Brookfield,Worcester County,MA,Brookfield,2007-2011,3355,44,1.3,1.1
204,Brookfield,Worcester County,MA,Brookfield,2008-2012,3361,87,2.6,1.9
1784,Brookfield,Worcester County,MA,Brookfield,2009-2013,3376,190,5.6,3.3
2151,Brookfield,Worcester County,MA,Brookfield,2010-2014,3366,252,7.5,4.1
2518,Brookfield,Worcester County,MA,Brookfield,2011-2015,3368,301,8.9,4.2
2885,Brookfield,Worcester County,MA,Brookfield,2012-2016,3349,363,10.8,5.1
3252,Brookfield,Worcester County,MA,Brookfield,2013-2017,3383,311,9.2,5
205,Brookline,Norfolk County,MA,Brookline,2005-2009,54282,7042,13,1.8
206,Brookline,Norfolk County,MA,Brookline,2006-2010,56440,7405,13.1,1.9
207,Brookline,Norfolk County,MA,Brookline,2007-2011,56947,6557,11.5,1.5
208,Brookline,Norfolk County,MA,Brookline,2008-2012,57088,6990,12.2,1.5
1720,Brookline,Norfolk County,MA,Brookline,2009-2013,57267,6573,11.5,1.3
2087,Brookline,Norfolk County,MA,Brookline,2010-2014,57493,6786,11.8,1.2
2454,Brookline,Norfolk County,MA,Brookline,2011-2015,57604,6996,12.1,1.6
2821,Brookline,Norfolk County,MA,Brookline,2012-2016,57640,7134,12.4,1.3
3188,Brookline,Norfolk County,MA,Brookline,2013-2017,57672,6555,11.4,1.3
209,Buckland,Franklin County,MA,Buckland,2005-2009,2113,171,8.1,4.6
210,Buckland,Franklin County,MA,Buckland,2006-2010,2068,214,10.3,5.8
211,Buckland,Franklin County,MA,Buckland,2007-2011,2297,227,9.9,5.9
212,Buckland,Franklin County,MA,Buckland,2008-2012,2110,237,11.2,5.9
1595,Buckland,Franklin County,MA,Buckland,2009-2013,2093,197,9.4,5.5
1962,Buckland,Franklin County,MA,Buckland,2010-2014,1961,185,9.4,5.9
2329,Buckland,Franklin County,MA,Buckland,2011-2015,1797,130,7.2,4
2696,Buckland,Franklin County,MA,Buckland,2012-2016,1796,193,10.7,5.9
3063,Buckland,Franklin County,MA,Buckland,2013-2017,1923,207,10.8,4.8
213,Burlington,Middlesex County,MA,Burlington,2005-2009,24983,579,2.3,0.9
214,Burlington,Middlesex County,MA,Burlington,2006-2010,23899,662,2.8,0.9
215,Burlington,Middlesex County,MA,Burlington,2007-2011,24142,777,3.2,0.9
216,Burlington,Middlesex County,MA,Burlington,2008-2012,24516,970,4,1.2
1671,Burlington,Middlesex County,MA,Burlington,2009-2013,24812,1102,4.4,1.5
2038,Burlington,Middlesex County,MA,Burlington,2010-2014,25129,1183,4.7,1.6
2405,Burlington,Middlesex County,MA,Burlington,2011-2015,25451,1335,5.2,1.6
2772,Burlington,Middlesex County,MA,Burlington,2012-2016,25698,1330,5.2,1.7
3139,Burlington,Middlesex County,MA,Burlington,2013-2017,26086,1041,4,1.1
217,Cambridge,Middlesex County,MA,Cambridge,2005-2009,98866,14789,15,1.3
218,Cambridge,Middlesex County,MA,Cambridge,2006-2010,94746,14202,15,1.3
219,Cambridge,Middlesex County,MA,Cambridge,2007-2011,93399,14111,15.1,1.2
220,Cambridge,Middlesex County,MA,Cambridge,2008-2012,92157,12841,13.9,1.1
1672,Cambridge,Middlesex County,MA,Cambridge,2009-2013,91369,13430,14.7,1.3
2039,Cambridge,Middlesex County,MA,Cambridge,2010-2014,90989,13656,15,1.2
2406,Cambridge,Middlesex County,MA,Cambridge,2011-2015,91383,12781,14,1.3
2773,Cambridge,Middlesex County,MA,Cambridge,2012-2016,92146,12925,14,0.9
3140,Cambridge,Middlesex County,MA,Cambridge,2013-2017,94300,12738,13.5,1.1
221,Canton,Norfolk County,MA,Canton,2005-2009,21181,1078,5.1,1.7
222,Canton,Norfolk County,MA,Canton,2006-2010,20411,885,4.3,1.4
223,Canton,Norfolk County,MA,Canton,2007-2011,21018,883,4.2,1.2
224,Canton,Norfolk County,MA,Canton,2008-2012,21264,1173,5.5,1.7
1721,Canton,Norfolk County,MA,Canton,2009-2013,21449,1265,5.9,1.6
2088,Canton,Norfolk County,MA,Canton,2010-2014,21699,1350,6.2,2.1
2455,Canton,Norfolk County,MA,Canton,2011-2015,21941,1404,6.4,2.1
2822,Canton,Norfolk County,MA,Canton,2012-2016,22228,1417,6.4,2.3
3189,Canton,Norfolk County,MA,Canton,2013-2017,22503,1348,6,1.8
225,Carlisle,Middlesex County,MA,Carlisle,2005-2009,4817,132,2.7,2.2
226,Carlisle,Middlesex County,MA,Carlisle,2006-2010,4766,287,6,3.9
227,Carlisle,Middlesex County,MA,Carlisle,2007-2011,4814,337,7,4.1
228,Carlisle,Middlesex County,MA,Carlisle,2008-2012,4870,293,6,3.7
1673,Carlisle,Middlesex County,MA,Carlisle,2009-2013,4918,275,5.6,3.2
2040,Carlisle,Middlesex County,MA,Carlisle,2010-2014,4967,273,5.5,3.6
2407,Carlisle,Middlesex County,MA,Carlisle,2011-2015,5074,124,2.4,1.4
2774,Carlisle,Middlesex County,MA,Carlisle,2012-2016,5125,113,2.2,1.3
3141,Carlisle,Middlesex County,MA,Carlisle,2013-2017,5160,83,1.6,1
229,Carver,Plymouth County,MA,Carver,2005-2009,11734,507,4.3,2
230,Carver,Plymouth County,MA,Carver,2006-2010,11411,643,5.6,2.7
231,Carver,Plymouth County,MA,Carver,2007-2011,11435,602,5.3,3
232,Carver,Plymouth County,MA,Carver,2008-2012,11476,770,6.7,3.1
1748,Carver,Plymouth County,MA,Carver,2009-2013,11470,718,6.3,3.3
2115,Carver,Plymouth County,MA,Carver,2010-2014,11533,625,5.4,2.4
2482,Carver,Plymouth County,MA,Carver,2011-2015,11549,411,3.6,1.3
2849,Carver,Plymouth County,MA,Carver,2012-2016,11557,389,3.4,1.6
3216,Carver,Plymouth County,MA,Carver,2013-2017,11594,530,4.6,2.4
233,Charlemont,Franklin County,MA,Charlemont,2005-2009,1130,116,10.3,5.1
234,Charlemont,Franklin County,MA,Charlemont,2006-2010,1199,122,10.2,4.4
235,Charlemont,Franklin County,MA,Charlemont,2007-2011,1160,127,10.9,6.3
236,Charlemont,Franklin County,MA,Charlemont,2008-2012,1292,121,9.4,5.3
1596,Charlemont,Franklin County,MA,Charlemont,2009-2013,1256,152,12.1,4.9
1963,Charlemont,Franklin County,MA,Charlemont,2010-2014,1215,159,13.1,4.3
2330,Charlemont,Franklin County,MA,Charlemont,2011-2015,1098,135,12.3,4.5
2697,Charlemont,Franklin County,MA,Charlemont,2012-2016,1165,139,11.9,4.2
3064,Charlemont,Franklin County,MA,Charlemont,2013-2017,1102,177,16.1,4.9
237,Charlton,Worcester County,MA,Charlton,2005-2009,12354,438,3.5,1.5
238,Charlton,Worcester County,MA,Charlton,2006-2010,12535,440,3.5,1.9
239,Charlton,Worcester County,MA,Charlton,2007-2011,12662,502,4,1.8
240,Charlton,Worcester County,MA,Charlton,2008-2012,12777,610,4.8,2.3
1785,Charlton,Worcester County,MA,Charlton,2009-2013,12879,553,4.3,1.7
2152,Charlton,Worcester County,MA,Charlton,2010-2014,12980,637,4.9,1.6
2519,Charlton,Worcester County,MA,Charlton,2011-2015,13043,610,4.7,1.6
2886,Charlton,Worcester County,MA,Charlton,2012-2016,13126,605,4.6,1.8
3253,Charlton,Worcester County,MA,Charlton,2013-2017,13220,618,4.7,1.5
241,Chatham,Barnstable County,MA,Chatham,2005-2009,6269,413,6.6,2.8
242,Chatham,Barnstable County,MA,Chatham,2006-2010,5905,416,7,2.6
243,Chatham,Barnstable County,MA,Chatham,2007-2011,5949,475,8,2.3
244,Chatham,Barnstable County,MA,Chatham,2008-2012,6004,568,9.5,3.2
1488,Chatham,Barnstable County,MA,Chatham,2009-2013,6000,464,7.7,3.1
1855,Chatham,Barnstable County,MA,Chatham,2010-2014,5989,535,8.9,3.1
2222,Chatham,Barnstable County,MA,Chatham,2011-2015,5982,547,9.1,3
2589,Chatham,Barnstable County,MA,Chatham,2012-2016,6002,760,12.7,4.4
2956,Chatham,Barnstable County,MA,Chatham,2013-2017,6007,571,9.5,4.1
245,Chelmsford,Middlesex County,MA,Chelmsford,2005-2009,33529,1346,4,1.9
246,Chelmsford,Middlesex County,MA,Chelmsford,2006-2010,33212,1281,3.9,1.7
247,Chelmsford,Middlesex County,MA,Chelmsford,2007-2011,33445,1310,3.9,1.8
248,Chelmsford,Middlesex County,MA,Chelmsford,2008-2012,33779,1366,4,2.1
1674,Chelmsford,Middlesex County,MA,Chelmsford,2009-2013,34060,1461,4.3,2.2
2041,Chelmsford,Middlesex County,MA,Chelmsford,2010-2014,34360,1197,3.5,1
2408,Chelmsford,Middlesex County,MA,Chelmsford,2011-2015,34637,1182,3.4,0.8
2775,Chelmsford,Middlesex County,MA,Chelmsford,2012-2016,34776,1175,3.4,0.9
3142,Chelmsford,Middlesex County,MA,Chelmsford,2013-2017,34945,1260,3.6,0.9
249,Chelsea,Suffolk County,MA,Chelsea,2005-2009,35549,8501,23.9,3.2
250,Chelsea,Suffolk County,MA,Chelsea,2006-2010,33988,8236,24.2,3.7
251,Chelsea,Suffolk County,MA,Chelsea,2007-2011,34380,8006,23.3,3.5
252,Chelsea,Suffolk County,MA,Chelsea,2008-2012,35038,8753,25,3.8
1773,Chelsea,Suffolk County,MA,Chelsea,2009-2013,35716,8468,23.7,2.8
2140,Chelsea,Suffolk County,MA,Chelsea,2010-2014,36556,8257,22.6,3.1
2507,Chelsea,Suffolk County,MA,Chelsea,2011-2015,37074,7748,20.9,3.4
2874,Chelsea,Suffolk County,MA,Chelsea,2012-2016,37742,7272,19.3,3
3241,Chelsea,Suffolk County,MA,Chelsea,2013-2017,38847,7586,19.5,2.7
253,Cheshire,Berkshire County,MA,Cheshire,2005-2009,3311,407,12.3,7.6
254,Cheshire,Berkshire County,MA,Cheshire,2006-2010,3255,394,12.1,6.2
255,Cheshire,Berkshire County,MA,Cheshire,2007-2011,3245,405,12.5,7.9
256,Cheshire,Berkshire County,MA,Cheshire,2008-2012,3212,408,12.7,8.2
1503,Cheshire,Berkshire County,MA,Cheshire,2009-2013,3208,377,11.8,7.2
1870,Cheshire,Berkshire County,MA,Cheshire,2010-2014,3195,245,7.7,5.3
2237,Cheshire,Berkshire County,MA,Cheshire,2011-2015,3174,170,5.4,2.5
2604,Cheshire,Berkshire County,MA,Cheshire,2012-2016,3169,154,4.9,2.8
2971,Cheshire,Berkshire County,MA,Cheshire,2013-2017,3169,126,4,2.3
257,Chester,Hampden County,MA,Chester,2005-2009,1251,71,5.7,2.6
258,Chester,Hampden County,MA,Chester,2006-2010,1275,91,7.1,3.6
259,Chester,Hampden County,MA,Chester,2007-2011,1320,105,8,3.1
260,Chester,Hampden County,MA,Chester,2008-2012,1383,117,8.5,3.6
1622,Chester,Hampden County,MA,Chester,2009-2013,1465,142,9.7,4.8
1989,Chester,Hampden County,MA,Chester,2010-2014,1528,141,9.2,4.9
2356,Chester,Hampden County,MA,Chester,2011-2015,1546,128,8.3,4
2723,Chester,Hampden County,MA,Chester,2012-2016,1546,123,8,4.9
3090,Chester,Hampden County,MA,Chester,2013-2017,1511,97,6.4,4.6
261,Chesterfield,Hampshire County,MA,Chesterfield,2005-2009,1103,40,3.6,2.8
262,Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,1013,44,4.3,2.4
263,Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,1043,70,6.7,2.9
264,Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,1112,59,5.3,2.7
1644,Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,1162,69,5.9,2.8
2011,Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,1221,89,7.3,3
2378,Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,1256,104,8.3,3.1
2745,Chesterfield,Hampshire County,MA,Chesterfield,2012-2016,1243,77,6.2,2.6
3112,Chesterfield,Hampshire County,MA,Chesterfield,2013-2017,1303,77,5.9,2.5
265,Chicopee,Hampden County,MA,Chicopee,2005-2009,55046,8464,15.4,1.8
266,Chicopee,Hampden County,MA,Chicopee,2006-2010,54234,8369,15.4,2
267,Chicopee,Hampden County,MA,Chicopee,2007-2011,54483,7542,13.8,2
268,Chicopee,Hampden County,MA,Chicopee,2008-2012,54631,7473,13.7,1.6
1623,Chicopee,Hampden County,MA,Chicopee,2009-2013,54712,7445,13.6,1.6
1990,Chicopee,Hampden County,MA,Chicopee,2010-2014,54816,7078,12.9,1.7
2357,Chicopee,Hampden County,MA,Chicopee,2011-2015,55395,7369,13.3,1.6
2724,Chicopee,Hampden County,MA,Chicopee,2012-2016,55319,8043,14.5,1.5
3091,Chicopee,Hampden County,MA,Chicopee,2013-2017,54968,7939,14.4,1.6
269,Chilmark,Dukes County,MA,Chilmark,2005-2009,1028,94,9.1,7.1
270,Chilmark,Dukes County,MA,Chilmark,2006-2010,1014,82,8.1,5.8
271,Chilmark,Dukes County,MA,Chilmark,2007-2011,790,135,17.1,11
272,Chilmark,Dukes County,MA,Chilmark,2008-2012,846,165,19.5,9.9
1553,Chilmark,Dukes County,MA,Chilmark,2009-2013,879,94,10.7,5.7
1920,Chilmark,Dukes County,MA,Chilmark,2010-2014,898,125,13.9,6.7
2287,Chilmark,Dukes County,MA,Chilmark,2011-2015,1044,190,18.2,7.9
2654,Chilmark,Dukes County,MA,Chilmark,2012-2016,1209,197,16.3,7.3
3021,Chilmark,Dukes County,MA,Chilmark,2013-2017,1111,145,13.1,6.3
273,Clarksburg,Berkshire County,MA,Clarksburg,2005-2009,1881,75,4,1.4
274,Clarksburg,Berkshire County,MA,Clarksburg,2006-2010,1886,60,3.2,1.3
275,Clarksburg,Berkshire County,MA,Clarksburg,2007-2011,1844,53,2.9,1.6
276,Clarksburg,Berkshire County,MA,Clarksburg,2008-2012,1805,108,6,3.9
1504,Clarksburg,Berkshire County,MA,Clarksburg,2009-2013,1667,103,6.2,3.9
1871,Clarksburg,Berkshire County,MA,Clarksburg,2010-2014,1577,124,7.9,3.7
2238,Clarksburg,Berkshire County,MA,Clarksburg,2011-2015,1603,163,10.2,4.1
2605,Clarksburg,Berkshire County,MA,Clarksburg,2012-2016,1648,151,9.2,4.1
2972,Clarksburg,Berkshire County,MA,Clarksburg,2013-2017,1719,164,9.5,5
277,Clinton,Worcester County,MA,Clinton,2005-2009,13819,970,7,2.2
278,Clinton,Worcester County,MA,Clinton,2006-2010,13330,1138,8.5,2.7
279,Clinton,Worcester County,MA,Clinton,2007-2011,13394,1298,9.7,2.9
280,Clinton,Worcester County,MA,Clinton,2008-2012,13430,1275,9.5,3
1786,Clinton,Worcester County,MA,Clinton,2009-2013,13567,1280,9.4,2.7
2153,Clinton,Worcester County,MA,Clinton,2010-2014,13643,1203,8.8,3.2
2520,Clinton,Worcester County,MA,Clinton,2011-2015,13727,1251,9.1,3.4
2887,Clinton,Worcester County,MA,Clinton,2012-2016,13752,1354,9.8,2.8
3254,Clinton,Worcester County,MA,Clinton,2013-2017,13839,826,6,1.8
281,Cohasset,Norfolk County,MA,Cohasset,2005-2009,7213,79,1.1,1
282,Cohasset,Norfolk County,MA,Cohasset,2006-2010,7290,87,1.2,1.1
283,Cohasset,Norfolk County,MA,Cohasset,2007-2011,7422,196,2.6,1.6
284,Cohasset,Norfolk County,MA,Cohasset,2008-2012,7695,293,3.8,2.2
1722,Cohasset,Norfolk County,MA,Cohasset,2009-2013,7875,350,4.4,2.5
2089,Cohasset,Norfolk County,MA,Cohasset,2010-2014,8041,329,4.1,2.5
2456,Cohasset,Norfolk County,MA,Cohasset,2011-2015,8221,416,5.1,2.9
2823,Cohasset,Norfolk County,MA,Cohasset,2012-2016,8258,386,4.7,2.7
3190,Cohasset,Norfolk County,MA,Cohasset,2013-2017,8335,318,3.8,2.6
285,Colrain,Franklin County,MA,Colrain,2005-2009,1815,115,6.3,2.2
286,Colrain,Franklin County,MA,Colrain,2006-2010,1811,143,7.9,3.4
287,Colrain,Franklin County,MA,Colrain,2007-2011,1727,152,8.8,3.3
288,Colrain,Franklin County,MA,Colrain,2008-2012,1669,151,9,3.4
1597,Colrain,Franklin County,MA,Colrain,2009-2013,1774,180,10.1,3.2
1964,Colrain,Franklin County,MA,Colrain,2010-2014,1677,179,10.7,4.1
2331,Colrain,Franklin County,MA,Colrain,2011-2015,1677,145,8.6,3.2
2698,Colrain,Franklin County,MA,Colrain,2012-2016,1682,205,12.2,5.1
3065,Colrain,Franklin County,MA,Colrain,2013-2017,1631,221,13.5,5.7
289,Concord,Middlesex County,MA,Concord,2005-2009,15664,815,5.2,2
290,Concord,Middlesex County,MA,Concord,2006-2010,15631,678,4.3,1.7
291,Concord,Middlesex County,MA,Concord,2007-2011,15841,638,4,1.6
292,Concord,Middlesex County,MA,Concord,2008-2012,16408,740,4.5,1.7
1675,Concord,Middlesex County,MA,Concord,2009-2013,16609,734,4.4,2
2042,Concord,Middlesex County,MA,Concord,2010-2014,16873,837,5,1.7
2409,Concord,Middlesex County,MA,Concord,2011-2015,17328,971,5.6,1.9
2776,Concord,Middlesex County,MA,Concord,2012-2016,17450,919,5.3,2
3143,Concord,Middlesex County,MA,Concord,2013-2017,17408,1088,6.3,1.8
293,Conway,Franklin County,MA,Conway,2005-2009,1911,159,8.3,3.1
294,Conway,Franklin County,MA,Conway,2006-2010,1911,132,6.9,2.7
295,Conway,Franklin County,MA,Conway,2007-2011,1790,108,6,2.4
296,Conway,Franklin County,MA,Conway,2008-2012,1825,108,5.9,2.4
1598,Conway,Franklin County,MA,Conway,2009-2013,1671,91,5.4,2.4
1965,Conway,Franklin County,MA,Conway,2010-2014,1644,78,4.7,1.8
2332,Conway,Franklin County,MA,Conway,2011-2015,1757,63,3.6,1.5
2699,Conway,Franklin County,MA,Conway,2012-2016,1754,48,2.7,1.2
3066,Conway,Franklin County,MA,Conway,2013-2017,1772,40,2.3,1.1
297,Cummington,Hampshire County,MA,Cummington,2005-2009,938,138,14.7,5.7
298,Cummington,Hampshire County,MA,Cummington,2006-2010,917,124,13.5,5.5
299,Cummington,Hampshire County,MA,Cummington,2007-2011,974,153,15.7,5.7
300,Cummington,Hampshire County,MA,Cummington,2008-2012,945,118,12.5,4.8
1645,Cummington,Hampshire County,MA,Cummington,2009-2013,934,84,9,4.1
2012,Cummington,Hampshire County,MA,Cummington,2010-2014,911,58,6.4,2.5
2379,Cummington,Hampshire County,MA,Cummington,2011-2015,904,58,6.4,3
2746,Cummington,Hampshire County,MA,Cummington,2012-2016,880,45,5.1,2.2
3113,Cummington,Hampshire County,MA,Cummington,2013-2017,856,45,5.3,2.1
301,Dalton,Berkshire County,MA,Dalton,2005-2009,6358,614,9.7,4.3
302,Dalton,Berkshire County,MA,Dalton,2006-2010,6608,438,6.6,2.9
303,Dalton,Berkshire County,MA,Dalton,2007-2011,6650,476,7.2,3.6
304,Dalton,Berkshire County,MA,Dalton,2008-2012,6647,596,9,3.3
1505,Dalton,Berkshire County,MA,Dalton,2009-2013,6641,756,11.4,4.4
1872,Dalton,Berkshire County,MA,Dalton,2010-2014,6632,1132,17.1,5.7
2239,Dalton,Berkshire County,MA,Dalton,2011-2015,6604,985,14.9,5.2
2606,Dalton,Berkshire County,MA,Dalton,2012-2016,6577,732,11.1,4
2973,Dalton,Berkshire County,MA,Dalton,2013-2017,6551,678,10.3,4.1
305,Danvers,Essex County,MA,Danvers,2005-2009,26419,1316,5,1.5
306,Danvers,Essex County,MA,Danvers,2006-2010,25816,1475,5.7,1.8
307,Danvers,Essex County,MA,Danvers,2007-2011,25859,1478,5.7,1.8
308,Danvers,Essex County,MA,Danvers,2008-2012,26095,1390,5.3,1.3
1563,Danvers,Essex County,MA,Danvers,2009-2013,26333,1421,5.4,1.6
1930,Danvers,Essex County,MA,Danvers,2010-2014,26473,1310,4.9,1.4
2297,Danvers,Essex County,MA,Danvers,2011-2015,26798,1268,4.7,1.5
2664,Danvers,Essex County,MA,Danvers,2012-2016,26921,1421,5.3,1.2
3031,Danvers,Essex County,MA,Danvers,2013-2017,26912,1692,6.3,1.5
309,Dartmouth,Bristol County,MA,Dartmouth,2005-2009,30327,1407,4.6,1
310,Dartmouth,Bristol County,MA,Dartmouth,2006-2010,30102,1394,4.6,0.9
311,Dartmouth,Bristol County,MA,Dartmouth,2007-2011,31011,1454,4.7,1.1
312,Dartmouth,Bristol County,MA,Dartmouth,2008-2012,30249,1595,5.3,1.3
1535,Dartmouth,Bristol County,MA,Dartmouth,2009-2013,29459,1776,6,1.3
1902,Dartmouth,Bristol County,MA,Dartmouth,2010-2014,28771,1884,6.5,1.4
2269,Dartmouth,Bristol County,MA,Dartmouth,2011-2015,28327,2158,7.6,1.6
