"","Municipal","State","Year","Region","Industry_Title","Average_Monthly_Employment"
"3074","Sunderland","MA",2009,"Sunderland","Total, All Industries",861
"3075","Sutton","MA",2009,"Sutton","Total, All Industries",2087
"3076","Swampscott","MA",2009,"Swampscott","Total, All Industries",3359
"3077","Swansea","MA",2009,"Swansea","Total, All Industries",5114
"3078","Taunton","MA",2009,"Taunton","Total, All Industries",23985
"3079","Templeton","MA",2009,"Templeton","Total, All Industries",1727
"3080","Tewksbury","MA",2009,"Tewksbury","Total, All Industries",15111
"3081","Tisbury","MA",2009,"Tisbury","Total, All Industries",2474
"3082","Tolland","MA",2009,"Tolland","Total, All Industries",37
"3083","Topsfield","MA",2009,"Topsfield","Total, All Industries",2176
"3084","Townsend","MA",2009,"Townsend","Total, All Industries",2127
"3085","Truro","MA",2009,"Truro","Total, All Industries",541
"3086","Tyngsborough","MA",2009,"Tyngsborough","Total, All Industries",4092
"3087","Upton","MA",2009,"Upton","Total, All Industries",1003
"3088","Uxbridge","MA",2009,"Uxbridge","Total, All Industries",3069
"3089","Wakefield","MA",2009,"Wakefield","Total, All Industries",13664
"3090","Wales","MA",2009,"Wales","Total, All Industries",149
"3091","Walpole","MA",2009,"Walpole","Total, All Industries",10219
"3092","Waltham","MA",2009,"Waltham","Total, All Industries",53561
"3093","Ware","MA",2009,"Ware","Total, All Industries",2703
"3094","Wareham","MA",2009,"Wareham","Total, All Industries",8710
"3095","Warren","MA",2009,"Warren","Total, All Industries",595
"3096","Warwick","MA",2009,"Warwick","Total, All Industries",64
"3097","Washington","MA",2009,"Washington","Total, All Industries",79
"3098","Watertown","MA",2009,"Watertown","Total, All Industries",18812
"3099","Wayland","MA",2009,"Wayland","Total, All Industries",3090
"3100","Webster","MA",2009,"Webster","Total, All Industries",6662
"3101","Wellesley","MA",2009,"Wellesley","Total, All Industries",17098
"3102","Wellfleet","MA",2009,"Wellfleet","Total, All Industries",1061
"3103","Wendell","MA",2009,"Wendell","Total, All Industries",147
"3104","Wenham","MA",2009,"Wenham","Total, All Industries",1236
"3105","West Boylston","MA",2009,"West Boylston","Total, All Industries",3719
"3106","West Bridgewater","MA",2009,"West Bridgewater","Total, All Industries",5855
"3107","West Brookfield","MA",2009,"West Brookfield","Total, All Industries",828
"3108","West Newbury","MA",2009,"West Newbury","Total, All Industries",735
"3109","West Springfield","MA",2009,"West Springfield","Total, All Industries",16777
"3110","West Stockbridge","MA",2009,"West Stockbridge","Total, All Industries",248
"3111","West Tisbury","MA",2009,"West Tisbury","Total, All Industries",812
"3112","Westborough","MA",2009,"Westborough","Total, All Industries",23457
"3113","Westfield","MA",2009,"Westfield","Total, All Industries",16599
"3114","Westford","MA",2009,"Westford","Total, All Industries",11617
"3115","Westhampton","MA",2009,"Westhampton","Total, All Industries",288
"3116","Westminster","MA",2009,"Westminster","Total, All Industries",2402
"3117","Weston","MA",2009,"Weston","Total, All Industries",3543
"3118","Westport","MA",2009,"Westport","Total, All Industries",3413
"3119","Westwood","MA",2009,"Westwood","Total, All Industries",8924
"3120","Weymouth","MA",2009,"Weymouth","Total, All Industries",17892
"3121","Whately","MA",2009,"Whately","Total, All Industries",1019
"3122","Whitman","MA",2009,"Whitman","Total, All Industries",3109
"3123","Wilbraham","MA",2009,"Wilbraham","Total, All Industries",4469
"3124","Williamsburg","MA",2009,"Williamsburg","Total, All Industries",550
"3125","Williamstown","MA",2009,"Williamstown","Total, All Industries",3976
"3126","Wilmington","MA",2009,"Wilmington","Total, All Industries",18464
"3127","Winchendon","MA",2009,"Winchendon","Total, All Industries",1641
"3128","Winchester","MA",2009,"Winchester","Total, All Industries",8508
"3129","Windsor","MA",2009,"Windsor","Total, All Industries",43
"3130","Winthrop","MA",2009,"Winthrop","Total, All Industries",1816
"3131","Woburn","MA",2009,"Woburn","Total, All Industries",37982
"3132","Worcester","MA",2009,"Worcester","Total, All Industries",95507
"3133","Worthington","MA",2009,"Worthington","Total, All Industries",192
"3134","Wrentham","MA",2009,"Wrentham","Total, All Industries",5993
"3135","Yarmouth","MA",2009,"Yarmouth","Total, All Industries",8456
"3136","Abington","MA",2010,"Abington","Total, All Industries",3732
"3137","Acton","MA",2010,"Acton","Total, All Industries",9286
"3138","Acushnet","MA",2010,"Acushnet","Total, All Industries",1130
"3139","Adams","MA",2010,"Adams","Total, All Industries",1756
"3140","Agawam","MA",2010,"Agawam","Total, All Industries",11637
"3141","Alford","MA",2010,"Alford","Total, All Industries",24
"3142","Amesbury","MA",2010,"Amesbury","Total, All Industries",4707
"3143","Amherst","MA",2010,"Amherst","Total, All Industries",14820
"3144","Andover","MA",2010,"Andover","Total, All Industries",31613
"3145","Aquinnah","MA",2010,"Aquinnah","Total, All Industries",88
"3146","Arlington","MA",2010,"Arlington","Total, All Industries",8009
"3147","Ashburnham","MA",2010,"Ashburnham","Total, All Industries",1006
"3148","Ashby","MA",2010,"Ashby","Total, All Industries",278
"3149","Ashfield","MA",2010,"Ashfield","Total, All Industries",247
"3150","Ashland","MA",2010,"Ashland","Total, All Industries",4688
"3151","Athol","MA",2010,"Athol","Total, All Industries",3352
"3152","Attleboro","MA",2010,"Attleborough","Total, All Industries",16340
"3153","Auburn","MA",2010,"Auburn","Total, All Industries",9913
"3154","Avon","MA",2010,"Avon","Total, All Industries",5160
"3155","Ayer","MA",2010,"Ayer","Total, All Industries",8512
"3156","Barnstable","MA",2010,"Barnstable","Total, All Industries",26075
"3157","Barre","MA",2010,"Barre","Total, All Industries",1204
"3158","Becket","MA",2010,"Becket","Total, All Industries",400
"3159","Bedford","MA",2010,"Bedford","Total, All Industries",19473
"3160","Belchertown","MA",2010,"Belchertown","Total, All Industries",2620
"3161","Bellingham","MA",2010,"Bellingham","Total, All Industries",5485
"3162","Belmont","MA",2010,"Belmont","Total, All Industries",6480
"3163","Berkley","MA",2010,"Berkley","Total, All Industries",524
"3164","Berlin","MA",2010,"Berlin","Total, All Industries",454
"3165","Bernardston","MA",2010,"Bernardston","Total, All Industries",342
"3166","Beverly","MA",2010,"Beverly","Total, All Industries",20875
"3167","Billerica","MA",2010,"Billerica","Total, All Industries",19926
"3168","Blackstone","MA",2010,"Blackstone","Total, All Industries",1072
"3169","Blandford","MA",2010,"Blandford","Total, All Industries",246
"3170","Bolton","MA",2010,"Bolton","Total, All Industries",1217
"3171","Boston","MA",2010,"Boston","Total, All Industries",552369
"3172","Bourne","MA",2010,"Bourne","Total, All Industries",7273
"3173","Boxborough","MA",2010,"Boxborough","Total, All Industries",3841
"3174","Boxford","MA",2010,"Boxford","Total, All Industries",804
"3175","Boylston","MA",2010,"Boylston","Total, All Industries",1658
"3176","Braintree","MA",2010,"Braintree","Total, All Industries",26295
"3177","Brewster","MA",2010,"Brewster","Total, All Industries",2579
"3178","Bridgewater","MA",2010,"Bridgewater","Total, All Industries",7712
"3179","Brimfield","MA",2010,"Brimfield","Total, All Industries",508
"3180","Brockton","MA",2010,"Brockton","Total, All Industries",36857
"3181","Brookfield","MA",2010,"Brookfield","Total, All Industries",494
"3182","Brookline","MA",2010,"Brookline","Total, All Industries",15368
"3183","Buckland","MA",2010,"Buckland","Total, All Industries",351
"3184","Burlington","MA",2010,"Burlington","Total, All Industries",39419
"3185","Cambridge","MA",2010,"Cambridge","Total, All Industries",105861
"3186","Canton","MA",2010,"Canton","Total, All Industries",20492
"3187","Carlisle","MA",2010,"Carlisle","Total, All Industries",730
"3188","Carver","MA",2010,"Carver","Total, All Industries",2748
"3189","Charlemont","MA",2010,"Charlemont","Total, All Industries",416
"3190","Charlton","MA",2010,"Charlton","Total, All Industries",3681
"3191","Chatham","MA",2010,"Chatham","Total, All Industries",2822
"3192","Chelmsford","MA",2010,"Chelmsford","Total, All Industries",21414
"3193","Chelsea","MA",2010,"Chelsea","Total, All Industries",13544
"3194","Cheshire","MA",2010,"Cheshire","Total, All Industries",587
"3195","Chester","MA",2010,"Chester","Total, All Industries",111
"3196","Chesterfield","MA",2010,"Chesterfield","Total, All Industries",159
"3197","Chicopee","MA",2010,"Chicopee","Total, All Industries",18779
"3198","Chilmark","MA",2010,"Chilmark","Total, All Industries",286
"3199","Clarksburg","MA",2010,"Clarksburg","Total, All Industries",177
"3200","Clinton","MA",2010,"Clinton","Total, All Industries",4446
"3201","Cohasset","MA",2010,"Cohasset","Total, All Industries",2454
"3202","Colrain","MA",2010,"Colrain","Total, All Industries",187
"3203","Concord","MA",2010,"Concord","Total, All Industries",11916
"3204","Conway","MA",2010,"Conway","Total, All Industries",204
"3205","Cummington","MA",2010,"Cummington","Total, All Industries",212
"3206","Dalton","MA",2010,"Dalton","Total, All Industries",1950
"3207","Danvers","MA",2010,"Danvers","Total, All Industries",24560
"3208","Dartmouth","MA",2010,"Dartmouth","Total, All Industries",15445
"3209","Dedham","MA",2010,"Dedham","Total, All Industries",16081
"3210","Deerfield","MA",2010,"Deerfield","Total, All Industries",4471
"3211","Dennis","MA",2010,"Dennis","Total, All Industries",4612
"3212","Dighton","MA",2010,"Dighton","Total, All Industries",1773
"3213","Douglas","MA",2010,"Douglas","Total, All Industries",832
"3214","Dover","MA",2010,"Dover","Total, All Industries",821
"3215","Dracut","MA",2010,"Dracut","Total, All Industries",4910
"3216","Dudley","MA",2010,"Dudley","Total, All Industries",2774
"3217","Dunstable","MA",2010,"Dunstable","Total, All Industries",241
"3218","Duxbury","MA",2010,"Duxbury","Total, All Industries",2760
"3219","East Bridgewater","MA",2010,"East Bridgewater","Total, All Industries",2604
"3220","East Brookfield","MA",2010,"East Brookfield","Total, All Industries",396
"3221","East Longmeadow","MA",2010,"East Longmeadow","Total, All Industries",7949
"3222","Eastham","MA",2010,"Eastham","Total, All Industries",1114
"3223","Easthampton","MA",2010,"Easthampton","Total, All Industries",4640
"3224","Easton","MA",2010,"Easton","Total, All Industries",9815
"3225","Edgartown","MA",2010,"Edgartown","Total, All Industries",2379
"3226","Egremont","MA",2010,"Egremont","Total, All Industries",194
"3227","Erving","MA",2010,"Erving","Total, All Industries",261
"3228","Essex","MA",2010,"Essex","Total, All Industries",1318
"3229","Everett","MA",2010,"Everett","Total, All Industries",11952
"3230","Fairhaven","MA",2010,"Fairhaven","Total, All Industries",6116
"3231","Fall River","MA",2010,"Fall River","Total, All Industries",34132
"3232","Falmouth","MA",2010,"Falmouth","Total, All Industries",14155
"3233","Fitchburg","MA",2010,"Fitchburg","Total, All Industries",12668
"3234","Florida","MA",2010,"Florida","Total, All Industries",77
"3235","Foxborough","MA",2010,"Foxborough","Total, All Industries",11948
"3236","Framingham","MA",2010,"Framingham","Total, All Industries",44636
"3237","Franklin","MA",2010,"Franklin","Total, All Industries",14660
"3238","Freetown","MA",2010,"Freetown","Total, All Industries",3806
"3239","Gardner","MA",2010,"Gardner","Total, All Industries",8032
"3240","Georgetown","MA",2010,"Georgetown","Total, All Industries",1966
"3241","Gill","MA",2010,"Gill","Total, All Industries",302
"3242","Gloucester","MA",2010,"Gloucester","Total, All Industries",10383
"3243","Goshen","MA",2010,"Goshen","Total, All Industries",164
"3244","Gosnold","MA",2010,"Gosnold","Total, All Industries",41
"3245","Grafton","MA",2010,"Grafton","Total, All Industries",4050
"3246","Granby","MA",2010,"Granby","Total, All Industries",755
"3247","Granville","MA",2010,"Granville","Total, All Industries",156
"3248","Great Barrington","MA",2010,"Great Barrington","Total, All Industries",4842
"3249","Greenfield","MA",2010,"Greenfield","Total, All Industries",9898
"3250","Groton","MA",2010,"Groton","Total, All Industries",3183
"3251","Groveland","MA",2010,"Groveland","Total, All Industries",1124
"3252","Hadley","MA",2010,"Hadley","Total, All Industries",5482
"3253","Halifax","MA",2010,"Halifax","Total, All Industries",1260
"3254","Hamilton","MA",2010,"Hamilton","Total, All Industries",1346
"3255","Hampden","MA",2010,"Hampden","Total, All Industries",844
"3256","Hancock","MA",2010,"Hancock","Total, All Industries",477
"3257","Hanover","MA",2010,"Hanover","Total, All Industries",6580
"3258","Hanson","MA",2010,"Hanson","Total, All Industries",1522
"3259","Hardwick","MA",2010,"Hardwick","Total, All Industries",392
"3260","Harvard","MA",2010,"Harvard","Total, All Industries",892
"3261","Harwich","MA",2010,"Harwich","Total, All Industries",3725
"3262","Hatfield","MA",2010,"Hatfield","Total, All Industries",2126
"3263","Haverhill","MA",2010,"Haverhill","Total, All Industries",18379
"3264","Hawley","MA",2010,"Hawley","Total, All Industries",22
"3265","Heath","MA",2010,"Heath","Total, All Industries",64
"3266","Hingham","MA",2010,"Hingham","Total, All Industries",12825
"3267","Hinsdale","MA",2010,"Hinsdale","Total, All Industries",315
"3268","Holbrook","MA",2010,"Holbrook","Total, All Industries",2424
"3269","Holden","MA",2010,"Holden","Total, All Industries",3478
"3270","Holland","MA",2010,"Holland","Total, All Industries",133
"3271","Holliston","MA",2010,"Holliston","Total, All Industries",5343
"3272","Holyoke","MA",2010,"Holyoke","Total, All Industries",21716
"3273","Hopedale","MA",2010,"Hopedale","Total, All Industries",1584
"3274","Hopkinton","MA",2010,"Hopkinton","Total, All Industries",9104
"3275","Hubbardston","MA",2010,"Hubbardston","Total, All Industries",477
"3276","Hudson","MA",2010,"Hudson","Total, All Industries",9684
"3277","Hull","MA",2010,"Hull","Total, All Industries",1316
"3278","Huntington","MA",2010,"Huntington","Total, All Industries",423
"3279","Ipswich","MA",2010,"Ipswich","Total, All Industries",4988
"3280","Kingston","MA",2010,"Kingston","Total, All Industries",4932
"3281","Lakeville","MA",2010,"Lakeville","Total, All Industries",2864
"3282","Lancaster","MA",2010,"Lancaster","Total, All Industries",2172
"3283","Lanesborough","MA",2010,"Lanesborough","Total, All Industries",1735
"3284","Lawrence","MA",2010,"Lawrence","Total, All Industries",24103
"3285","Lee","MA",2010,"Lee","Total, All Industries",3846
"3286","Leicester","MA",2010,"Leicester","Total, All Industries",2180
"3287","Lenox","MA",2010,"Lenox","Total, All Industries",3889
"3288","Leominster","MA",2010,"Leominster","Total, All Industries",17514
"3289","Leverett","MA",2010,"Leverett","Total, All Industries",208
"3290","Lexington","MA",2010,"Lexington","Total, All Industries",19281
"3291","Leyden","MA",2010,"Leyden","Total, All Industries",51
"3292","Lincoln","MA",2010,"Lincoln","Total, All Industries",2004
"3293","Littleton","MA",2010,"Littleton","Total, All Industries",4803
"3294","Longmeadow","MA",2010,"Longmeadow","Total, All Industries",3386
"3295","Lowell","MA",2010,"Lowell","Total, All Industries",33668
"3296","Ludlow","MA",2010,"Ludlow","Total, All Industries",6412
"3297","Lunenburg","MA",2010,"Lunenburg","Total, All Industries",2211
"3298","Lynn","MA",2010,"Lynn","Total, All Industries",22522
"3299","Lynnfield","MA",2010,"Lynnfield","Total, All Industries",5676
"3300","Malden","MA",2010,"Malden","Total, All Industries",13798
"3301","Manchester-by-the-Sea","MA",2010,"Manchester-by-the- Sea","Total, All Industries",1677
"3302","Mansfield","MA",2010,"Mansfield","Total, All Industries",10568
"3303","Marblehead","MA",2010,"Marblehead","Total, All Industries",4810
"3304","Marion","MA",2010,"Marion","Total, All Industries",2127
"3305","Marlborough","MA",2010,"Marlborough","Total, All Industries",28835
"3306","Marshfield","MA",2010,"Marshfield","Total, All Industries",5438
"3307","Mashpee","MA",2010,"Mashpee","Total, All Industries",4498
"3308","Mattapoisett","MA",2010,"Mattapoisett","Total, All Industries",1649
"3309","Maynard","MA",2010,"Maynard","Total, All Industries",4012
"3310","Medfield","MA",2010,"Medfield","Total, All Industries",2779
"3311","Medford","MA",2010,"Medford","Total, All Industries",17190
"3312","Medway","MA",2010,"Medway","Total, All Industries",3869
"3313","Melrose","MA",2010,"Melrose","Total, All Industries",5815
"3314","Mendon","MA",2010,"Mendon","Total, All Industries",1333
"3315","Merrimac","MA",2010,"Merrimac","Total, All Industries",751
"3316","Methuen","MA",2010,"Methuen","Total, All Industries",15049
"3317","Middleborough","MA",2010,"Middleborough","Total, All Industries",8224
"3318","Middlefield","MA",2010,"Middlefield","Total, All Industries",51
"3319","Middleton","MA",2010,"Middleton","Total, All Industries",4550
"3320","Milford","MA",2010,"Milford","Total, All Industries",14958
"3321","Millbury","MA",2010,"Millbury","Total, All Industries",4997
"3322","Millis","MA",2010,"Millis","Total, All Industries",1730
"3323","Millville","MA",2010,"Millville","Total, All Industries",289
"3324","Milton","MA",2010,"Milton","Total, All Industries",5400
"3325","Monroe","MA",2010,"Monroe","Total, All Industries",26
"3326","Monson","MA",2010,"Monson","Total, All Industries",1301
"3327","Montague","MA",2010,"Montague","Total, All Industries",2690
"3328","Monterey","MA",2010,"Monterey","Total, All Industries",143
"3329","Montgomery","MA",2010,"Montgomery","Total, All Industries",34
"3330","Nahant","MA",2010,"Nahant","Total, All Industries",450
"3331","Nantucket","MA",2010,"Nantucket","Total, All Industries",5699
"3332","Natick","MA",2010,"Natick","Total, All Industries",23727
"3333","Needham","MA",2010,"Needham","Total, All Industries",18352
"3334","New Ashford","MA",2010,"New Ashford","Total, All Industries",38
"3335","New Bedford","MA",2010,"New Bedford","Total, All Industries",35791
"3336","New Braintree","MA",2010,"New Braintree","Total, All Industries",240
"3337","New Marlborough","MA",2010,"New Marlborough","Total, All Industries",431
"3338","New Salem","MA",2010,"New Salem","Total, All Industries",149
"3339","Newbury","MA",2010,"Newbury","Total, All Industries",1346
"3340","Newburyport","MA",2010,"Newburyport","Total, All Industries",10607
"3341","Newton","MA",2010,"Newton","Total, All Industries",53789
"3342","Norfolk","MA",2010,"Norfolk","Total, All Industries",2975
"3343","North Adams","MA",2010,"North Adams","Total, All Industries",6025
"3344","North Andover","MA",2010,"North Andover","Total, All Industries",13531
"3345","North Attleborough","MA",2010,"North Attleborough","Total, All Industries",11372
"3346","North Brookfield","MA",2010,"North Brookfield","Total, All Industries",899
"3347","North Reading","MA",2010,"North Reading","Total, All Industries",6742
"3348","Northampton","MA",2010,"Northampton","Total, All Industries",18040
"3349","Northborough","MA",2010,"Northborough","Total, All Industries",6014
"3350","Northbridge","MA",2010,"Northbridge","Total, All Industries",5154
"3351","Northfield","MA",2010,"Northfield","Total, All Industries",890
"3352","Norton","MA",2010,"Norton","Total, All Industries",5715
"3353","Norwell","MA",2010,"Norwell","Total, All Industries",7931
"3354","Norwood","MA",2010,"Norwood","Total, All Industries",23594
"3355","Oak Bluffs","MA",2010,"Oak Bluffs","Total, All Industries",1619
"3356","Oakham","MA",2010,"Oakham","Total, All Industries",209
"3357","Orange","MA",2010,"Orange","Total, All Industries",1932
"3358","Orleans","MA",2010,"Orleans","Total, All Industries",4007
"3359","Otis","MA",2010,"Otis","Total, All Industries",335
"3360","Oxford","MA",2010,"Oxford","Total, All Industries",4158
"3361","Palmer","MA",2010,"Palmer","Total, All Industries",4862
"3362","Paxton","MA",2010,"Paxton","Total, All Industries",813
"3363","Peabody","MA",2010,"Peabody","Total, All Industries",23584
"3364","Pelham","MA",2010,"Pelham","Total, All Industries",121
"3365","Pembroke","MA",2010,"Pembroke","Total, All Industries",5544
"3366","Pepperell","MA",2010,"Pepperell","Total, All Industries",1413
"3367","Peru","MA",2010,"Peru","Total, All Industries",33
"3368","Petersham","MA",2010,"Petersham","Total, All Industries",124
"3369","Phillipston","MA",2010,"Phillipston","Total, All Industries",170
"3370","Pittsfield","MA",2010,"Pittsfield","Total, All Industries",25132
"3371","Plainfield","MA",2010,"Plainfield","Total, All Industries",48
"3372","Plainville","MA",2010,"Plainville","Total, All Industries",3968
"3373","Plymouth","MA",2010,"Plymouth","Total, All Industries",22695
"3374","Plympton","MA",2010,"Plympton","Total, All Industries",343
"3375","Princeton","MA",2010,"Princeton","Total, All Industries",771
"3376","Provincetown","MA",2010,"Provincetown","Total, All Industries",2459
"3377","Quincy","MA",2010,"Quincy","Total, All Industries",45773
"3378","Randolph","MA",2010,"Randolph","Total, All Industries",8067
"3379","Raynham","MA",2010,"Raynham","Total, All Industries",9093
"3380","Reading","MA",2010,"Reading","Total, All Industries",6486
"3381","Rehoboth","MA",2010,"Rehoboth","Total, All Industries",1522
"3382","Revere","MA",2010,"Revere","Total, All Industries",9163
"3383","Richmond","MA",2010,"Richmond","Total, All Industries",235
"3384","Rochester","MA",2010,"Rochester","Total, All Industries",708
"3385","Rockland","MA",2010,"Rockland","Total, All Industries",7156
"3386","Rockport","MA",2010,"Rockport","Total, All Industries",1258
"3387","Rowe","MA",2010,"Rowe","Total, All Industries",160
"3388","Rowley","MA",2010,"Rowley","Total, All Industries",2587
"3389","Royalston","MA",2010,"Royalston","Total, All Industries",125
"3390","Russell","MA",2010,"Russell","Total, All Industries",195
"3391","Rutland","MA",2010,"Rutland","Total, All Industries",1064
"3392","Salem","MA",2010,"Salem","Total, All Industries",19261
"3393","Salisbury","MA",2010,"Salisbury","Total, All Industries",2789
"3394","Sandisfield","MA",2010,"Sandisfield","Total, All Industries",150
"3395","Sandwich","MA",2010,"Sandwich","Total, All Industries",5288
"3396","Saugus","MA",2010,"Saugus","Total, All Industries",10343
"3397","Scituate","MA",2010,"Scituate","Total, All Industries",3226
"3398","Seekonk","MA",2010,"Seekonk","Total, All Industries",7315
"3399","Sharon","MA",2010,"Sharon","Total, All Industries",3493
"3400","Sheffield","MA",2010,"Sheffield","Total, All Industries",1504
"3401","Shelburne","MA",2010,"Shelburne","Total, All Industries",769
"3402","Sherborn","MA",2010,"Sherborn","Total, All Industries",624
"3403","Shirley","MA",2010,"Shirley","Total, All Industries",2387
"3404","Shrewsbury","MA",2010,"Shrewsbury","Total, All Industries",12898
"3405","Shutesbury","MA",2010,"Shutesbury","Total, All Industries",152
"3406","Somerset","MA",2010,"Somerset","Total, All Industries",4629
"3407","Somerville","MA",2010,"Somerville","Total, All Industries",21258
"3408","South Hadley","MA",2010,"South Hadley","Total, All Industries",4447
"3409","Southampton","MA",2010,"Southampton","Total, All Industries",1039
"3410","Southborough","MA",2010,"Southborough","Total, All Industries",7256
"3411","Southbridge","MA",2010,"Southbridge","Total, All Industries",5706
"3412","Southwick","MA",2010,"Southwick","Total, All Industries",2539
"3413","Spencer","MA",2010,"Spencer","Total, All Industries",3012
"3414","Springfield","MA",2010,"Springfield","Total, All Industries",74409
"3415","Sterling","MA",2010,"Sterling","Total, All Industries",2338
"3416","Stockbridge","MA",2010,"Stockbridge","Total, All Industries",1553
"3417","Stoneham","MA",2010,"Stoneham","Total, All Industries",7015
"3418","Stoughton","MA",2010,"Stoughton","Total, All Industries",12667
"3419","Stow","MA",2010,"Stow","Total, All Industries",1890
"3420","Sturbridge","MA",2010,"Sturbridge","Total, All Industries",4596
"3421","Sudbury","MA",2010,"Sudbury","Total, All Industries",8107
"3422","Sunderland","MA",2010,"Sunderland","Total, All Industries",811
"3423","Sutton","MA",2010,"Sutton","Total, All Industries",2163
"3424","Swampscott","MA",2010,"Swampscott","Total, All Industries",3365
"3425","Swansea","MA",2010,"Swansea","Total, All Industries",4845
"3426","Taunton","MA",2010,"Taunton","Total, All Industries",23529
"3427","Templeton","MA",2010,"Templeton","Total, All Industries",1674
"3428","Tewksbury","MA",2010,"Tewksbury","Total, All Industries",15083
"3429","Tisbury","MA",2010,"Tisbury","Total, All Industries",2552
"3430","Tolland","MA",2010,"Tolland","Total, All Industries",40
"3431","Topsfield","MA",2010,"Topsfield","Total, All Industries",2437
"3432","Townsend","MA",2010,"Townsend","Total, All Industries",2030
"3433","Truro","MA",2010,"Truro","Total, All Industries",505
"3434","Tyngsborough","MA",2010,"Tyngsborough","Total, All Industries",4227
"3435","Upton","MA",2010,"Upton","Total, All Industries",1063
"3436","Uxbridge","MA",2010,"Uxbridge","Total, All Industries",3154
"3437","Wakefield","MA",2010,"Wakefield","Total, All Industries",13493
"3438","Wales","MA",2010,"Wales","Total, All Industries",157
"3439","Walpole","MA",2010,"Walpole","Total, All Industries",10407
"3440","Waltham","MA",2010,"Waltham","Total, All Industries",53520
"3441","Ware","MA",2010,"Ware","Total, All Industries",2677
"3442","Wareham","MA",2010,"Wareham","Total, All Industries",8559
"3443","Warren","MA",2010,"Warren","Total, All Industries",574
"3444","Warwick","MA",2010,"Warwick","Total, All Industries",55
"3445","Washington","MA",2010,"Washington","Total, All Industries",74
"3446","Watertown","MA",2010,"Watertown","Total, All Industries",18895
"3447","Wayland","MA",2010,"Wayland","Total, All Industries",3216
"3448","Webster","MA",2010,"Webster","Total, All Industries",6563
"3449","Wellesley","MA",2010,"Wellesley","Total, All Industries",16213
"3450","Wellfleet","MA",2010,"Wellfleet","Total, All Industries",1050
"3451","Wendell","MA",2010,"Wendell","Total, All Industries",91
"3452","Wenham","MA",2010,"Wenham","Total, All Industries",941
"3453","West Boylston","MA",2010,"West Boylston","Total, All Industries",3722
"3454","West Bridgewater","MA",2010,"West Bridgewater","Total, All Industries",5773
"3455","West Brookfield","MA",2010,"West Brookfield","Total, All Industries",851
"3456","West Newbury","MA",2010,"West Newbury","Total, All Industries",695
"3457","West Springfield","MA",2010,"West Springfield","Total, All Industries",16764
"3458","West Stockbridge","MA",2010,"West Stockbridge","Total, All Industries",252
"3459","West Tisbury","MA",2010,"West Tisbury","Total, All Industries",766
"3460","Westborough","MA",2010,"Westborough","Total, All Industries",23829
"3461","Westfield","MA",2010,"Westfield","Total, All Industries",16624
"3462","Westford","MA",2010,"Westford","Total, All Industries",11714
"3463","Westhampton","MA",2010,"Westhampton","Total, All Industries",312
"3464","Westminster","MA",2010,"Westminster","Total, All Industries",2514
"3465","Weston","MA",2010,"Weston","Total, All Industries",4356
"3466","Westport","MA",2010,"Westport","Total, All Industries",3346
"3467","Westwood","MA",2010,"Westwood","Total, All Industries",8876
"3468","Weymouth","MA",2010,"Weymouth","Total, All Industries",17663
"3469","Whately","MA",2010,"Whately","Total, All Industries",935
"3470","Whitman","MA",2010,"Whitman","Total, All Industries",3146
"3471","Wilbraham","MA",2010,"Wilbraham","Total, All Industries",4479
"3472","Williamsburg","MA",2010,"Williamsburg","Total, All Industries",567
"3473","Williamstown","MA",2010,"Williamstown","Total, All Industries",3926
"3474","Wilmington","MA",2010,"Wilmington","Total, All Industries",18419
"3475","Winchendon","MA",2010,"Winchendon","Total, All Industries",1613
"3476","Winchester","MA",2010,"Winchester","Total, All Industries",8447
"3477","Windsor","MA",2010,"Windsor","Total, All Industries",50
"3478","Winthrop","MA",2010,"Winthrop","Total, All Industries",1771
"3479","Woburn","MA",2010,"Woburn","Total, All Industries",39443
"3480","Worcester","MA",2010,"Worcester","Total, All Industries",95825
"3481","Worthington","MA",2010,"Worthington","Total, All Industries",172
"3482","Wrentham","MA",2010,"Wrentham","Total, All Industries",6177
"3483","Yarmouth","MA",2010,"Yarmouth","Total, All Industries",8436
"3484","Abington","MA",2011,"Abington","Total, All Industries",3823
"3485","Acton","MA",2011,"Acton","Total, All Industries",9489
"3486","Acushnet","MA",2011,"Acushnet","Total, All Industries",1130
"3487","Adams","MA",2011,"Adams","Total, All Industries",1759
"3488","Agawam","MA",2011,"Agawam","Total, All Industries",11823
"3489","Amesbury","MA",2011,"Amesbury","Total, All Industries",4730
"3490","Amherst","MA",2011,"Amherst","Total, All Industries",15207
"3491","Andover","MA",2011,"Andover","Total, All Industries",32326
"3492","Aquinnah","MA",2011,"Aquinnah","Total, All Industries",92
"3493","Arlington","MA",2011,"Arlington","Total, All Industries",8166
"3494","Ashburnham","MA",2011,"Ashburnham","Total, All Industries",984
"3495","Ashby","MA",2011,"Ashby","Total, All Industries",280
"3496","Ashfield","MA",2011,"Ashfield","Total, All Industries",224
"3497","Ashland","MA",2011,"Ashland","Total, All Industries",4678
"3498","Athol","MA",2011,"Athol","Total, All Industries",3409
"3499","Attleboro","MA",2011,"Attleborough","Total, All Industries",16169
"3500","Auburn","MA",2011,"Auburn","Total, All Industries",10327
"3501","Avon","MA",2011,"Avon","Total, All Industries",5312
"3502","Ayer","MA",2011,"Ayer","Total, All Industries",7628
