"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"145","Beverly: Briscoe Middle","00300305","7 Sohier Rd","","Beverly","01915","7 Sohier Rd, , Beverly, 01915, Massachusetts",-70.8782125,42.559215,"-70.8782125 42.559215"
"146","Beverly: Centerville Elementary","00300010","17 Hull Street","","Beverly","01915","17 Hull Street, , Beverly, 01915, Massachusetts",-70.8424013,42.5800988,"-70.8424013 42.5800988"
"147","Beverly: Cove Elementary","00300015","20 Eisenhower Avenue","","Beverly","01915","20 Eisenhower Avenue, , Beverly, 01915, Massachusetts",-70.858329,42.556047,"-70.858329 42.556047"
"148","Beverly: Hannah Elementary","00300033","41R Brimbal Avenue","","Beverly","01915","41R Brimbal Avenue, , Beverly, 01915, Massachusetts",-70.868321,42.5685379,"-70.868321 42.5685379"
"149","Beverly: McKeown School","00300002","70 Balch Street","","Beverly","01915","70 Balch Street, , Beverly, 01915, Massachusetts",-70.8900668,42.5632725,"-70.8900668 42.5632725"
"150","Beverly: North Beverly Elementary","00300040","48 Putnam Street","","Beverly","01915","48 Putnam Street, , Beverly, 01915, Massachusetts",-70.8802533,42.5803516,"-70.8802533 42.5803516"
"151","Billerica: Billerica Memorial High School","00310505","35 River Street","","Billerica","01821","35 River Street, , Billerica, 01821, Massachusetts",-71.2731919,42.5609642,"-71.2731919 42.5609642"
"152","Billerica: Eugene C Vining","00310030","121 Lexington Rd","","Billerica","01821","121 Lexington Rd, , Billerica, 01821, Massachusetts",-71.258152,42.533189,"-71.258152 42.533189"
"153","Billerica: Frederick J Dutile","00310007","10 Biagiotti Way","","North Billerica","01862","10 Biagiotti Way, , North Billerica, 01862, Massachusetts",-71.294788,42.563674,"-71.294788 42.563674"
"154","Billerica: Hajjar Elementary","00310026","59 Rogers Street","","Billerica","01862","59 Rogers Street, , Billerica, 01862, Massachusetts",-71.2797329,42.585425,"-71.2797329 42.585425"
"155","Billerica: John F Kennedy","00310012","20 Kimbrough Rd","","Billerica","01821","20 Kimbrough Rd, , Billerica, 01821, Massachusetts",-71.232623,42.567823,"-71.232623 42.567823"
"156","Billerica: Locke Middle","00310310","110 Allen Rd","","Billerica","01821","110 Allen Rd, , Billerica, 01821, Massachusetts",-71.2440869,42.551067,"-71.2440869 42.551067"
"157","Billerica: Marshall Middle School","00310305","15 Floyd Street","","Billerica","01821","15 Floyd Street, , Billerica, 01821, Massachusetts",-71.2736281,42.5717507,"-71.2736281 42.5717507"
"158","Billerica: Parker","00310015","52 River Street","","Billerica","01821","52 River Street, , Billerica, 01821, Massachusetts",-71.2727046,42.5576962,"-71.2727046 42.5576962"
"159","Billerica: Thomas Ditson","00310005","39 Cook Street","","Billerica","01821","39 Cook Street, , Billerica, 01821, Massachusetts",-71.2238637,42.5370756,"-71.2238637 42.5370756"
"160","Blackstone Valley Regional Vocational Technical: Blackstone Valley","08050605","65 Pleasant Street","","Upton","01568","65 Pleasant Street, , Upton, 01568, Massachusetts",-71.6147509,42.1633574,"-71.6147509 42.1633574"
"161","Blackstone-Millville: A F Maloney","06220015","200 Lincoln Street","","Blackstone","01504","200 Lincoln Street, , Blackstone, 01504, Massachusetts",-71.5456062,42.0289687,"-71.5456062 42.0289687"
"162","Blackstone-Millville: Blackstone Millville RHS","06220505","175 Lincoln Street","","Blackstone","01504","175 Lincoln Street, , Blackstone, 01504, Massachusetts",-71.5384569,42.0295348,"-71.5384569 42.0295348"
"163","Blackstone-Millville: Frederick W. Hartnett Middle School","06220405","35 Federal Street","","Blackstone","01504","35 Federal Street, , Blackstone, 01504, Massachusetts",-71.5293448,42.0225317,"-71.5293448 42.0225317"
"164","Blackstone-Millville: John F Kennedy Elementary","06220008","200 Lincoln Street","","Blackstone","01504","200 Lincoln Street, , Blackstone, 01504, Massachusetts",-71.5456062,42.0289687,"-71.5456062 42.0289687"
"165","Blackstone-Millville: Millville Elementary","06220010","122 Berthelette Way","","Millville","01529","122 Berthelette Way, , Millville, 01529, Massachusetts",-71.5718416,42.0349847,"-71.5718416 42.0349847"
"166","Blue Hills Regional Vocational Technical: Blue Hills Regional Vocational Technical","08060605","800 Randolph Street","","Canton","02021","800 Randolph Street, , Canton, 02021, Massachusetts",-71.1032982,42.1834614,"-71.1032982 42.1834614"
"167","Boston: Another Course To College","00350541","20 Warren Street","","Brighton","02135","20 Warren Street, , Brighton, 02135, Massachusetts",-71.145552,42.350336,"-71.145552 42.350336"
"168","Boston: Baldwin Early Learning Center","00350003","121 Corey Road","","Brighton","02135","121 Corey Road, , Brighton, 02135, Massachusetts",-71.1405238,42.342044,"-71.1405238 42.342044"
"169","Boston: Beethoven","00350021","5125 Washington Street","","West Roxbury","02132","5125 Washington Street, , West Roxbury, 02132, Massachusetts",-71.1558738,42.2634318,"-71.1558738 42.2634318"
"170","Boston: Blackstone","00350390","380 Shawmut Avenue","","Boston","02118","380 Shawmut Avenue, , Boston, 02118, Massachusetts",-71.0720558,42.3410123,"-71.0720558 42.3410123"
"171","Boston: Boston Adult Academy","00350548","20 Church St","","Back Bay","02116","20 Church St, , Back Bay, 02116, Massachusetts",-71.0682117,42.3488158,"-71.0682117 42.3488158"
"172","Boston: Boston Arts Academy","00350546","174 Ipswich Street","","Boston","02215","174 Ipswich Street, , Boston, 02215, Massachusetts",-71.0949741,42.3461819,"-71.0949741 42.3461819"
"173","Boston: Boston Collaborative High School","00350755","515 Hyde Park Avenue","","Boston","02131","515 Hyde Park Avenue, , Boston, 02131, Massachusetts",-71.1191751,42.2827786,"-71.1191751 42.2827786"
"174","Boston: Boston Community Leadership Academy","00350558","655 Metropolitan Ave","","Hyde Park","02136","655 Metropolitan Ave, , Hyde Park, 02136, Massachusetts",-71.1178807,42.2627834,"-71.1178807 42.2627834"
"175","Boston: Boston International High School","00350507","100 Maxwell St","","Dorchester","02124","100 Maxwell St, , Dorchester, 02124, Massachusetts",-71.0808629,42.281211,"-71.0808629 42.281211"
"176","Boston: Boston Latin","00350560","78 Avenue Louis Pasteur","","Boston","02115","78 Avenue Louis Pasteur, , Boston, 02115, Massachusetts",-71.1013227,42.3379623,"-71.1013227 42.3379623"
"177","Boston: Boston Latin Academy","00350545","205 Townsend Street","","Dorchester","02121","205 Townsend Street, , Dorchester, 02121, Massachusetts",-71.0845329,42.316207,"-71.0845329 42.316207"
"178","Boston: Boston Teachers Union School","00350012","25 Walk Hill Street","","Jamaica Plain","02130","25 Walk Hill Street, , Jamaica Plain, 02130, Massachusetts",-71.116,42.294662,"-71.116 42.294662"
"179","Boston: Brighton High","00350505","25 Warren Street","","Brighton","02135","25 Warren Street, , Brighton, 02135, Massachusetts",-71.145516,42.3491377,"-71.145516 42.3491377"
"180","Boston: Carter Developmental Center","00350036","396 Northampton Street","","Boston","02118","396 Northampton Street, , Boston, 02118, Massachusetts",-71.0830734,42.3404636,"-71.0830734 42.3404636"
"181","Boston: Charles H Taylor","00350054","1060 Morton Street","","Mattapan","02126","1060 Morton Street, , Mattapan, 02126, Massachusetts",-71.0776112,42.277404,"-71.0776112 42.277404"
"182","Boston: Charles Sumner","00350052","15 Basile Street","","Roslindale","02131","15 Basile Street, , Roslindale, 02131, Massachusetts",-71.12688,42.286408,"-71.12688 42.286408"
"183","Boston: Charlestown High","00350515","240 Medford Street","","Charlestown","02129","240 Medford Street, , Charlestown, 02129, Massachusetts",-71.0610567,42.3801019,"-71.0610567 42.3801019"
"184","Boston: Clarence R Edwards Middle","00350430","28 Walker Street","","Charlestown","02129","28 Walker Street, , Charlestown, 02129, Massachusetts",-71.067379,42.378634,"-71.067379 42.378634"
"185","Boston: Community Academy","00350518","25 Glen Road","","Jamaica Plain","02130","25 Glen Road, , Jamaica Plain, 02130, Massachusetts",-71.1034659,42.3089352,"-71.1034659 42.3089352"
"186","Boston: Community Academy of Science and Health","00350581","11 Charles Street","","Dorchester","02122","11 Charles Street, , Dorchester, 02122, Massachusetts",-71.0617324,42.3008814,"-71.0617324 42.3008814"
"187","Boston: Curley K-8 School","00350020","493 Centre St.","","Jamaica Plain","02130","493 Centre St., , Jamaica Plain, 02130, Massachusetts",-71.1136132,42.3185498,"-71.1136132 42.3185498"
"188","Boston: Curtis Guild","00350062","195 Leyden Street","","East Boston","02128","195 Leyden Street, , East Boston, 02128, Massachusetts",-71.0042563,42.388678,"-71.0042563 42.388678"
"189","Boston: Dante Alighieri Montessori School","00350066","37 Grove Street","","East Boston","02128","37 Grove Street, , East Boston, 02128, Massachusetts",-71.1612379,42.2680671,"-71.1612379 42.2680671"
"190","Boston: David A Ellis","00350072","302 Walnut Avenue","","Roxbury","02119","302 Walnut Avenue, , Roxbury, 02119, Massachusetts",-71.0922888,42.3169018,"-71.0922888 42.3169018"
"191","Boston: Dearborn","00350074","60 Washington St","","Dorchester","02121","60 Washington St, , Dorchester, 02121, Massachusetts",-71.081162,42.3071524,"-71.081162 42.3071524"
"192","Boston: Dennis C Haley","00350077","570 American Legion Highway","","Roslindale","02131","570 American Legion Highway, , Roslindale, 02131, Massachusetts",-71.107826,42.286377,"-71.107826 42.286377"
"193","Boston: Donald Mckay","00350080","122 Cottage Street","","East Boston","02128","122 Cottage Street, , East Boston, 02128, Massachusetts",-71.0342307,42.3693811,"-71.0342307 42.3693811"
"194","Boston: Dorchester Academy","00350651","11 Charles St","","Dorchester","02125","11 Charles St, , Dorchester, 02125, Massachusetts",-71.0617324,42.3008814,"-71.0617324 42.3008814"
"195","Boston: Dr. Catherine Ellison-Rosa Parks Early Ed School","00350008","108 Babson Street","","Mattapan","02126","108 Babson Street, , Mattapan, 02126, Massachusetts",-71.0916681,42.2718297,"-71.0916681 42.2718297"
"196","Boston: Dr. William Henderson Lower","00350266","1669 Dorchester Avenue","","Dorchester","02122","1669 Dorchester Avenue, , Dorchester, 02122, Massachusetts",-71.0620708,42.2937925,"-71.0620708 42.2937925"
"197","Boston: Dr. William Henderson Upper","00350426","18 Croftland Av","","Dorchester","02124","18 Croftland Av, , Dorchester, 02124, Massachusetts",-71.0697434,42.2809387,"-71.0697434 42.2809387"
"198","Boston: ELC - West Zone","00350006","200 Heath Street","","Jamaica Plain","02130","200 Heath Street, , Jamaica Plain, 02130, Massachusetts",-71.1065523,42.3260086,"-71.1065523 42.3260086"
"199","Boston: East Boston Early Childhood Center","00350009","135 Grove Street","","East Boston","02128","135 Grove Street, , East Boston, 02128, Massachusetts",-71.158292,42.2648987,"-71.158292 42.2648987"
"200","Boston: East Boston High","00350530","86 White Street","","East Boston","02128","86 White Street, , East Boston, 02128, Massachusetts",-71.0350735,42.3810993,"-71.0350735 42.3810993"
"201","Boston: Edison K-8","00350375","60 Glenmont Road","","Brighton","02135","60 Glenmont Road, , Brighton, 02135, Massachusetts",-71.1601978,42.345453,"-71.1601978 42.345453"
"202","Boston: Edward Everett","00350088","71 Pleasant Street","","Dorchester","02125","71 Pleasant Street, , Dorchester, 02125, Massachusetts",-71.059813,42.3136498,"-71.059813 42.3136498"
"203","Boston: Eliot Elementary","00350096","16 Charter Street","","Boston","02113","16 Charter Street, , Boston, 02113, Massachusetts",-71.053403,42.3660903,"-71.053403 42.3660903"
"204","Boston: Ellis Mendell","00350100","164 School Street","","Roxbury","02119","164 School Street, , Roxbury, 02119, Massachusetts",-71.1012237,42.3167306,"-71.1012237 42.3167306"
"205","Boston: Excel High School","00350522","95 G. Street","South Boston Education Complex","South Boston","02127","95 G. Street, South Boston Education Complex, South Boston, 02127, Massachusetts",-71.0349193,42.3364553,"-71.0349193 42.3364553"
"206","Boston: Fenway High School","00350540","67 Alleghany St","","Roxbury","02120","67 Alleghany St, , Roxbury, 02120, Massachusetts",-71.0993011,42.3306688,"-71.0993011 42.3306688"
"207","Boston: Franklin D Roosevelt","00350116","95 Needham Road","","Hyde Park","02136","95 Needham Road, , Hyde Park, 02136, Massachusetts",-71.1241695,42.2430709,"-71.1241695 42.2430709"
"208","Boston: Gardner Pilot Academy","00350326","30 Athol Street","","Allston","02134","30 Athol Street, , Allston, 02134, Massachusetts",-71.1339595,42.360776,"-71.1339595 42.360776"
"209","Boston: George H Conley","00350122","450 Poplar Street","","Roslindale","02131","450 Poplar Street, , Roslindale, 02131, Massachusetts",-71.1273159,42.2746039,"-71.1273159 42.2746039"
"210","Boston: Greater Egleston Community High School","00350543","80 School St","","Roxbury","02119","80 School St, , Roxbury, 02119, Massachusetts",-71.0990903,42.3141995,"-71.0990903 42.3141995"
"211","Boston: Harvard-Kent","00350200","50 Bunker Hill Street","","Charlestown","02129","50 Bunker Hill Street, , Charlestown, 02129, Massachusetts",-71.0577589,42.3766804,"-71.0577589 42.3766804"
"212","Boston: Haynes Early Education Center","00350010","263 Blue Hill Avenue","","Roxbury","02119","263 Blue Hill Avenue, , Roxbury, 02119, Massachusetts",-71.0788918,42.3150654,"-71.0788918 42.3150654"
"213","Boston: Henry Grew","00350135","40 Gordon Avenue","","Hyde Park","02136","40 Gordon Avenue, , Hyde Park, 02136, Massachusetts",-71.1270755,42.2567694,"-71.1270755 42.2567694"
"214","Boston: Higginson","00350015","160 Harrishof Street","","Roxbury","02119","160 Harrishof Street, , Roxbury, 02119, Massachusetts",-71.0915748,42.3176768,"-71.0915748 42.3176768"
"215","Boston: Higginson/Lewis K-8","00350377","131 Walnut Avenue","","Roxbury","02119","131 Walnut Avenue, , Roxbury, 02119, Massachusetts",-71.0865804,42.3205359,"-71.0865804 42.3205359"
"216","Boston: Horace Mann School for the Deaf","00350750","40 Armington Street","","Allston","02134","40 Armington Street, , Allston, 02134, Massachusetts",-71.1377044,42.3519992,"-71.1377044 42.3519992"
"217","Boston: Hugh Roe O'Donnell","00350141","33 Trenton Street","","East Boston","02128","33 Trenton Street, , East Boston, 02128, Massachusetts",-71.0380803,42.3782502,"-71.0380803 42.3782502"
"218","Boston: Jackson Mann","00350013","40 Armington Street","","Allston","02134","40 Armington Street, , Allston, 02134, Massachusetts",-71.1377044,42.3519992,"-71.1377044 42.3519992"
"219","Boston: James Condon Elementary","00350146","200 D Street","","South Boston","02127","200 D Street, , South Boston, 02127, Massachusetts",-71.0525135,42.3381606,"-71.0525135 42.3381606"
"220","Boston: James J Chittick","00350154","154 Ruskindale Road","","Mattapan","02126","154 Ruskindale Road, , Mattapan, 02126, Massachusetts",-71.104443,42.26739,"-71.104443 42.26739"
"221","Boston: James Otis","00350156","218 Marion Street","","East Boston","02128","218 Marion Street, , East Boston, 02128, Massachusetts",-71.033871,42.375254,"-71.033871 42.375254"
"222","Boston: James P Timilty Middle","00350485","205 Roxbury Street","","Roxbury","02119","205 Roxbury Street, , Roxbury, 02119, Massachusetts",-71.0912076,42.3305905,"-71.0912076 42.3305905"
"223","Boston: James W Hennigan","00350153","200 Heath Street","","Jamaica Plain","02130","200 Heath Street, , Jamaica Plain, 02130, Massachusetts",-71.1065523,42.3260086,"-71.1065523 42.3260086"
"224","Boston: Jeremiah E Burke High","00350525","60 Washington Street","","Dorchester","02121","60 Washington Street, , Dorchester, 02121, Massachusetts",-71.081162,42.3071524,"-71.081162 42.3071524"
"225","Boston: John D Philbrick","00350172","40 Philbrick Street","","Roslindale","02131","40 Philbrick Street, , Roslindale, 02131, Massachusetts",-71.1177405,42.2853974,"-71.1177405 42.2853974"
"226","Boston: John F Kennedy","00350166","7 Bolster Street","","Jamaica Plain","02130","7 Bolster Street, , Jamaica Plain, 02130, Massachusetts",-71.1062924,42.3219441,"-71.1062924 42.3219441"
