Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Tyringham,Berkshire County,MA,Tyringham,2008-2012,2010,76442,11290
Tyringham,Berkshire County,MA,Tyringham,2011-2015,2013,77500,5580
Tyringham,Berkshire County,MA,Tyringham,2010-2014,2012,77750,7140
Tyringham,Berkshire County,MA,Tyringham,2012-2016,2014,79375,12676
Tyringham,Berkshire County,MA,Tyringham,2013-2017,2015,86250,21958
Upton,Worcester County,MA,Upton,2012-2016,2014,116250,8319
Upton,Worcester County,MA,Upton,2014-2018,2016,124856,10603
Upton,Worcester County,MA,Upton,2008-2012,2010,115625,21168
Upton,Worcester County,MA,Upton,2007-2011,2009,110083,18621
Upton,Worcester County,MA,Upton,2011-2015,2013,112917,13747
Upton,Worcester County,MA,Upton,2009-2013,2011,105729,11422
Upton,Worcester County,MA,Upton,2006-2010,2008,107950,12426
Upton,Worcester County,MA,Upton,2010-2014,2012,111979,10743
Upton,Worcester County,MA,Upton,2013-2017,2015,119392,8049
Uxbridge,Worcester County,MA,Uxbridge,2013-2017,2015,94656,7293
Uxbridge,Worcester County,MA,Uxbridge,2012-2016,2014,88750,9968
Uxbridge,Worcester County,MA,Uxbridge,2014-2018,2016,101859,6370
Uxbridge,Worcester County,MA,Uxbridge,2007-2011,2009,86912,5764
Uxbridge,Worcester County,MA,Uxbridge,2011-2015,2013,89703,6535
Uxbridge,Worcester County,MA,Uxbridge,2010-2014,2012,86768,8696
Uxbridge,Worcester County,MA,Uxbridge,2008-2012,2010,83194,8072
Uxbridge,Worcester County,MA,Uxbridge,2006-2010,2008,81127,7565
Uxbridge,Worcester County,MA,Uxbridge,2009-2013,2011,84909,9157
Wakefield,Middlesex County,MA,Wakefield,2014-2018,2016,95302,4173
Wakefield,Middlesex County,MA,Wakefield,2009-2013,2011,84011,4554
Wakefield,Middlesex County,MA,Wakefield,2007-2011,2009,85379,7688
Wakefield,Middlesex County,MA,Wakefield,2011-2015,2013,85573,4057
Wakefield,Middlesex County,MA,Wakefield,2006-2010,2008,89246,6815
Wakefield,Middlesex County,MA,Wakefield,2012-2016,2014,90911,5281
Wakefield,Middlesex County,MA,Wakefield,2013-2017,2015,92252,5719
Wakefield,Middlesex County,MA,Wakefield,2010-2014,2012,85156,5694
Wakefield,Middlesex County,MA,Wakefield,2008-2012,2010,85810,4849
Wales,Hampden County,MA,Wales,2012-2016,2014,51351,8809
Wales,Hampden County,MA,Wales,2011-2015,2013,50500,6728
Wales,Hampden County,MA,Wales,2007-2011,2009,60938,7888
Wales,Hampden County,MA,Wales,2013-2017,2015,50625,7233
Wales,Hampden County,MA,Wales,2010-2014,2012,52500,7680
Wales,Hampden County,MA,Wales,2014-2018,2016,54103,8165
Wales,Hampden County,MA,Wales,2009-2013,2011,56302,6873
Wales,Hampden County,MA,Wales,2006-2010,2008,63800,6584
Wales,Hampden County,MA,Wales,2008-2012,2010,61118,9935
Walpole,Norfolk County,MA,Walpole,2006-2010,2008,89697,5136
Walpole,Norfolk County,MA,Walpole,2011-2015,2013,97630,4973
Walpole,Norfolk County,MA,Walpole,2009-2013,2011,92397,5194
Walpole,Norfolk County,MA,Walpole,2014-2018,2016,112897,7475
Walpole,Norfolk County,MA,Walpole,2008-2012,2010,87986,7724
Walpole,Norfolk County,MA,Walpole,2007-2011,2009,90763,6069
Walpole,Norfolk County,MA,Walpole,2012-2016,2014,99102,6073
Walpole,Norfolk County,MA,Walpole,2010-2014,2012,90332,7737
Walpole,Norfolk County,MA,Walpole,2013-2017,2015,107956,6698
Waltham,Middlesex County,MA,Waltham,2014-2018,2016,85677,5912
Waltham,Middlesex County,MA,Waltham,2010-2014,2012,73162,2818
Waltham,Middlesex County,MA,Waltham,2011-2015,2013,75205,4190
Waltham,Middlesex County,MA,Waltham,2013-2017,2015,83249,4169
Waltham,Middlesex County,MA,Waltham,2009-2013,2011,74198,3803
Waltham,Middlesex County,MA,Waltham,2008-2012,2010,72332,2793
Waltham,Middlesex County,MA,Waltham,2006-2010,2008,66346,1820
Waltham,Middlesex County,MA,Waltham,2007-2011,2009,68326,2639
Waltham,Middlesex County,MA,Waltham,2012-2016,2014,82188,3694
Ware,Hampshire County,MA,Ware,2010-2014,2012,49630,6162
Ware,Hampshire County,MA,Ware,2009-2013,2011,50467,4937
Ware,Hampshire County,MA,Ware,2008-2012,2010,52565,5096
Ware,Hampshire County,MA,Ware,2007-2011,2009,50712,6272
Ware,Hampshire County,MA,Ware,2012-2016,2014,49678,5759
Ware,Hampshire County,MA,Ware,2014-2018,2016,51908,5077
Ware,Hampshire County,MA,Ware,2013-2017,2015,50016,4123
Ware,Hampshire County,MA,Ware,2011-2015,2013,47513,5355
Ware,Hampshire County,MA,Ware,2006-2010,2008,51094,6300
Wareham,Plymouth County,MA,Wareham,2008-2012,2010,56281,4175
Wareham,Plymouth County,MA,Wareham,2014-2018,2016,63365,6295
Wareham,Plymouth County,MA,Wareham,2007-2011,2009,52556,4353
Wareham,Plymouth County,MA,Wareham,2011-2015,2013,58728,5921
Wareham,Plymouth County,MA,Wareham,2010-2014,2012,62560,7165
Wareham,Plymouth County,MA,Wareham,2006-2010,2008,54451,3309
Wareham,Plymouth County,MA,Wareham,2009-2013,2011,59186,6560
Wareham,Plymouth County,MA,Wareham,2012-2016,2014,65641,4684
Wareham,Plymouth County,MA,Wareham,2013-2017,2015,65718,5974
Warren,Worcester County,MA,Warren,2012-2016,2014,51882,18230
Warren,Worcester County,MA,Warren,2011-2015,2013,47014,8398
Warren,Worcester County,MA,Warren,2013-2017,2015,68490,21869
Warren,Worcester County,MA,Warren,2010-2014,2012,42538,8207
Warren,Worcester County,MA,Warren,2009-2013,2011,42478,11158
Warren,Worcester County,MA,Warren,2008-2012,2010,42422,14467
Warren,Worcester County,MA,Warren,2007-2011,2009,51188,12426
Warren,Worcester County,MA,Warren,2014-2018,2016,69851,28114
Warren,Worcester County,MA,Warren,2006-2010,2008,55030,9816
Warwick,Franklin County,MA,Warwick,2010-2014,2012,54911,4471
Warwick,Franklin County,MA,Warwick,2012-2016,2014,56838,4319
Warwick,Franklin County,MA,Warwick,2008-2012,2010,59250,10050
Warwick,Franklin County,MA,Warwick,2011-2015,2013,55347,5355
Warwick,Franklin County,MA,Warwick,2007-2011,2009,59531,11631
Warwick,Franklin County,MA,Warwick,2013-2017,2015,57885,7005
Warwick,Franklin County,MA,Warwick,2009-2013,2011,55859,4420
Warwick,Franklin County,MA,Warwick,2014-2018,2016,55417,10095
Warwick,Franklin County,MA,Warwick,2006-2010,2008,67554,26895
Washington,Berkshire County,MA,Washington,2013-2017,2015,86389,11394
Washington,Berkshire County,MA,Washington,2011-2015,2013,72321,7592
Washington,Berkshire County,MA,Washington,2007-2011,2009,69286,6407
Washington,Berkshire County,MA,Washington,2006-2010,2008,68906,6399
Washington,Berkshire County,MA,Washington,2008-2012,2010,71818,6236
Washington,Berkshire County,MA,Washington,2009-2013,2011,70000,13829
Washington,Berkshire County,MA,Washington,2014-2018,2016,82500,20636
Washington,Berkshire County,MA,Washington,2010-2014,2012,69583,10920
Washington,Berkshire County,MA,Washington,2012-2016,2014,76094,14192
Watertown,Middlesex County,MA,Watertown,2012-2016,2014,92050,4349
Watertown,Middlesex County,MA,Watertown,2014-2018,2016,97929,6639
Watertown,Middlesex County,MA,Watertown,2011-2015,2013,87409,4273
Watertown,Middlesex County,MA,Watertown,2010-2014,2012,86461,3325
Watertown,Middlesex County,MA,Watertown,2013-2017,2015,93171,4698
Watertown,Middlesex County,MA,Watertown,2007-2011,2009,76718,3372
Watertown,Middlesex County,MA,Watertown,2009-2013,2011,87401,3427
Watertown,Middlesex County,MA,Watertown,2008-2012,2010,83053,5339
Watertown,Middlesex County,MA,Watertown,2006-2010,2008,74081,3673
Wayland,Middlesex County,MA,Wayland,2012-2016,2014,157500,13145
Wayland,Middlesex County,MA,Wayland,2011-2015,2013,145266,12820
Wayland,Middlesex County,MA,Wayland,2008-2012,2010,124702,8852
Wayland,Middlesex County,MA,Wayland,2010-2014,2012,142306,13767
Wayland,Middlesex County,MA,Wayland,2014-2018,2016,174330,11150
Wayland,Middlesex County,MA,Wayland,2013-2017,2015,166893,12088
Wayland,Middlesex County,MA,Wayland,2007-2011,2009,125076,13032
Wayland,Middlesex County,MA,Wayland,2009-2013,2011,130746,11204
Wayland,Middlesex County,MA,Wayland,2006-2010,2008,129805,8275
Webster,Worcester County,MA,Webster,2009-2013,2011,47885,4873
Webster,Worcester County,MA,Webster,2011-2015,2013,48057,4467
Webster,Worcester County,MA,Webster,2014-2018,2016,57924,7480
Webster,Worcester County,MA,Webster,2013-2017,2015,52107,3984
Webster,Worcester County,MA,Webster,2012-2016,2014,51229,3364
Webster,Worcester County,MA,Webster,2010-2014,2012,48650,5041
Webster,Worcester County,MA,Webster,2007-2011,2009,49621,3354
Webster,Worcester County,MA,Webster,2006-2010,2008,48640,3836
Webster,Worcester County,MA,Webster,2008-2012,2010,48822,3489
Wellesley,Norfolk County,MA,Wellesley,2013-2017,2015,176852,14882
Wellesley,Norfolk County,MA,Wellesley,2006-2010,2008,139784,12389
Wellesley,Norfolk County,MA,Wellesley,2012-2016,2014,171719,12014
Wellesley,Norfolk County,MA,Wellesley,2010-2014,2012,159615,6363
Wellesley,Norfolk County,MA,Wellesley,2009-2013,2011,159167,6442
Wellesley,Norfolk County,MA,Wellesley,2008-2012,2010,155000,7280
Wellesley,Norfolk County,MA,Wellesley,2014-2018,2016,188908,7736
Wellesley,Norfolk County,MA,Wellesley,2007-2011,2009,145208,10569
Wellesley,Norfolk County,MA,Wellesley,2011-2015,2013,163454,11961
Wellfleet,Barnstable County,MA,Wellfleet,2007-2011,2009,59234,11997
Wellfleet,Barnstable County,MA,Wellfleet,2013-2017,2015,59042,13567
Wellfleet,Barnstable County,MA,Wellfleet,2012-2016,2014,48452,13113
Wellfleet,Barnstable County,MA,Wellfleet,2011-2015,2013,45735,6198
Wellfleet,Barnstable County,MA,Wellfleet,2014-2018,2016,69267,7140
Wellfleet,Barnstable County,MA,Wellfleet,2010-2014,2012,45746,8238
Wellfleet,Barnstable County,MA,Wellfleet,2009-2013,2011,47166,14200
Wellfleet,Barnstable County,MA,Wellfleet,2006-2010,2008,66109,11570
Wellfleet,Barnstable County,MA,Wellfleet,2008-2012,2010,54959,12883
Wendell,Franklin County,MA,Wendell,2009-2013,2011,48000,11291
Wendell,Franklin County,MA,Wendell,2007-2011,2009,56750,12414
Wendell,Franklin County,MA,Wendell,2013-2017,2015,42750,9665
Wendell,Franklin County,MA,Wendell,2011-2015,2013,43854,6771
Wendell,Franklin County,MA,Wendell,2012-2016,2014,43036,5995
Wendell,Franklin County,MA,Wendell,2008-2012,2010,53594,14726
Wendell,Franklin County,MA,Wendell,2010-2014,2012,38636,7819
Wendell,Franklin County,MA,Wendell,2014-2018,2016,44531,13774
Wendell,Franklin County,MA,Wendell,2006-2010,2008,59500,10245
Wenham,Essex County,MA,Wenham,2010-2014,2012,116875,19086
Wenham,Essex County,MA,Wenham,2012-2016,2014,99375,17329
Wenham,Essex County,MA,Wenham,2008-2012,2010,143182,12243
Wenham,Essex County,MA,Wenham,2013-2017,2015,96979,9914
Wenham,Essex County,MA,Wenham,2014-2018,2016,109712,24147
Wenham,Essex County,MA,Wenham,2007-2011,2009,139856,10955
Wenham,Essex County,MA,Wenham,2009-2013,2011,127606,13624
Wenham,Essex County,MA,Wenham,2006-2010,2008,132697,16179
Wenham,Essex County,MA,Wenham,2011-2015,2013,109250,21104
West Boylston,Worcester County,MA,West Boylston,2013-2017,2015,73320,6570
West Boylston,Worcester County,MA,West Boylston,2008-2012,2010,75250,9641
West Boylston,Worcester County,MA,West Boylston,2007-2011,2009,73600,11357
West Boylston,Worcester County,MA,West Boylston,2012-2016,2014,74005,3970
West Boylston,Worcester County,MA,West Boylston,2011-2015,2013,68673,4591
West Boylston,Worcester County,MA,West Boylston,2010-2014,2012,73365,4683
West Boylston,Worcester County,MA,West Boylston,2006-2010,2008,79906,7183
West Boylston,Worcester County,MA,West Boylston,2009-2013,2011,72026,7328
West Boylston,Worcester County,MA,West Boylston,2014-2018,2016,78313,15779
West Bridgewater,Plymouth County,MA,West Bridgewater,2008-2012,2010,78207,9038
West Bridgewater,Plymouth County,MA,West Bridgewater,2007-2011,2009,80729,7435
West Bridgewater,Plymouth County,MA,West Bridgewater,2006-2010,2008,76277,9663
West Bridgewater,Plymouth County,MA,West Bridgewater,2014-2018,2016,86806,11589
West Bridgewater,Plymouth County,MA,West Bridgewater,2011-2015,2013,81119,6747
West Bridgewater,Plymouth County,MA,West Bridgewater,2009-2013,2011,80347,11450
West Bridgewater,Plymouth County,MA,West Bridgewater,2013-2017,2015,85368,13920
West Bridgewater,Plymouth County,MA,West Bridgewater,2010-2014,2012,81573,10006
West Bridgewater,Plymouth County,MA,West Bridgewater,2012-2016,2014,80709,4548
West Brookfield,Worcester County,MA,West Brookfield,2012-2016,2014,62969,10907
West Brookfield,Worcester County,MA,West Brookfield,2013-2017,2015,67121,8362
West Brookfield,Worcester County,MA,West Brookfield,2006-2010,2008,61319,7062
West Brookfield,Worcester County,MA,West Brookfield,2010-2014,2012,57381,16405
West Brookfield,Worcester County,MA,West Brookfield,2009-2013,2011,63667,14107
West Brookfield,Worcester County,MA,West Brookfield,2011-2015,2013,64375,13665
West Brookfield,Worcester County,MA,West Brookfield,2007-2011,2009,62685,9238
West Brookfield,Worcester County,MA,West Brookfield,2008-2012,2010,66414,12648
West Brookfield,Worcester County,MA,West Brookfield,2014-2018,2016,72931,8695
West Newbury,Essex County,MA,West Newbury,2008-2012,2010,112569,34429
West Newbury,Essex County,MA,West Newbury,2013-2017,2015,135882,20908
West Newbury,Essex County,MA,West Newbury,2009-2013,2011,111652,24224
West Newbury,Essex County,MA,West Newbury,2014-2018,2016,138403,28870
West Newbury,Essex County,MA,West Newbury,2007-2011,2009,104931,24024
West Newbury,Essex County,MA,West Newbury,2010-2014,2012,122969,15691
West Newbury,Essex County,MA,West Newbury,2006-2010,2008,111739,19491
West Newbury,Essex County,MA,West Newbury,2011-2015,2013,131167,13227
West Newbury,Essex County,MA,West Newbury,2012-2016,2014,138947,17985
West Springfield,Hampden County,MA,West Springfield,2014-2018,2016,51472,4166
West Springfield,Hampden County,MA,West Springfield,2013-2017,2015,51735,3746
West Springfield,Hampden County,MA,West Springfield,2012-2016,2014,50649,4263
West Springfield,Hampden County,MA,West Springfield,2006-2010,2008,51358,3442
West Springfield,Hampden County,MA,West Springfield,2010-2014,2012,52806,4545
West Springfield,Hampden County,MA,West Springfield,2011-2015,2013,54585,4213
West Springfield,Hampden County,MA,West Springfield,2008-2012,2010,54434,4353
West Springfield,Hampden County,MA,West Springfield,2009-2013,2011,54126,3695
West Springfield,Hampden County,MA,West Springfield,2007-2011,2009,54251,4293
West Stockbridge,Berkshire County,MA,West Stockbridge,2006-2010,2008,68750,10555
West Stockbridge,Berkshire County,MA,West Stockbridge,2011-2015,2013,72500,14528
West Stockbridge,Berkshire County,MA,West Stockbridge,2014-2018,2016,75982,7971
West Stockbridge,Berkshire County,MA,West Stockbridge,2007-2011,2009,75543,17875
West Stockbridge,Berkshire County,MA,West Stockbridge,2013-2017,2015,76518,10721
West Stockbridge,Berkshire County,MA,West Stockbridge,2010-2014,2012,65455,15421
West Stockbridge,Berkshire County,MA,West Stockbridge,2009-2013,2011,64038,26213
West Stockbridge,Berkshire County,MA,West Stockbridge,2012-2016,2014,69167,11793
West Stockbridge,Berkshire County,MA,West Stockbridge,2008-2012,2010,72500,22544
West Tisbury,Dukes County,MA,West Tisbury,2014-2018,2016,94306,15031
West Tisbury,Dukes County,MA,West Tisbury,2011-2015,2013,75000,5719
West Tisbury,Dukes County,MA,West Tisbury,2010-2014,2012,73843,7437
West Tisbury,Dukes County,MA,West Tisbury,2012-2016,2014,85469,18543
West Tisbury,Dukes County,MA,West Tisbury,2009-2013,2011,70963,6789
West Tisbury,Dukes County,MA,West Tisbury,2006-2010,2008,71667,10561
West Tisbury,Dukes County,MA,West Tisbury,2008-2012,2010,70646,5218
West Tisbury,Dukes County,MA,West Tisbury,2013-2017,2015,92188,18717
West Tisbury,Dukes County,MA,West Tisbury,2007-2011,2009,75759,10410
Westborough,Worcester County,MA,Westborough,2008-2012,2010,97535,9968
Westborough,Worcester County,MA,Westborough,2010-2014,2012,100552,8405
Westborough,Worcester County,MA,Westborough,2013-2017,2015,107604,9245
Westborough,Worcester County,MA,Westborough,2009-2013,2011,100905,6728
Westborough,Worcester County,MA,Westborough,2014-2018,2016,108767,9930
Westborough,Worcester County,MA,Westborough,2011-2015,2013,101467,6793
Westborough,Worcester County,MA,Westborough,2007-2011,2009,99394,10804
Westborough,Worcester County,MA,Westborough,2012-2016,2014,106915,7354
Westborough,Worcester County,MA,Westborough,2006-2010,2008,96069,7306
Westfield,Hampden County,MA,Westfield,2010-2014,2012,60845,2750
Westfield,Hampden County,MA,Westfield,2012-2016,2014,62969,3753
Westfield,Hampden County,MA,Westfield,2011-2015,2013,61053,4072
Westfield,Hampden County,MA,Westfield,2009-2013,2011,59581,3115
Westfield,Hampden County,MA,Westfield,2013-2017,2015,62212,3495
Westfield,Hampden County,MA,Westfield,2014-2018,2016,63660,4228
Westfield,Hampden County,MA,Westfield,2006-2010,2008,51620,2377
Westfield,Hampden County,MA,Westfield,2008-2012,2010,57018,3230
Westfield,Hampden County,MA,Westfield,2007-2011,2009,53772,2632
Westford,Middlesex County,MA,Westford,2013-2017,2015,138006,8753
Westford,Middlesex County,MA,Westford,2011-2015,2013,121591,8853
Westford,Middlesex County,MA,Westford,2006-2010,2008,121168,4916
Westford,Middlesex County,MA,Westford,2010-2014,2012,125143,10132
Westford,Middlesex County,MA,Westford,2014-2018,2016,141173,7794
Westford,Middlesex County,MA,Westford,2007-2011,2009,119511,9286
Westford,Middlesex County,MA,Westford,2008-2012,2010,121136,8355
Westford,Middlesex County,MA,Westford,2009-2013,2011,124464,9305
Westford,Middlesex County,MA,Westford,2012-2016,2014,130739,10983
Westhampton,Hampshire County,MA,Westhampton,2009-2013,2011,77875,6395
Westhampton,Hampshire County,MA,Westhampton,2011-2015,2013,81635,3991
Westhampton,Hampshire County,MA,Westhampton,2007-2011,2009,82759,5988
Westhampton,Hampshire County,MA,Westhampton,2008-2012,2010,81094,6689
Westhampton,Hampshire County,MA,Westhampton,2010-2014,2012,79583,5637
Westhampton,Hampshire County,MA,Westhampton,2014-2018,2016,89545,9233
Westhampton,Hampshire County,MA,Westhampton,2006-2010,2008,81419,4419
Westhampton,Hampshire County,MA,Westhampton,2013-2017,2015,86591,6008
Westhampton,Hampshire County,MA,Westhampton,2012-2016,2014,82788,7264
Westminster,Worcester County,MA,Westminster,2013-2017,2015,100071,12561
Westminster,Worcester County,MA,Westminster,2010-2014,2012,87273,12409
Westminster,Worcester County,MA,Westminster,2012-2016,2014,96953,8297
Westminster,Worcester County,MA,Westminster,2011-2015,2013,88902,9589
Westminster,Worcester County,MA,Westminster,2014-2018,2016,98714,7277
Westminster,Worcester County,MA,Westminster,2007-2011,2009,78632,7581
Westminster,Worcester County,MA,Westminster,2006-2010,2008,79073,12143
Westminster,Worcester County,MA,Westminster,2008-2012,2010,80294,8107
Westminster,Worcester County,MA,Westminster,2009-2013,2011,83840,9447
Weston,Middlesex County,MA,Weston,2013-2017,2015,196651,29148
Weston,Middlesex County,MA,Weston,2010-2014,2012,201200,24700
Weston,Middlesex County,MA,Weston,2012-2016,2014,191744,13685
Weston,Middlesex County,MA,Weston,2006-2010,2008,148512,23364
Weston,Middlesex County,MA,Weston,2008-2012,2010,176875,30366
Weston,Middlesex County,MA,Weston,2014-2018,2016,181667,23620
Weston,Middlesex County,MA,Weston,2007-2011,2009,180815,23660
Weston,Middlesex County,MA,Weston,2009-2013,2011,192563,29007
Weston,Middlesex County,MA,Weston,2011-2015,2013,199519,28985
Westport,Bristol County,MA,Westport,2008-2012,2010,76614,6507
Westport,Bristol County,MA,Westport,2014-2018,2016,80015,7519
Westport,Bristol County,MA,Westport,2012-2016,2014,79905,5065
Westport,Bristol County,MA,Westport,2013-2017,2015,80176,4056
Westport,Bristol County,MA,Westport,2010-2014,2012,80840,4603
Westport,Bristol County,MA,Westport,2009-2013,2011,78013,5080
Westport,Bristol County,MA,Westport,2007-2011,2009,73736,6066
Westport,Bristol County,MA,Westport,2006-2010,2008,68713,9172
Westport,Bristol County,MA,Westport,2011-2015,2013,79841,4140
Westwood,Norfolk County,MA,Westwood,2009-2013,2011,128984,14569
Westwood,Norfolk County,MA,Westwood,2011-2015,2013,135884,17505
Westwood,Norfolk County,MA,Westwood,2007-2011,2009,120078,11809
Westwood,Norfolk County,MA,Westwood,2012-2016,2014,140355,16254
Westwood,Norfolk County,MA,Westwood,2006-2010,2008,114250,10773
Westwood,Norfolk County,MA,Westwood,2008-2012,2010,130824,12451
