Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Bernardston,Franklin County,MA,Bernardston,2009-2013,2011,53750,12744
Bernardston,Franklin County,MA,Bernardston,2011-2015,2013,61103,4814
Bernardston,Franklin County,MA,Bernardston,2014-2018,2016,64940,5062
Bernardston,Franklin County,MA,Bernardston,2010-2014,2012,59167,10351
Beverly,Essex County,MA,Beverly,2010-2014,2012,73980,2875
Beverly,Essex County,MA,Beverly,2012-2016,2014,73839,3871
Beverly,Essex County,MA,Beverly,2008-2012,2010,67958,4601
Beverly,Essex County,MA,Beverly,2009-2013,2011,70563,5419
Beverly,Essex County,MA,Beverly,2007-2011,2009,67733,3971
Beverly,Essex County,MA,Beverly,2014-2018,2016,79483,4264
Beverly,Essex County,MA,Beverly,2006-2010,2008,66671,4601
Beverly,Essex County,MA,Beverly,2013-2017,2015,77893,4058
Beverly,Essex County,MA,Beverly,2011-2015,2013,72837,3580
Billerica,Middlesex County,MA,Billerica,2008-2012,2010,89957,4327
Billerica,Middlesex County,MA,Billerica,2013-2017,2015,99453,5218
Billerica,Middlesex County,MA,Billerica,2007-2011,2009,88531,3745
Billerica,Middlesex County,MA,Billerica,2012-2016,2014,100484,4887
Billerica,Middlesex County,MA,Billerica,2010-2014,2012,93761,4922
Billerica,Middlesex County,MA,Billerica,2011-2015,2013,96316,5533
Billerica,Middlesex County,MA,Billerica,2009-2013,2011,88296,4332
Billerica,Middlesex County,MA,Billerica,2006-2010,2008,87073,4069
Billerica,Middlesex County,MA,Billerica,2014-2018,2016,103129,3280
Blackstone,Worcester County,MA,Blackstone,2009-2013,2011,74294,4992
Blackstone,Worcester County,MA,Blackstone,2010-2014,2012,72699,4987
Blackstone,Worcester County,MA,Blackstone,2012-2016,2014,75544,4626
Blackstone,Worcester County,MA,Blackstone,2011-2015,2013,73679,3706
Blackstone,Worcester County,MA,Blackstone,2007-2011,2009,73586,5103
Blackstone,Worcester County,MA,Blackstone,2006-2010,2008,71875,5432
Blackstone,Worcester County,MA,Blackstone,2014-2018,2016,86513,12640
Blackstone,Worcester County,MA,Blackstone,2008-2012,2010,74042,5905
Blackstone,Worcester County,MA,Blackstone,2013-2017,2015,80260,6544
Blandford,Hampden County,MA,Blandford,2012-2016,2014,67000,7974
Blandford,Hampden County,MA,Blandford,2007-2011,2009,78875,5882
Blandford,Hampden County,MA,Blandford,2013-2017,2015,62875,8015
Blandford,Hampden County,MA,Blandford,2009-2013,2011,72273,10422
Blandford,Hampden County,MA,Blandford,2006-2010,2008,72188,8138
Blandford,Hampden County,MA,Blandford,2011-2015,2013,71458,8603
Blandford,Hampden County,MA,Blandford,2010-2014,2012,72361,8108
Blandford,Hampden County,MA,Blandford,2008-2012,2010,78750,5378
Blandford,Hampden County,MA,Blandford,2014-2018,2016,75250,12715
Bolton,Worcester County,MA,Bolton,2006-2010,2008,125741,8851
Bolton,Worcester County,MA,Bolton,2014-2018,2016,155093,17417
Bolton,Worcester County,MA,Bolton,2008-2012,2010,140439,8982
Bolton,Worcester County,MA,Bolton,2007-2011,2009,137120,13008
Bolton,Worcester County,MA,Bolton,2009-2013,2011,146029,9344
Bolton,Worcester County,MA,Bolton,2011-2015,2013,147446,9826
Bolton,Worcester County,MA,Bolton,2012-2016,2014,151023,10723
Bolton,Worcester County,MA,Bolton,2010-2014,2012,144461,9318
Bolton,Worcester County,MA,Bolton,2013-2017,2015,151618,10527
Boston,Suffolk County,MA,Boston,2013-2017,2015,62021,803
Boston,Suffolk County,MA,Boston,2011-2015,2013,55777,1049
Boston,Suffolk County,MA,Boston,2014-2018,2016,65883,1059
Boston,Suffolk County,MA,Boston,2010-2014,2012,54485,930
Boston,Suffolk County,MA,Boston,2009-2013,2011,53601,991
Boston,Suffolk County,MA,Boston,2007-2011,2009,51739,846
Boston,Suffolk County,MA,Boston,2012-2016,2014,58516,1125
Boston,Suffolk County,MA,Boston,2008-2012,2010,53136,700
Boston,Suffolk County,MA,Boston,2006-2010,2008,50684,889
Bourne,Barnstable County,MA,Bourne,2014-2018,2016,74668,3916
Bourne,Barnstable County,MA,Bourne,2011-2015,2013,69157,4622
Bourne,Barnstable County,MA,Bourne,2012-2016,2014,70304,4293
Bourne,Barnstable County,MA,Bourne,2013-2017,2015,73000,4953
Bourne,Barnstable County,MA,Bourne,2006-2010,2008,61418,3118
Bourne,Barnstable County,MA,Bourne,2007-2011,2009,62531,5595
Bourne,Barnstable County,MA,Bourne,2010-2014,2012,63664,7217
Bourne,Barnstable County,MA,Bourne,2009-2013,2011,62216,6479
Bourne,Barnstable County,MA,Bourne,2008-2012,2010,61312,5498
Boxborough,Middlesex County,MA,Boxborough,2014-2018,2016,108207,15005
Boxborough,Middlesex County,MA,Boxborough,2007-2011,2009,103918,14094
Boxborough,Middlesex County,MA,Boxborough,2008-2012,2010,106597,12778
Boxborough,Middlesex County,MA,Boxborough,2010-2014,2012,103996,8044
Boxborough,Middlesex County,MA,Boxborough,2011-2015,2013,102699,8227
Boxborough,Middlesex County,MA,Boxborough,2012-2016,2014,103556,7549
Boxborough,Middlesex County,MA,Boxborough,2009-2013,2011,101502,5922
Boxborough,Middlesex County,MA,Boxborough,2013-2017,2015,101077,7442
Boxborough,Middlesex County,MA,Boxborough,2006-2010,2008,102222,11828
Boxford,Essex County,MA,Boxford,2013-2017,2015,155034,30630
Boxford,Essex County,MA,Boxford,2014-2018,2016,174340,25695
Boxford,Essex County,MA,Boxford,2010-2014,2012,127813,20737
Boxford,Essex County,MA,Boxford,2007-2011,2009,137159,22300
Boxford,Essex County,MA,Boxford,2011-2015,2013,140268,28246
Boxford,Essex County,MA,Boxford,2012-2016,2014,153578,30387
Boxford,Essex County,MA,Boxford,2006-2010,2008,143045,25757
Boxford,Essex County,MA,Boxford,2008-2012,2010,134263,23886
Boxford,Essex County,MA,Boxford,2009-2013,2011,125833,16803
Boylston,Worcester County,MA,Boylston,2014-2018,2016,98520,8479
Boylston,Worcester County,MA,Boylston,2008-2012,2010,94676,13431
Boylston,Worcester County,MA,Boylston,2006-2010,2008,88214,9344
Boylston,Worcester County,MA,Boylston,2012-2016,2014,93197,9198
Boylston,Worcester County,MA,Boylston,2007-2011,2009,91734,8226
Boylston,Worcester County,MA,Boylston,2010-2014,2012,102422,11981
Boylston,Worcester County,MA,Boylston,2011-2015,2013,102905,11717
Boylston,Worcester County,MA,Boylston,2009-2013,2011,97938,12820
Boylston,Worcester County,MA,Boylston,2013-2017,2015,97074,12278
Braintree,Norfolk County,MA,Braintree,2012-2016,2014,85863,4364
Braintree,Norfolk County,MA,Braintree,2011-2015,2013,84776,4318
Braintree,Norfolk County,MA,Braintree,2013-2017,2015,88993,3309
Braintree,Norfolk County,MA,Braintree,2014-2018,2016,94945,5125
Braintree,Norfolk County,MA,Braintree,2010-2014,2012,87500,5531
Braintree,Norfolk County,MA,Braintree,2008-2012,2010,85208,4806
Braintree,Norfolk County,MA,Braintree,2007-2011,2009,83710,3311
Braintree,Norfolk County,MA,Braintree,2006-2010,2008,81146,2267
Braintree,Norfolk County,MA,Braintree,2009-2013,2011,81844,4512
Brewster,Barnstable County,MA,Brewster,2006-2010,2008,58374,3907
Brewster,Barnstable County,MA,Brewster,2012-2016,2014,67340,5143
Brewster,Barnstable County,MA,Brewster,2011-2015,2013,66220,4104
Brewster,Barnstable County,MA,Brewster,2010-2014,2012,66306,8544
Brewster,Barnstable County,MA,Brewster,2013-2017,2015,69479,7209
Brewster,Barnstable County,MA,Brewster,2007-2011,2009,59321,6797
Brewster,Barnstable County,MA,Brewster,2014-2018,2016,73765,7203
Brewster,Barnstable County,MA,Brewster,2009-2013,2011,60515,7489
Brewster,Barnstable County,MA,Brewster,2008-2012,2010,63922,7059
Bridgewater,Plymouth County,MA,Bridgewater,2011-2015,2013,84697,5850
Bridgewater,Plymouth County,MA,Bridgewater,2014-2018,2016,92289,6927
Bridgewater,Plymouth County,MA,Bridgewater,2010-2014,2012,88481,6713
Bridgewater,Plymouth County,MA,Bridgewater,2007-2011,2009,88697,3901
Bridgewater,Plymouth County,MA,Bridgewater,2012-2016,2014,85992,7361
Bridgewater,Plymouth County,MA,Bridgewater,2013-2017,2015,88640,6105
Bridgewater,Plymouth County,MA,Bridgewater,2009-2013,2011,87015,6851
Bridgewater,Plymouth County,MA,Bridgewater,2008-2012,2010,90722,3193
Bridgewater,Plymouth County,MA,Bridgewater,2006-2010,2008,86002,3607
Brimfield,Hampden County,MA,Brimfield,2009-2013,2011,81196,22576
Brimfield,Hampden County,MA,Brimfield,2006-2010,2008,75625,9859
Brimfield,Hampden County,MA,Brimfield,2007-2011,2009,78380,13227
Brimfield,Hampden County,MA,Brimfield,2014-2018,2016,84471,14677
Brimfield,Hampden County,MA,Brimfield,2012-2016,2014,83273,17084
Brimfield,Hampden County,MA,Brimfield,2011-2015,2013,87961,9189
Brimfield,Hampden County,MA,Brimfield,2010-2014,2012,82365,18054
Brimfield,Hampden County,MA,Brimfield,2013-2017,2015,86523,8493
Brimfield,Hampden County,MA,Brimfield,2008-2012,2010,79891,16479
Brockton,Plymouth County,MA,Brockton,2011-2015,2013,47557,2213
Brockton,Plymouth County,MA,Brockton,2010-2014,2012,48569,1801
Brockton,Plymouth County,MA,Brockton,2014-2018,2016,55140,3021
Brockton,Plymouth County,MA,Brockton,2012-2016,2014,49956,1833
Brockton,Plymouth County,MA,Brockton,2008-2012,2010,49459,1857
Brockton,Plymouth County,MA,Brockton,2007-2011,2009,49848,1876
Brockton,Plymouth County,MA,Brockton,2009-2013,2011,49025,1842
Brockton,Plymouth County,MA,Brockton,2006-2010,2008,49913,2294
Brockton,Plymouth County,MA,Brockton,2013-2017,2015,52393,1827
Brookfield,Worcester County,MA,Brookfield,2012-2016,2014,63906,11544
Brookfield,Worcester County,MA,Brookfield,2006-2010,2008,60189,6723
Brookfield,Worcester County,MA,Brookfield,2010-2014,2012,63889,6712
Brookfield,Worcester County,MA,Brookfield,2008-2012,2010,62209,5440
Brookfield,Worcester County,MA,Brookfield,2009-2013,2011,61800,4965
Brookfield,Worcester County,MA,Brookfield,2013-2017,2015,64219,12424
Brookfield,Worcester County,MA,Brookfield,2011-2015,2013,63920,7357
Brookfield,Worcester County,MA,Brookfield,2007-2011,2009,62390,7161
Brookfield,Worcester County,MA,Brookfield,2014-2018,2016,68125,11348
Brookline,Norfolk County,MA,Brookline,2012-2016,2014,102175,5035
Brookline,Norfolk County,MA,Brookline,2011-2015,2013,95518,6066
Brookline,Norfolk County,MA,Brookline,2010-2014,2012,93640,3802
Brookline,Norfolk County,MA,Brookline,2013-2017,2015,111289,4643
Brookline,Norfolk County,MA,Brookline,2008-2012,2010,95471,5354
Brookline,Norfolk County,MA,Brookline,2007-2011,2009,97250,5606
Brookline,Norfolk County,MA,Brookline,2009-2013,2011,96488,5842
Brookline,Norfolk County,MA,Brookline,2006-2010,2008,95448,5181
Brookline,Norfolk County,MA,Brookline,2014-2018,2016,113515,5309
Buckland,Franklin County,MA,Buckland,2007-2011,2009,61750,10038
Buckland,Franklin County,MA,Buckland,2006-2010,2008,49485,14139
Buckland,Franklin County,MA,Buckland,2012-2016,2014,50407,6134
Buckland,Franklin County,MA,Buckland,2009-2013,2011,49760,7141
Buckland,Franklin County,MA,Buckland,2010-2014,2012,52356,23106
Buckland,Franklin County,MA,Buckland,2014-2018,2016,53716,5371
Buckland,Franklin County,MA,Buckland,2008-2012,2010,51000,14955
Buckland,Franklin County,MA,Buckland,2013-2017,2015,50899,3834
Buckland,Franklin County,MA,Buckland,2011-2015,2013,56875,26198
Burlington,Middlesex County,MA,Burlington,2009-2013,2011,94804,6545
Burlington,Middlesex County,MA,Burlington,2008-2012,2010,92791,8133
Burlington,Middlesex County,MA,Burlington,2010-2014,2012,95465,6949
Burlington,Middlesex County,MA,Burlington,2014-2018,2016,105443,12567
Burlington,Middlesex County,MA,Burlington,2013-2017,2015,99254,8728
Burlington,Middlesex County,MA,Burlington,2012-2016,2014,92141,4821
Burlington,Middlesex County,MA,Burlington,2006-2010,2008,90341,8098
Burlington,Middlesex County,MA,Burlington,2011-2015,2013,94518,4916
Burlington,Middlesex County,MA,Burlington,2007-2011,2009,92236,8279
Cambridge,Middlesex County,MA,Cambridge,2010-2014,2012,75909,2598
Cambridge,Middlesex County,MA,Cambridge,2008-2012,2010,72225,2402
Cambridge,Middlesex County,MA,Cambridge,2012-2016,2014,83122,3420
Cambridge,Middlesex County,MA,Cambridge,2009-2013,2011,72529,2774
Cambridge,Middlesex County,MA,Cambridge,2006-2010,2008,64865,2300
Cambridge,Middlesex County,MA,Cambridge,2007-2011,2009,69017,2758
Cambridge,Middlesex County,MA,Cambridge,2011-2015,2013,79416,3065
Cambridge,Middlesex County,MA,Cambridge,2013-2017,2015,89145,3825
Cambridge,Middlesex County,MA,Cambridge,2014-2018,2016,95404,2915
Canton,Norfolk County,MA,Canton,2011-2015,2013,95045,8689
Canton,Norfolk County,MA,Canton,2009-2013,2011,89900,5786
Canton,Norfolk County,MA,Canton,2014-2018,2016,105371,4823
Canton,Norfolk County,MA,Canton,2010-2014,2012,90878,6603
Canton,Norfolk County,MA,Canton,2006-2010,2008,89705,4739
Canton,Norfolk County,MA,Canton,2012-2016,2014,93672,6439
Canton,Norfolk County,MA,Canton,2007-2011,2009,90951,5690
Canton,Norfolk County,MA,Canton,2013-2017,2015,96583,8758
Canton,Norfolk County,MA,Canton,2008-2012,2010,90259,5102
Carlisle,Middlesex County,MA,Carlisle,2008-2012,2010,160000,16657
Carlisle,Middlesex County,MA,Carlisle,2011-2015,2013,166111,25536
Carlisle,Middlesex County,MA,Carlisle,2013-2017,2015,170703,26039
Carlisle,Middlesex County,MA,Carlisle,2010-2014,2012,157500,17658
Carlisle,Middlesex County,MA,Carlisle,2007-2011,2009,159063,19239
Carlisle,Middlesex County,MA,Carlisle,2006-2010,2008,155000,18244
Carlisle,Middlesex County,MA,Carlisle,2009-2013,2011,160034,20771
Carlisle,Middlesex County,MA,Carlisle,2014-2018,2016,171625,30952
Carlisle,Middlesex County,MA,Carlisle,2012-2016,2014,167400,26684
Carver,Plymouth County,MA,Carver,2011-2015,2013,74375,6610
Carver,Plymouth County,MA,Carver,2007-2011,2009,70608,8121
Carver,Plymouth County,MA,Carver,2013-2017,2015,73904,8846
Carver,Plymouth County,MA,Carver,2010-2014,2012,72804,8026
Carver,Plymouth County,MA,Carver,2009-2013,2011,72161,10430
Carver,Plymouth County,MA,Carver,2014-2018,2016,66406,8123
Carver,Plymouth County,MA,Carver,2012-2016,2014,75260,5156
Carver,Plymouth County,MA,Carver,2006-2010,2008,71112,5193
Carver,Plymouth County,MA,Carver,2008-2012,2010,67963,9072
Charlemont,Franklin County,MA,Charlemont,2006-2010,2008,59063,17548
Charlemont,Franklin County,MA,Charlemont,2013-2017,2015,53333,7432
Charlemont,Franklin County,MA,Charlemont,2011-2015,2013,53750,4962
Charlemont,Franklin County,MA,Charlemont,2014-2018,2016,57159,10527
Charlemont,Franklin County,MA,Charlemont,2007-2011,2009,53281,10836
Charlemont,Franklin County,MA,Charlemont,2009-2013,2011,50329,5290
Charlemont,Franklin County,MA,Charlemont,2012-2016,2014,50625,10565
Charlemont,Franklin County,MA,Charlemont,2008-2012,2010,52222,7721
Charlemont,Franklin County,MA,Charlemont,2010-2014,2012,49000,9749
Charlton,Worcester County,MA,Charlton,2012-2016,2014,92227,7276
Charlton,Worcester County,MA,Charlton,2014-2018,2016,97805,8924
Charlton,Worcester County,MA,Charlton,2009-2013,2011,93963,5073
Charlton,Worcester County,MA,Charlton,2013-2017,2015,93921,6727
Charlton,Worcester County,MA,Charlton,2007-2011,2009,91653,5637
Charlton,Worcester County,MA,Charlton,2010-2014,2012,91287,6997
Charlton,Worcester County,MA,Charlton,2008-2012,2010,95058,4567
Charlton,Worcester County,MA,Charlton,2011-2015,2013,87294,6044
Charlton,Worcester County,MA,Charlton,2006-2010,2008,87758,5690
Chatham,Barnstable County,MA,Chatham,2006-2010,2008,65990,4077
Chatham,Barnstable County,MA,Chatham,2007-2011,2009,69325,7596
Chatham,Barnstable County,MA,Chatham,2014-2018,2016,77878,13454
Chatham,Barnstable County,MA,Chatham,2012-2016,2014,65750,7737
Chatham,Barnstable County,MA,Chatham,2008-2012,2010,66853,6340
Chatham,Barnstable County,MA,Chatham,2009-2013,2011,64936,5436
Chatham,Barnstable County,MA,Chatham,2013-2017,2015,74875,13724
Chatham,Barnstable County,MA,Chatham,2011-2015,2013,67587,10623
Chatham,Barnstable County,MA,Chatham,2010-2014,2012,63299,13190
Chelmsford,Middlesex County,MA,Chelmsford,2006-2010,2008,92550,7067
Chelmsford,Middlesex County,MA,Chelmsford,2010-2014,2012,93643,4864
Chelmsford,Middlesex County,MA,Chelmsford,2008-2012,2010,92549,3052
Chelmsford,Middlesex County,MA,Chelmsford,2014-2018,2016,109955,4457
Chelmsford,Middlesex County,MA,Chelmsford,2007-2011,2009,90895,3891
Chelmsford,Middlesex County,MA,Chelmsford,2012-2016,2014,102160,5314
Chelmsford,Middlesex County,MA,Chelmsford,2013-2017,2015,106432,4984
Chelmsford,Middlesex County,MA,Chelmsford,2009-2013,2011,96336,4971
Chelmsford,Middlesex County,MA,Chelmsford,2011-2015,2013,95290,5192
Chelsea,Suffolk County,MA,Chelsea,2012-2016,2014,49614,3435
Chelsea,Suffolk County,MA,Chelsea,2011-2015,2013,47733,3581
Chelsea,Suffolk County,MA,Chelsea,2014-2018,2016,53280,3674
Chelsea,Suffolk County,MA,Chelsea,2008-2012,2010,43919,3488
Chelsea,Suffolk County,MA,Chelsea,2010-2014,2012,48725,3857
Chelsea,Suffolk County,MA,Chelsea,2013-2017,2015,51839,3611
Chelsea,Suffolk County,MA,Chelsea,2009-2013,2011,47291,3288
Chelsea,Suffolk County,MA,Chelsea,2007-2011,2009,43155,2928
Chelsea,Suffolk County,MA,Chelsea,2006-2010,2008,40487,3481
Cheshire,Berkshire County,MA,Cheshire,2012-2016,2014,58145,7069
Cheshire,Berkshire County,MA,Cheshire,2014-2018,2016,64979,14004
Cheshire,Berkshire County,MA,Cheshire,2010-2014,2012,54741,9228
Cheshire,Berkshire County,MA,Cheshire,2008-2012,2010,49388,7403
Cheshire,Berkshire County,MA,Cheshire,2011-2015,2013,55063,7509
Cheshire,Berkshire County,MA,Cheshire,2013-2017,2015,61512,13199
Cheshire,Berkshire County,MA,Cheshire,2009-2013,2011,49619,8945
Cheshire,Berkshire County,MA,Cheshire,2006-2010,2008,57419,7580
Cheshire,Berkshire County,MA,Cheshire,2007-2011,2009,56597,5835
Chester,Hampden County,MA,Chester,2013-2017,2015,76250,11587
Chester,Hampden County,MA,Chester,2012-2016,2014,77917,11574
Chester,Hampden County,MA,Chester,2007-2011,2009,56711,7568
Chester,Hampden County,MA,Chester,2006-2010,2008,55208,9150
Chester,Hampden County,MA,Chester,2014-2018,2016,73000,20226
Chester,Hampden County,MA,Chester,2009-2013,2011,65563,4236
Chester,Hampden County,MA,Chester,2011-2015,2013,67738,5073
Chester,Hampden County,MA,Chester,2010-2014,2012,65648,5173
Chester,Hampden County,MA,Chester,2008-2012,2010,63452,5019
Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,2012,63594,9207
Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,2011,61250,8885
Chesterfield,Hampshire County,MA,Chesterfield,2013-2017,2015,74412,11163
Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,2010,61198,3892
Chesterfield,Hampshire County,MA,Chesterfield,2014-2018,2016,74010,6769
Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,2013,64167,8915
Chesterfield,Hampshire County,MA,Chesterfield,2012-2016,2014,66500,9235
Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,2009,59063,6743
Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,2008,58750,4506
Chicopee,Hampden County,MA,Chicopee,2013-2017,2015,48866,2518
Chicopee,Hampden County,MA,Chicopee,2012-2016,2014,49005,2446
Chicopee,Hampden County,MA,Chicopee,2007-2011,2009,45763,1562
Chicopee,Hampden County,MA,Chicopee,2006-2010,2008,44226,2012
Chicopee,Hampden County,MA,Chicopee,2009-2013,2011,46708,1486
Chicopee,Hampden County,MA,Chicopee,2008-2012,2010,46861,1644
Chicopee,Hampden County,MA,Chicopee,2014-2018,2016,49434,2378
Chicopee,Hampden County,MA,Chicopee,2010-2014,2012,47276,1772
Chicopee,Hampden County,MA,Chicopee,2011-2015,2013,47684,2396
Chilmark,Dukes County,MA,Chilmark,2007-2011,2009,59583,18748
Chilmark,Dukes County,MA,Chilmark,2006-2010,2008,72917,25061
Chilmark,Dukes County,MA,Chilmark,2008-2012,2010,61818,17820
Chilmark,Dukes County,MA,Chilmark,2010-2014,2012,67813,19740
Chilmark,Dukes County,MA,Chilmark,2009-2013,2011,64457,9456
Chilmark,Dukes County,MA,Chilmark,2013-2017,2015,79688,11716
Chilmark,Dukes County,MA,Chilmark,2014-2018,2016,106000,38793
Chilmark,Dukes County,MA,Chilmark,2011-2015,2013,78333,12172
Chilmark,Dukes County,MA,Chilmark,2012-2016,2014,78542,24637
Clarksburg,Berkshire County,MA,Clarksburg,2014-2018,2016,64330,6098
Clarksburg,Berkshire County,MA,Clarksburg,2012-2016,2014,60404,4492
Clarksburg,Berkshire County,MA,Clarksburg,2006-2010,2008,52054,6519
Clarksburg,Berkshire County,MA,Clarksburg,2011-2015,2013,56625,2994
Clarksburg,Berkshire County,MA,Clarksburg,2009-2013,2011,57600,3272
