Municipal,County,State,Region,Five_Year_Range,Civililan_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
Topsfield,Essex County,MA,Topsfield,2007-2011,4334,335,7.7,2.8
Topsfield,Essex County,MA,Topsfield,2012-2016,4886,283,5.8,2.3
Topsfield,Essex County,MA,Topsfield,2014-2018,4819,359,7.4,2.9
Townsend,Middlesex County,MA,Townsend,2006-2010,6500,603,9.3,1.9
Townsend,Middlesex County,MA,Townsend,2010-2014,6887,595,8.6,1.5
Townsend,Middlesex County,MA,Townsend,2011-2015,6988,572,8.2,1.3
Townsend,Middlesex County,MA,Townsend,2007-2011,6544,559,8.5,2.1
Townsend,Middlesex County,MA,Townsend,2012-2016,7129,596,8.4,1.8
Townsend,Middlesex County,MA,Townsend,2014-2018,7240,571,7.9,1.9
Townsend,Middlesex County,MA,Townsend,2013-2017,7195,562,7.8,1.7
Townsend,Middlesex County,MA,Townsend,2009-2013,6837,541,7.9,1.4
Townsend,Middlesex County,MA,Townsend,2008-2012,6734,573,8.5,1.8
Truro,Barnstable County,MA,Truro,2012-2016,1424,70,4.9,3
Truro,Barnstable County,MA,Truro,2006-2010,1547,289,18.7,5
Truro,Barnstable County,MA,Truro,2010-2014,1607,107,6.7,3.3
Truro,Barnstable County,MA,Truro,2013-2017,1381,110,8,4.3
Truro,Barnstable County,MA,Truro,2009-2013,1548,107,6.9,2.9
Truro,Barnstable County,MA,Truro,2008-2012,1512,189,12.5,5.3
Truro,Barnstable County,MA,Truro,2014-2018,1122,99,8.8,5.1
Truro,Barnstable County,MA,Truro,2011-2015,1485,82,5.5,3.2
Truro,Barnstable County,MA,Truro,2007-2011,1661,241,14.5,5.3
Tyngsborough,Middlesex County,MA,Tyngsborough,2012-2016,9490,663,7,1.8
Tyngsborough,Middlesex County,MA,Tyngsborough,2010-2014,9167,652,7.1,1.6
Tyngsborough,Middlesex County,MA,Tyngsborough,2008-2012,8826,611,6.9,1.6
Tyngsborough,Middlesex County,MA,Tyngsborough,2007-2011,8431,529,6.3,1.4
Tyngsborough,Middlesex County,MA,Tyngsborough,2014-2018,9787,537,5.5,1.6
Tyngsborough,Middlesex County,MA,Tyngsborough,2009-2013,9005,692,7.7,1.8
Tyngsborough,Middlesex County,MA,Tyngsborough,2011-2015,9257,674,7.3,1.7
Tyngsborough,Middlesex County,MA,Tyngsborough,2006-2010,8193,597,7.3,1.5
Tyngsborough,Middlesex County,MA,Tyngsborough,2013-2017,9666,607,6.3,1.8
Tyringham,Berkshire County,MA,Tyringham,2014-2018,394,36,9.1,2.9
Tyringham,Berkshire County,MA,Tyringham,2007-2011,324,38,11.7,4.8
Tyringham,Berkshire County,MA,Tyringham,2006-2010,371,34,9.2,4.1
Tyringham,Berkshire County,MA,Tyringham,2009-2013,370,39,10.5,5.1
Tyringham,Berkshire County,MA,Tyringham,2008-2012,330,39,11.8,5.3
Tyringham,Berkshire County,MA,Tyringham,2011-2015,359,46,12.8,4
Tyringham,Berkshire County,MA,Tyringham,2010-2014,371,47,12.7,4.4
Tyringham,Berkshire County,MA,Tyringham,2012-2016,361,43,11.9,4.1
Tyringham,Berkshire County,MA,Tyringham,2013-2017,389,39,10,3.1
Upton,Worcester County,MA,Upton,2012-2016,5647,363,6.4,2.1
Upton,Worcester County,MA,Upton,2014-2018,5771,309,5.4,1.8
Upton,Worcester County,MA,Upton,2008-2012,5398,315,5.8,1.9
Upton,Worcester County,MA,Upton,2007-2011,5282,361,6.8,1.8
Upton,Worcester County,MA,Upton,2011-2015,5602,346,6.2,2.1
Upton,Worcester County,MA,Upton,2009-2013,5430,376,6.9,2
Upton,Worcester County,MA,Upton,2006-2010,5060,418,8.3,2.4
Upton,Worcester County,MA,Upton,2010-2014,5492,375,6.8,1.9
Upton,Worcester County,MA,Upton,2013-2017,5724,379,6.6,2.2
Uxbridge,Worcester County,MA,Uxbridge,2013-2017,10662,644,6,1.6
Uxbridge,Worcester County,MA,Uxbridge,2012-2016,10587,713,6.7,2
Uxbridge,Worcester County,MA,Uxbridge,2014-2018,10748,720,6.7,1.5
Uxbridge,Worcester County,MA,Uxbridge,2007-2011,9878,1173,11.9,1.8
Uxbridge,Worcester County,MA,Uxbridge,2011-2015,10506,769,7.3,1.6
Uxbridge,Worcester County,MA,Uxbridge,2010-2014,10508,853,8.1,1.8
Uxbridge,Worcester County,MA,Uxbridge,2008-2012,10086,1088,10.8,2
Uxbridge,Worcester County,MA,Uxbridge,2006-2010,9747,1155,11.8,2.2
Uxbridge,Worcester County,MA,Uxbridge,2009-2013,10276,943,9.2,2.1
Wakefield,Middlesex County,MA,Wakefield,2014-2018,21795,1554,7.1,1.2
Wakefield,Middlesex County,MA,Wakefield,2009-2013,20065,1668,8.3,1.1
Wakefield,Middlesex County,MA,Wakefield,2007-2011,19579,1822,9.3,1.4
Wakefield,Middlesex County,MA,Wakefield,2011-2015,20829,1553,7.5,0.9
Wakefield,Middlesex County,MA,Wakefield,2006-2010,19347,1803,9.3,1.3
Wakefield,Middlesex County,MA,Wakefield,2012-2016,21263,1531,7.2,1
Wakefield,Middlesex County,MA,Wakefield,2013-2017,21683,1495,6.9,1
Wakefield,Middlesex County,MA,Wakefield,2010-2014,20465,1541,7.5,1.2
Wakefield,Middlesex County,MA,Wakefield,2008-2012,19645,1690,8.6,1.2
Wales,Hampden County,MA,Wales,2012-2016,1511,177,11.7,2.2
Wales,Hampden County,MA,Wales,2011-2015,1463,163,11.1,2.8
Wales,Hampden County,MA,Wales,2007-2011,1562,231,14.8,3.2
Wales,Hampden County,MA,Wales,2013-2017,1516,180,11.9,2.6
Wales,Hampden County,MA,Wales,2010-2014,1516,194,12.8,2.6
Wales,Hampden County,MA,Wales,2014-2018,1590,180,11.3,2.5
Wales,Hampden County,MA,Wales,2009-2013,1475,203,13.8,2.5
Wales,Hampden County,MA,Wales,2006-2010,1524,231,15.2,3.5
Wales,Hampden County,MA,Wales,2008-2012,1579,230,14.6,3.1
Walpole,Norfolk County,MA,Walpole,2006-2010,17478,1781,10.2,1.2
Walpole,Norfolk County,MA,Walpole,2011-2015,18865,1421,7.5,1.2
Walpole,Norfolk County,MA,Walpole,2009-2013,18506,1681,9.1,1.2
Walpole,Norfolk County,MA,Walpole,2014-2018,18744,1319,7,1.2
Walpole,Norfolk County,MA,Walpole,2008-2012,18326,1772,9.7,1.3
Walpole,Norfolk County,MA,Walpole,2007-2011,17993,1777,9.9,1.3
Walpole,Norfolk County,MA,Walpole,2012-2016,18954,1345,7.1,1
Walpole,Norfolk County,MA,Walpole,2010-2014,18868,1596,8.5,1.1
Walpole,Norfolk County,MA,Walpole,2013-2017,18828,1308,6.9,1.2
Waltham,Middlesex County,MA,Waltham,2014-2018,53789,2186,4.1,0.7
Waltham,Middlesex County,MA,Waltham,2010-2014,52846,2512,4.8,0.5
Waltham,Middlesex County,MA,Waltham,2011-2015,53900,2433,4.5,0.6
Waltham,Middlesex County,MA,Waltham,2013-2017,53985,2089,3.9,0.6
Waltham,Middlesex County,MA,Waltham,2009-2013,52478,2633,5,0.7
Waltham,Middlesex County,MA,Waltham,2008-2012,52075,2771,5.3,0.6
Waltham,Middlesex County,MA,Waltham,2006-2010,51387,2884,5.6,0.6
Waltham,Middlesex County,MA,Waltham,2007-2011,51628,2800,5.4,0.7
Waltham,Middlesex County,MA,Waltham,2012-2016,53946,2281,4.2,0.5
Ware,Hampshire County,MA,Ware,2010-2014,7750,616,7.9,1.8
Ware,Hampshire County,MA,Ware,2009-2013,7766,653,8.4,1.8
Ware,Hampshire County,MA,Ware,2008-2012,7651,732,9.6,1.8
Ware,Hampshire County,MA,Ware,2007-2011,7615,749,9.8,2.1
Ware,Hampshire County,MA,Ware,2012-2016,7847,736,9.4,2.1
Ware,Hampshire County,MA,Ware,2014-2018,7796,733,9.4,2.2
Ware,Hampshire County,MA,Ware,2013-2017,7829,717,9.2,2.4
Ware,Hampshire County,MA,Ware,2011-2015,7820,678,8.7,1.8
Ware,Hampshire County,MA,Ware,2006-2010,7721,939,12.2,2.6
Wareham,Plymouth County,MA,Wareham,2008-2012,17533,1986,11.3,1.6
Wareham,Plymouth County,MA,Wareham,2014-2018,18291,1718,9.4,1.7
Wareham,Plymouth County,MA,Wareham,2007-2011,17305,2288,13.2,2.1
Wareham,Plymouth County,MA,Wareham,2011-2015,17887,1772,9.9,1.4
Wareham,Plymouth County,MA,Wareham,2010-2014,18313,1901,10.4,1.7
Wareham,Plymouth County,MA,Wareham,2006-2010,17121,2352,13.7,1.7
Wareham,Plymouth County,MA,Wareham,2009-2013,18043,1955,10.8,1.5
Wareham,Plymouth County,MA,Wareham,2012-2016,18112,1703,9.4,1.4
Wareham,Plymouth County,MA,Wareham,2013-2017,18196,1849,10.2,1.5
Warren,Worcester County,MA,Warren,2012-2016,4161,439,10.6,4
Warren,Worcester County,MA,Warren,2011-2015,4100,474,11.6,3.9
Warren,Worcester County,MA,Warren,2013-2017,4112,459,11.2,3.7
Warren,Worcester County,MA,Warren,2010-2014,3912,515,13.2,4.4
Warren,Worcester County,MA,Warren,2009-2013,3978,445,11.2,4
Warren,Worcester County,MA,Warren,2008-2012,3926,459,11.7,4.2
Warren,Worcester County,MA,Warren,2007-2011,3875,467,12.1,3.5
Warren,Worcester County,MA,Warren,2014-2018,4201,427,10.2,4.3
Warren,Worcester County,MA,Warren,2006-2010,3921,507,12.9,3.5
Warwick,Franklin County,MA,Warwick,2010-2014,609,97,15.9,3.7
Warwick,Franklin County,MA,Warwick,2012-2016,650,72,11.1,3.1
Warwick,Franklin County,MA,Warwick,2008-2012,541,86,15.9,4.3
Warwick,Franklin County,MA,Warwick,2011-2015,631,83,13.2,3.1
Warwick,Franklin County,MA,Warwick,2007-2011,498,87,17.5,5.8
Warwick,Franklin County,MA,Warwick,2013-2017,661,75,11.3,3.1
Warwick,Franklin County,MA,Warwick,2009-2013,576,77,13.4,3.8
Warwick,Franklin County,MA,Warwick,2014-2018,655,81,12.4,3.8
Warwick,Franklin County,MA,Warwick,2006-2010,454,79,17.4,5.8
Washington,Berkshire County,MA,Washington,2013-2017,420,67,16,4.2
Washington,Berkshire County,MA,Washington,2011-2015,491,82,16.7,5.7
Washington,Berkshire County,MA,Washington,2007-2011,499,75,15,4.3
Washington,Berkshire County,MA,Washington,2006-2010,490,76,15.5,5.8
Washington,Berkshire County,MA,Washington,2008-2012,459,62,13.5,5.2
Washington,Berkshire County,MA,Washington,2009-2013,426,65,15.3,4.6
Washington,Berkshire County,MA,Washington,2014-2018,452,80,17.7,3.8
Washington,Berkshire County,MA,Washington,2010-2014,486,76,15.6,4.2
Washington,Berkshire County,MA,Washington,2012-2016,462,81,17.5,4.7
Watertown,Middlesex County,MA,Watertown,2012-2016,28171,1183,4.2,0.9
Watertown,Middlesex County,MA,Watertown,2014-2018,29686,1231,4.1,0.8
Watertown,Middlesex County,MA,Watertown,2011-2015,27564,1266,4.6,1
Watertown,Middlesex County,MA,Watertown,2010-2014,27662,1367,4.9,1
Watertown,Middlesex County,MA,Watertown,2013-2017,29140,1298,4.5,0.8
Watertown,Middlesex County,MA,Watertown,2007-2011,27343,1482,5.4,0.9
Watertown,Middlesex County,MA,Watertown,2009-2013,27481,1356,4.9,0.9
Watertown,Middlesex County,MA,Watertown,2008-2012,27334,1447,5.3,1.1
Watertown,Middlesex County,MA,Watertown,2006-2010,27117,1902,7,1.2
Wayland,Middlesex County,MA,Wayland,2012-2016,9976,738,7.4,1.5
Wayland,Middlesex County,MA,Wayland,2011-2015,9920,723,7.3,1.4
Wayland,Middlesex County,MA,Wayland,2008-2012,9561,895,9.4,2.1
Wayland,Middlesex County,MA,Wayland,2010-2014,9924,811,8.2,1.6
Wayland,Middlesex County,MA,Wayland,2014-2018,10109,438,4.3,0.8
Wayland,Middlesex County,MA,Wayland,2013-2017,10074,573,5.7,1.2
Wayland,Middlesex County,MA,Wayland,2007-2011,9528,818,8.6,1.9
Wayland,Middlesex County,MA,Wayland,2009-2013,9764,824,8.4,1.6
Wayland,Middlesex County,MA,Wayland,2006-2010,9295,911,9.8,2
Webster,Worcester County,MA,Webster,2009-2013,13416,1276,9.5,1.8
Webster,Worcester County,MA,Webster,2011-2015,13374,1157,8.7,1.4
Webster,Worcester County,MA,Webster,2014-2018,13464,1297,9.6,1.4
Webster,Worcester County,MA,Webster,2013-2017,13456,1034,7.7,1.3
Webster,Worcester County,MA,Webster,2012-2016,13388,1203,9,1.5
Webster,Worcester County,MA,Webster,2010-2014,13503,1313,9.7,1.6
Webster,Worcester County,MA,Webster,2007-2011,13183,1388,10.5,1.6
Webster,Worcester County,MA,Webster,2006-2010,13176,1403,10.6,1.6
Webster,Worcester County,MA,Webster,2008-2012,13311,1357,10.2,1.9
Wellesley,Norfolk County,MA,Wellesley,2013-2017,21416,856,4,0.7
Wellesley,Norfolk County,MA,Wellesley,2006-2010,20594,1356,6.6,1
Wellesley,Norfolk County,MA,Wellesley,2012-2016,21238,912,4.3,0.7
Wellesley,Norfolk County,MA,Wellesley,2010-2014,21106,1113,5.3,0.7
Wellesley,Norfolk County,MA,Wellesley,2009-2013,20949,1241,5.9,0.7
Wellesley,Norfolk County,MA,Wellesley,2008-2012,20875,1447,6.9,1.1
Wellesley,Norfolk County,MA,Wellesley,2014-2018,21624,844,3.9,0.6
Wellesley,Norfolk County,MA,Wellesley,2007-2011,20714,1364,6.6,0.9
Wellesley,Norfolk County,MA,Wellesley,2011-2015,21043,1056,5,0.7
Wellfleet,Barnstable County,MA,Wellfleet,2007-2011,2623,324,12.4,4.3
Wellfleet,Barnstable County,MA,Wellfleet,2013-2017,2830,202,7.1,2.6
Wellfleet,Barnstable County,MA,Wellfleet,2012-2016,2768,234,8.5,3.1
Wellfleet,Barnstable County,MA,Wellfleet,2011-2015,2662,197,7.4,2.9
Wellfleet,Barnstable County,MA,Wellfleet,2014-2018,3064,192,6.3,2
Wellfleet,Barnstable County,MA,Wellfleet,2010-2014,2709,309,11.4,4.2
Wellfleet,Barnstable County,MA,Wellfleet,2009-2013,2801,352,12.6,5
Wellfleet,Barnstable County,MA,Wellfleet,2006-2010,2747,370,13.5,4
Wellfleet,Barnstable County,MA,Wellfleet,2008-2012,2783,307,11,4.2
Wendell,Franklin County,MA,Wendell,2009-2013,850,97,11.4,3.7
Wendell,Franklin County,MA,Wendell,2007-2011,894,73,8.2,2.9
Wendell,Franklin County,MA,Wendell,2013-2017,730,66,9,2.5
Wendell,Franklin County,MA,Wendell,2011-2015,716,76,10.6,2.9
Wendell,Franklin County,MA,Wendell,2012-2016,675,67,9.9,2.5
Wendell,Franklin County,MA,Wendell,2008-2012,885,96,10.8,3.4
Wendell,Franklin County,MA,Wendell,2010-2014,768,87,11.3,3.4
Wendell,Franklin County,MA,Wendell,2014-2018,726,56,7.7,2.7
Wendell,Franklin County,MA,Wendell,2006-2010,822,63,7.7,2.5
Wenham,Essex County,MA,Wenham,2010-2014,4115,259,6.3,2.1
Wenham,Essex County,MA,Wenham,2012-2016,4178,290,6.9,1.8
Wenham,Essex County,MA,Wenham,2008-2012,3955,227,5.7,2
Wenham,Essex County,MA,Wenham,2013-2017,4246,259,6.1,1.7
Wenham,Essex County,MA,Wenham,2014-2018,4331,190,4.4,1.5
Wenham,Essex County,MA,Wenham,2007-2011,3860,253,6.6,2.5
Wenham,Essex County,MA,Wenham,2009-2013,4005,244,6.1,2
Wenham,Essex County,MA,Wenham,2006-2010,3776,214,5.7,1.7
Wenham,Essex County,MA,Wenham,2011-2015,4156,302,7.3,1.8
West Boylston,Worcester County,MA,West Boylston,2013-2017,6896,449,6.5,1.3
West Boylston,Worcester County,MA,West Boylston,2008-2012,6351,626,9.9,1.8
West Boylston,Worcester County,MA,West Boylston,2007-2011,6310,673,10.7,2.6
West Boylston,Worcester County,MA,West Boylston,2012-2016,6864,517,7.5,1.5
West Boylston,Worcester County,MA,West Boylston,2011-2015,6764,497,7.3,1.3
West Boylston,Worcester County,MA,West Boylston,2010-2014,6632,568,8.6,1.5
West Boylston,Worcester County,MA,West Boylston,2006-2010,6471,638,9.9,2.1
West Boylston,Worcester County,MA,West Boylston,2009-2013,6439,684,10.6,1.8
West Boylston,Worcester County,MA,West Boylston,2014-2018,6944,404,5.8,1.4
West Bridgewater,Plymouth County,MA,West Bridgewater,2008-2012,5430,651,12,2.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2007-2011,5422,652,12,2.1
West Bridgewater,Plymouth County,MA,West Bridgewater,2006-2010,5327,581,10.9,2.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2014-2018,5640,390,6.9,1.8
West Bridgewater,Plymouth County,MA,West Bridgewater,2011-2015,5477,652,11.9,3
West Bridgewater,Plymouth County,MA,West Bridgewater,2009-2013,5325,647,12.2,2.5
West Bridgewater,Plymouth County,MA,West Bridgewater,2013-2017,5567,489,8.8,2.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2010-2014,5361,616,11.5,2.5
West Bridgewater,Plymouth County,MA,West Bridgewater,2012-2016,5539,541,9.8,2.4
West Brookfield,Worcester County,MA,West Brookfield,2012-2016,3097,293,9.5,2.4
West Brookfield,Worcester County,MA,West Brookfield,2013-2017,3100,275,8.9,2.8
West Brookfield,Worcester County,MA,West Brookfield,2006-2010,3084,345,11.2,3.2
West Brookfield,Worcester County,MA,West Brookfield,2010-2014,3080,289,9.4,2.7
West Brookfield,Worcester County,MA,West Brookfield,2009-2013,3088,281,9.1,2.7
West Brookfield,Worcester County,MA,West Brookfield,2011-2015,3145,274,8.7,2.6
West Brookfield,Worcester County,MA,West Brookfield,2007-2011,3047,310,10.2,3
West Brookfield,Worcester County,MA,West Brookfield,2008-2012,3081,285,9.3,2.7
West Brookfield,Worcester County,MA,West Brookfield,2014-2018,3125,302,9.7,2.4
West Newbury,Essex County,MA,West Newbury,2008-2012,3046,221,7.3,2.2
West Newbury,Essex County,MA,West Newbury,2013-2017,3406,259,7.6,2.6
West Newbury,Essex County,MA,West Newbury,2009-2013,3114,264,8.5,2.7
West Newbury,Essex County,MA,West Newbury,2014-2018,3503,224,6.4,2.3
West Newbury,Essex County,MA,West Newbury,2007-2011,3126,256,8.2,2.3
West Newbury,Essex County,MA,West Newbury,2010-2014,3129,259,8.3,2.1
West Newbury,Essex County,MA,West Newbury,2006-2010,3042,219,7.2,2
West Newbury,Essex County,MA,West Newbury,2011-2015,3204,275,8.6,2.2
West Newbury,Essex County,MA,West Newbury,2012-2016,3325,287,8.6,2.3
West Springfield,Hampden County,MA,West Springfield,2014-2018,22475,1871,8.3,1.4
West Springfield,Hampden County,MA,West Springfield,2013-2017,22509,1982,8.8,1.3
West Springfield,Hampden County,MA,West Springfield,2012-2016,22290,2031,9.1,1.3
West Springfield,Hampden County,MA,West Springfield,2006-2010,22016,2520,11.4,1.6
West Springfield,Hampden County,MA,West Springfield,2010-2014,22427,2372,10.6,1.3
West Springfield,Hampden County,MA,West Springfield,2011-2015,22461,2115,9.4,1.4
West Springfield,Hampden County,MA,West Springfield,2008-2012,22146,2341,10.6,1.3
West Springfield,Hampden County,MA,West Springfield,2009-2013,22205,2371,10.7,1.4
West Springfield,Hampden County,MA,West Springfield,2007-2011,21978,2267,10.3,1.4
West Stockbridge,Berkshire County,MA,West Stockbridge,2006-2010,1232,119,9.7,3.1
West Stockbridge,Berkshire County,MA,West Stockbridge,2011-2015,1004,85,8.5,3.1
West Stockbridge,Berkshire County,MA,West Stockbridge,2014-2018,951,87,9.1,3.1
West Stockbridge,Berkshire County,MA,West Stockbridge,2007-2011,1300,112,8.6,3.3
West Stockbridge,Berkshire County,MA,West Stockbridge,2013-2017,933,79,8.5,3.4
West Stockbridge,Berkshire County,MA,West Stockbridge,2010-2014,1096,79,7.2,2.6
West Stockbridge,Berkshire County,MA,West Stockbridge,2009-2013,1141,78,6.8,3.3
West Stockbridge,Berkshire County,MA,West Stockbridge,2012-2016,1015,95,9.4,3
West Stockbridge,Berkshire County,MA,West Stockbridge,2008-2012,1266,99,7.8,2.9
West Tisbury,Dukes County,MA,West Tisbury,2014-2018,2395,164,6.8,3.8
West Tisbury,Dukes County,MA,West Tisbury,2011-2015,2101,157,7.5,2.7
West Tisbury,Dukes County,MA,West Tisbury,2010-2014,2091,105,5,2.4
West Tisbury,Dukes County,MA,West Tisbury,2012-2016,1960,144,7.3,2.7
West Tisbury,Dukes County,MA,West Tisbury,2009-2013,2061,144,7,2.9
West Tisbury,Dukes County,MA,West Tisbury,2006-2010,1810,123,6.8,2.8
West Tisbury,Dukes County,MA,West Tisbury,2008-2012,1996,136,6.8,3.1
West Tisbury,Dukes County,MA,West Tisbury,2013-2017,2186,126,5.8,3
West Tisbury,Dukes County,MA,West Tisbury,2007-2011,1922,126,6.6,2.9
Westborough,Worcester County,MA,Westborough,2008-2012,13629,864,6.3,1.3
Westborough,Worcester County,MA,Westborough,2010-2014,14060,659,4.7,1.1
Westborough,Worcester County,MA,Westborough,2013-2017,13838,572,4.1,0.9
Westborough,Worcester County,MA,Westborough,2009-2013,13681,766,5.6,1.5
Westborough,Worcester County,MA,Westborough,2014-2018,13956,612,4.4,0.9
Westborough,Worcester County,MA,Westborough,2011-2015,14104,612,4.3,1
Westborough,Worcester County,MA,Westborough,2007-2011,13449,920,6.8,1.4
Westborough,Worcester County,MA,Westborough,2012-2016,13857,588,4.2,0.9
Westborough,Worcester County,MA,Westborough,2006-2010,13352,925,6.9,1.5
Westfield,Hampden County,MA,Westfield,2010-2014,32687,3239,9.9,1.1
Westfield,Hampden County,MA,Westfield,2012-2016,33393,3160,9.5,1
Westfield,Hampden County,MA,Westfield,2011-2015,33157,3202,9.7,0.9
Westfield,Hampden County,MA,Westfield,2009-2013,32620,2998,9.2,1
Westfield,Hampden County,MA,Westfield,2013-2017,33474,3080,9.2,1
Westfield,Hampden County,MA,Westfield,2014-2018,33830,2690,8,1
Westfield,Hampden County,MA,Westfield,2006-2010,31633,3153,10,1.1
Westfield,Hampden County,MA,Westfield,2008-2012,32437,3032,9.3,1
Westfield,Hampden County,MA,Westfield,2007-2011,32230,3202,9.9,1
Westford,Middlesex County,MA,Westford,2013-2017,17427,1107,6.4,1.3
Westford,Middlesex County,MA,Westford,2011-2015,16520,1105,6.7,1.3
Westford,Middlesex County,MA,Westford,2006-2010,14938,1314,8.8,1.2
Westford,Middlesex County,MA,Westford,2010-2014,16075,1019,6.3,1.1
Westford,Middlesex County,MA,Westford,2014-2018,17689,980,5.5,1
Westford,Middlesex County,MA,Westford,2007-2011,15168,1191,7.9,1.2
Westford,Middlesex County,MA,Westford,2008-2012,15416,1047,6.8,1.1
Westford,Middlesex County,MA,Westford,2009-2013,15784,1032,6.5,0.9
Westford,Middlesex County,MA,Westford,2012-2016,17142,1084,6.3,1.2
Westhampton,Hampshire County,MA,Westhampton,2009-2013,1274,97,7.6,2.1
Westhampton,Hampshire County,MA,Westhampton,2011-2015,1391,125,9,1.8
Westhampton,Hampshire County,MA,Westhampton,2007-2011,1258,116,9.2,2.4
Westhampton,Hampshire County,MA,Westhampton,2008-2012,1266,110,8.7,1.9
Westhampton,Hampshire County,MA,Westhampton,2010-2014,1285,92,7.2,2.5
Westhampton,Hampshire County,MA,Westhampton,2014-2018,1468,143,9.7,2.4
Westhampton,Hampshire County,MA,Westhampton,2006-2010,1233,139,11.3,2.7
Westhampton,Hampshire County,MA,Westhampton,2013-2017,1452,140,9.6,2.1
Westhampton,Hampshire County,MA,Westhampton,2012-2016,1460,120,8.2,1.9
Westminster,Worcester County,MA,Westminster,2013-2017,5915,527,8.9,2.2
Westminster,Worcester County,MA,Westminster,2010-2014,5834,644,11,3.3
Westminster,Worcester County,MA,Westminster,2012-2016,5910,574,9.7,2.7
Westminster,Worcester County,MA,Westminster,2011-2015,5810,602,10.4,2.8
Westminster,Worcester County,MA,Westminster,2014-2018,5999,569,9.5,2.4
Westminster,Worcester County,MA,Westminster,2007-2011,5479,637,11.6,2.9
Westminster,Worcester County,MA,Westminster,2006-2010,5431,636,11.7,2.8
Westminster,Worcester County,MA,Westminster,2008-2012,5558,606,10.9,2.4
Westminster,Worcester County,MA,Westminster,2009-2013,5660,615,10.9,3
Weston,Middlesex County,MA,Weston,2013-2017,8753,416,4.8,2.2
Weston,Middlesex County,MA,Weston,2010-2014,8352,628,7.5,1.5
Weston,Middlesex County,MA,Weston,2012-2016,8440,390,4.6,1.3
Weston,Middlesex County,MA,Weston,2006-2010,7869,634,8.1,1.7
Weston,Middlesex County,MA,Weston,2008-2012,8209,735,9,1.9
Weston,Middlesex County,MA,Weston,2014-2018,8822,476,5.4,2
Weston,Middlesex County,MA,Weston,2007-2011,7912,656,8.3,1.6
Weston,Middlesex County,MA,Weston,2009-2013,8236,640,7.8,1.5
Weston,Middlesex County,MA,Weston,2011-2015,8372,463,5.5,1.4
Westport,Bristol County,MA,Westport,2008-2012,12639,1318,10.4,1.7
Westport,Bristol County,MA,Westport,2014-2018,13128,1065,8.1,1.5
Westport,Bristol County,MA,Westport,2012-2016,12773,1106,8.7,1.4
Westport,Bristol County,MA,Westport,2013-2017,12966,1129,8.7,1.5
Westport,Bristol County,MA,Westport,2010-2014,12660,1417,11.2,2.1
Westport,Bristol County,MA,Westport,2009-2013,12397,1266,10.2,1.3
Westport,Bristol County,MA,Westport,2007-2011,12400,1407,11.3,1.8
Westport,Bristol County,MA,Westport,2006-2010,12347,1329,10.8,1.7
Westport,Bristol County,MA,Westport,2011-2015,12716,1207,9.5,1.5
Westwood,Norfolk County,MA,Westwood,2009-2013,10584,817,7.7,1.2
Westwood,Norfolk County,MA,Westwood,2011-2015,10979,794,7.2,1.5
