school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
Robert M. Hughes Academy Charter School,4510550,Springfield,Hampden,Massachusetts,Robert M. Hughes Academy Charter Public School,42.102933,-72.579532,school,"91 School St, Springfield, MA 01105, United States",42.1029330_-72.5795320
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,Boston,Suffolk,Massachusetts,Edward M. Kennedy Academy Health Careers,42.3415006,-71.0914804,school,"110 Fenway, Boston, MA 02115, United States",42.3415006_-71.0914804
Holyoke Community Charter School,4530005,Holyoke,Hampden,Massachusetts,Holyoke Community Charter School,42.1850306,-72.6289764,school,"2200 Northampton St, Holyoke, MA 01040, United States",42.1850306_-72.6289764
Lawrence Family Development Charter School,4540205,Lawrence,Essex,Massachusetts,Lawrence Family Development Charter School,42.7087168,-71.17375,school,"34 West St, Lawrence, MA 01841, United States",42.7087168_-71.1737500
Hill View Montessori Charter Public School,4550050,Haverhill,Essex,Massachusetts,Hill View Montessori Charter Public School,42.766155,-71.11977,school,"75 Foundation Ave, Haverhill, MA 01835, United States",42.7661550_-71.1197700
Lowell Community Charter Public School,4560050,Lowell,Middlesex,Massachusetts,Lowell Community Charter Public School,42.6413523,-71.3121558,school,"206 Jackson St, Lowell, MA 01852, United States",42.6413523_-71.3121558
Brooke Charter School East Boston,4570205,Boston,Suffolk,Massachusetts,Brooke Charter School East Boston,42.382782,-71.016299,school,"94 Horace St, Boston, MA 02128, United States",42.3827820_-71.0162990
Lowell Middlesex Academy Charter School,4580505,Lowell,Middlesex,Massachusetts,Lowell Middlesex Academy Charter School,42.6452177,-71.3097073,school,"67 Middle St, Lowell, MA 01852, United States",42.6452177_-71.3097073
Boston II (District),4590305,Boston,Suffolk,Massachusetts,Excel Academy - Orient Heights,42.3844511,-70.9989849,school,"1150 Saratoga St, Boston, MA 02128, United States",42.3844511_-70.9989849
Chelsea (District),4610405,Chelsea,Suffolk,Massachusetts,Excel Academy - Chelsea,42.3937404,-71.0437259,school,"180 2nd St, Chelsea, MA 02150, United States",42.3937404_-71.0437259
Grove Hall Preparatory Charter School,4620305,Boston,Suffolk,Massachusetts,214 Harvard St,42.295329,-71.085296,street_address,"214 Harvard St, Dorchester Center, MA 02124, USA",42.2953290_-71.0852960
KIPP Academy Boston Charter School,4630205,Boston,Suffolk,Massachusetts,KIPP Academy Boston Elementary School,42.2745749,-71.0925293,school,"37 Babson St, Mattapan, MA 02126, United States",42.2745749_-71.0925293
Marblehead Community Charter Public School,4640305,Marblehead,Essex,Massachusetts,Marblehead Community Charter Public School,42.5086543,-70.8531904,school,"17 Lime St, Marblehead, MA 01945, United States",42.5086543_-70.8531904
MATCH Community Day Charter Public School,4650105,Boston,Suffolk,Massachusetts,Match Community Day Charter Public School,42.2614126,-71.1061087,school,"100 Poydras St, Hyde Park, MA 02136, United States",42.2614126_-71.1061087
Martha's Vineyard Charter School,4660550,West Tisbury,Dukes,Massachusetts,Martha's Vineyard Public Charter School,41.4190896,-70.6644034,school,"424 State Rd, West Tisbury, MA 02575, United States",41.4190896_-70.6644034
Salem Community Charter School,4670505,Salem,Essex,Massachusetts,Salem Academy Charter School,42.5181968,-70.8877693,school,"45 Congress St, Salem, MA 01970, United States",42.5181968_-70.8877693
Ma Academy for Math and Science School,4680505,Worcester,Worcester,Massachusetts,MA Academy for Math and Science School,42.2762355,-71.7998721,school,"85 Prescott St, Worcester, MA 01605, United States",42.2762355_-71.7998721
MATCH Charter Public School,4690505,Boston,Suffolk,Massachusetts,Match Charter Public School,42.3519856,-71.1210401,school,"1001 Commonwealth Avenue, Boston, MA 02215, United States",42.3519856_-71.1210401
Mystic Valley Regional Charter School,4700105,Malden,Middlesex,Massachusetts,Mystic Valley Regional Charter School,42.4345221,-71.0442199,school,"770 Salem St, Malden, MA 02148, United States",42.4345221_-71.0442199
New Leadership HMCS School,4710405,Springfield,Hampden,Massachusetts,New Leadership Charter School,42.0884131,-72.5590299,school,"37 Alderman St, Springfield, MA 01108, United States",42.0884131_-72.5590299
New Bedford Global Learning HMCS,4720515,New Bedford,Bristol,Massachusetts,New Bedford Global Learning HMCS School,41.6348,-70.9312999,school,"New Bedford, MA 02740, United States",41.6348000_-70.9312999
North Central Charter Essential School,4740505,Fitchburg,Worcester,Massachusetts,"Sizer School, A North Central Charter Essential School",42.602125,-71.802004,school,"500 Rindge Rd, Fitchburg, MA 01420, United States",42.6021250_-71.8020040
Dorchester Collegiate Academy Charter,4750505,Boston,Suffolk,Massachusetts,Dorchester Collegiate Academy,42.3111918,-71.0636796,school,"133 Hancock St, Dorchester, MA 02125, United States",42.3111918_-71.0636796
Spirit of Knowledge Charter School,4760505,Worcester,Worcester,Massachusetts,Spirit of Knowledge Charter School,42.2616624,-71.8042305,school,"19 Chatham St, Worcester, MA 01609, United States",42.2616624_-71.8042305
Silver Hill Horace Mann Charter School,4770010,Haverhill,Essex,Massachusetts,Silver Hill Elementary School,42.7692216,-71.1011472,school,"675 Washington St, Haverhill, MA 01832, United States",42.7692216_-71.1011472
Francis W. Parker Charter Essential School,4780505,Ayer,Middlesex,Massachusetts,Francis W. Parker Charter Essential School,42.5489,-71.6063,school,"49 Antietam St, Devens, MA 01434, United States",42.5489000_-71.6063000
Pioneer Valley Performing Arts Charter Public School,4790505,South Hadley,Hampshire,Massachusetts,Pioneer Valley Performing Arts,42.2412757,-72.5993508,school,"15 Mulligan Dr, South Hadley, MA 01075, United States",42.2412757_-72.5993508
UP Academy Charter School of Boston,4800405,Boston,Suffolk,Massachusetts,UP Academy Charter School of Boston,42.3336758,-71.0507203,school,"215 Dorchester St, Boston, MA 02127, United States",42.3336758_-71.0507203
Boston Renaissance Charter Public School,4810550,Boston,Suffolk,Massachusetts,Boston Renaissance Charter Public School,42.2504852,-71.1266109,school,"1415 Hyde Park Ave, Hyde Park, MA 02136, United States",42.2504852_-71.1266109
River Valley Charter School,4820050,Newburyport,Essex,Massachusetts,River Valley Charter School,42.807227,-70.8866218,school,"2 Perry Way, Newburyport, MA 01950, United States",42.8072270_-70.8866218
Rising Tide Charter Public School,4830305,Plymouth,Plymouth,Massachusetts,Rising Tide Charter Public School,41.9514856,-70.708039,school,"6 Resnik Rd, Plymouth, MA 02360, United States",41.9514856_-70.7080390
Roxbury Preparatory Charter School,4840505,Boston,Suffolk,Massachusetts,"Roxbury Prep Charter, Lucy Stone Campus",42.295497,-71.071087,school,"22 Regina Rd, Dorchester Center, MA 02124, United States",42.2954970_-71.0710870
Salem Academy Charter School,4850485,Salem,Essex,Massachusetts,Salem Academy Charter School,42.5181968,-70.8877693,school,"45 Congress St, Salem, MA 01970, United States",42.5181968_-70.8877693
Seven Hills Charter School,4860105,Worcester,Worcester,Massachusetts,Seven Hills Charter School,42.26555,-71.789637,school,"51 Gage St, Worcester, MA 01605, United States",42.2655500_-71.7896370
Prospect Hill Academy Charter School,4870550,Cambridge,Middlesex,Massachusetts,Prospect Hill Academy Charter School,42.3674688,-71.1008454,school,"50 Essex St, Cambridge, MA 02139, United States",42.3674688_-71.1008454
South Shore Charter Public School,4880550,Norwell,Plymouth,Massachusetts,South Shore Charter Public School,42.156762,-70.88182,school,"100 Longwater Cir, Norwell, MA 02061, United States",42.1567620_-70.8818200
Sturgis Charter Public School,4890505,Barnstable,Barnstable,Massachusetts,Sturgis Charter Public School,41.6518231,-70.2851046,school,"427 Main St, Hyannis, MA 02601, United States",41.6518231_-70.2851046
Uphams Corner Charter School,4900305,Boston,Suffolk,Massachusetts,Uphams Corner Charter School,42.3425,-71.056,school,"Boston, MA 02127, United States",42.3425000_-71.0560000
Atlantis Charter School,4910550,Fall River,Bristol,Massachusetts,Atlantis Charter School,41.675392,-71.1831189,school,"2501 S Main St, Fall River, MA 02724, United States",41.6753920_-71.1831189
Martin Luther King Jr. Charter School of Excellence,4920005,Springfield,Hampden,Massachusetts,Martin Luther King Charter School,42.0839523,-72.5362183,school,"285 Dorset St, Springfield, MA 01108, United States",42.0839523_-72.5362183
Phoenix Charter Academy,4930505,Chelsea,Suffolk,Massachusetts,Phoenix Charter Academy,42.40684,-71.0382104,school,"59 Nichols St, Chelsea, MA 02150, United States",42.4068400_-71.0382104
Pioneer Charter School of Science,4940205,Everett,Middlesex,Massachusetts,Pioneer Charter School of Science,42.4080749,-71.051247,school,"51-59 Summer St, Everett, MA 02149, United States",42.4080749_-71.0512470
Global Learning Charter Public School,4960305,New Bedford,Bristol,Massachusetts,Global Learning Charter Public,41.6600041,-70.9293035,school,"190 Ashley Blvd, New Bedford, MA 02746, United States",41.6600041_-70.9293035
Pioneer Valley Chinese Immersion Charter School,4970205,Hadley,Hampshire,Massachusetts,Pioneer Valley Chinese Immersion Charter School,42.3529752,-72.5581391,school,"317 Russell St, Hadley, MA 01035, United States",42.3529752_-72.5581391
Veritas Preparatory Charter School,4980405,Springfield,Hampden,Massachusetts,Veritas Prep Charter School,42.094366,-72.5748904,school,"370 Pine St, Springfield, MA 01105, United States",42.0943660_-72.5748904
Hampden Charter School of Science,4990305,Chicopee,Hampden,Massachusetts,Hampden Charter School of Science,42.197131,-72.5633926,school,"20 Johnson Rd, Chicopee, MA 01022, United States",42.1971310_-72.5633926
Raymond J Grey Junior High,6000405,Acton,Middlesex,Massachusetts,R.J. Grey Junior High School,42.476282,-71.4581929,school,"16 Charter Rd, Acton, MA 01720, United States",42.4762820_-71.4581929
Acton-Boxborough Regional High,6000505,Acton,Middlesex,Massachusetts,Acton Boxborough Regional High School,42.4796958,-71.4580815,school,"36 Charter Rd, Acton, MA 01720, United States",42.4796958_-71.4580815
Cheshire Elementary,6030004,Cheshire,Berkshire,Massachusetts,Cheshire Elementary School,42.5636944,-73.1584364,school,"191 Church St, Cheshire, MA 01225, United States",42.5636944_-73.1584364
Plunkett Elementary,6030020,Adams,Berkshire,Massachusetts,C T Plunkett Elementary School,42.6185536,-73.1207065,school,"14 Commercial St, Adams, MA 01220, United States",42.6185536_-73.1207065
Adams Middle,6030305,Cheshire,Berkshire,Massachusetts,Hoosac Valley High School,42.59393,-73.1157023,school,"125 Savoy Rd, Cheshire, MA 01225, United States",42.5939300_-73.1157023
Hoosac Valley Middle & High School,6030505,Cheshire,Berkshire,Massachusetts,Hoosac Valley High School,42.59393,-73.1157023,school,"125 Savoy Rd, Cheshire, MA 01225, United States",42.5939300_-73.1157023
Amherst Regional Middle School,6050405,Amherst,Hampshire,Massachusetts,Amherst Regional Middle School,42.3848703,-72.5111073,school,"170 Chestnut St, Amherst, MA 01002, United States",42.3848703_-72.5111073
Amherst Regional High,6050505,Amherst,Hampshire,Massachusetts,Amherst Regional High School,42.380923,-72.512865,school,"21 Matoon St, Amherst, MA 01002, United States",42.3809230_-72.5128650
Westminster Elementary,6100005,Westminster,Worcester,Massachusetts,Westminster Elementary School,42.5425894,-71.9092418,school,"Westminster, MA 01473, United States",42.5425894_-71.9092418
Meetinghouse School,6100010,Westminster,Worcester,Massachusetts,Meetinghouse School,42.5433359,-71.910877,school,"Westminster, MA 01473, United States",42.5433359_-71.9108770
Briggs Elementary,6100025,Ashburnham,Worcester,Massachusetts,Briggs Elementary School,42.614985,-71.9271666,school,"96 Williams Rd, Ashburnham, MA 01430, United States",42.6149850_-71.9271666
Overlook Middle School,6100305,Ashburnham,Worcester,Massachusetts,Overlook Middle School,42.6030455,-71.9261878,school,"10 Oakmont Dr, Ashburnham, MA 01430, United States",42.6030455_-71.9261878
Oakmont Regional High School,6100505,Ashburnham,Worcester,Massachusetts,Oakmont Regional High School,42.605426,-71.9225339,school,"9 Oakmont Dr, Ashburnham, MA 01430, United States",42.6054260_-71.9225339
Ellen Bigelow,6150005,Athol,Worcester,Massachusetts,Ellen Bigelow,42.5927349,-72.2219539,school,"Athol, MA 01331, United States",42.5927349_-72.2219539
Pleasant Street,6150016,Athol,Worcester,Massachusetts,Pleasant Street School,42.573143,-72.2161938,school,"1060 Pleasant St, Athol, MA 01331, United States",42.5731430_-72.2161938
Riverbend,6150020,Athol,Worcester,Massachusetts,Riverbend,42.592587,-72.2228607,school,"174 Riverbend St, Athol, MA 01331, United States",42.5925870_-72.2228607
Sanders Street,6150025,Athol,Worcester,Massachusetts,Sanders Street School,42.5865414,-72.2315346,school,"314 Sanders St, Athol, MA 01331, United States",42.5865414_-72.2315346
Silver Lake,6150030,Athol,Worcester,Massachusetts,Silver Lake School,42.6011979,-72.2223051,school,"Athol, MA 01331, United States",42.6011979_-72.2223051
Royalston Community School,6150050,Royalston,Worcester,Massachusetts,Royalston Community School,42.6776794,-72.1438801,school,"96 Winchendon Rd, Royalston, MA 01368, United States",42.6776794_-72.1438801
Athol-Royalston Middle School,6150305,Athol,Worcester,Massachusetts,Athol-Royalston Middle School,42.5739,-72.2161,school,"Athol, MA 01331, United States",42.5739000_-72.2161000
Athol High,6150505,Athol,Worcester,Massachusetts,Athol-Royalston Middle School,42.5739,-72.2161,school,"Athol, MA 01331, United States",42.5739000_-72.2161000
Lura A. White Elementary School,6160001,Shirley,Middlesex,Massachusetts,Lura A White School,42.5393535,-71.6559891,school,"34 Lancaster Rd, Shirley, MA 01464, United States",42.5393535_-71.6559891
Page Hilltop School,6160002,Ayer,Middlesex,Massachusetts,Ayer Shirley Regional High School,42.5667399,-71.5757882,school,"141 Washington St, Ayer, MA 01432, United States",42.5667399_-71.5757882
Ayer Shirley Regional Middle School,6160305,Shirley,Middlesex,Massachusetts,Ayer Shirley Regional Middle School,42.5460261,-71.6391742,school,"1 Hospital Rd, Shirley, MA 01464, United States",42.5460261_-71.6391742
Ayer Shirley Regional High School,6160505,Ayer,Middlesex,Massachusetts,Ayer Shirley Regional High School,42.5667399,-71.5757882,school,"141 Washington St, Ayer, MA 01432, United States",42.5667399_-71.5757882
Stockbridge Plain,6180030,Stockbridge,Berkshire,Massachusetts,Berkshire Hills Regional School,42.2815666,-73.3056712,school,"50 Main St, Stockbridge, MA 01262, United States",42.2815666_-73.3056712
Muddy Brook Regional Elementary School,6180035,Great Barrington,Berkshire,Massachusetts,Muddy Brook Regional Elementary School,42.2457259,-73.3295297,school,"318 Monument Valley Rd, Great Barrington, MA 01230, United States",42.2457259_-73.3295297
Searles Middle,6180305,Great Barrington,Berkshire,Massachusetts,Searles Middle School,42.1934226,-73.3598343,school,"Great Barrington, MA 01230, United States",42.1934226_-73.3598343
Monument Valley Regional Middle School,6180310,Great Barrington,Berkshire,Massachusetts,Monument Valley Regional Middle School,42.2441113,-73.3289547,school,"313 Monument Valley Rd, Great Barrington, MA 01230, United States",42.2441113_-73.3289547
Monument Mt Regional High,6180505,Great Barrington,Berkshire,Massachusetts,Monument Mountain Regional High School,42.2492396,-73.3283897,school,"600 Stockbridge Rd, Great Barrington, MA 01230, United States",42.2492396_-73.3283897
Tahanto Regional High,6200505,Boylston,Worcester,Massachusetts,Tahanto Regional High School,42.3712783,-71.721214,school,"1001 Main St, Boylston, MA 01505, United States",42.3712783_-71.7212140
John F Kennedy Elementary,6220008,Blackstone,Worcester,Massachusetts,A F Maloney Elementary School,42.0290268,-71.5453968,school,"Blackstone, MA 01504, United States",42.0290268_-71.5453968
Millville Elementary,6220010,Millville,Worcester,Massachusetts,Millville Elementary School,42.0325342,-71.5779544,school,"122 Berthelette Way, Millville, MA 01529, United States",42.0325342_-71.5779544
A F Maloney,6220015,Blackstone,Worcester,Massachusetts,Blackstone-Millville Jr High,42.0295349,-71.5384569,school,"175 Lincoln St, Blackstone, MA 01504, United States",42.0295349_-71.5384569
Frederick W. Hartnett Middle School,6220405,Blackstone,Worcester,Massachusetts,Frederick W Hartnett Middle School,42.0225123,-71.5293806,school,"35 Federal St, Blackstone, MA 01504, United States",42.0225123_-71.5293806
Blackstone Millville RHS,6220505,Blackstone,Worcester,Massachusetts,Blackstone-Millville Jr High,42.0295349,-71.5384569,school,"175 Lincoln St, Blackstone, MA 01504, United States",42.0295349_-71.5384569
Mitchell Elementary School,6250002,Bridgewater,Plymouth,Massachusetts,George H. Mitchell Elementary School,41.9764122,-70.9795683,school,"500 South St, Bridgewater, MA 02324, United States",41.9764122_-70.9795683
Burnell Campus School,6250005,Bridgewater,Plymouth,Massachusetts,Bridgewater-Raynham Regional School District: Burnell Campus Lab School,41.9903788,-70.9683758,school,"Bridgewater, MA 02324, United States",41.9903788_-70.9683758
Merrill Elementary School,6250020,Raynham,Bristol,Massachusetts,Lillie B Merrill Elementary School,41.9340048,-71.0317209,school,"687 Pleasant St, Raynham, MA 02767, United States",41.9340048_-71.0317209
Bridgewater Elem,6250045,Bridgewater,Plymouth,Massachusetts,Bridgewater-Raynham Regional High School,41.9911025,-70.993044,school,"415 Center St, Bridgewater, MA 02324, United States",41.9911025_-70.9930440
Laliberte Elementary School,6250050,Raynham,Bristol,Massachusetts,Laliberte Elementary School,41.9344312,-71.0293252,school,"Raynham, MA 02767, United States",41.9344312_-71.0293252
Williams Intermediate School,6250300,Bridgewater,Plymouth,Massachusetts,Williams Intermediate School,41.9839606,-70.9797326,school,"200 South St, Bridgewater, MA 02324, United States",41.9839606_-70.9797326
Williams Middle,6250310,Bridgewater,Plymouth,Massachusetts,Williams Intermediate School,41.9839606,-70.9797326,school,"200 South St, Bridgewater, MA 02324, United States",41.9839606_-70.9797326
Raynham Middle School,6250315,Raynham,Bristol,Massachusetts,Raynham Middle School,41.94575,-71.035752,school,"420 Titicut Rd, Raynham, MA 02767, United States",41.9457500_-71.0357520
Bridgewater Middle School,6250320,Bridgewater,Plymouth,Massachusetts,Bridgewater Middle School,41.989134,-70.9844326,school,"166 Mt Prospect St, Bridgewater, MA 02324, United States",41.9891340_-70.9844326
Bridgewater-Raynham Regional,6250505,Bridgewater,Plymouth,Massachusetts,Bridgewater-Raynham Regional High School,41.9911025,-70.993044,school,"415 Center St, Bridgewater, MA 02324, United States",41.9911025_-70.9930440
New Hingham Regional Elementary,6320025,Chesterfield,Hampshire,Massachusetts,New Hingham Regional Elementary School,42.4031009,-72.8481979,school,"30 Smith Rd, Chesterfield, MA 01012, United States",42.4031009_-72.8481979
Becket Washington School,6350005,Becket,Berkshire,Massachusetts,Becket Washington School,42.3314762,-73.0828803,school,"12 Maple St, Becket, MA 01223, United States",42.3314762_-73.0828803
Berkshire Trail Elementary,6350010,Cummington,Hampshire,Massachusetts,Berkshire Trl Elementary School,42.4575863,-72.8889847,school,"Cummington, MA 01026, United States",42.4575863_-72.8889847
Craneville,6350025,Dalton,Berkshire,Massachusetts,Craneville,42.4753813,-73.1777007,school,"71 Park Ave, Dalton, MA 01226, United States",42.4753813_-73.1777007
Kittredge,6350035,Hinsdale,Berkshire,Massachusetts,Kittredge,42.4384189,-73.1226022,school,"Hinsdale, MA 01235, United States",42.4384189_-73.1226022
Nessacus Regional Middle School,6350305,Dalton,Berkshire,Massachusetts,Nessacus Regional Middle School,42.468061,-73.138905,school,"35 Fox Rd, Dalton, MA 01226, United States",42.4680610_-73.1389050
Wahconah Regional High,6350505,Dalton,Berkshire,Massachusetts,Wahconah Regional High School,42.4729793,-73.1397709,school,"150 Windsor Rd, Dalton, MA 01226, United States",42.4729793_-73.1397709
Concord Carlisle High,6400505,Concord,Middlesex,Massachusetts,Concord-Carlisle Regional High School,42.4475439,-71.349147,school,"500 Walden St, Concord, MA 01742, United States",42.4475439_-71.3491470
Ezra H Baker,6450005,Dennis,Barnstable,Massachusetts,Ezra H Baker,41.6685119,-70.152619,school,"810 MA-28, West Dennis, MA 02670, United States",41.6685119_-70.1526190
John Simpkins,6450010,Yarmouth,Barnstable,Massachusetts,Simpkins School Residences,41.661086,-70.1968769,point_of_interest,"134 Old Main St, South Yarmouth, MA 02664, United States",41.6610860_-70.1968769
Marguerite E Small Elementary,6450015,Yarmouth,Barnstable,Massachusetts,Marguerite E Small Elementary School,41.6735674,-70.246088,school,"440 Higgins Crowell Rd, West Yarmouth, MA 02673, United States",41.6735674_-70.2460880
Laurence C MacArthur Elementary,6450020,Yarmouth,Barnstable,Massachusetts,Laurence Macarthur Elementary School,41.6644331,-70.1961342,school,"1175 MA-28, South Yarmouth, MA 02664, United States",41.6644331_-70.1961342
Station Avenue Elementary,6450025,Yarmouth,Barnstable,Massachusetts,Station Avenue Elementary School,41.6802275,-70.1975204,school,"276 Station Ave, South Yarmouth, MA 02664, United States",41.6802275_-70.1975204
Mattacheese Middle School,6450305,Yarmouth,Barnstable,Massachusetts,Mattacheese Middle School,41.672623,-70.2431617,school,"400 Higgins Crowell Rd, West Yarmouth, MA 02673, United States",41.6726230_-70.2431617
N H Wixon Middle,6450310,Dennis,Barnstable,Massachusetts,Wixon Middle School,41.7158159,-70.156173,school,"901 MA-134, South Dennis, MA 02660, United States",41.7158159_-70.1561730
Dennis-Yarmouth Regional High,6450505,Yarmouth,Barnstable,Massachusetts,Dennis-Yarmouth Regional High School,41.6773795,-70.1942306,school,"210 Station Ave, South Yarmouth, MA 02664, United States",41.6773795_-70.1942306
Dighton Elementary,6500005,Dighton,Bristol,Massachusetts,Dighton Elementary School,41.835463,-71.121908,school,"1250 Somerset Ave, Dighton, MA 02715, United States",41.8354630_-71.1219080
Palmer River,6500010,Rehoboth,Bristol,Massachusetts,Palmer River School,41.8485652,-71.252401,school,"326 Winthrop St, Rehoboth, MA 02769, United States",41.8485652_-71.2524010
Dighton Middle School,6500305,Dighton,Bristol,Massachusetts,Dighton Middle School,41.8352611,-71.1222696,school,"1250 Somerset Ave # R, Dighton, MA 02715, United States",41.8352611_-71.1222696
Dorothy L Beckwith,6500310,Rehoboth,Bristol,Massachusetts,Dorothy L Beckwith School,41.8481362,-71.2523312,school,"330 Winthrop St, Rehoboth, MA 02769, United States",41.8481362_-71.2523312
Dighton-Rehoboth Regional High School,6500505,Dighton,Bristol,Massachusetts,Dighton-Rehoboth Regional High School,41.8527568,-71.1969583,school,"2700 Regional Rd, North Dighton, MA 02764, United States",41.8527568_-71.1969583
Dover-Sherborn Regional Middle School,6550405,Dover,Norfolk,Massachusetts,Dover-Sherborn Regional Middle School,42.2192622,-71.3241766,school,"155 Farm St, Dover, MA 02030, United States",42.2192622_-71.3241766
Dover-Sherborn Regional High,6550505,Dover,Norfolk,Massachusetts,Dover-Sherborn Regional Middle School,42.2192622,-71.3241766,school,"155 Farm St, Dover, MA 02030, United States",42.2192622_-71.3241766
Dudley Elementary,6580005,Dudley,Worcester,Massachusetts,Dudley Elementary School,42.0556777,-71.8873973,school,"16 School St, Dudley, MA 01571, United States",42.0556777_-71.8873973
Mason Road School,6580010,Dudley,Worcester,Massachusetts,Mason Road Elementary School,42.0461151,-71.9052453,school,"20 Mason Rd, Dudley, MA 01571, United States",42.0461151_-71.9052453
Charlton Elementary,6580020,Charlton,Worcester,Massachusetts,Charlton Elementary School,42.1321725,-71.9711689,school,"9 Burlingame Rd, Charlton, MA 01507, United States",42.1321725_-71.9711689
Heritage School,6580030,Charlton,Worcester,Massachusetts,Heritage School,42.1323679,-71.9364609,school,"34 Oxford Rd, Charlton, MA 01507, United States",42.1323679_-71.9364609
Dudley Middle School,6580305,Dudley,Worcester,Massachusetts,Dudley Middle School,42.0548096,-71.9142346,school,"70 Dudley Oxford Rd, Dudley, MA 01571, United States",42.0548096_-71.9142346
Charlton Middle School,6580310,Charlton,Worcester,Massachusetts,Charlton Middle School,42.1344,-71.9414,school,"2 Oxford Rd, Charlton, MA 01507, United States",42.1344000_-71.9414000
Shepherd Hill Regional High,6580505,Dudley,Worcester,Massachusetts,Shepherd Hill Regional High School,42.0536424,-71.9184566,school,"68 Dudley Oxford Rd, Dudley, MA 01571, United States",42.0536424_-71.9184566
Nauset Regional Middle,6600305,Orleans,Barnstable,Massachusetts,Nauset Middle School,41.7839571,-69.9888637,school,"70 MA-28, Orleans, MA 02653, United States",41.7839571_-69.9888637
Nauset Regional High,6600505,Eastham,Barnstable,Massachusetts,Nauset Regional High School,41.859167,-69.9686117,school,"100 Cable Rd, Eastham, MA 02642, United States",41.8591670_-69.9686117
Farmington River Elementary,6620020,Otis,Berkshire,Massachusetts,Farmington River Regional School District,42.2071351,-73.0960563,school,"555 N Main Rd, Otis, MA 01253, United States",42.2071351_-73.0960563
Freetown Elementary School,6650001,Freetown,Bristol,Massachusetts,Freetown Elementary School,41.7610549,-71.0147743,school,"43 Bullock Rd, East Freetown, MA 02717, United States",41.7610549_-71.0147743
Assawompset Elementary School,6650002,Lakeville,Plymouth,Massachusetts,Assawompset Elementary School,41.8475675,-70.9470105,school,"232 Main St, Lakeville, MA 02347, United States",41.8475675_-70.9470105
George R Austin Intermediate School,6650015,Lakeville,Plymouth,Massachusetts,George R Austin Middle School,41.7895466,-70.98143,school,"Lakeville, MA 02347, United States",41.7895466_-70.9814300
Freetown-Lakeville Middle School,6650305,Lakeville,Plymouth,Massachusetts,Freetown Lakeville Middle School,41.7895475,-70.9859969,school,"96 Howland Road, Lakeville, MA 02347, United States",41.7895475_-70.9859969
Apponequet Regional High,6650505,Lakeville,Plymouth,Massachusetts,Apponequet Regional High School,41.7920214,-70.9829723,school,"100 Howland Rd, Lakeville, MA 02347, United States",41.7920214_-70.9829723
Frontier Regional,6700505,Deerfield,Franklin,Massachusetts,Frontier Regional School,42.4834203,-72.6056126,school,"113 N Main St, South Deerfield, MA 01373, United States",42.4834203_-72.6056126
Blandford Elementary,6720033,Blandford,Hampden,Massachusetts,Blandford Elementary School,42.1806343,-72.9250169,school,"1 Russell Stage Rd, Blandford, MA 01008, USA",42.1806343_-72.9250169
Chester Elementary,6720059,Huntington,Hampshire,Massachusetts,Gateway Regional High School,42.2508467,-72.8702164,school,"Huntington, MA 01050, United States",42.2508467_-72.8702164
Littleville Elementary School,6720143,Huntington,Hampshire,Massachusetts,Littleville Elementary School,42.2497729,-72.8689455,school,"4 Littleville Rd, Huntington, MA 01050, United States",42.2497729_-72.8689455
Russell Elementary,6720256,Blandford,Hampden,Massachusetts,Russell Elementary School,42.192313,-72.8531529,school,"Russell, MA 01071, USA",42.1923130_-72.8531529
Russell H Conwell,6720349,Blandford,Hampden,Massachusetts,R H Conwell Community Education Center,42.4000113,-72.9377417,school,"147 Huntington Rd, Worthington, MA 01098, USA",42.4000113_-72.9377417
Gateway Reg Middle,6720380,Huntington,Hampshire,Massachusetts,Gateway Regional High School,42.2508467,-72.8702164,school,"Huntington, MA 01050, United States",42.2508467_-72.8702164
Gateway Regional Junior High School,6720405,Huntington,Hampshire,Massachusetts,Gateway Regional High School,42.2508467,-72.8702164,school,"Huntington, MA 01050, United States",42.2508467_-72.8702164
Gateway Regional Middle School,6720410,Huntington,Hampshire,Massachusetts,Gateway Regional High School,42.2508467,-72.8702164,school,"Huntington, MA 01050, United States",42.2508467_-72.8702164
Gateway Regional High,6720505,Huntington,Hampshire,Massachusetts,Gateway Regional High School,42.2508467,-72.8702164,school,"Huntington, MA 01050, United States",42.2508467_-72.8702164
Boutwell School,6730001,Groton,Middlesex,Massachusetts,Groton Early Childhood Center,42.6145449,-71.5724465,school,"78 Hollis St, Groton, MA 01450, United States",42.6145449_-71.5724465
Swallow/Union School,6730005,Dunstable,Middlesex,Massachusetts,Swallow Union Elementary School,42.673196,-71.482635,school,"522 Main St, Dunstable, MA 01827, United States",42.6731960_-71.4826350
Florence Roche School,6730010,Groton,Middlesex,Massachusetts,Florence Roche Elementary School,42.6159235,-71.578401,school,"342 Main St, Groton, MA 01450, United States",42.6159235_-71.5784010
Prescott Elem,6730040,Groton,Middlesex,Massachusetts,Prescott Elementary School,42.6071197,-71.5699613,school,"Groton, MA 01450, United States",42.6071197_-71.5699613
Groton Dunstable Regional Middle,6730305,Groton,Middlesex,Massachusetts,Groton-Dunstable Regional Middle School,42.6163545,-71.5790176,school,"344-346 Main St, Groton, MA 01450, United States",42.6163545_-71.5790176
