Municipal,County,State,Region,Five_Year_Range,Pop_25,Margin_Error_Pop,HS_Pct,Margin_Error_HS,Bachelors_Pct,Margin_Error_Bach,Grad_Pct,Margin_Error_Grad
Merrimac,Essex County,MA,Merrimac,2007-2011,4418,122,90.2,3.9,37.5,5.3,17.3,5
Merrimac,Essex County,MA,Merrimac,2006-2010,4374,142,88.8,2.7,34.8,4.9,14.6,4.5
Merrimac,Essex County,MA,Merrimac,2012-2016,4707,243,95.2,3,46.3,5.5,19.9,4.6
Methuen,Essex County,MA,Methuen,2008-2012,32109,502,88,1.2,28,1.8,10.1,1
Methuen,Essex County,MA,Methuen,2010-2014,32691,498,88.3,1.1,28.7,1.7,10,1.1
Methuen,Essex County,MA,Methuen,2011-2015,33089,529,88.7,1.3,28.9,1.9,10.5,1.2
Methuen,Essex County,MA,Methuen,2007-2011,31685,534,88.6,1.2,27.8,1.7,9.9,1.2
Methuen,Essex County,MA,Methuen,2009-2013,32404,513,88.8,1.2,29.2,1.8,10.2,1.1
Methuen,Essex County,MA,Methuen,2013-2017,33715,595,88.2,1.6,29.2,1.4,10.6,1
Methuen,Essex County,MA,Methuen,2014-2018,34037,648,87.6,1.4,28.6,1.8,11,1.2
Methuen,Essex County,MA,Methuen,2006-2010,30956,479,86.3,1.4,27.1,1.9,9.8,1
Methuen,Essex County,MA,Methuen,2012-2016,33185,539,88.6,1.4,29.9,1.7,10.8,1
Middleborough,Plymouth County,MA,Middleborough,2010-2014,16633,411,92,1.9,28.3,2.7,10.3,1.9
Middleborough,Plymouth County,MA,Middleborough,2011-2015,16740,425,94.3,1.3,29.7,3.5,10.1,1.9
Middleborough,Plymouth County,MA,Middleborough,2006-2010,14553,1057,90.9,2.3,21.6,2.9,6.7,1.6
Middleborough,Plymouth County,MA,Middleborough,2013-2017,17760,415,95.2,1.1,29.3,3.6,10.4,1.9
Middleborough,Plymouth County,MA,Middleborough,2008-2012,16122,385,91.9,1.9,24.1,2.4,6.8,1.4
Middleborough,Plymouth County,MA,Middleborough,2012-2016,17492,400,95.1,1.2,29.1,3.6,9.6,2
Middleborough,Plymouth County,MA,Middleborough,2007-2011,15728,323,90.8,2.1,23.9,3.2,7.6,1.7
Middleborough,Plymouth County,MA,Middleborough,2009-2013,16151,361,91.4,2.4,26.2,3.3,8.5,1.9
Middleborough,Plymouth County,MA,Middleborough,2014-2018,18119,471,95.6,1.1,28.3,3.1,9.8,1.7
Middlefield,Hampshire County,MA,Middlefield,2012-2016,416,90,96.9,3,23.1,7.5,10.8,7.8
Middlefield,Hampshire County,MA,Middlefield,2008-2012,318,73,96.2,2.8,17.3,7.9,10.1,7.5
Middlefield,Hampshire County,MA,Middlefield,2007-2011,342,71,94.4,4.4,18.7,8.2,5,4.8
Middlefield,Hampshire County,MA,Middlefield,2011-2015,425,85,96.5,2.6,22.8,8.1,9.4,7.5
Middlefield,Hampshire County,MA,Middlefield,2010-2014,433,87,95.4,3.4,23.3,8.1,9.7,7.4
Middlefield,Hampshire County,MA,Middlefield,2009-2013,392,88,94.6,4.4,17.3,7.4,8.2,6.4
Middlefield,Hampshire County,MA,Middlefield,2013-2017,393,85,97.7,2.7,26,9.2,9.9,7.2
Middlefield,Hampshire County,MA,Middlefield,2006-2010,330,70,92.4,5.8,16.7,8.4,6.7,5.1
Middlefield,Hampshire County,MA,Middlefield,2014-2018,326,69,98.8,1.4,30.7,10,11.7,8.1
Middleton,Essex County,MA,Middleton,2009-2013,6612,266,91.3,4.2,37.3,7.3,12.8,4
Middleton,Essex County,MA,Middleton,2014-2018,6879,276,92.3,2.2,37.7,4.6,12.5,3.7
Middleton,Essex County,MA,Middleton,2007-2011,6200,314,90.1,3.2,35.5,6.1,10.4,2.9
Middleton,Essex County,MA,Middleton,2010-2014,6695,286,91.5,3.4,35.9,6.5,12.1,3.9
Middleton,Essex County,MA,Middleton,2006-2010,6089,256,87.8,2.4,38.4,5.1,15.1,3.7
Middleton,Essex County,MA,Middleton,2013-2017,6754,377,92.4,3.3,40.1,5.8,16.2,4.1
Middleton,Essex County,MA,Middleton,2008-2012,6328,252,91.4,3.1,35.9,6.2,11,3.7
Middleton,Essex County,MA,Middleton,2012-2016,6652,252,91.5,3,36.1,6.3,15,4.5
Middleton,Essex County,MA,Middleton,2011-2015,6597,257,91.2,3.5,37.2,5.9,13.7,4.1
Milford,Worcester County,MA,Milford,2008-2012,19245,515,90.1,1.6,36.4,2.5,12.2,1.7
Milford,Worcester County,MA,Milford,2012-2016,19780,367,92.1,1.6,35.9,2.5,11.7,1.7
Milford,Worcester County,MA,Milford,2011-2015,19587,462,91.8,1.7,35.5,2.6,12.3,1.7
Milford,Worcester County,MA,Milford,2014-2018,20189,361,90.2,1.8,37.1,2.7,13.6,1.8
Milford,Worcester County,MA,Milford,2013-2017,19858,327,91.9,1.7,36.6,2.6,12.5,1.6
Milford,Worcester County,MA,Milford,2009-2013,19106,479,90.7,1.5,35,2.4,11.9,1.7
Milford,Worcester County,MA,Milford,2007-2011,19258,476,88.9,1.9,34.4,2.7,10.8,1.5
Milford,Worcester County,MA,Milford,2006-2010,19118,439,88.8,2,32.8,3.1,10,1.4
Milford,Worcester County,MA,Milford,2010-2014,19499,519,91.5,1.7,34.6,2.5,12.1,1.6
Millbury,Worcester County,MA,Millbury,2014-2018,9574,294,92.4,2.1,33.2,3.9,13.9,2.6
Millbury,Worcester County,MA,Millbury,2013-2017,9499,314,91.7,2.4,31.3,4,12.8,2.7
Millbury,Worcester County,MA,Millbury,2012-2016,9262,317,92.2,2.5,34.8,3.8,13.2,2.5
Millbury,Worcester County,MA,Millbury,2009-2013,9508,293,91.7,1.7,28.5,4,9.7,2.2
Millbury,Worcester County,MA,Millbury,2010-2014,9507,289,90.6,2.3,30.8,3.9,10.7,2.1
Millbury,Worcester County,MA,Millbury,2007-2011,9584,249,89.6,2.3,26.6,3.7,9.1,2.1
Millbury,Worcester County,MA,Millbury,2006-2010,9735,241,89.4,2.1,24.2,3.6,8.2,2.1
Millbury,Worcester County,MA,Millbury,2008-2012,9529,272,91.3,2,28.6,3.4,9.4,2.2
Millbury,Worcester County,MA,Millbury,2011-2015,9377,255,91,2.3,31.7,3.8,10.9,2.4
Millis,Norfolk County,MA,Millis,2008-2012,5717,157,96,2.9,45.3,4.5,18.3,3.6
Millis,Norfolk County,MA,Millis,2012-2016,5766,246,97.5,1.5,49.9,5.3,17,4.2
Millis,Norfolk County,MA,Millis,2013-2017,5828,215,97.5,1.5,53.3,5.3,17.3,4
Millis,Norfolk County,MA,Millis,2011-2015,5616,233,97.8,1.2,48.9,6.1,17.9,3.7
Millis,Norfolk County,MA,Millis,2009-2013,5527,194,95.6,3.4,45.7,5,17.3,3.8
Millis,Norfolk County,MA,Millis,2010-2014,5550,228,95.9,3.1,46.7,5.4,17.6,4.1
Millis,Norfolk County,MA,Millis,2006-2010,5454,156,96.2,2.8,44.9,4.7,18.7,3.3
Millis,Norfolk County,MA,Millis,2007-2011,5598,152,95.6,2.9,45.4,4.2,18.9,3.3
Millis,Norfolk County,MA,Millis,2014-2018,5824,273,97.3,1.7,54.2,5.3,19.7,4.2
Millville,Worcester County,MA,Millville,2007-2011,2031,84,83.8,4.5,24.7,4.6,9.7,3
Millville,Worcester County,MA,Millville,2010-2014,2131,90,87.8,3.2,26.8,4.5,9.5,2.7
Millville,Worcester County,MA,Millville,2014-2018,2238,108,90.7,4.2,27.9,4.4,8.1,3.1
Millville,Worcester County,MA,Millville,2009-2013,2039,84,87.4,3.4,25.6,4.7,8.7,2.5
Millville,Worcester County,MA,Millville,2008-2012,1992,83,85.7,4.1,23,4.9,8,2.4
Millville,Worcester County,MA,Millville,2012-2016,2170,82,89.1,4.5,27.4,4.8,8.2,2.7
Millville,Worcester County,MA,Millville,2011-2015,2174,83,87.4,3.8,25.9,4.4,8.8,3
Millville,Worcester County,MA,Millville,2006-2010,2020,100,84.1,4.2,27.7,5.5,9.6,3
Millville,Worcester County,MA,Millville,2013-2017,2217,88,89.9,3.6,28.3,4.4,9,3
Milton,Norfolk County,MA,Milton,2014-2018,17650,323,95.2,1.2,61,2.7,29.9,2.5
Milton,Norfolk County,MA,Milton,2012-2016,17376,355,95.9,1.2,61.6,3.1,30.6,2.7
Milton,Norfolk County,MA,Milton,2011-2015,17256,459,96.9,1,61.9,2.9,31.1,2.6
Milton,Norfolk County,MA,Milton,2006-2010,17675,495,94.6,1.4,56.2,3.2,25.9,2.5
Milton,Norfolk County,MA,Milton,2008-2012,17154,489,96.4,1.1,59.4,2.7,28,2.8
Milton,Norfolk County,MA,Milton,2009-2013,16906,492,96.8,0.9,61.5,2.9,30.5,2.8
Milton,Norfolk County,MA,Milton,2013-2017,17452,418,95.6,1.1,61.8,2.9,30.8,2.6
Milton,Norfolk County,MA,Milton,2007-2011,17199,746,95.7,1.2,58.2,2.7,27.5,2.6
Milton,Norfolk County,MA,Milton,2010-2014,16927,492,97.3,1,62.6,2.8,32,2.9
Monroe,Franklin County,MA,Monroe,2014-2018,66,23,98.5,4.1,7.6,10.1,1.5,4.1
Monroe,Franklin County,MA,Monroe,2008-2012,84,26,86.9,11.5,23.8,12.5,2.4,4.4
Monroe,Franklin County,MA,Monroe,2007-2011,94,33,89.4,10,21.3,14.7,3.2,4.4
Monroe,Franklin County,MA,Monroe,2009-2013,90,28,96.7,3.8,20,10.2,2.2,3.8
Monroe,Franklin County,MA,Monroe,2013-2017,69,23,98.6,3.2,15.9,10.7,1.4,3.5
Monroe,Franklin County,MA,Monroe,2012-2016,72,24,95.8,4.6,18.1,9.9,2.8,4.4
Monroe,Franklin County,MA,Monroe,2010-2014,91,27,95.6,4,18.7,11.1,3.3,4.7
Monroe,Franklin County,MA,Monroe,2011-2015,82,27,96.3,5.9,18.3,12,2.4,3.8
Monroe,Franklin County,MA,Monroe,2006-2010,80,29,90,12.1,23.8,17.2,3.8,4.7
Monson,Hampden County,MA,Monson,2011-2015,6368,195,91.6,2.1,27.9,3.9,11.1,2.2
Monson,Hampden County,MA,Monson,2008-2012,6111,179,90.8,2.7,30,4.4,10.5,2.9
Monson,Hampden County,MA,Monson,2013-2017,6382,180,91.6,2.3,26.5,3.3,11.1,2.1
Monson,Hampden County,MA,Monson,2010-2014,6251,237,90.4,2.4,28.6,3.5,12.2,2.2
Monson,Hampden County,MA,Monson,2009-2013,6142,225,91.2,2.7,29.7,5,11.5,2.8
Monson,Hampden County,MA,Monson,2007-2011,5915,189,91.9,2.4,28.9,4.4,9.5,2.5
Monson,Hampden County,MA,Monson,2012-2016,6308,182,92,2,27,3.4,10.4,2.2
Monson,Hampden County,MA,Monson,2006-2010,5956,207,88.4,4,27.2,4.9,8.5,2.4
Monson,Hampden County,MA,Monson,2014-2018,6563,182,92.4,2,28,3.3,12.3,2.4
Montague,Franklin County,MA,Montague,2009-2013,6090,273,89.9,2.9,27.6,3.2,11.1,2.2
Montague,Franklin County,MA,Montague,2008-2012,6087,229,88.8,2.9,26.5,3.5,10.1,2.3
Montague,Franklin County,MA,Montague,2006-2010,5875,244,85.9,3.3,26.4,4.2,10.9,2.9
Montague,Franklin County,MA,Montague,2007-2011,5923,236,86.8,3.1,23.9,3.7,9.3,2.3
Montague,Franklin County,MA,Montague,2013-2017,6346,209,89.5,2.6,27.8,3.7,12,2.6
Montague,Franklin County,MA,Montague,2012-2016,6286,258,88.5,3.1,27.6,4,11.5,2.4
Montague,Franklin County,MA,Montague,2011-2015,6299,214,88,3.7,27.9,4.6,9.7,2.3
Montague,Franklin County,MA,Montague,2010-2014,6207,232,87,3.2,28.6,2.9,10.2,2.3
Montague,Franklin County,MA,Montague,2014-2018,6356,273,90.6,2.5,27.5,4.3,11,2.3
Monterey,Berkshire County,MA,Monterey,2007-2011,632,147,93.7,4.7,60.4,10.3,31.2,17.9
Monterey,Berkshire County,MA,Monterey,2014-2018,636,102,91.4,8.5,57.1,8.4,26.4,5.9
Monterey,Berkshire County,MA,Monterey,2009-2013,539,125,96.8,2.3,41.2,10.7,24.7,9
Monterey,Berkshire County,MA,Monterey,2013-2017,600,78,95.5,4.7,58,7.3,26.8,6.1
Monterey,Berkshire County,MA,Monterey,2006-2010,629,210,83.6,15,46.3,17.4,23.5,9.9
Monterey,Berkshire County,MA,Monterey,2012-2016,675,101,95.9,4.3,53.3,10.3,23,7.4
Monterey,Berkshire County,MA,Monterey,2008-2012,624,203,97,1.7,42.5,16.7,21.5,10
Monterey,Berkshire County,MA,Monterey,2011-2015,691,99,97.8,1.5,50.9,9.9,23,6.7
Monterey,Berkshire County,MA,Monterey,2010-2014,630,115,95.9,2.2,47.9,8,26.5,8
Montgomery,Hampden County,MA,Montgomery,2009-2013,671,102,98.1,1.8,41.6,5.3,14.8,4.9
Montgomery,Hampden County,MA,Montgomery,2007-2011,558,83,98,1.9,42.3,6.5,14.7,5.6
Montgomery,Hampden County,MA,Montgomery,2011-2015,634,73,96.7,2.2,34.1,5,14.7,3.9
Montgomery,Hampden County,MA,Montgomery,2006-2010,559,82,98.2,1.5,42,6.1,12.7,5.1
Montgomery,Hampden County,MA,Montgomery,2010-2014,698,76,96.8,2,37.5,4.8,12.9,4.2
Montgomery,Hampden County,MA,Montgomery,2013-2017,618,67,96.6,1.8,35.4,4.1,13.9,3.4
Montgomery,Hampden County,MA,Montgomery,2014-2018,656,75,97.6,1.4,35.4,4.7,13.7,3.8
Montgomery,Hampden County,MA,Montgomery,2012-2016,639,75,97,1.6,33.8,4.9,13.3,3.9
Montgomery,Hampden County,MA,Montgomery,2008-2012,628,84,99.2,0.9,41.1,5.1,16.1,4.9
Mount Washington,Berkshire County,MA,Mount Washington,2014-2018,160,37,99.4,1.8,46.9,13.4,28.1,10.3
Mount Washington,Berkshire County,MA,Mount Washington,2008-2012,125,24,98.4,2.4,51.2,11.5,32,9.8
Mount Washington,Berkshire County,MA,Mount Washington,2006-2010,107,30,95.3,5.1,57,13.1,37.4,13.1
Mount Washington,Berkshire County,MA,Mount Washington,2009-2013,108,32,98.1,2.4,46.3,12.3,30.6,12.4
Mount Washington,Berkshire County,MA,Mount Washington,2012-2016,152,34,98.7,2.1,45.4,12.2,28.9,9.7
Mount Washington,Berkshire County,MA,Mount Washington,2011-2015,143,40,99.3,1.5,46.2,12.7,28,9.2
Mount Washington,Berkshire County,MA,Mount Washington,2007-2011,118,27,96.6,4.7,50.8,13.8,34.7,13
Mount Washington,Berkshire County,MA,Mount Washington,2010-2014,135,31,99.3,2.4,42.2,12.6,29.6,10.8
Mount Washington,Berkshire County,MA,Mount Washington,2013-2017,140,45,98.6,2,46.4,14.5,30.7,15.7
Nahant,Essex County,MA,Nahant,2014-2018,2833,131,97.2,1.7,55.8,5.6,25.5,5.1
Nahant,Essex County,MA,Nahant,2013-2017,2898,122,97.5,1.4,52.9,5.9,25.3,5
Nahant,Essex County,MA,Nahant,2006-2010,2522,168,96.5,2,47.9,6.1,24.8,5.2
Nahant,Essex County,MA,Nahant,2008-2012,2563,145,97,1.9,46.7,5.3,22.3,4.2
Nahant,Essex County,MA,Nahant,2007-2011,2563,120,96,2.3,47.8,6,23.4,5.2
Nahant,Essex County,MA,Nahant,2009-2013,2657,135,96.9,1.7,49,6.2,22.8,4.8
Nahant,Essex County,MA,Nahant,2011-2015,2695,150,97.1,1.7,49.2,6.3,23.5,5.4
Nahant,Essex County,MA,Nahant,2012-2016,2738,150,97.6,1.5,51.6,5.2,24.9,4.6
Nahant,Essex County,MA,Nahant,2010-2014,2640,115,97.6,1.6,48.1,5.8,23.9,4.6
Nantucket,Nantucket County,MA,Nantucket,2007-2011,7312,195,93.1,2.3,42.1,4.9,14,3.2
Nantucket,Nantucket County,MA,Nantucket,2006-2010,7303,143,93.4,2.5,40.2,5.6,15.2,2.7
Nantucket,Nantucket County,MA,Nantucket,2009-2013,7442,118,94,1.9,44,4.2,16,2.3
Nantucket,Nantucket County,MA,Nantucket,2014-2018,8025,NA,95.3,1.5,51.7,4.3,22,3.2
Nantucket,Nantucket County,MA,Nantucket,2013-2017,7931,207,94.1,1.8,45.1,3.6,20.4,2.6
Nantucket,Nantucket County,MA,Nantucket,2012-2016,7785,203,94.7,1.8,42,4,18.3,2.3
Nantucket,Nantucket County,MA,Nantucket,2008-2012,7346,310,93.2,1.9,43.6,4.4,15,2.5
Nantucket,Nantucket County,MA,Nantucket,2011-2015,7617,154,94.8,1.9,43.7,3.8,17.5,1.8
Nantucket,Nantucket County,MA,Nantucket,2010-2014,7532,127,94.3,2.2,45.7,4.3,17.6,2.4
Natick,Middlesex County,MA,Natick,2009-2013,23744,488,96.7,0.8,64.7,2,30.6,2.4
Natick,Middlesex County,MA,Natick,2012-2016,25000,444,96.9,0.8,67.5,2.1,34,2.2
Natick,Middlesex County,MA,Natick,2007-2011,23063,407,96.2,0.8,61.5,2.4,26.1,2.1
Natick,Middlesex County,MA,Natick,2013-2017,25391,351,96.9,0.7,67.5,2.2,35.1,2.3
Natick,Middlesex County,MA,Natick,2006-2010,23041,402,96.2,1,60.3,2.2,26.1,2
Natick,Middlesex County,MA,Natick,2011-2015,24440,422,97.3,0.8,68.9,2.3,33.3,2.3
Natick,Middlesex County,MA,Natick,2010-2014,24347,447,97.2,0.6,66.2,2,31.1,1.9
Natick,Middlesex County,MA,Natick,2008-2012,23129,501,96.5,0.8,62.6,2.2,27.4,2.2
Natick,Middlesex County,MA,Natick,2014-2018,25567,374,97.2,0.7,68.2,2.3,35.3,1.8
Needham,Norfolk County,MA,Needham,2012-2016,19963,323,98,0.6,74.8,2,41.6,2.4
Needham,Norfolk County,MA,Needham,2014-2018,20250,364,97.7,0.8,75.5,2.5,44.9,2.6
Needham,Norfolk County,MA,Needham,2010-2014,19884,342,97.9,0.6,74.1,2.3,41.7,2.7
Needham,Norfolk County,MA,Needham,2013-2017,20270,380,97.7,0.7,74.6,2.3,42.7,2.7
Needham,Norfolk County,MA,Needham,2009-2013,19560,369,98.1,0.6,74.4,2,42.2,2.3
Needham,Norfolk County,MA,Needham,2006-2010,18969,349,97,0.7,70.9,2.3,39.1,2.2
Needham,Norfolk County,MA,Needham,2011-2015,20004,371,98,0.7,74.9,2.5,42.6,2.8
Needham,Norfolk County,MA,Needham,2007-2011,19009,314,96.9,0.9,72.1,2.5,39.7,2.5
Needham,Norfolk County,MA,Needham,2008-2012,19345,318,97.6,0.6,72.5,2.4,39.9,2.7
New Ashford,Berkshire County,MA,New Ashford,2006-2010,194,48,91.2,8.5,34.5,9.4,13.9,7.6
New Ashford,Berkshire County,MA,New Ashford,2009-2013,183,34,91.8,6.2,44.3,11.4,23,9
New Ashford,Berkshire County,MA,New Ashford,2013-2017,241,47,92.9,5.1,35.3,9.5,17.4,7.1
New Ashford,Berkshire County,MA,New Ashford,2014-2018,249,44,94.8,4.1,34.5,8.9,15.7,7.1
New Ashford,Berkshire County,MA,New Ashford,2007-2011,188,39,88.3,8.3,41.5,13.3,21.3,10
New Ashford,Berkshire County,MA,New Ashford,2010-2014,181,29,94.5,5.3,42.5,10,23.2,8.5
New Ashford,Berkshire County,MA,New Ashford,2011-2015,210,39,90.5,5.8,39.5,10.3,19,6.6
New Ashford,Berkshire County,MA,New Ashford,2008-2012,185,34,91.4,8,44.3,11.2,24.3,10.3
New Ashford,Berkshire County,MA,New Ashford,2012-2016,223,42,92.8,5.2,37.2,10,17.9,7.1
New Bedford,Bristol County,MA,New Bedford,2006-2010,62554,864,65.9,1.4,13.7,1,4.3,0.6
New Bedford,Bristol County,MA,New Bedford,2011-2015,64974,785,71.5,1.2,15.9,1,5.4,0.5
New Bedford,Bristol County,MA,New Bedford,2014-2018,64759,894,75,1.3,17.1,1.1,5.7,0.5
New Bedford,Bristol County,MA,New Bedford,2007-2011,63370,841,67.3,1.4,14.6,1,4.6,0.6
New Bedford,Bristol County,MA,New Bedford,2012-2016,64750,759,72.6,1.3,15.8,1,5.5,0.6
New Bedford,Bristol County,MA,New Bedford,2010-2014,64299,793,71.1,1.4,15.3,0.9,4.7,0.5
New Bedford,Bristol County,MA,New Bedford,2013-2017,65020,929,74,1.2,17.1,1.1,5.8,0.7
New Bedford,Bristol County,MA,New Bedford,2009-2013,63747,913,70.5,1.2,15,0.9,4.7,0.5
New Bedford,Bristol County,MA,New Bedford,2008-2012,64045,883,68.8,1.3,14.8,1,4.7,0.5
New Braintree,Worcester County,MA,New Braintree,2014-2018,928,94,89.2,2.9,32.7,6.9,12.6,2.9
New Braintree,Worcester County,MA,New Braintree,2011-2015,807,87,93.9,2.3,35.6,7.2,13.8,3.1
New Braintree,Worcester County,MA,New Braintree,2006-2010,685,114,94.6,2.9,28.8,7.6,12.4,4.7
New Braintree,Worcester County,MA,New Braintree,2013-2017,893,97,91.7,2.9,33.6,6.5,13.2,2.9
New Braintree,Worcester County,MA,New Braintree,2008-2012,737,87,94,3.1,31.6,6.5,12.2,3.5
New Braintree,Worcester County,MA,New Braintree,2010-2014,767,81,94.8,1.9,32.5,5.8,12.5,2.9
New Braintree,Worcester County,MA,New Braintree,2012-2016,808,94,93.9,2.7,35.1,7.2,14.4,3.4
New Braintree,Worcester County,MA,New Braintree,2007-2011,740,101,94.5,3.2,28.6,7.2,11.4,4.5
New Braintree,Worcester County,MA,New Braintree,2009-2013,705,80,95.3,2.2,31.5,6,12.8,3.6
New Marlborough,Berkshire County,MA,New Marlborough,2013-2017,1149,116,93.1,2.9,43.9,6.4,19.4,4.6
New Marlborough,Berkshire County,MA,New Marlborough,2012-2016,1163,87,93.7,2.4,45,5.5,21.5,4.7
New Marlborough,Berkshire County,MA,New Marlborough,2014-2018,1093,107,92.1,3.8,42.5,6.3,21.4,4.1
New Marlborough,Berkshire County,MA,New Marlborough,2011-2015,1191,120,94.3,2.2,42.3,5.4,20.2,4.5
New Marlborough,Berkshire County,MA,New Marlborough,2010-2014,1188,114,92.6,2.9,42.6,5.1,21.4,4.5
New Marlborough,Berkshire County,MA,New Marlborough,2007-2011,1132,126,87.5,6.6,37.2,6.6,18,5.1
New Marlborough,Berkshire County,MA,New Marlborough,2008-2012,1134,131,91.4,4.1,38.4,6.5,20.7,5.5
New Marlborough,Berkshire County,MA,New Marlborough,2009-2013,1175,102,93.4,2.7,43.1,6.9,21.6,5.1
New Marlborough,Berkshire County,MA,New Marlborough,2006-2010,1175,155,87.2,6,34,6.2,17.6,4.7
New Salem,Franklin County,MA,New Salem,2008-2012,697,80,97.3,1.5,38.2,7.3,19.7,5.5
New Salem,Franklin County,MA,New Salem,2007-2011,705,75,94.8,2.7,37.2,6.3,18.7,4.6
New Salem,Franklin County,MA,New Salem,2014-2018,799,82,92.5,3.6,39.7,6,20.8,5.4
New Salem,Franklin County,MA,New Salem,2011-2015,792,69,96.1,2.6,36.9,5.6,16.8,4.7
New Salem,Franklin County,MA,New Salem,2013-2017,778,69,94.6,2.7,40.2,6.6,21,4.9
New Salem,Franklin County,MA,New Salem,2012-2016,772,75,94.8,3.3,40.2,6.2,18.7,5.4
New Salem,Franklin County,MA,New Salem,2006-2010,677,69,91.6,3.6,38.3,5.8,19.2,5.1
New Salem,Franklin County,MA,New Salem,2009-2013,774,83,97.3,1.9,37.9,6.8,18.2,5.2
New Salem,Franklin County,MA,New Salem,2010-2014,788,77,95.9,2.6,38.6,6.1,19,5
Newbury,Essex County,MA,Newbury,2006-2010,4616,195,95.5,2.1,46.2,6.6,19.5,5
Newbury,Essex County,MA,Newbury,2013-2017,5123,206,96.4,2.1,56.9,7.2,18.3,4.1
Newbury,Essex County,MA,Newbury,2008-2012,4767,232,95.9,1.7,53.7,6.2,24.4,5.4
Newbury,Essex County,MA,Newbury,2014-2018,5282,205,96.3,2.3,57.3,7,17.7,4.5
Newbury,Essex County,MA,Newbury,2011-2015,4944,231,96.5,2.4,60.1,5.8,23.5,5
Newbury,Essex County,MA,Newbury,2009-2013,4766,241,96.8,1.8,54,6,22.5,5.5
Newbury,Essex County,MA,Newbury,2012-2016,5102,177,96.7,1.7,59.7,6.8,23.3,4.2
Newbury,Essex County,MA,Newbury,2007-2011,4573,215,95.6,1.9,50.1,4.5,22,4.6
Newbury,Essex County,MA,Newbury,2010-2014,4847,260,97,1.9,58.4,5.9,23.2,4.3
Newburyport,Essex County,MA,Newburyport,2006-2010,12920,259,95.7,1.2,52.4,3.7,20.5,2.4
Newburyport,Essex County,MA,Newburyport,2012-2016,13482,405,96.7,1.3,61.4,3.3,26,3
Newburyport,Essex County,MA,Newburyport,2014-2018,13575,291,97.1,1.2,62,3.1,28,2.6
Newburyport,Essex County,MA,Newburyport,2011-2015,13356,379,97.1,1.1,59.9,3.5,25.7,2.9
Newburyport,Essex County,MA,Newburyport,2010-2014,13156,328,96.8,1.2,57.8,3.4,24.4,2.8
Newburyport,Essex County,MA,Newburyport,2013-2017,13547,424,96.9,1.4,61,3.2,25.6,2.6
Newburyport,Essex County,MA,Newburyport,2008-2012,13200,292,96.9,1.1,55.9,2.9,23.6,2.3
Newburyport,Essex County,MA,Newburyport,2009-2013,13165,313,96.4,1.3,56.2,2.8,23.5,2.7
Newburyport,Essex County,MA,Newburyport,2007-2011,13075,241,96.9,0.8,53.9,3.1,21.8,2.7
Newton,Middlesex County,MA,Newton,2012-2016,57873,685,97.1,0.5,76.7,1.3,48.1,1.3
Newton,Middlesex County,MA,Newton,2010-2014,56779,957,97.2,0.5,75.9,1.3,48.5,1.2
Newton,Middlesex County,MA,Newton,2011-2015,57682,787,97.4,0.4,76.6,1.1,48.4,1.6
Newton,Middlesex County,MA,Newton,2009-2013,56708,847,97,0.5,76.2,1.4,48.7,1.5
Newton,Middlesex County,MA,Newton,2013-2017,57688,744,97.2,0.5,77.2,1.3,48,1.5
Newton,Middlesex County,MA,Newton,2008-2012,55800,711,96.5,0.6,75,1.3,47.8,1.5
Newton,Middlesex County,MA,Newton,2007-2011,55127,784,96.5,0.5,74.1,1.2,45.9,1.4
Newton,Middlesex County,MA,Newton,2014-2018,57944,630,97.3,0.5,77.5,1.4,48.2,1.6
Newton,Middlesex County,MA,Newton,2006-2010,52518,1218,96.1,0.5,72.8,1.3,45.2,1.4
Norfolk,Norfolk County,MA,Norfolk,2012-2016,8251,216,90.2,1.6,50.2,4.7,20.1,3.1
Norfolk,Norfolk County,MA,Norfolk,2010-2014,8238,174,90.6,1.9,51.5,3.5,19.7,2.5
Norfolk,Norfolk County,MA,Norfolk,2011-2015,8284,182,90.1,1.5,50.4,3.5,19.4,2.7
Norfolk,Norfolk County,MA,Norfolk,2014-2018,8476,224,91,1.7,51.2,3.8,19.6,2.4
Norfolk,Norfolk County,MA,Norfolk,2008-2012,8131,166,90.7,1.6,48.5,3.4,17.9,2.9
Norfolk,Norfolk County,MA,Norfolk,2006-2010,7952,381,90.4,3.4,43.1,7.5,13.5,3.6
Norfolk,Norfolk County,MA,Norfolk,2013-2017,8302,242,90.8,2,50.5,5.3,19.6,3.1
Norfolk,Norfolk County,MA,Norfolk,2009-2013,8141,165,89.7,1.6,50.4,3.3,19,2.2
Norfolk,Norfolk County,MA,Norfolk,2007-2011,7849,190,91.2,2.2,47.8,3.8,16.5,2.6
North Adams,Berkshire County,MA,North Adams,2014-2018,8778,366,83.4,3.4,25.1,3.6,9.9,2
North Adams,Berkshire County,MA,North Adams,2010-2014,9327,335,85.4,2.7,21.1,2.9,8.1,1.9
North Adams,Berkshire County,MA,North Adams,2012-2016,9274,415,83.4,3.4,23.8,2.6,9.7,2.1
North Adams,Berkshire County,MA,North Adams,2009-2013,9255,323,84.3,2.5,19.2,2.6,6.7,1.7
North Adams,Berkshire County,MA,North Adams,2013-2017,8981,339,83.8,3.2,24.5,2.8,9.7,2
North Adams,Berkshire County,MA,North Adams,2007-2011,8987,380,84,2.8,20,2.8,6.4,1.9
