Municipal,County,State,Region,Five_Year_Range,Pop_25,Margin_Error_Pop,HS_Pct,Margin_Error_HS,Bachelors_Pct,Margin_Error_Bach,Grad_Pct,Margin_Error_Grad
Ashfield,Franklin County,MA,Ashfield,2007-2011,1314,108,94.7,2.5,46.4,5,21.8,4.3
Ashfield,Franklin County,MA,Ashfield,2006-2010,1269,96,95.9,2.1,47.7,5.5,23.7,4.2
Ashfield,Franklin County,MA,Ashfield,2008-2012,1241,123,95.4,2.4,45,5.2,19.6,4.3
Ashfield,Franklin County,MA,Ashfield,2010-2014,1285,110,96.2,1.8,46.7,5.5,20.6,4.4
Ashfield,Franklin County,MA,Ashfield,2014-2018,1222,115,96.9,1.4,45.1,6.3,21.2,4.8
Ashfield,Franklin County,MA,Ashfield,2013-2017,1236,121,97.6,1.3,47.8,6.1,23.2,4.4
Ashfield,Franklin County,MA,Ashfield,2012-2016,1250,119,97.8,1.2,49,5.2,20.7,4
Ashfield,Franklin County,MA,Ashfield,2011-2015,1222,120,97.1,1.5,46.4,5.6,19.1,4.9
Ashland,Middlesex County,MA,Ashland,2011-2015,11937,246,96.1,1.3,59.2,3.2,27.3,3.4
Ashland,Middlesex County,MA,Ashland,2014-2018,12404,298,95.7,1.5,60.1,3.4,30.1,3.5
Ashland,Middlesex County,MA,Ashland,2006-2010,11006,248,96.2,1.4,54.9,3.8,23,3
Ashland,Middlesex County,MA,Ashland,2007-2011,11151,325,96.6,1.4,57.4,3.6,24.9,3.2
Ashland,Middlesex County,MA,Ashland,2012-2016,12316,267,95.6,1.3,57.4,3.7,27.1,2.9
Ashland,Middlesex County,MA,Ashland,2010-2014,11853,271,95.9,1.3,59.6,3.3,26.3,3.2
Ashland,Middlesex County,MA,Ashland,2013-2017,12417,243,96.2,1.3,61.7,3,30,2.7
Ashland,Middlesex County,MA,Ashland,2009-2013,11986,280,95.8,1.5,55.8,4,23.8,2.7
Ashland,Middlesex County,MA,Ashland,2008-2012,11420,266,96.3,1.2,54.8,3.9,22.3,3.1
Athol,Worcester County,MA,Athol,2012-2016,8244,285,86.4,3,17.6,2.4,5,1.3
Athol,Worcester County,MA,Athol,2011-2015,8179,364,86.4,2.6,16.3,2.4,4.6,1.3
Athol,Worcester County,MA,Athol,2010-2014,8152,327,84.8,2.8,15.1,2.4,4.2,1.5
Athol,Worcester County,MA,Athol,2007-2011,7786,294,85.5,2.7,13.6,2.7,3.7,1.3
Athol,Worcester County,MA,Athol,2008-2012,7801,262,84.2,2.7,14.1,2.6,3.7,1.3
Athol,Worcester County,MA,Athol,2006-2010,7954,238,84.7,2.4,14.3,2.7,4.5,1.6
Athol,Worcester County,MA,Athol,2013-2017,8465,280,87.3,2.8,18,2.6,5.5,1.6
Athol,Worcester County,MA,Athol,2009-2013,7976,325,83.8,2.9,13.5,2.3,3.6,1.4
Athol,Worcester County,MA,Athol,2014-2018,8476,265,89.7,3,18.9,2.7,5.3,1.6
Attleboro,Bristol County,MA,Attleboro,2012-2016,30246,581,89.5,1.5,31.4,2.2,10.1,1.4
Attleboro,Bristol County,MA,Attleboro,2008-2012,29950,499,87.5,1.3,30,2.4,8.6,1.3
Attleboro,Bristol County,MA,Attleboro,2007-2011,29907,550,86.4,1.6,29.4,1.8,7.8,1
Attleboro,Bristol County,MA,Attleboro,2011-2015,30243,456,88.3,1.7,31.1,2.2,9.1,1.3
Attleboro,Bristol County,MA,Attleboro,2010-2014,30210,670,88,1.6,30.2,2,8.9,1.1
Attleboro,Bristol County,MA,Attleboro,2009-2013,30192,636,88,1.6,30.1,1.9,8.6,1.2
Attleboro,Bristol County,MA,Attleboro,2014-2018,31522,531,89.6,1.8,32.3,2.2,10,1.4
Attleboro,Bristol County,MA,Attleboro,2013-2017,30765,637,89.1,1.9,31.2,2.3,10.1,1.6
Attleboro,Bristol County,MA,Attleboro,2006-2010,29576,680,86.2,1.7,28.3,2.1,7.4,1
Auburn,Worcester County,MA,Auburn,2012-2016,11919,247,93.2,1.4,37.6,2.6,13.3,1.9
Auburn,Worcester County,MA,Auburn,2013-2017,12207,213,93.2,1,38.2,2.3,13.9,1.6
Auburn,Worcester County,MA,Auburn,2011-2015,11640,226,92.9,1.4,36.1,2.7,13.5,1.9
Auburn,Worcester County,MA,Auburn,2008-2012,11415,253,91.2,1.5,30.7,2.9,11.3,1.8
Auburn,Worcester County,MA,Auburn,2010-2014,11678,209,92,1.2,34.9,2.4,12.5,1.6
Auburn,Worcester County,MA,Auburn,2014-2018,12355,225,94.4,1.3,39.2,2.4,13.8,1.8
Auburn,Worcester County,MA,Auburn,2009-2013,11442,241,91.2,1.4,34.8,3.1,13,1.9
Auburn,Worcester County,MA,Auburn,2007-2011,11459,299,90.9,1.6,30.5,3,11.3,1.8
Auburn,Worcester County,MA,Auburn,2006-2010,11489,286,91.3,1.5,29.5,3.1,10.7,2
Avon,Norfolk County,MA,Avon,2010-2014,3127,172,89.7,4.8,24.1,4.9,8,2.7
Avon,Norfolk County,MA,Avon,2012-2016,3429,126,87.7,4.1,26.5,4.1,6.7,2.4
Avon,Norfolk County,MA,Avon,2011-2015,3328,122,88.6,4.5,25.9,4.9,8.2,3
Avon,Norfolk County,MA,Avon,2007-2011,2935,171,90.9,3.4,18.8,4.6,6,1.8
Avon,Norfolk County,MA,Avon,2014-2018,3367,126,90.3,3.2,27.1,4.8,5.6,2.5
Avon,Norfolk County,MA,Avon,2013-2017,3387,127,86.7,5.3,26.1,4.4,5.5,2.7
Avon,Norfolk County,MA,Avon,2009-2013,3184,157,90.7,5.1,23.4,5,7.5,2.7
Avon,Norfolk County,MA,Avon,2008-2012,3061,164,93.7,2.4,21.4,4.8,6.5,2.4
Avon,Norfolk County,MA,Avon,2006-2010,2982,162,90.5,3.5,18.6,4.3,4.1,1.8
Ayer,Middlesex County,MA,Ayer,2013-2017,5959,184,95.5,2.4,39.9,5.9,19.2,4.4
Ayer,Middlesex County,MA,Ayer,2011-2015,5629,205,94.6,2.5,36.3,5,15.3,4.1
Ayer,Middlesex County,MA,Ayer,2012-2016,5844,234,95.8,2.5,37.8,5.9,17.4,4.2
Ayer,Middlesex County,MA,Ayer,2008-2012,5346,303,93.8,2.4,36.4,5.4,12.4,3.1
Ayer,Middlesex County,MA,Ayer,2006-2010,4994,619,92.1,3.3,35.5,5.3,13.7,3.6
Ayer,Middlesex County,MA,Ayer,2010-2014,5394,276,93.7,2.8,36.2,5.6,12.3,3.3
Ayer,Middlesex County,MA,Ayer,2007-2011,5381,258,92.5,3.4,36.4,5.3,14.7,4
Ayer,Middlesex County,MA,Ayer,2014-2018,5977,212,96.6,1.6,45.8,5.9,19.5,4.3
Ayer,Middlesex County,MA,Ayer,2009-2013,5505,300,93.8,2.5,36.1,6.2,13.5,3.9
Barnstable,Barnstable County,MA,Barnstable,2006-2010,33930,620,94.2,1,37,2.4,14.2,1.6
Barnstable,Barnstable County,MA,Barnstable,2013-2017,33113,590,94.7,1,36.6,2,15.7,1.4
Barnstable,Barnstable County,MA,Barnstable,2014-2018,33500,579,94.3,1,37.6,1.7,16,1.4
Barnstable,Barnstable County,MA,Barnstable,2009-2013,34114,708,93.6,1.2,36.4,2,15,1.3
Barnstable,Barnstable County,MA,Barnstable,2012-2016,33111,528,94.6,0.9,37.6,1.9,15.8,1.3
Barnstable,Barnstable County,MA,Barnstable,2011-2015,33306,656,94.4,1,37.5,2,15.5,1.3
Barnstable,Barnstable County,MA,Barnstable,2010-2014,33564,599,94.7,0.9,37.5,2,15.9,1.1
Barnstable,Barnstable County,MA,Barnstable,2008-2012,34273,531,94,1,37.1,2.1,14.9,1.5
Barnstable,Barnstable County,MA,Barnstable,2007-2011,33962,585,94.2,1.1,36.7,2.1,14.2,1.5
Barre,Worcester County,MA,Barre,2010-2014,3593,175,93.5,2.9,22.1,5.1,7.6,2.7
Barre,Worcester County,MA,Barre,2011-2015,3624,208,95.2,2.5,24.6,5,9.5,3.7
Barre,Worcester County,MA,Barre,2008-2012,3649,218,93.5,2.5,27.3,5.7,9.8,3.6
Barre,Worcester County,MA,Barre,2007-2011,3808,174,92.8,2.9,31.5,5.5,12.4,3.9
Barre,Worcester County,MA,Barre,2012-2016,3728,197,95.9,2.3,27.7,5.9,13.3,5.7
Barre,Worcester County,MA,Barre,2013-2017,3765,192,95.7,2.4,29.8,5.9,14.2,5.4
Barre,Worcester County,MA,Barre,2006-2010,3886,188,91.3,3.3,29.3,6,11.4,3.9
Barre,Worcester County,MA,Barre,2009-2013,3583,213,91.7,2.8,24.1,5.4,8.2,2.6
Barre,Worcester County,MA,Barre,2014-2018,3873,211,95.5,2.2,31.8,6.1,14.4,5.3
Becket,Berkshire County,MA,Becket,2009-2013,1455,144,93.1,2.7,37.7,7.5,19,4.8
Becket,Berkshire County,MA,Becket,2008-2012,1470,137,92.4,3.1,34.6,6.2,17.6,4.8
Becket,Berkshire County,MA,Becket,2010-2014,1432,141,93.6,2.5,39.4,6.3,18.6,4.8
Becket,Berkshire County,MA,Becket,2013-2017,1461,122,93.4,2.5,29.8,4.1,16.6,3.3
Becket,Berkshire County,MA,Becket,2011-2015,1414,120,92,2.6,34.4,5.2,17.3,3.5
Becket,Berkshire County,MA,Becket,2007-2011,1382,159,90.9,3.5,30.8,6,15.9,4.3
Becket,Berkshire County,MA,Becket,2014-2018,1509,136,93.4,2.4,30.6,5,16.4,4
Becket,Berkshire County,MA,Becket,2006-2010,1249,153,89.5,6,32.7,6.6,16.1,4.8
Becket,Berkshire County,MA,Becket,2012-2016,1352,110,93.4,2.3,34.8,4.8,17.7,3.9
Bedford,Middlesex County,MA,Bedford,2013-2017,9876,247,97.6,1.1,70.1,3.6,40.6,3.7
Bedford,Middlesex County,MA,Bedford,2009-2013,9463,268,97.4,1.4,64.4,4.1,34.3,3.5
Bedford,Middlesex County,MA,Bedford,2006-2010,9182,239,97.4,1.4,63.8,3.7,32.9,3.6
Bedford,Middlesex County,MA,Bedford,2012-2016,9784,286,97.8,0.7,67.7,4.1,39.8,3.6
Bedford,Middlesex County,MA,Bedford,2010-2014,9557,237,97.3,1.2,66,3.9,36.8,3.7
Bedford,Middlesex County,MA,Bedford,2008-2012,9205,267,97.5,1.4,62.9,3.4,32.8,3.2
Bedford,Middlesex County,MA,Bedford,2011-2015,9688,229,97.6,1,66.7,3.9,38.1,3.5
Bedford,Middlesex County,MA,Bedford,2014-2018,9731,317,96.8,1.3,70.9,3.7,39.7,4.3
Bedford,Middlesex County,MA,Bedford,2007-2011,9077,278,97.1,1.7,63.8,4.3,32.2,4
Belchertown,Hampshire County,MA,Belchertown,2010-2014,9955,331,92.4,2.3,38.8,4.1,16.3,2.5
Belchertown,Hampshire County,MA,Belchertown,2013-2017,10062,337,93.6,2.3,44.7,3.3,20.6,2.6
Belchertown,Hampshire County,MA,Belchertown,2009-2013,10126,267,93.4,1.9,38.7,3.8,15.2,2.3
Belchertown,Hampshire County,MA,Belchertown,2014-2018,10120,371,94.7,1.9,47.8,3.6,23.4,3.1
Belchertown,Hampshire County,MA,Belchertown,2012-2016,9985,363,92.7,2,42.6,3.6,20.7,2.9
Belchertown,Hampshire County,MA,Belchertown,2011-2015,9891,340,92.4,2.1,42,4.3,19.2,2.7
Belchertown,Hampshire County,MA,Belchertown,2008-2012,9955,285,94.3,1.7,41,3.9,16.4,2.4
Belchertown,Hampshire County,MA,Belchertown,2007-2011,9874,263,93.8,1.8,40,3.7,15.5,2.5
Belchertown,Hampshire County,MA,Belchertown,2006-2010,9795,222,93.1,1.6,39.5,3.6,15.1,2.3
Bellingham,Norfolk County,MA,Bellingham,2014-2018,12055,353,94.9,1.4,33.3,3.5,13.9,2.7
Bellingham,Norfolk County,MA,Bellingham,2007-2011,10953,322,90.5,2.1,31.6,3.6,9.3,1.7
Bellingham,Norfolk County,MA,Bellingham,2012-2016,12001,258,95.2,1.1,28.8,2.8,10.8,1.9
Bellingham,Norfolk County,MA,Bellingham,2010-2014,11700,251,92,2.5,28.5,3.7,9.5,1.9
Bellingham,Norfolk County,MA,Bellingham,2013-2017,11938,297,94,1.7,30.6,3.3,11.5,2.1
Bellingham,Norfolk County,MA,Bellingham,2011-2015,11831,261,93.6,1.9,28.2,3.5,9.5,2.1
Bellingham,Norfolk County,MA,Bellingham,2009-2013,11415,341,91.7,2,30.6,2.8,9.3,2.1
Bellingham,Norfolk County,MA,Bellingham,2008-2012,11428,271,91.9,2.3,32.5,3.5,9.4,1.8
Bellingham,Norfolk County,MA,Bellingham,2006-2010,10901,337,89.8,2.3,31.6,3.4,10.3,2.1
Belmont,Middlesex County,MA,Belmont,2013-2017,17995,250,96.5,0.8,72.7,2.2,46,2
Belmont,Middlesex County,MA,Belmont,2011-2015,17684,238,97,0.8,73.3,1.7,44.2,2
Belmont,Middlesex County,MA,Belmont,2009-2013,17266,346,96.9,0.7,71.6,2.2,43.9,2.3
Belmont,Middlesex County,MA,Belmont,2012-2016,17832,272,97,0.8,73.4,1.8,45.3,2.4
Belmont,Middlesex County,MA,Belmont,2014-2018,17941,265,96.4,0.9,72.9,1.8,48.4,2.1
Belmont,Middlesex County,MA,Belmont,2007-2011,17284,313,96.5,0.9,69.8,2.4,41.6,2.6
Belmont,Middlesex County,MA,Belmont,2008-2012,17406,298,96.7,0.8,70.4,2.6,43.1,2.5
Belmont,Middlesex County,MA,Belmont,2010-2014,17527,282,96.8,0.7,71.2,2.3,42.3,2.4
Belmont,Middlesex County,MA,Belmont,2006-2010,17412,300,96.5,0.9,68.1,2.3,41,2.3
Berkley,Bristol County,MA,Berkley,2013-2017,4645,211,93.7,3,31.1,5.2,11.9,4
Berkley,Bristol County,MA,Berkley,2011-2015,4244,162,88.1,4.3,28,5.8,10.6,4.7
Berkley,Bristol County,MA,Berkley,2010-2014,4129,167,86.5,3.8,28.2,6.4,10.6,5.1
Berkley,Bristol County,MA,Berkley,2006-2010,4127,154,88.5,3.5,22.9,5,4.2,2.2
Berkley,Bristol County,MA,Berkley,2014-2018,4589,179,96,2.6,33.4,5.6,13.7,3.9
Berkley,Bristol County,MA,Berkley,2009-2013,4178,171,87.1,3.5,26.3,4.8,8.3,3.7
Berkley,Bristol County,MA,Berkley,2008-2012,4062,223,87,4.3,24.4,5.5,5.7,3
Berkley,Bristol County,MA,Berkley,2012-2016,4467,206,91.5,4.5,30.2,6.4,10,4.4
Berkley,Bristol County,MA,Berkley,2007-2011,3974,161,87.6,3.7,23.9,4.4,5.4,2.5
Berlin,Worcester County,MA,Berlin,2011-2015,2208,69,94.5,2,48.6,5.3,18.9,3.6
Berlin,Worcester County,MA,Berlin,2010-2014,2152,65,94.5,2.1,47.4,4.7,18.4,3
Berlin,Worcester County,MA,Berlin,2013-2017,2289,82,93.8,2.3,45.7,4.7,17.3,3.4
Berlin,Worcester County,MA,Berlin,2014-2018,2271,103,95.2,1.7,46.8,4.4,17.8,3.9
Berlin,Worcester County,MA,Berlin,2008-2012,2100,74,94.4,1.8,45,6.4,18,4.3
Berlin,Worcester County,MA,Berlin,2009-2013,2137,60,93.4,2.7,45.7,5.8,17.9,3.6
Berlin,Worcester County,MA,Berlin,2006-2010,2079,80,93,2.2,36,5,10.7,3.5
Berlin,Worcester County,MA,Berlin,2007-2011,2077,81,93.7,2.3,38.7,5.4,13.5,3.7
Berlin,Worcester County,MA,Berlin,2012-2016,2295,74,94.6,2.3,46.5,5.2,18,3.4
Bernardston,Franklin County,MA,Bernardston,2007-2011,1623,152,90.4,2.7,23.5,5.2,9.4,3.4
Bernardston,Franklin County,MA,Bernardston,2013-2017,1650,123,95.3,1.8,27,4.7,13.8,3.8
Bernardston,Franklin County,MA,Bernardston,2006-2010,1614,117,91.7,2.2,24,4.5,8.5,3.3
Bernardston,Franklin County,MA,Bernardston,2008-2012,1571,121,92,2.4,25,5.6,7.4,2.7
Bernardston,Franklin County,MA,Bernardston,2012-2016,1648,111,95.8,1.7,28,4.6,12.1,3
Bernardston,Franklin County,MA,Bernardston,2009-2013,1686,112,92.9,2.6,30,5.3,12.3,3
Bernardston,Franklin County,MA,Bernardston,2011-2015,1662,122,93.3,2.2,27.4,3.8,10.5,2.8
Bernardston,Franklin County,MA,Bernardston,2014-2018,1551,117,97.1,1.9,24.8,4,11.3,3.3
Bernardston,Franklin County,MA,Bernardston,2010-2014,1682,117,93.5,2.5,27,4.7,10.6,2.8
Beverly,Essex County,MA,Beverly,2010-2014,27701,565,94.1,1.2,45.4,2.2,17.7,1.8
Beverly,Essex County,MA,Beverly,2012-2016,27869,501,94.9,0.9,47.5,2.3,18.1,1.7
Beverly,Essex County,MA,Beverly,2008-2012,27209,491,94,0.9,41.8,2.2,17.2,1.6
Beverly,Essex County,MA,Beverly,2009-2013,27217,520,94.7,0.8,43.4,2.2,18,1.8
Beverly,Essex County,MA,Beverly,2007-2011,27019,618,93.4,1.1,42.3,1.9,17.4,1.4
Beverly,Essex County,MA,Beverly,2014-2018,29086,584,94.4,0.9,49.5,2.6,19.5,1.9
Beverly,Essex County,MA,Beverly,2006-2010,27623,665,93.5,1.3,40.5,2.9,16.5,1.7
Beverly,Essex County,MA,Beverly,2013-2017,28497,619,94.3,1,48.2,2.7,18.2,1.8
Beverly,Essex County,MA,Beverly,2011-2015,27826,429,94.1,1.2,45.8,2.5,17.6,1.7
Billerica,Middlesex County,MA,Billerica,2008-2012,27886,523,92.2,1.3,29.2,2.1,10.5,1.3
Billerica,Middlesex County,MA,Billerica,2013-2017,30695,468,92.6,1.2,33.7,2.6,11,1.4
Billerica,Middlesex County,MA,Billerica,2007-2011,27465,421,92.2,1.3,29.7,2.3,10.8,1.4
Billerica,Middlesex County,MA,Billerica,2012-2016,29786,486,93.2,1.2,33.1,2.2,10.6,1.1
Billerica,Middlesex County,MA,Billerica,2010-2014,29226,519,92.7,1.5,32.2,2.1,10.8,1.2
Billerica,Middlesex County,MA,Billerica,2011-2015,29616,510,93,1.3,31.9,2,10.7,1.3
Billerica,Middlesex County,MA,Billerica,2009-2013,28565,538,92.8,1.2,30.6,2.6,10.5,1.5
Billerica,Middlesex County,MA,Billerica,2006-2010,27229,461,92,1.2,29.6,2,10.7,1.3
Billerica,Middlesex County,MA,Billerica,2014-2018,31031,444,92.7,1.1,34.3,2.4,11.5,1.5
Blackstone,Worcester County,MA,Blackstone,2009-2013,6099,231,91.5,2.2,27.7,3.5,9.1,2.3
Blackstone,Worcester County,MA,Blackstone,2010-2014,6235,231,91.2,2.5,27.6,3.7,9.5,2.9
Blackstone,Worcester County,MA,Blackstone,2012-2016,6138,175,93.3,1.6,29.1,3,8.9,2.2
Blackstone,Worcester County,MA,Blackstone,2011-2015,6087,212,91.2,2.4,27.6,3.7,8.6,2.6
Blackstone,Worcester County,MA,Blackstone,2007-2011,6151,289,88.1,3.2,24.3,4.5,8.2,2.8
Blackstone,Worcester County,MA,Blackstone,2006-2010,6002,287,88.6,3.2,22.1,4.6,7,2.9
Blackstone,Worcester County,MA,Blackstone,2014-2018,6352,182,94.6,1.4,31.9,3.8,9.9,2.1
Blackstone,Worcester County,MA,Blackstone,2008-2012,6017,236,90.1,3.1,27,4.2,8.9,3.1
Blackstone,Worcester County,MA,Blackstone,2013-2017,6307,215,94.2,1.3,31.1,4.1,9.5,2.3
Blandford,Hampden County,MA,Blandford,2012-2016,908,93,93.2,3.3,29,6.1,11.3,3.7
Blandford,Hampden County,MA,Blandford,2007-2011,865,97,94.6,2.4,27.1,5.4,9.4,2.8
Blandford,Hampden County,MA,Blandford,2013-2017,979,107,89.4,4.4,28.2,6.7,11.3,4
Blandford,Hampden County,MA,Blandford,2009-2013,810,91,94.9,2.6,28.5,4.8,10.6,3
Blandford,Hampden County,MA,Blandford,2006-2010,841,84,92.5,2.7,24.6,5.1,9.3,3
Blandford,Hampden County,MA,Blandford,2011-2015,877,85,95.7,2.3,27.7,4.7,11.2,3.6
Blandford,Hampden County,MA,Blandford,2010-2014,877,94,95.2,2.2,27.5,5.7,11.5,3.4
Blandford,Hampden County,MA,Blandford,2008-2012,844,93,95.3,2.2,26.7,5.8,9.2,3.2
Blandford,Hampden County,MA,Blandford,2014-2018,934,128,89.7,4.9,31.7,7.6,12.2,4.1
Bolton,Worcester County,MA,Bolton,2006-2010,3159,109,97.4,2.4,65.5,5.5,30.6,5
Bolton,Worcester County,MA,Bolton,2014-2018,3443,101,99.2,0.7,67.1,4.4,31.4,4.7
Bolton,Worcester County,MA,Bolton,2008-2012,3233,152,97.8,1.7,64.3,5.1,31.2,5.3
Bolton,Worcester County,MA,Bolton,2007-2011,3161,129,98.7,1.4,63.9,4.3,28,3.9
Bolton,Worcester County,MA,Bolton,2009-2013,3316,128,96.8,2,65.5,5.5,31.2,5.6
Bolton,Worcester County,MA,Bolton,2011-2015,3348,142,97.1,1.6,65.8,5.3,32.4,4.6
Bolton,Worcester County,MA,Bolton,2012-2016,3437,98,97.8,1.4,68.5,4.3,32.8,4.9
Bolton,Worcester County,MA,Bolton,2010-2014,3318,139,97.2,1.6,66.2,5.1,29.7,4.9
Bolton,Worcester County,MA,Bolton,2013-2017,3434,109,98.7,1,67.4,4.5,31.2,4.4
Boston,Suffolk County,MA,Boston,2013-2017,457113,1077,86.1,0.3,47.4,0.6,21.3,0.5
Boston,Suffolk County,MA,Boston,2011-2015,434475,921,85.2,0.5,45.3,0.5,20.4,0.4
Boston,Suffolk County,MA,Boston,2014-2018,467086,1113,86.4,0.4,48.5,0.5,22.1,0.5
Boston,Suffolk County,MA,Boston,2010-2014,421038,981,85,0.4,44.6,0.6,20.1,0.4
Boston,Suffolk County,MA,Boston,2009-2013,410047,997,85,0.4,43.9,0.6,19.6,0.5
Boston,Suffolk County,MA,Boston,2007-2011,389917,1011,84.2,0.4,42.8,0.5,19.4,0.4
Boston,Suffolk County,MA,Boston,2012-2016,444255,925,85.7,0.4,46.4,0.5,20.7,0.4
Boston,Suffolk County,MA,Boston,2008-2012,398348,1094,84.5,0.5,43.4,0.5,19.5,0.4
Boston,Suffolk County,MA,Boston,2006-2010,385036,1067,84.3,0.5,42.5,0.5,19.1,0.5
Bourne,Barnstable County,MA,Bourne,2014-2018,14449,407,96.7,1,35.4,2.7,14,2.1
Bourne,Barnstable County,MA,Bourne,2011-2015,14253,393,96.6,1,33.2,3.5,15,2.3
Bourne,Barnstable County,MA,Bourne,2012-2016,14336,416,96.4,1,35.1,2.8,14.6,2.1
Bourne,Barnstable County,MA,Bourne,2013-2017,14141,401,96.3,1.1,35.6,2.8,14.6,2.1
Bourne,Barnstable County,MA,Bourne,2006-2010,12942,523,95.9,1.2,36.2,2.8,12.9,1.9
Bourne,Barnstable County,MA,Bourne,2007-2011,13518,385,95.9,1.2,36.3,3.3,14.1,2.1
Bourne,Barnstable County,MA,Bourne,2010-2014,14158,415,96.6,1,34,2.9,15.3,2.2
Bourne,Barnstable County,MA,Bourne,2009-2013,13772,341,96.2,1.1,33.4,3.1,14.6,2.1
Bourne,Barnstable County,MA,Bourne,2008-2012,13734,394,96.4,0.9,35.2,3.1,14.2,2.3
Boxborough,Middlesex County,MA,Boxborough,2014-2018,4023,186,96.4,2.1,70,5.1,40.3,5.5
Boxborough,Middlesex County,MA,Boxborough,2007-2011,3317,146,97.9,1.4,71.2,6,37.3,5
Boxborough,Middlesex County,MA,Boxborough,2008-2012,3408,163,98.4,1.2,74.6,4.9,40.1,4.7
Boxborough,Middlesex County,MA,Boxborough,2010-2014,3545,135,99.5,0.6,78.6,4.9,45.2,5.4
Boxborough,Middlesex County,MA,Boxborough,2011-2015,3516,138,99.7,0.4,76.4,4.9,43.4,4.9
Boxborough,Middlesex County,MA,Boxborough,2012-2016,3626,136,98.9,1,73.3,4,41.1,5.1
Boxborough,Middlesex County,MA,Boxborough,2009-2013,3512,162,98.8,1.1,78.5,5.1,44,5.7
Boxborough,Middlesex County,MA,Boxborough,2013-2017,3876,159,97,2,71.8,4.6,42.2,5.4
Boxborough,Middlesex County,MA,Boxborough,2006-2010,3263,118,97.8,1.4,69.7,5.3,35.4,5
Boxford,Essex County,MA,Boxford,2013-2017,5759,161,97.6,1.4,60.5,5.6,27.1,4.5
Boxford,Essex County,MA,Boxford,2014-2018,5700,159,97.7,1.4,63.7,6,31.4,5.1
Boxford,Essex County,MA,Boxford,2010-2014,5688,185,98,0.9,59.7,4.9,24.3,4.3
Boxford,Essex County,MA,Boxford,2007-2011,5282,187,98.8,1.2,60.4,4.7,25.3,4.5
Boxford,Essex County,MA,Boxford,2011-2015,5795,190,97.8,1.1,61.6,5.2,25,4.2
Boxford,Essex County,MA,Boxford,2012-2016,5778,166,97.8,1.1,62.5,5.1,27.1,4.8
Boxford,Essex County,MA,Boxford,2006-2010,5041,209,98.8,1.2,63.3,5.3,29,4.4
Boxford,Essex County,MA,Boxford,2008-2012,5433,191,98.7,0.9,63,5,26.8,4.3
Boxford,Essex County,MA,Boxford,2009-2013,5675,221,98,1.2,60.8,4.8,25.1,3.9
Boylston,Worcester County,MA,Boylston,2014-2018,3194,143,96,2.3,52.1,4.9,17.2,3.7
Boylston,Worcester County,MA,Boylston,2008-2012,3024,131,95.1,2.5,50.5,5,22.7,3.5
Boylston,Worcester County,MA,Boylston,2006-2010,3021,84,95.9,2.3,46.8,5.2,21.8,4.9
Boylston,Worcester County,MA,Boylston,2012-2016,3198,119,95.3,2.9,53.5,6.1,20.1,4.1
Boylston,Worcester County,MA,Boylston,2007-2011,3031,110,96.6,1.8,49.2,5.1,22.3,4.4
Boylston,Worcester County,MA,Boylston,2010-2014,3149,125,93.9,3.5,53.6,6.4,20.9,4
Boylston,Worcester County,MA,Boylston,2011-2015,3190,125,94.8,3.1,53.5,6.2,21,3.8
Boylston,Worcester County,MA,Boylston,2009-2013,3059,135,96.1,2.6,55.9,6,23.5,3.4
Boylston,Worcester County,MA,Boylston,2013-2017,3171,143,96.6,2.7,56.3,5.6,19.1,3.6
Braintree,Norfolk County,MA,Braintree,2012-2016,25904,408,94,1,40.1,2,15.1,1.4
Braintree,Norfolk County,MA,Braintree,2011-2015,25792,440,93.9,0.8,38.5,1.7,14.8,1.4
Braintree,Norfolk County,MA,Braintree,2013-2017,26253,411,94.1,0.8,41.5,2.1,15.4,1.7
Braintree,Norfolk County,MA,Braintree,2014-2018,26409,395,94.2,1.1,43,2.2,16.3,1.5
Braintree,Norfolk County,MA,Braintree,2010-2014,25320,431,93.6,1,37,1.9,13.6,1.4
Braintree,Norfolk County,MA,Braintree,2008-2012,24980,404,93.3,1,35.2,2.1,11.6,1.3
Braintree,Norfolk County,MA,Braintree,2007-2011,24757,404,93.8,1.1,35.6,2.1,12,1.3
Braintree,Norfolk County,MA,Braintree,2006-2010,24761,364,93.3,1.2,36.4,2,11.8,1.4
Braintree,Norfolk County,MA,Braintree,2009-2013,25214,363,93.7,0.9,36.4,1.9,12.4,1.2
Brewster,Barnstable County,MA,Brewster,2006-2010,7709,253,96.8,1.3,47.1,4.7,18.9,2.8
Brewster,Barnstable County,MA,Brewster,2012-2016,7686,342,98.5,0.9,51.4,5.2,19.4,3.6
Brewster,Barnstable County,MA,Brewster,2011-2015,7757,290,98.2,1.1,50.6,5.3,19.9,3.2
Brewster,Barnstable County,MA,Brewster,2010-2014,7620,270,97.7,1.1,50.2,4.7,18.7,3.1
Brewster,Barnstable County,MA,Brewster,2013-2017,7791,237,97.1,1.3,53.2,4.8,21.5,3.6
Brewster,Barnstable County,MA,Brewster,2007-2011,7577,247,96.6,1.3,47.6,4.2,18.8,3.2
Brewster,Barnstable County,MA,Brewster,2014-2018,7783,254,97.2,1.2,50.9,4.7,22.7,4.4
Brewster,Barnstable County,MA,Brewster,2009-2013,7340,255,97.9,1.2,46.7,4.4,17.7,3
Brewster,Barnstable County,MA,Brewster,2008-2012,7595,278,97.2,1.2,43.2,4,16.9,3.1
