Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Northampton,Hampshire County,MA,Northampton,2010-2014,25148,3672,14.6,1.9
Northampton,Hampshire County,MA,Northampton,2011-2015,25209,4308,17.1,3
Northampton,Hampshire County,MA,Northampton,2012-2016,25099,3954,15.8,2.4
Northampton,Hampshire County,MA,Northampton,2013-2017,25097,3756,15,2.2
Northampton,Hampshire County,MA,Northampton,2014-2018,25058,4064,16.2,2.2
Northborough,Worcester County,MA,Northborough,2006-2010,14100,616,4.4,2
Northborough,Worcester County,MA,Northborough,2007-2011,14075,446,3.2,2
Northborough,Worcester County,MA,Northborough,2008-2012,14291,241,1.7,0.7
Northborough,Worcester County,MA,Northborough,2009-2013,14399,533,3.7,2.8
Northborough,Worcester County,MA,Northborough,2010-2014,14503,414,2.9,2.1
Northborough,Worcester County,MA,Northborough,2011-2015,14659,461,3.1,2.3
Northborough,Worcester County,MA,Northborough,2012-2016,14671,465,3.2,2.4
Northborough,Worcester County,MA,Northborough,2013-2017,14739,546,3.7,2.4
Northborough,Worcester County,MA,Northborough,2014-2018,14802,318,2.1,1
Northbridge,Worcester County,MA,Northbridge,2006-2010,14983,762,5.1,2.2
Northbridge,Worcester County,MA,Northbridge,2007-2011,15170,733,4.8,2
Northbridge,Worcester County,MA,Northbridge,2008-2012,15359,638,4.2,1.2
Northbridge,Worcester County,MA,Northbridge,2009-2013,15525,806,5.2,2
Northbridge,Worcester County,MA,Northbridge,2010-2014,15780,942,6,2.4
Northbridge,Worcester County,MA,Northbridge,2011-2015,15926,1219,7.7,2.8
Northbridge,Worcester County,MA,Northbridge,2012-2016,16060,1290,8,3
Northbridge,Worcester County,MA,Northbridge,2013-2017,16121,1352,8.4,2.4
Northbridge,Worcester County,MA,Northbridge,2014-2018,16260,1193,7.3,2.4
Northfield,Franklin County,MA,Northfield,2006-2010,2989,53,1.8,1.5
Northfield,Franklin County,MA,Northfield,2007-2011,2982,105,3.5,2.3
Northfield,Franklin County,MA,Northfield,2008-2012,2995,142,4.7,2.2
Northfield,Franklin County,MA,Northfield,2009-2013,2997,135,4.5,2.3
Northfield,Franklin County,MA,Northfield,2010-2014,2994,117,3.9,1.9
Northfield,Franklin County,MA,Northfield,2011-2015,2993,130,4.3,1.9
Northfield,Franklin County,MA,Northfield,2012-2016,2978,127,4.3,2
Northfield,Franklin County,MA,Northfield,2013-2017,2984,118,4,2.3
Northfield,Franklin County,MA,Northfield,2014-2018,2964,105,3.5,2.1
Norton,Bristol County,MA,Norton,2006-2010,17092,802,4.7,1.9
Norton,Bristol County,MA,Norton,2007-2011,16867,878,5.2,1.9
Norton,Bristol County,MA,Norton,2008-2012,17124,992,5.8,1.9
Norton,Bristol County,MA,Norton,2009-2013,17252,877,5.1,1.3
Norton,Bristol County,MA,Norton,2010-2014,17387,1041,6,1.7
Norton,Bristol County,MA,Norton,2011-2015,17456,988,5.7,1.6
Norton,Bristol County,MA,Norton,2012-2016,17541,1093,6.2,1.7
Norton,Bristol County,MA,Norton,2013-2017,17615,991,5.6,1.7
Norton,Bristol County,MA,Norton,2014-2018,17685,1106,6.3,1.7
Norwell,Plymouth County,MA,Norwell,2006-2010,10060,171,1.7,0.8
Norwell,Plymouth County,MA,Norwell,2007-2011,10237,253,2.5,1.4
Norwell,Plymouth County,MA,Norwell,2008-2012,10308,230,2.2,1
Norwell,Plymouth County,MA,Norwell,2009-2013,10358,273,2.6,1.2
Norwell,Plymouth County,MA,Norwell,2010-2014,10445,240,2.3,1.1
Norwell,Plymouth County,MA,Norwell,2011-2015,10535,337,3.2,1.3
Norwell,Plymouth County,MA,Norwell,2012-2016,10645,376,3.5,1.4
Norwell,Plymouth County,MA,Norwell,2013-2017,10698,380,3.6,1.5
Norwell,Plymouth County,MA,Norwell,2014-2018,10796,354,3.3,1.4
Norwood,Norfolk County,MA,Norwood,2006-2010,27788,1683,6.1,1.4
Norwood,Norfolk County,MA,Norwood,2007-2011,27985,1688,6,1.5
Norwood,Norfolk County,MA,Norwood,2008-2012,28142,1972,7,1.9
Norwood,Norfolk County,MA,Norwood,2009-2013,28237,2226,7.9,2.2
Norwood,Norfolk County,MA,Norwood,2010-2014,28363,2324,8.2,2.2
Norwood,Norfolk County,MA,Norwood,2011-2015,28503,2333,8.2,2
Norwood,Norfolk County,MA,Norwood,2012-2016,28538,2334,8.2,2
Norwood,Norfolk County,MA,Norwood,2013-2017,28628,2367,8.3,2.1
Norwood,Norfolk County,MA,Norwood,2014-2018,28795,2316,8,2.1
Oak Bluffs,Dukes County,MA,Oak Bluffs,2006-2010,4354,409,9.4,8.8
Oak Bluffs,Dukes County,MA,Oak Bluffs,2007-2011,4387,388,8.8,7
Oak Bluffs,Dukes County,MA,Oak Bluffs,2008-2012,4454,413,9.3,5.8
Oak Bluffs,Dukes County,MA,Oak Bluffs,2009-2013,4507,350,7.8,4.3
Oak Bluffs,Dukes County,MA,Oak Bluffs,2010-2014,4543,516,11.4,6.7
Oak Bluffs,Dukes County,MA,Oak Bluffs,2011-2015,4569,571,12.5,6.9
Oak Bluffs,Dukes County,MA,Oak Bluffs,2012-2016,4591,560,12.2,7
Oak Bluffs,Dukes County,MA,Oak Bluffs,2013-2017,4619,565,12.2,8
Oak Bluffs,Dukes County,MA,Oak Bluffs,2014-2018,4641,488,10.5,7.2
Oakham,Worcester County,MA,Oakham,2006-2010,1850,89,4.8,2.8
Oakham,Worcester County,MA,Oakham,2007-2011,1809,98,5.4,2
Oakham,Worcester County,MA,Oakham,2008-2012,1787,90,5,2.1
Oakham,Worcester County,MA,Oakham,2009-2013,1829,84,4.6,1.8
Oakham,Worcester County,MA,Oakham,2010-2014,1791,92,5.1,2
Oakham,Worcester County,MA,Oakham,2011-2015,1803,103,5.7,2.5
Oakham,Worcester County,MA,Oakham,2012-2016,1821,62,3.4,1.6
Oakham,Worcester County,MA,Oakham,2013-2017,1846,70,3.8,1.7
Oakham,Worcester County,MA,Oakham,2014-2018,1836,62,3.4,1.6
Orange,Franklin County,MA,Orange,2006-2010,7736,911,11.8,4.8
Orange,Franklin County,MA,Orange,2007-2011,7768,900,11.6,4.1
Orange,Franklin County,MA,Orange,2008-2012,7737,1107,14.3,4.7
Orange,Franklin County,MA,Orange,2009-2013,7657,970,12.7,4.2
Orange,Franklin County,MA,Orange,2010-2014,7665,956,12.5,4.4
Orange,Franklin County,MA,Orange,2011-2015,7668,1083,14.1,3.5
Orange,Franklin County,MA,Orange,2012-2016,7638,1044,13.7,3.6
Orange,Franklin County,MA,Orange,2013-2017,7682,788,10.3,3.2
Orange,Franklin County,MA,Orange,2014-2018,7633,800,10.5,3.2
Orleans,Barnstable County,MA,Orleans,2006-2010,5950,296,5,4.3
Orleans,Barnstable County,MA,Orleans,2007-2011,5885,286,4.9,4.7
Orleans,Barnstable County,MA,Orleans,2008-2012,5852,330,5.6,4.4
Orleans,Barnstable County,MA,Orleans,2009-2013,5831,199,3.4,1.3
Orleans,Barnstable County,MA,Orleans,2010-2014,5833,281,4.8,2.3
Orleans,Barnstable County,MA,Orleans,2011-2015,5804,319,5.5,2.3
Orleans,Barnstable County,MA,Orleans,2012-2016,5795,442,7.6,2.7
Orleans,Barnstable County,MA,Orleans,2013-2017,5770,418,7.2,3
Orleans,Barnstable County,MA,Orleans,2014-2018,5766,387,6.7,2.8
Otis,Berkshire County,MA,Otis,2006-2010,1166,136,11.7,5.1
Otis,Berkshire County,MA,Otis,2007-2011,1238,158,12.8,6
Otis,Berkshire County,MA,Otis,2008-2012,1299,149,11.5,4.6
Otis,Berkshire County,MA,Otis,2009-2013,1421,115,8.1,3.9
Otis,Berkshire County,MA,Otis,2010-2014,1470,162,11,4.2
Otis,Berkshire County,MA,Otis,2011-2015,1542,143,9.3,3.5
Otis,Berkshire County,MA,Otis,2012-2016,1576,116,7.4,4.1
Otis,Berkshire County,MA,Otis,2013-2017,1577,145,9.2,4.1
Otis,Berkshire County,MA,Otis,2014-2018,1415,139,9.8,6
Oxford,Worcester County,MA,Oxford,2006-2010,13621,738,5.4,1.9
Oxford,Worcester County,MA,Oxford,2007-2011,13501,701,5.2,1.7
Oxford,Worcester County,MA,Oxford,2008-2012,13508,688,5.1,1.7
Oxford,Worcester County,MA,Oxford,2009-2013,13471,880,6.5,2.5
Oxford,Worcester County,MA,Oxford,2010-2014,13553,672,5,2.6
Oxford,Worcester County,MA,Oxford,2011-2015,13566,1337,9.9,4.8
Oxford,Worcester County,MA,Oxford,2012-2016,13629,1410,10.3,4.7
Oxford,Worcester County,MA,Oxford,2013-2017,13810,1507,10.9,4.5
Oxford,Worcester County,MA,Oxford,2014-2018,13818,1158,8.4,3.8
Palmer,Hampden County,MA,Palmer,2006-2010,12093,1422,11.8,3.3
Palmer,Hampden County,MA,Palmer,2007-2011,12074,1392,11.5,3.4
Palmer,Hampden County,MA,Palmer,2008-2012,11986,1236,10.3,2.8
Palmer,Hampden County,MA,Palmer,2009-2013,12009,1233,10.3,2.7
Palmer,Hampden County,MA,Palmer,2010-2014,11940,1226,10.3,2.9
Palmer,Hampden County,MA,Palmer,2011-2015,11932,1402,11.7,3.5
Palmer,Hampden County,MA,Palmer,2012-2016,11913,1543,13,3.3
Palmer,Hampden County,MA,Palmer,2013-2017,12100,1704,14.1,3.4
Palmer,Hampden County,MA,Palmer,2014-2018,12109,1513,12.5,3.6
Paxton,Worcester County,MA,Paxton,2006-2010,4323,188,4.3,4
Paxton,Worcester County,MA,Paxton,2007-2011,4311,174,4,4
Paxton,Worcester County,MA,Paxton,2008-2012,4284,192,4.5,4.3
Paxton,Worcester County,MA,Paxton,2009-2013,4305,224,5.2,4.6
Paxton,Worcester County,MA,Paxton,2010-2014,4310,154,3.6,2.9
Paxton,Worcester County,MA,Paxton,2011-2015,4320,134,3.1,1.9
Paxton,Worcester County,MA,Paxton,2012-2016,4320,156,3.6,1.8
Paxton,Worcester County,MA,Paxton,2013-2017,4370,203,4.6,2.6
Paxton,Worcester County,MA,Paxton,2014-2018,4373,121,2.8,1.7
Peabody,Essex County,MA,Peabody,2006-2010,50025,3036,6.1,1.1
Peabody,Essex County,MA,Peabody,2007-2011,50372,3102,6.2,1.1
Peabody,Essex County,MA,Peabody,2008-2012,50766,2839,5.6,0.8
Peabody,Essex County,MA,Peabody,2009-2013,51073,3198,6.3,1.2
Peabody,Essex County,MA,Peabody,2010-2014,51420,3978,7.7,1.2
Peabody,Essex County,MA,Peabody,2011-2015,51618,4649,9,1.5
Peabody,Essex County,MA,Peabody,2012-2016,51770,4227,8.2,1.5
Peabody,Essex County,MA,Peabody,2013-2017,52101,5119,9.8,1.4
Peabody,Essex County,MA,Peabody,2014-2018,52338,5222,10,1.6
Pelham,Hampshire County,MA,Pelham,2006-2010,1246,58,4.7,2.6
Pelham,Hampshire County,MA,Pelham,2007-2011,1290,67,5.2,2.6
Pelham,Hampshire County,MA,Pelham,2008-2012,1321,58,4.4,2.1
Pelham,Hampshire County,MA,Pelham,2009-2013,1341,91,6.8,3.1
Pelham,Hampshire County,MA,Pelham,2010-2014,1343,76,5.7,2.9
Pelham,Hampshire County,MA,Pelham,2011-2015,1310,78,6,2.6
Pelham,Hampshire County,MA,Pelham,2012-2016,1295,76,5.9,2.5
Pelham,Hampshire County,MA,Pelham,2013-2017,1274,51,4,2.4
Pelham,Hampshire County,MA,Pelham,2014-2018,1306,60,4.6,2.6
Pembroke,Plymouth County,MA,Pembroke,2006-2010,17629,608,3.4,1.4
Pembroke,Plymouth County,MA,Pembroke,2007-2011,17667,660,3.7,1.4
Pembroke,Plymouth County,MA,Pembroke,2008-2012,17759,593,3.3,1.5
Pembroke,Plymouth County,MA,Pembroke,2009-2013,17871,686,3.8,1.7
Pembroke,Plymouth County,MA,Pembroke,2010-2014,17969,743,4.1,1.9
Pembroke,Plymouth County,MA,Pembroke,2011-2015,18049,842,4.7,2.1
Pembroke,Plymouth County,MA,Pembroke,2012-2016,18165,733,4,2
Pembroke,Plymouth County,MA,Pembroke,2013-2017,18190,768,4.2,2.1
Pembroke,Plymouth County,MA,Pembroke,2014-2018,18272,540,3,1.3
Pepperell,Middlesex County,MA,Pepperell,2006-2010,11277,299,2.7,1.1
Pepperell,Middlesex County,MA,Pepperell,2007-2011,11407,465,4.1,1.7
Pepperell,Middlesex County,MA,Pepperell,2008-2012,11537,481,4.2,1.7
Pepperell,Middlesex County,MA,Pepperell,2009-2013,11634,583,5,1.9
Pepperell,Middlesex County,MA,Pepperell,2010-2014,11773,581,4.9,1.6
Pepperell,Middlesex County,MA,Pepperell,2011-2015,11944,664,5.6,1.6
Pepperell,Middlesex County,MA,Pepperell,2012-2016,12023,589,4.9,1.7
Pepperell,Middlesex County,MA,Pepperell,2013-2017,12021,674,5.6,2.1
Pepperell,Middlesex County,MA,Pepperell,2014-2018,12055,511,4.2,1.8
Peru,Berkshire County,MA,Peru,2006-2010,798,63,7.9,4.4
Peru,Berkshire County,MA,Peru,2007-2011,863,61,7.1,4.1
Peru,Berkshire County,MA,Peru,2008-2012,914,51,5.6,2.7
Peru,Berkshire County,MA,Peru,2009-2013,872,66,7.6,3
Peru,Berkshire County,MA,Peru,2010-2014,871,62,7.1,3.5
Peru,Berkshire County,MA,Peru,2011-2015,872,81,9.3,3.6
Peru,Berkshire County,MA,Peru,2012-2016,826,59,7.1,3.3
Peru,Berkshire County,MA,Peru,2013-2017,811,55,6.8,3.2
Peru,Berkshire County,MA,Peru,2014-2018,869,59,6.8,3.9
Petersham,Worcester County,MA,Petersham,2006-2010,1339,234,17.5,10.6
Petersham,Worcester County,MA,Petersham,2007-2011,1198,89,7.4,5.7
Petersham,Worcester County,MA,Petersham,2008-2012,1171,90,7.7,6.2
Petersham,Worcester County,MA,Petersham,2009-2013,1165,92,7.9,10.1
Petersham,Worcester County,MA,Petersham,2010-2014,1239,86,6.9,10.5
Petersham,Worcester County,MA,Petersham,2011-2015,1130,27,2.4,1.6
Petersham,Worcester County,MA,Petersham,2012-2016,1173,55,4.7,3.2
Petersham,Worcester County,MA,Petersham,2013-2017,1188,64,5.4,3.6
Petersham,Worcester County,MA,Petersham,2014-2018,1234,63,5.1,3.5
Phillipston,Worcester County,MA,Phillipston,2006-2010,1849,65,3.5,1.5
Phillipston,Worcester County,MA,Phillipston,2007-2011,1880,82,4.4,1.8
Phillipston,Worcester County,MA,Phillipston,2008-2012,1929,71,3.7,1.7
Phillipston,Worcester County,MA,Phillipston,2009-2013,1778,65,3.7,1.7
Phillipston,Worcester County,MA,Phillipston,2010-2014,1647,75,4.6,2
Phillipston,Worcester County,MA,Phillipston,2011-2015,1731,69,4,1.9
Phillipston,Worcester County,MA,Phillipston,2012-2016,1618,76,4.7,1.9
Phillipston,Worcester County,MA,Phillipston,2013-2017,1635,96,5.9,2.1
Phillipston,Worcester County,MA,Phillipston,2014-2018,1697,97,5.7,1.9
Pittsfield,Berkshire County,MA,Pittsfield,2006-2010,43517,6949,16,2.2
Pittsfield,Berkshire County,MA,Pittsfield,2007-2011,43532,6932,15.9,1.8
Pittsfield,Berkshire County,MA,Pittsfield,2008-2012,43529,7097,16.3,1.7
Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,43448,7446,17.1,1.9
Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,43320,7088,16.4,2
Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,43019,7402,17.2,1.8
Pittsfield,Berkshire County,MA,Pittsfield,2012-2016,42771,7123,16.7,1.9
Pittsfield,Berkshire County,MA,Pittsfield,2013-2017,42420,6387,15.1,1.7
Pittsfield,Berkshire County,MA,Pittsfield,2014-2018,42243,6154,14.6,1.9
Plainfield,Hampshire County,MA,Plainfield,2006-2010,611,32,5.2,3.1
Plainfield,Hampshire County,MA,Plainfield,2007-2011,588,46,7.8,3.9
Plainfield,Hampshire County,MA,Plainfield,2008-2012,535,45,8.4,3.4
Plainfield,Hampshire County,MA,Plainfield,2009-2013,600,36,6,3.2
Plainfield,Hampshire County,MA,Plainfield,2010-2014,604,56,9.3,3.9
Plainfield,Hampshire County,MA,Plainfield,2011-2015,591,56,9.5,3.5
Plainfield,Hampshire County,MA,Plainfield,2012-2016,594,60,10.1,4.2
Plainfield,Hampshire County,MA,Plainfield,2013-2017,668,51,7.6,3.8
Plainfield,Hampshire County,MA,Plainfield,2014-2018,621,54,8.7,4.1
Plainville,Norfolk County,MA,Plainville,2006-2010,8091,340,4.2,2.2
Plainville,Norfolk County,MA,Plainville,2007-2011,8176,394,4.8,2.4
Plainville,Norfolk County,MA,Plainville,2008-2012,8278,390,4.7,1.9
Plainville,Norfolk County,MA,Plainville,2009-2013,8429,465,5.5,2.5
Plainville,Norfolk County,MA,Plainville,2010-2014,8581,454,5.3,2.6
Plainville,Norfolk County,MA,Plainville,2011-2015,8735,420,4.8,2.6
Plainville,Norfolk County,MA,Plainville,2012-2016,8892,318,3.6,2
Plainville,Norfolk County,MA,Plainville,2013-2017,9000,557,6.2,2.6
Plainville,Norfolk County,MA,Plainville,2014-2018,9088,463,5.1,2.4
Plymouth,Plymouth County,MA,Plymouth,2006-2010,53447,3459,6.5,1.2
Plymouth,Plymouth County,MA,Plymouth,2007-2011,53821,3376,6.3,1.3
Plymouth,Plymouth County,MA,Plymouth,2008-2012,54460,3509,6.4,1.2
Plymouth,Plymouth County,MA,Plymouth,2009-2013,54855,3668,6.7,1.2
Plymouth,Plymouth County,MA,Plymouth,2010-2014,55414,3754,6.8,1.2
Plymouth,Plymouth County,MA,Plymouth,2011-2015,55848,3786,6.8,1.2
Plymouth,Plymouth County,MA,Plymouth,2012-2016,56210,3486,6.2,1.2
Plymouth,Plymouth County,MA,Plymouth,2013-2017,56680,3629,6.4,1.3
Plymouth,Plymouth County,MA,Plymouth,2014-2018,57436,3780,6.6,1.3
Plympton,Plymouth County,MA,Plympton,2006-2010,2777,73,2.6,1.6
Plympton,Plymouth County,MA,Plympton,2007-2011,2799,114,4.1,2
Plympton,Plymouth County,MA,Plympton,2008-2012,2817,127,4.5,2.1
Plympton,Plymouth County,MA,Plympton,2009-2013,2834,111,3.9,2
Plympton,Plymouth County,MA,Plympton,2010-2014,2840,107,3.8,2.1
Plympton,Plymouth County,MA,Plympton,2011-2015,2868,142,5,2.3
Plympton,Plymouth County,MA,Plympton,2012-2016,2913,102,3.5,1.9
Plympton,Plymouth County,MA,Plympton,2013-2017,2912,127,4.4,2.9
Plympton,Plymouth County,MA,Plympton,2014-2018,2941,126,4.3,2.9
Princeton,Worcester County,MA,Princeton,2006-2010,3406,42,1.2,1.1
Princeton,Worcester County,MA,Princeton,2007-2011,3412,95,2.8,1.9
Princeton,Worcester County,MA,Princeton,2008-2012,3423,149,4.4,2.3
Princeton,Worcester County,MA,Princeton,2009-2013,3424,162,4.7,2.6
Princeton,Worcester County,MA,Princeton,2010-2014,3432,231,6.7,3.2
Princeton,Worcester County,MA,Princeton,2011-2015,3456,259,7.5,3
Princeton,Worcester County,MA,Princeton,2012-2016,3451,226,6.5,2.9
Princeton,Worcester County,MA,Princeton,2013-2017,3438,224,6.5,3.5
Princeton,Worcester County,MA,Princeton,2014-2018,3443,174,5.1,2.2
Provincetown,Barnstable County,MA,Provincetown,2006-2010,2981,262,8.8,4
Provincetown,Barnstable County,MA,Provincetown,2007-2011,2865,442,15.4,3.5
Provincetown,Barnstable County,MA,Provincetown,2008-2012,2874,420,14.6,3.5
Provincetown,Barnstable County,MA,Provincetown,2009-2013,2905,363,12.5,3.6
Provincetown,Barnstable County,MA,Provincetown,2010-2014,2931,397,13.5,3.8
Provincetown,Barnstable County,MA,Provincetown,2011-2015,2962,422,14.2,3.7
Provincetown,Barnstable County,MA,Provincetown,2012-2016,2953,391,13.2,3.9
Provincetown,Barnstable County,MA,Provincetown,2013-2017,2943,314,10.7,2.9
Provincetown,Barnstable County,MA,Provincetown,2014-2018,2950,325,11,3.8
Quincy,Norfolk County,MA,Quincy,2006-2010,89653,8776,9.8,1.1
Quincy,Norfolk County,MA,Quincy,2007-2011,90461,9407,10.4,1.1
Quincy,Norfolk County,MA,Quincy,2008-2012,91061,9078,10,1
Quincy,Norfolk County,MA,Quincy,2009-2013,91543,9626,10.5,1.1
Quincy,Norfolk County,MA,Quincy,2010-2014,91914,9159,10,1
Quincy,Norfolk County,MA,Quincy,2011-2015,92194,9446,10.2,1.1
Quincy,Norfolk County,MA,Quincy,2012-2016,92363,9523,10.3,1.1
Quincy,Norfolk County,MA,Quincy,2013-2017,92896,9743,10.5,1.1
Quincy,Norfolk County,MA,Quincy,2014-2018,93211,10098,10.8,1.2
Randolph,Norfolk County,MA,Randolph,2006-2010,31447,2234,7.1,2.1
Randolph,Norfolk County,MA,Randolph,2007-2011,31569,2644,8.4,2.5
Randolph,Norfolk County,MA,Randolph,2008-2012,32008,3043,9.5,2.4
Randolph,Norfolk County,MA,Randolph,2009-2013,32470,3517,10.8,2.8
Randolph,Norfolk County,MA,Randolph,2010-2014,32752,3745,11.4,2.3
Randolph,Norfolk County,MA,Randolph,2011-2015,33036,3701,11.2,2.4
Randolph,Norfolk County,MA,Randolph,2012-2016,33122,3878,11.7,2.7
Randolph,Norfolk County,MA,Randolph,2013-2017,33293,3773,11.3,2.5
Randolph,Norfolk County,MA,Randolph,2014-2018,33490,3621,10.8,2.6
Raynham,Bristol County,MA,Raynham,2006-2010,13074,305,2.3,1.3
Raynham,Bristol County,MA,Raynham,2007-2011,13076,316,2.4,1.1
Raynham,Bristol County,MA,Raynham,2008-2012,13200,732,5.5,3.2
Raynham,Bristol County,MA,Raynham,2009-2013,13274,890,6.7,3.2
Raynham,Bristol County,MA,Raynham,2010-2014,13363,965,7.2,3.2
Raynham,Bristol County,MA,Raynham,2011-2015,13441,986,7.3,3.1
Raynham,Bristol County,MA,Raynham,2012-2016,13540,1013,7.5,3.5
Raynham,Bristol County,MA,Raynham,2013-2017,13677,869,6.4,3.3
Raynham,Bristol County,MA,Raynham,2014-2018,13837,685,5,2.1
Reading,Middlesex County,MA,Reading,2006-2010,24112,419,1.7,0.7
Reading,Middlesex County,MA,Reading,2007-2011,24371,462,1.9,0.7
Reading,Middlesex County,MA,Reading,2008-2012,24613,342,1.4,0.6
Reading,Middlesex County,MA,Reading,2009-2013,24809,430,1.7,0.9
Reading,Middlesex County,MA,Reading,2010-2014,25008,593,2.4,1.3
Reading,Middlesex County,MA,Reading,2011-2015,25178,711,2.8,1.1
Reading,Middlesex County,MA,Reading,2012-2016,25312,671,2.7,1.1
Reading,Middlesex County,MA,Reading,2013-2017,25576,754,2.9,1
Reading,Middlesex County,MA,Reading,2014-2018,24916,808,3.2,1.2
Rehoboth,Bristol County,MA,Rehoboth,2006-2010,11292,524,4.6,2.6
Rehoboth,Bristol County,MA,Rehoboth,2007-2011,11398,513,4.5,2.2
Rehoboth,Bristol County,MA,Rehoboth,2008-2012,11449,464,4.1,1.9
Rehoboth,Bristol County,MA,Rehoboth,2009-2013,11573,391,3.4,1.8
Rehoboth,Bristol County,MA,Rehoboth,2010-2014,11690,372,3.2,1.6
Rehoboth,Bristol County,MA,Rehoboth,2011-2015,11784,351,3,1.4
Rehoboth,Bristol County,MA,Rehoboth,2012-2016,11872,326,2.7,1.4
Rehoboth,Bristol County,MA,Rehoboth,2013-2017,11860,271,2.3,1.2
Rehoboth,Bristol County,MA,Rehoboth,2014-2018,11982,274,2.3,1.2
Revere,Suffolk County,MA,Revere,2006-2010,49607,7278,14.7,2.2
Revere,Suffolk County,MA,Revere,2007-2011,50521,8204,16.2,2.2
Revere,Suffolk County,MA,Revere,2008-2012,51455,8234,16,2.7
Revere,Suffolk County,MA,Revere,2009-2013,52260,8058,15.4,2.1
Revere,Suffolk County,MA,Revere,2010-2014,52979,8197,15.5,2.1
Revere,Suffolk County,MA,Revere,2011-2015,52837,8219,15.6,2.1
Revere,Suffolk County,MA,Revere,2012-2016,52938,6957,13.1,2
Revere,Suffolk County,MA,Revere,2013-2017,53602,6943,13,1.8
Revere,Suffolk County,MA,Revere,2014-2018,53698,7040,13.1,2
Richmond,Berkshire County,MA,Richmond,2006-2010,1702,55,3.2,1.7
Richmond,Berkshire County,MA,Richmond,2007-2011,1663,49,2.9,1.4
Richmond,Berkshire County,MA,Richmond,2008-2012,1599,51,3.2,1.6
Richmond,Berkshire County,MA,Richmond,2009-2013,1488,44,3,1.6
Richmond,Berkshire County,MA,Richmond,2010-2014,1533,76,5,2.1
Richmond,Berkshire County,MA,Richmond,2011-2015,1498,71,4.7,2.3
Richmond,Berkshire County,MA,Richmond,2012-2016,1508,84,5.6,2.1
Richmond,Berkshire County,MA,Richmond,2013-2017,1521,78,5.1,2
Richmond,Berkshire County,MA,Richmond,2014-2018,1590,86,5.4,2.1
Rochester,Plymouth County,MA,Rochester,2006-2010,5056,184,3.6,2.6
Rochester,Plymouth County,MA,Rochester,2007-2011,5122,248,4.8,3.1
Rochester,Plymouth County,MA,Rochester,2008-2012,5197,316,6.1,2.7
Rochester,Plymouth County,MA,Rochester,2009-2013,5299,270,5.1,2.7
Rochester,Plymouth County,MA,Rochester,2010-2014,5348,357,6.7,3.3
Rochester,Plymouth County,MA,Rochester,2011-2015,5385,275,5.1,2.3
