Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Maynard,Middlesex County,MA,Maynard,2008-2012,10151,413,4.1,1.8
Maynard,Middlesex County,MA,Maynard,2009-2013,10159,797,7.8,4.2
Maynard,Middlesex County,MA,Maynard,2010-2014,10267,962,9.4,4.8
Maynard,Middlesex County,MA,Maynard,2011-2015,10412,932,9,4.4
Maynard,Middlesex County,MA,Maynard,2012-2016,10464,960,9.2,4.9
Maynard,Middlesex County,MA,Maynard,2013-2017,10481,848,8.1,4.7
Maynard,Middlesex County,MA,Maynard,2014-2018,10559,548,5.2,2.2
Medfield,Norfolk County,MA,Medfield,2006-2010,11896,189,1.6,0.9
Medfield,Norfolk County,MA,Medfield,2007-2011,11906,435,3.7,1.8
Medfield,Norfolk County,MA,Medfield,2008-2012,11982,472,3.9,1.7
Medfield,Norfolk County,MA,Medfield,2009-2013,12073,516,4.3,2.2
Medfield,Norfolk County,MA,Medfield,2010-2014,12198,514,4.2,1.9
Medfield,Norfolk County,MA,Medfield,2011-2015,12328,461,3.7,1.9
Medfield,Norfolk County,MA,Medfield,2012-2016,12470,313,2.5,1.1
Medfield,Norfolk County,MA,Medfield,2013-2017,12571,274,2.2,0.9
Medfield,Norfolk County,MA,Medfield,2014-2018,12710,416,3.3,1.7
Medford,Middlesex County,MA,Medford,2006-2010,53257,4436,8.3,1.2
Medford,Middlesex County,MA,Medford,2007-2011,53407,4683,8.8,1.3
Medford,Middlesex County,MA,Medford,2008-2012,53739,4781,8.9,1.2
Medford,Middlesex County,MA,Medford,2009-2013,54173,5325,9.8,1.4
Medford,Middlesex County,MA,Medford,2010-2014,54651,5740,10.5,1.5
Medford,Middlesex County,MA,Medford,2011-2015,54868,5904,10.8,1.7
Medford,Middlesex County,MA,Medford,2012-2016,54866,5753,10.5,1.5
Medford,Middlesex County,MA,Medford,2013-2017,55364,5725,10.3,1.6
Medford,Middlesex County,MA,Medford,2014-2018,55411,5114,9.2,1.6
Medway,Norfolk County,MA,Medway,2006-2010,12422,343,2.8,1.5
Medway,Norfolk County,MA,Medway,2007-2011,12560,239,1.9,1
Medway,Norfolk County,MA,Medway,2008-2012,12631,298,2.4,0.9
Medway,Norfolk County,MA,Medway,2009-2013,12755,395,3.1,1.5
Medway,Norfolk County,MA,Medway,2010-2014,12853,396,3.1,1.7
Medway,Norfolk County,MA,Medway,2011-2015,12956,398,3.1,1.6
Medway,Norfolk County,MA,Medway,2012-2016,13022,625,4.8,2.4
Medway,Norfolk County,MA,Medway,2013-2017,13053,689,5.3,2.4
Medway,Norfolk County,MA,Medway,2014-2018,13136,748,5.7,2.1
Melrose,Middlesex County,MA,Melrose,2006-2010,26300,1244,4.7,1.4
Melrose,Middlesex County,MA,Melrose,2007-2011,26521,1292,4.9,1.4
Melrose,Middlesex County,MA,Melrose,2008-2012,26698,1152,4.3,1
Melrose,Middlesex County,MA,Melrose,2009-2013,26916,1110,4.1,1.1
Melrose,Middlesex County,MA,Melrose,2010-2014,27262,1052,3.9,1.2
Melrose,Middlesex County,MA,Melrose,2011-2015,27425,941,3.4,1
Melrose,Middlesex County,MA,Melrose,2012-2016,27533,1034,3.8,1.2
Melrose,Middlesex County,MA,Melrose,2013-2017,27884,1087,3.9,1.2
Melrose,Middlesex County,MA,Melrose,2014-2018,27860,1143,4.1,1.3
Mendon,Worcester County,MA,Mendon,2006-2010,5759,127,2.2,2.6
Mendon,Worcester County,MA,Mendon,2007-2011,5783,126,2.2,1.5
Mendon,Worcester County,MA,Mendon,2008-2012,5820,120,2.1,1.4
Mendon,Worcester County,MA,Mendon,2009-2013,5839,95,1.6,1.3
Mendon,Worcester County,MA,Mendon,2010-2014,5879,113,1.9,1.5
Mendon,Worcester County,MA,Mendon,2011-2015,5919,101,1.7,1.2
Mendon,Worcester County,MA,Mendon,2012-2016,5944,33,0.6,0.4
Mendon,Worcester County,MA,Mendon,2013-2017,5977,32,0.5,0.4
Mendon,Worcester County,MA,Mendon,2014-2018,6050,58,1,0.8
Merrimac,Essex County,MA,Merrimac,2006-2010,6251,238,3.8,2.8
Merrimac,Essex County,MA,Merrimac,2007-2011,6273,294,4.7,2.8
Merrimac,Essex County,MA,Merrimac,2008-2012,6344,229,3.6,2.6
Merrimac,Essex County,MA,Merrimac,2009-2013,6417,184,2.9,2
Merrimac,Essex County,MA,Merrimac,2010-2014,6515,306,4.7,3.1
Merrimac,Essex County,MA,Merrimac,2011-2015,6578,408,6.2,3.6
Merrimac,Essex County,MA,Merrimac,2012-2016,6671,371,5.6,3.7
Merrimac,Essex County,MA,Merrimac,2013-2017,6728,361,5.4,4.3
Merrimac,Essex County,MA,Merrimac,2014-2018,6797,387,5.7,4.2
Methuen,Essex County,MA,Methuen,2006-2010,45867,3257,7.1,1.4
Methuen,Essex County,MA,Methuen,2007-2011,46379,3552,7.7,1.5
Methuen,Essex County,MA,Methuen,2008-2012,46867,4254,9.1,1.8
Methuen,Essex County,MA,Methuen,2009-2013,47320,4022,8.5,1.3
Methuen,Essex County,MA,Methuen,2010-2014,47805,4344,9.1,1.5
Methuen,Essex County,MA,Methuen,2011-2015,48265,4745,9.8,1.5
Methuen,Essex County,MA,Methuen,2012-2016,48671,4996,10.3,1.5
Methuen,Essex County,MA,Methuen,2013-2017,49185,4636,9.4,1.4
Methuen,Essex County,MA,Methuen,2014-2018,49625,4597,9.3,1.6
Middleborough,Plymouth County,MA,Middleborough,2006-2010,20502,1470,7.2,2
Middleborough,Plymouth County,MA,Middleborough,2007-2011,22120,1498,6.8,1.8
Middleborough,Plymouth County,MA,Middleborough,2008-2012,22380,1657,7.4,1.9
Middleborough,Plymouth County,MA,Middleborough,2009-2013,22724,1781,7.8,1.9
Middleborough,Plymouth County,MA,Middleborough,2010-2014,23042,1863,8.1,2.4
Middleborough,Plymouth County,MA,Middleborough,2011-2015,23286,1646,7.1,2
Middleborough,Plymouth County,MA,Middleborough,2012-2016,23591,1835,7.8,2.4
Middleborough,Plymouth County,MA,Middleborough,2013-2017,23753,1867,7.9,2.5
Middleborough,Plymouth County,MA,Middleborough,2014-2018,24002,1582,6.6,2.2
Middlefield,Hampshire County,MA,Middlefield,2006-2010,418,3,0.7,1
Middlefield,Hampshire County,MA,Middlefield,2007-2011,431,2,0.5,0.7
Middlefield,Hampshire County,MA,Middlefield,2008-2012,403,2,0.5,0.9
Middlefield,Hampshire County,MA,Middlefield,2009-2013,464,15,3.2,3.2
Middlefield,Hampshire County,MA,Middlefield,2010-2014,514,27,5.3,4.7
Middlefield,Hampshire County,MA,Middlefield,2011-2015,511,30,5.9,4.7
Middlefield,Hampshire County,MA,Middlefield,2012-2016,497,34,6.8,4.9
Middlefield,Hampshire County,MA,Middlefield,2013-2017,464,33,7.1,6
Middlefield,Hampshire County,MA,Middlefield,2014-2018,393,30,7.6,6.7
Middleton,Essex County,MA,Middleton,2006-2010,7528,284,3.8,3.6
Middleton,Essex County,MA,Middleton,2007-2011,7502,301,4,3
Middleton,Essex County,MA,Middleton,2008-2012,7484,291,3.9,2
Middleton,Essex County,MA,Middleton,2009-2013,7431,283,3.8,1.6
Middleton,Essex County,MA,Middleton,2010-2014,7615,358,4.7,2
Middleton,Essex County,MA,Middleton,2011-2015,7763,407,5.2,2.2
Middleton,Essex County,MA,Middleton,2012-2016,8066,349,4.3,2.5
Middleton,Essex County,MA,Middleton,2013-2017,8377,305,3.6,2.6
Middleton,Essex County,MA,Middleton,2014-2018,8682,330,3.8,2.4
Milford,Worcester County,MA,Milford,2006-2010,27428,2121,7.7,2.1
Milford,Worcester County,MA,Milford,2007-2011,27673,2718,9.8,2.5
Milford,Worcester County,MA,Milford,2008-2012,27791,2814,10.1,3
Milford,Worcester County,MA,Milford,2009-2013,27893,2914,10.4,3.2
Milford,Worcester County,MA,Milford,2010-2014,28010,3047,10.9,3.1
Milford,Worcester County,MA,Milford,2011-2015,28170,3146,11.2,2.8
Milford,Worcester County,MA,Milford,2012-2016,28260,2167,7.7,2
Milford,Worcester County,MA,Milford,2013-2017,28426,2244,7.9,1.9
Milford,Worcester County,MA,Milford,2014-2018,28617,2547,8.9,2.2
Millbury,Worcester County,MA,Millbury,2006-2010,12916,437,3.4,1.3
Millbury,Worcester County,MA,Millbury,2007-2011,13026,375,2.9,1.2
Millbury,Worcester County,MA,Millbury,2008-2012,13080,557,4.3,2.1
Millbury,Worcester County,MA,Millbury,2009-2013,13113,696,5.3,2.7
Millbury,Worcester County,MA,Millbury,2010-2014,13195,802,6.1,2.7
Millbury,Worcester County,MA,Millbury,2011-2015,13218,938,7.1,2.5
Millbury,Worcester County,MA,Millbury,2012-2016,13259,896,6.8,2.2
Millbury,Worcester County,MA,Millbury,2013-2017,13330,797,6,2.3
Millbury,Worcester County,MA,Millbury,2014-2018,13436,712,5.3,1.4
Millis,Norfolk County,MA,Millis,2006-2010,7808,184,2.4,1.4
Millis,Norfolk County,MA,Millis,2007-2011,7806,270,3.5,2
Millis,Norfolk County,MA,Millis,2008-2012,7859,290,3.7,2.4
Millis,Norfolk County,MA,Millis,2009-2013,7902,490,6.2,3.7
Millis,Norfolk County,MA,Millis,2010-2014,7955,505,6.3,3.8
Millis,Norfolk County,MA,Millis,2011-2015,7998,545,6.8,3.9
Millis,Norfolk County,MA,Millis,2012-2016,8055,375,4.7,3.8
Millis,Norfolk County,MA,Millis,2013-2017,8106,357,4.4,3
Millis,Norfolk County,MA,Millis,2014-2018,8165,172,2.1,1.7
Millville,Worcester County,MA,Millville,2006-2010,3088,99,3.2,1.9
Millville,Worcester County,MA,Millville,2007-2011,3134,180,5.7,3.3
Millville,Worcester County,MA,Millville,2008-2012,3150,275,8.7,3.3
Millville,Worcester County,MA,Millville,2009-2013,3193,304,9.5,4.1
Millville,Worcester County,MA,Millville,2010-2014,3205,288,9,3.7
Millville,Worcester County,MA,Millville,2011-2015,3203,274,8.6,3.9
Millville,Worcester County,MA,Millville,2012-2016,3214,225,7,3.3
Millville,Worcester County,MA,Millville,2013-2017,3237,142,4.4,2.7
Millville,Worcester County,MA,Millville,2014-2018,3236,200,6.2,3.1
Milton,Norfolk County,MA,Milton,2006-2010,25893,990,3.8,1.5
Milton,Norfolk County,MA,Milton,2007-2011,25291,1027,4.1,1.5
Milton,Norfolk County,MA,Milton,2008-2012,25315,1211,4.8,1.7
Milton,Norfolk County,MA,Milton,2009-2013,25393,1243,4.9,1.5
Milton,Norfolk County,MA,Milton,2010-2014,25490,1121,4.4,1.5
Milton,Norfolk County,MA,Milton,2011-2015,25556,1016,4,1.2
Milton,Norfolk County,MA,Milton,2012-2016,25720,1076,4.2,1.2
Milton,Norfolk County,MA,Milton,2013-2017,25864,1066,4.1,1.1
Milton,Norfolk County,MA,Milton,2014-2018,25834,1138,4.4,1.2
Monroe,Franklin County,MA,Monroe,2006-2010,110,20,18.2,19.2
Monroe,Franklin County,MA,Monroe,2007-2011,122,18,14.8,13.1
Monroe,Franklin County,MA,Monroe,2008-2012,105,13,12.4,14.8
Monroe,Franklin County,MA,Monroe,2009-2013,117,13,11.1,15.4
Monroe,Franklin County,MA,Monroe,2010-2014,118,16,13.6,14.5
Monroe,Franklin County,MA,Monroe,2011-2015,104,4,3.8,4.8
Monroe,Franklin County,MA,Monroe,2012-2016,95,6,6.3,7.8
Monroe,Franklin County,MA,Monroe,2013-2017,86,7,8.1,7.5
Monroe,Franklin County,MA,Monroe,2014-2018,91,19,20.9,16.1
Monson,Hampden County,MA,Monson,2006-2010,8450,711,8.4,3.8
Monson,Hampden County,MA,Monson,2007-2011,8350,740,8.9,3.6
Monson,Hampden County,MA,Monson,2008-2012,8402,765,9.1,3.8
Monson,Hampden County,MA,Monson,2009-2013,8458,891,10.5,4.5
Monson,Hampden County,MA,Monson,2010-2014,8509,694,8.2,3.2
Monson,Hampden County,MA,Monson,2011-2015,8566,741,8.7,2.8
Monson,Hampden County,MA,Monson,2012-2016,8598,476,5.5,2
Monson,Hampden County,MA,Monson,2013-2017,8658,482,5.6,1.8
Monson,Hampden County,MA,Monson,2014-2018,8678,472,5.4,2
Montague,Franklin County,MA,Montague,2006-2010,8366,1405,16.8,4.2
Montague,Franklin County,MA,Montague,2007-2011,8307,1348,16.2,3.9
Montague,Franklin County,MA,Montague,2008-2012,8287,1324,16,4.1
Montague,Franklin County,MA,Montague,2009-2013,8261,1647,19.9,4.6
Montague,Franklin County,MA,Montague,2010-2014,8223,1445,17.6,5.4
Montague,Franklin County,MA,Montague,2011-2015,8188,1318,16.1,4.5
Montague,Franklin County,MA,Montague,2012-2016,8192,1288,15.7,4.4
Montague,Franklin County,MA,Montague,2013-2017,8178,1242,15.2,4.7
Montague,Franklin County,MA,Montague,2014-2018,8200,900,11,2.6
Monterey,Berkshire County,MA,Monterey,2006-2010,773,148,19.1,18.7
Monterey,Berkshire County,MA,Monterey,2007-2011,793,40,5,3.9
Monterey,Berkshire County,MA,Monterey,2008-2012,783,131,16.7,23.3
Monterey,Berkshire County,MA,Monterey,2009-2013,689,93,13.5,12.1
Monterey,Berkshire County,MA,Monterey,2010-2014,771,106,13.7,9.5
Monterey,Berkshire County,MA,Monterey,2011-2015,867,105,12.1,8
Monterey,Berkshire County,MA,Monterey,2012-2016,821,109,13.3,9.3
Monterey,Berkshire County,MA,Monterey,2013-2017,723,72,10,5.4
Monterey,Berkshire County,MA,Monterey,2014-2018,753,77,10.2,7.3
Montgomery,Hampden County,MA,Montgomery,2006-2010,732,24,3.3,3.6
Montgomery,Hampden County,MA,Montgomery,2007-2011,742,19,2.6,3.3
Montgomery,Hampden County,MA,Montgomery,2008-2012,861,21,2.4,2.8
Montgomery,Hampden County,MA,Montgomery,2009-2013,905,32,3.5,3
Montgomery,Hampden County,MA,Montgomery,2010-2014,950,19,2,1.6
Montgomery,Hampden County,MA,Montgomery,2011-2015,846,19,2.2,1.9
Montgomery,Hampden County,MA,Montgomery,2012-2016,835,26,3.1,2.3
Montgomery,Hampden County,MA,Montgomery,2013-2017,802,30,3.7,2.6
Montgomery,Hampden County,MA,Montgomery,2014-2018,829,22,2.7,1.3
Mount Washington,Berkshire County,MA,Mount Washington,2006-2010,133,4,3,4.5
Mount Washington,Berkshire County,MA,Mount Washington,2007-2011,150,15,10,6.9
Mount Washington,Berkshire County,MA,Mount Washington,2008-2012,157,13,8.3,8.5
Mount Washington,Berkshire County,MA,Mount Washington,2009-2013,129,14,10.9,8.2
Mount Washington,Berkshire County,MA,Mount Washington,2010-2014,151,11,7.3,7.6
Mount Washington,Berkshire County,MA,Mount Washington,2011-2015,151,7,4.6,4.4
Mount Washington,Berkshire County,MA,Mount Washington,2012-2016,156,24,15.4,11.3
Mount Washington,Berkshire County,MA,Mount Washington,2013-2017,140,23,16.4,11.8
Mount Washington,Berkshire County,MA,Mount Washington,2014-2018,164,18,11,10.3
Nahant,Essex County,MA,Nahant,2006-2010,3431,107,3.1,3.2
Nahant,Essex County,MA,Nahant,2007-2011,3371,62,1.8,1.5
Nahant,Essex County,MA,Nahant,2008-2012,3388,68,2,1.5
Nahant,Essex County,MA,Nahant,2009-2013,3381,99,2.9,2.6
Nahant,Essex County,MA,Nahant,2010-2014,3399,170,5,2.5
Nahant,Essex County,MA,Nahant,2011-2015,3400,168,4.9,3.2
Nahant,Essex County,MA,Nahant,2012-2016,3418,144,4.2,2.7
Nahant,Essex County,MA,Nahant,2013-2017,3437,165,4.8,2.7
Nahant,Essex County,MA,Nahant,2014-2018,3446,110,3.2,2.3
Nantucket,Nantucket County,MA,Nantucket,2006-2010,9967,714,7.2,3.1
Nantucket,Nantucket County,MA,Nantucket,2007-2011,9990,880,8.8,3.2
Nantucket,Nantucket County,MA,Nantucket,2008-2012,9956,883,8.9,2.4
Nantucket,Nantucket County,MA,Nantucket,2009-2013,10078,1048,10.4,3.8
Nantucket,Nantucket County,MA,Nantucket,2010-2014,10289,947,9.2,3
Nantucket,Nantucket County,MA,Nantucket,2011-2015,10409,1205,11.6,3.2
Nantucket,Nantucket County,MA,Nantucket,2012-2016,10555,1083,10.3,3.5
Nantucket,Nantucket County,MA,Nantucket,2013-2017,10751,1205,11.2,4.2
Nantucket,Nantucket County,MA,Nantucket,2014-2018,10995,947,8.6,3.3
Natick,Middlesex County,MA,Natick,2006-2010,31821,1114,3.5,0.8
Natick,Middlesex County,MA,Natick,2007-2011,32324,1256,3.9,0.8
Natick,Middlesex County,MA,Natick,2008-2012,32689,1354,4.1,1
Natick,Middlesex County,MA,Natick,2009-2013,33271,1439,4.3,1.4
Natick,Middlesex County,MA,Natick,2010-2014,33893,1346,4,1.2
Natick,Middlesex County,MA,Natick,2011-2015,34585,1427,4.1,1.4
Natick,Middlesex County,MA,Natick,2012-2016,35068,1180,3.4,1.2
Natick,Middlesex County,MA,Natick,2013-2017,35597,1271,3.6,1.1
Natick,Middlesex County,MA,Natick,2014-2018,35715,1018,2.9,0.8
Needham,Norfolk County,MA,Needham,2006-2010,27680,1049,3.8,1.5
Needham,Norfolk County,MA,Needham,2007-2011,27846,1057,3.8,1.3
Needham,Norfolk County,MA,Needham,2008-2012,28082,1176,4.2,1.4
Needham,Norfolk County,MA,Needham,2009-2013,28322,978,3.5,0.9
Needham,Norfolk County,MA,Needham,2010-2014,28647,903,3.2,1
Needham,Norfolk County,MA,Needham,2011-2015,28988,974,3.4,1
Needham,Norfolk County,MA,Needham,2012-2016,29294,1025,3.5,1
Needham,Norfolk County,MA,Needham,2013-2017,29523,872,3,1
Needham,Norfolk County,MA,Needham,2014-2018,29839,773,2.6,0.9
New Ashford,Berkshire County,MA,New Ashford,2006-2010,234,13,5.6,7.2
New Ashford,Berkshire County,MA,New Ashford,2007-2011,225,3,1.3,1.7
New Ashford,Berkshire County,MA,New Ashford,2008-2012,223,0,0,14.5
New Ashford,Berkshire County,MA,New Ashford,2009-2013,220,9,4.1,3.2
New Ashford,Berkshire County,MA,New Ashford,2010-2014,235,10,4.3,4.1
New Ashford,Berkshire County,MA,New Ashford,2011-2015,282,17,6,3.5
New Ashford,Berkshire County,MA,New Ashford,2012-2016,306,25,8.2,5.9
New Ashford,Berkshire County,MA,New Ashford,2013-2017,330,26,7.9,6.6
New Ashford,Berkshire County,MA,New Ashford,2014-2018,343,24,7,5.1
New Bedford,Bristol County,MA,New Bedford,2006-2010,92761,21013,22.7,1.9
New Bedford,Bristol County,MA,New Bedford,2007-2011,93293,20216,21.7,1.2
New Bedford,Bristol County,MA,New Bedford,2008-2012,93185,20088,21.6,1.3
New Bedford,Bristol County,MA,New Bedford,2009-2013,93032,21828,23.5,1.3
New Bedford,Bristol County,MA,New Bedford,2010-2014,93034,22316,24,1.3
New Bedford,Bristol County,MA,New Bedford,2011-2015,93118,21785,23.4,1.3
New Bedford,Bristol County,MA,New Bedford,2012-2016,93238,21888,23.5,1.3
New Bedford,Bristol County,MA,New Bedford,2013-2017,93392,21554,23.1,1.4
New Bedford,Bristol County,MA,New Bedford,2014-2018,93393,19717,21.1,1.4
New Braintree,Worcester County,MA,New Braintree,2006-2010,997,24,2.4,2.3
New Braintree,Worcester County,MA,New Braintree,2007-2011,1124,32,2.8,2.2
New Braintree,Worcester County,MA,New Braintree,2008-2012,1068,56,5.2,2.9
New Braintree,Worcester County,MA,New Braintree,2009-2013,1034,67,6.5,2.6
New Braintree,Worcester County,MA,New Braintree,2010-2014,1092,49,4.5,2.2
New Braintree,Worcester County,MA,New Braintree,2011-2015,1116,56,5,2
New Braintree,Worcester County,MA,New Braintree,2012-2016,1090,64,5.9,2.3
New Braintree,Worcester County,MA,New Braintree,2013-2017,1236,102,8.3,3.4
New Braintree,Worcester County,MA,New Braintree,2014-2018,1296,115,8.9,4.1
New Marlborough,Berkshire County,MA,New Marlborough,2006-2010,1557,54,3.5,1.9
New Marlborough,Berkshire County,MA,New Marlborough,2007-2011,1445,83,5.7,2.1
New Marlborough,Berkshire County,MA,New Marlborough,2008-2012,1463,110,7.5,3.7
New Marlborough,Berkshire County,MA,New Marlborough,2009-2013,1506,134,8.9,3.2
New Marlborough,Berkshire County,MA,New Marlborough,2010-2014,1462,116,7.9,3.7
New Marlborough,Berkshire County,MA,New Marlborough,2011-2015,1451,124,8.5,3.6
New Marlborough,Berkshire County,MA,New Marlborough,2012-2016,1404,99,7.1,3.1
New Marlborough,Berkshire County,MA,New Marlborough,2013-2017,1344,61,4.5,2.5
New Marlborough,Berkshire County,MA,New Marlborough,2014-2018,1290,48,3.7,2.2
New Salem,Franklin County,MA,New Salem,2006-2010,931,60,6.4,2.9
New Salem,Franklin County,MA,New Salem,2007-2011,953,78,8.2,3.4
New Salem,Franklin County,MA,New Salem,2008-2012,1006,73,7.3,2.8
New Salem,Franklin County,MA,New Salem,2009-2013,1106,80,7.2,3.1
New Salem,Franklin County,MA,New Salem,2010-2014,1089,90,8.3,2.7
New Salem,Franklin County,MA,New Salem,2011-2015,1025,81,7.9,2.8
New Salem,Franklin County,MA,New Salem,2012-2016,1012,59,5.8,2.7
New Salem,Franklin County,MA,New Salem,2013-2017,1019,62,6.1,2.7
New Salem,Franklin County,MA,New Salem,2014-2018,1036,56,5.4,2.3
Newbury,Essex County,MA,Newbury,2006-2010,6643,247,3.7,2
Newbury,Essex County,MA,Newbury,2007-2011,6615,296,4.5,2.7
Newbury,Essex County,MA,Newbury,2008-2012,6657,390,5.9,4.4
Newbury,Essex County,MA,Newbury,2009-2013,6708,332,4.9,4.1
Newbury,Essex County,MA,Newbury,2010-2014,6777,331,4.9,4.8
Newbury,Essex County,MA,Newbury,2011-2015,6833,272,4,2.9
Newbury,Essex County,MA,Newbury,2012-2016,6837,334,4.9,2.8
Newbury,Essex County,MA,Newbury,2013-2017,6900,293,4.2,2.6
Newbury,Essex County,MA,Newbury,2014-2018,6965,478,6.9,3.6
Newburyport,Essex County,MA,Newburyport,2006-2010,16976,982,5.8,1.5
Newburyport,Essex County,MA,Newburyport,2007-2011,17107,978,5.7,1.7
Newburyport,Essex County,MA,Newburyport,2008-2012,17197,1063,6.2,1.6
Newburyport,Essex County,MA,Newburyport,2009-2013,17301,1446,8.4,3
Newburyport,Essex County,MA,Newburyport,2010-2014,17350,1290,7.4,3.1
Newburyport,Essex County,MA,Newburyport,2011-2015,17459,1292,7.4,2.7
Newburyport,Essex County,MA,Newburyport,2012-2016,17533,1367,7.8,3.2
Newburyport,Essex County,MA,Newburyport,2013-2017,17605,1226,7,3.2
Newburyport,Essex County,MA,Newburyport,2014-2018,17704,928,5.2,2
Newton,Middlesex County,MA,Newton,2006-2010,74098,4365,5.9,0.9
Newton,Middlesex County,MA,Newton,2007-2011,77295,5066,6.6,1.1
Newton,Middlesex County,MA,Newton,2008-2012,77616,4813,6.2,1
Newton,Middlesex County,MA,Newton,2009-2013,78506,4504,5.7,0.8
Newton,Middlesex County,MA,Newton,2010-2014,79162,4463,5.6,0.9
Newton,Middlesex County,MA,Newton,2011-2015,80264,4079,5.1,0.9
Newton,Middlesex County,MA,Newton,2012-2016,80903,3527,4.4,0.8
Newton,Middlesex County,MA,Newton,2013-2017,80955,3462,4.3,0.8
Newton,Middlesex County,MA,Newton,2014-2018,81184,3466,4.3,0.6
Norfolk,Norfolk County,MA,Norfolk,2006-2010,8571,327,3.8,1.8
Norfolk,Norfolk County,MA,Norfolk,2007-2011,9035,351,3.9,2.4
Norfolk,Norfolk County,MA,Norfolk,2008-2012,9091,465,5.1,2.5
Norfolk,Norfolk County,MA,Norfolk,2009-2013,9183,505,5.5,2.9
Norfolk,Norfolk County,MA,Norfolk,2010-2014,9334,425,4.6,1.8
Norfolk,Norfolk County,MA,Norfolk,2011-2015,9462,381,4,1.5
Norfolk,Norfolk County,MA,Norfolk,2012-2016,9346,415,4.4,1.9
Norfolk,Norfolk County,MA,Norfolk,2013-2017,9417,268,2.8,1.4
Norfolk,Norfolk County,MA,Norfolk,2014-2018,9429,183,1.9,1.3
North Adams,Berkshire County,MA,North Adams,2006-2010,12230,1964,16.1,3
North Adams,Berkshire County,MA,North Adams,2007-2011,12542,2161,17.2,3.6
North Adams,Berkshire County,MA,North Adams,2008-2012,12594,2243,17.8,3.5
North Adams,Berkshire County,MA,North Adams,2009-2013,12519,2424,19.4,4
North Adams,Berkshire County,MA,North Adams,2010-2014,12452,2354,18.9,4.1
North Adams,Berkshire County,MA,North Adams,2011-2015,12421,2300,18.5,3.2
North Adams,Berkshire County,MA,North Adams,2012-2016,12316,2326,18.9,3.9
North Adams,Berkshire County,MA,North Adams,2013-2017,12131,2164,17.8,3.9
North Adams,Berkshire County,MA,North Adams,2014-2018,11970,2099,17.5,3.6
North Andover,Essex County,MA,North Andover,2006-2010,26461,984,3.7,1.1
North Andover,Essex County,MA,North Andover,2007-2011,26660,910,3.4,0.8
North Andover,Essex County,MA,North Andover,2008-2012,26803,990,3.7,0.9
North Andover,Essex County,MA,North Andover,2009-2013,27543,1499,5.4,1.5
North Andover,Essex County,MA,North Andover,2010-2014,27918,1282,4.6,1.3
North Andover,Essex County,MA,North Andover,2011-2015,28279,1468,5.2,1.4
North Andover,Essex County,MA,North Andover,2012-2016,28580,1546,5.4,1.5
North Andover,Essex County,MA,North Andover,2013-2017,28986,1479,5.1,1.4
North Andover,Essex County,MA,North Andover,2014-2018,29364,1395,4.8,1.3
North Attleborough,Bristol County,MA,North Attleborough,2006-2010,28334,1150,4.1,1.4
North Attleborough,Bristol County,MA,North Attleborough,2007-2011,28478,1144,4,1.2
North Attleborough,Bristol County,MA,North Attleborough,2008-2012,28557,1206,4.2,1.3
North Attleborough,Bristol County,MA,North Attleborough,2009-2013,28588,1220,4.3,1.2
North Attleborough,Bristol County,MA,North Attleborough,2010-2014,28641,1203,4.2,1.1
North Attleborough,Bristol County,MA,North Attleborough,2011-2015,28710,1633,5.7,1.7
North Attleborough,Bristol County,MA,North Attleborough,2012-2016,28792,1802,6.3,1.7
North Attleborough,Bristol County,MA,North Attleborough,2013-2017,28868,2113,7.3,2
North Attleborough,Bristol County,MA,North Attleborough,2014-2018,28971,2376,8.2,2.5
North Brookfield,Worcester County,MA,North Brookfield,2006-2010,4691,265,5.6,3
North Brookfield,Worcester County,MA,North Brookfield,2007-2011,4680,287,6.1,4
North Brookfield,Worcester County,MA,North Brookfield,2008-2012,4674,315,6.7,3.5
North Brookfield,Worcester County,MA,North Brookfield,2009-2013,4691,308,6.6,3.4
North Brookfield,Worcester County,MA,North Brookfield,2010-2014,4698,310,6.6,3.3
North Brookfield,Worcester County,MA,North Brookfield,2011-2015,4716,273,5.8,3.5
North Brookfield,Worcester County,MA,North Brookfield,2012-2016,4744,245,5.2,2.5
North Brookfield,Worcester County,MA,North Brookfield,2013-2017,4745,298,6.3,2.7
North Brookfield,Worcester County,MA,North Brookfield,2014-2018,4758,296,6.2,3.1
North Reading,Middlesex County,MA,North Reading,2006-2010,14361,656,4.6,1.9
North Reading,Middlesex County,MA,North Reading,2007-2011,14578,815,5.6,2
North Reading,Middlesex County,MA,North Reading,2008-2012,14796,753,5.1,2.2
North Reading,Middlesex County,MA,North Reading,2009-2013,14950,721,4.8,2.3
North Reading,Middlesex County,MA,North Reading,2010-2014,15119,673,4.5,1.8
North Reading,Middlesex County,MA,North Reading,2011-2015,15292,512,3.3,1.4
North Reading,Middlesex County,MA,North Reading,2012-2016,15370,487,3.2,1.5
North Reading,Middlesex County,MA,North Reading,2013-2017,15493,526,3.4,1.6
North Reading,Middlesex County,MA,North Reading,2014-2018,15542,452,2.9,1.4
Northampton,Hampshire County,MA,Northampton,2006-2010,24856,3244,13.1,2.1
Northampton,Hampshire County,MA,Northampton,2007-2011,24836,3504,14.1,2.2
Northampton,Hampshire County,MA,Northampton,2008-2012,24882,3355,13.5,2.2
Northampton,Hampshire County,MA,Northampton,2009-2013,24950,3544,14.2,2.3
