"Municipal","County","State","Year","","","","","operty","","of_Total",""
"Cheshire","Berkshire","MA",2011,277750082,0,18301083,1623170,7241531,304915866,91.09,8.91
"Cheshire","Berkshire","MA",2012,279835882,0,18229417,1624670,7920037,307610006,90.97,9.03
"Cheshire","Berkshire","MA",2013,266771357,0,17858831,1769565,8416067,294815820,90.49,9.51
"Cheshire","Berkshire","MA",2014,267146457,0,18185250,1769565,7809187,294910459,90.59,9.41
"Cheshire","Berkshire","MA",2015,268183657,0,18713673,1769565,6874159,295541054,90.74,9.26
"Cheshire","Berkshire","MA",2016,273936136,0,19363485,2030895,7434966,302765482,90.48,9.52
"Cheshire","Berkshire","MA",2017,275014696,0,19363088,2021095,7921997,304320876,90.37,9.63
"Clarksburg","Berkshire","MA",2003,64273980,0,1180977,761500,1028225,67244682,95.58,4.42
"Clarksburg","Berkshire","MA",2004,79442026,0,1401972,880900,1091357,82816255,95.93,4.07
"Clarksburg","Berkshire","MA",2005,80832926,0,1354872,880900,1000366,84069064,96.15,3.85
"Clarksburg","Berkshire","MA",2006,91679820,0,1609876,919500,1006632,95215828,96.29,3.71
"Clarksburg","Berkshire","MA",2007,114296600,0,2152395,945000,967289,118361284,96.57,3.43
"Clarksburg","Berkshire","MA",2008,115174300,0,1997395,945000,1018828,119135523,96.68,3.32
"Clarksburg","Berkshire","MA",2009,116207900,0,1994995,949000,1542655,120694550,96.28,3.72
"Clarksburg","Berkshire","MA",2010,118102900,0,1992817,906500,1698177,122700394,96.25,3.75
"Clarksburg","Berkshire","MA",2011,118583800,0,1963050,906500,1651664,123105014,96.33,3.67
"Clarksburg","Berkshire","MA",2012,118863680,0,1958974,906500,2013714,123742868,96.06,3.94
"Clarksburg","Berkshire","MA",2013,114361260,0,1792319,879400,1682531,118715510,96.33,3.67
"Clarksburg","Berkshire","MA",2014,114288560,0,1791761,879400,1819270,118778991,96.22,3.78
"Clarksburg","Berkshire","MA",2015,116361860,0,1796561,879400,1948745,120986566,96.18,3.82
"Clarksburg","Berkshire","MA",2016,108013440,0,983477,1092000,2080503,112169420,96.29,3.71
"Clarksburg","Berkshire","MA",2017,109617940,0,998235,1457600,2271388,114345163,95.87,4.13
"Dalton","Berkshire","MA",2003,308903337,0,19817835,45002600,10397400,384121172,80.42,19.58
"Dalton","Berkshire","MA",2004,349930751,0,20867173,46295700,11247430,428341054,81.69,18.31
"Dalton","Berkshire","MA",2005,369063136,0,21112282,46210700,10725200,447111318,82.54,17.46
"Dalton","Berkshire","MA",2006,422763526,0,22428241,50766100,11472970,507430837,83.31,16.69
"Dalton","Berkshire","MA",2007,511281112,0,26049323,56336700,12276660,605943795,84.38,15.62
"Dalton","Berkshire","MA",2008,519590765,0,26212435,56390400,12284290,614477890,84.56,15.44
"Dalton","Berkshire","MA",2009,520323780,0,26966649,56536900,13871830,617699159,84.24,15.76
"Dalton","Berkshire","MA",2010,517069288,0,26603639,55748300,15978970,615400197,84.02,15.98
"Dalton","Berkshire","MA",2011,493588583,0,26404444,55872200,16488910,592354137,83.33,16.67
"Dalton","Berkshire","MA",2012,506148758,0,26291314,56104475,16344795,604889342,83.68,16.32
"Dalton","Berkshire","MA",2013,496672494,0,26591135,53914100,16758280,593936009,83.62,16.38
"Dalton","Berkshire","MA",2014,497898906,0,26346426,51942500,17210360,593398192,83.91,16.09
"Dalton","Berkshire","MA",2015,496902773,0,27218113,48687000,17283430,590091316,84.21,15.79
"Dalton","Berkshire","MA",2016,504811738,0,27153197,46338000,17171530,595474465,84.77,15.23
"Dalton","Berkshire","MA",2017,502033439,0,27065737,45909100,17702320,592710596,84.7,15.3
"Egremont","Berkshire","MA",2003,223911327,0,11724501,0,6217601,241853429,92.58,7.42
"Egremont","Berkshire","MA",2004,274389261,0,14375260,0,6452339,295216860,92.94,7.06
"Egremont","Berkshire","MA",2005,292023978,0,14536037,0,5967923,312527938,93.44,6.56
"Egremont","Berkshire","MA",2006,342826202,0,17332807,0,5776555,365935564,93.68,6.32
"Egremont","Berkshire","MA",2007,377398847,0,19081861,0,8401931,404882639,93.21,6.79
"Egremont","Berkshire","MA",2008,449814116,0,22083849,0,8721165,480619130,93.59,6.41
"Egremont","Berkshire","MA",2009,439393207,0,20361906,0,8233125,467988238,93.89,6.11
"Egremont","Berkshire","MA",2010,414837561,0,20105935,5200,8088675,443037371,93.63,6.37
"Egremont","Berkshire","MA",2011,385335853,0,16685905,5200,8031670,410058628,93.97,6.03
"Egremont","Berkshire","MA",2012,366843366,0,15419923,5000,7785029,390053318,94.05,5.95
"Egremont","Berkshire","MA",2013,360330920,0,14367548,5000,8313829,383017297,94.08,5.92
"Egremont","Berkshire","MA",2014,359922243,0,14489341,0,6957145,381368729,94.38,5.62
"Egremont","Berkshire","MA",2015,359773253,0,14354718,0,6776856,380904827,94.45,5.55
"Egremont","Berkshire","MA",2016,362771443,0,14653175,0,6586190,384010808,94.47,5.53
"Egremont","Berkshire","MA",2017,368365644,0,14721051,0,6762306,389849001,94.49,5.51
"Florida","Berkshire","MA",2003,28009000,104200,648200,60075400,8227200,97064000,28.96,71.04
"Florida","Berkshire","MA",2004,28836100,104300,654000,60083500,8353500,98031400,29.52,70.48
"Florida","Berkshire","MA",2005,29771800,105500,730375,60098700,8241800,98948175,30.19,69.81
"Florida","Berkshire","MA",2006,49822956,0,1182187,52172260,14037799,117215202,42.51,57.49
"Florida","Berkshire","MA",2007,54731193,0,1275268,52098060,15400428,123504949,44.31,55.69
"Florida","Berkshire","MA",2008,60748296,0,1150428,52157160,15135124,129191008,47.02,52.98
"Florida","Berkshire","MA",2009,61882239,0,1203577,53123000,16264651,132473467,46.71,53.29
"Florida","Berkshire","MA",2010,62060304,0,1093387,45885800,14249211,123288702,50.34,49.66
"Florida","Berkshire","MA",2011,60366228,0,1137350,45885800,14185947,121575325,49.65,50.35
"Florida","Berkshire","MA",2012,59100667,0,1028763,57193643,9061958,126385031,46.76,53.24
"Florida","Berkshire","MA",2013,59236567,0,1038703,50800962,8469193,119545425,49.55,50.45
"Florida","Berkshire","MA",2014,59487867,0,1272833,50800962,8325906,119887568,49.62,50.38
"Florida","Berkshire","MA",2015,60363476,0,1335486,54701600,8842083,125242645,48.2,51.8
"Florida","Berkshire","MA",2016,60245646,0,1314506,54701600,8865240,125126992,48.15,51.85
"Florida","Berkshire","MA",2017,60129246,0,1314596,54701600,8781030,124926472,48.13,51.87
"Great Barrington","Berkshire","MA",2003,535462000,0,124539887,9088400,24003235,693093522,77.26,22.74
"Great Barrington","Berkshire","MA",2004,627663709,0,142877691,11042400,23567770,805151570,77.96,22.04
"Great Barrington","Berkshire","MA",2005,679111395,0,156093815,11344700,24888952,871438862,77.93,22.07
"Great Barrington","Berkshire","MA",2006,804660584,0,189038060,13607500,25122439,1032428583,77.94,22.06
"Great Barrington","Berkshire","MA",2007,991458816,0,210501084,17401000,26994781,1246355681,79.55,20.45
"Great Barrington","Berkshire","MA",2008,1081612586,0,220406415,18572600,30554209,1351145810,80.05,19.95
"Great Barrington","Berkshire","MA",2009,1141106847,0,232139978,19191500,34919098,1427357423,79.95,20.05
"Great Barrington","Berkshire","MA",2010,1165281179,0,236697931,12548200,36538285,1451065595,80.31,19.69
"Great Barrington","Berkshire","MA",2011,1110132706,0,234655868,10393500,36838772,1392020846,79.75,20.25
"Great Barrington","Berkshire","MA",2012,1070876282,0,233296342,10054400,37394783,1351621807,79.23,20.77
"Great Barrington","Berkshire","MA",2013,1078673891,0,235289215,9982800,36937621,1360883527,79.26,20.74
"Great Barrington","Berkshire","MA",2014,1036208286,0,236020636,10506107,39644216,1322379245,78.36,21.64
"Great Barrington","Berkshire","MA",2015,1078780208,0,241102060,10725322,39891544,1370499134,78.71,21.29
"Great Barrington","Berkshire","MA",2016,1093057135,0,239594572,10776922,42775951,1386204580,78.85,21.15
"Great Barrington","Berkshire","MA",2017,1116327409,0,249552621,11824900,49210979,1426915909,78.23,21.77
"Hancock","Berkshire","MA",2003,90127500,0,9791800,500400,7455300,107875000,83.55,16.45
"Hancock","Berkshire","MA",2004,115485625,0,65387302,925420,14446980,196245327,58.85,41.15
"Hancock","Berkshire","MA",2005,125340525,0,88205143,916900,9544150,224006718,55.95,44.05
"Hancock","Berkshire","MA",2006,138487510,0,99093255,909490,11506270,249996525,55.4,44.6
"Hancock","Berkshire","MA",2007,179748443,0,119929782,974150,11591320,312243695,57.57,42.43
"Hancock","Berkshire","MA",2008,183371083,0,119437590,973270,11322350,315104293,58.19,41.81
"Hancock","Berkshire","MA",2009,184322293,0,122426736,973270,11374920,319097219,57.76,42.24
"Hancock","Berkshire","MA",2010,186193575,0,127943995,1091260,11706619,326935449,56.95,43.05
"Hancock","Berkshire","MA",2011,186937510,0,126925303,1111500,11741060,326715373,57.22,42.78
"Hancock","Berkshire","MA",2012,175541120,0,111823407,791300,11913830,300069657,58.5,41.5
"Hancock","Berkshire","MA",2013,176993165,0,106719438,647900,11081190,295441693,59.91,40.09
"Hancock","Berkshire","MA",2014,174897765,0,106450524,717300,10936160,293001749,59.69,40.31
"Hancock","Berkshire","MA",2015,176368805,0,106510933,708200,10448140,294036078,59.98,40.02
"Hancock","Berkshire","MA",2016,181213065,0,105351063,1616500,10189050,298369678,60.73,39.27
"Hancock","Berkshire","MA",2017,185180690,0,104274231,2401800,11710940,303567661,61,39
"Hinsdale","Berkshire","MA",2003,118405779,17700,8831853,1662255,8015135,136932722,86.48,13.52
"Hinsdale","Berkshire","MA",2004,133714779,17700,8980723,1584955,8491900,152790057,87.53,12.47
"Hinsdale","Berkshire","MA",2005,148221855,17700,9591601,1445934,8219735,167496825,88.5,11.5
"Hinsdale","Berkshire","MA",2006,195255544,0,15304654,1667088,8737730,220965016,88.36,11.64
"Hinsdale","Berkshire","MA",2007,210501279,0,15216457,1724673,9162725,236605134,88.97,11.03
"Hinsdale","Berkshire","MA",2008,224849185,0,15783116,1883695,10540767,253056763,88.85,11.15
"Hinsdale","Berkshire","MA",2009,239641655,0,16266717,2188470,11617784,269714626,88.85,11.15
"Hinsdale","Berkshire","MA",2010,237078507,0,16666764,2195970,20129811,276071052,85.88,14.12
"Hinsdale","Berkshire","MA",2011,238077569,0,18644121,2170098,20032436,278924224,85.36,14.64
"Hinsdale","Berkshire","MA",2012,231559902,0,18129924,2217000,20818763,272725589,84.91,15.09
"Hinsdale","Berkshire","MA",2013,248790594,0,21770011,3393800,20929224,294883629,84.37,15.63
"Hinsdale","Berkshire","MA",2014,245221219,0,22339915,3393800,22078247,293033181,83.68,16.32
"Hinsdale","Berkshire","MA",2015,250024409,0,22886477,3506200,24475102,300892188,83.09,16.91
"Hinsdale","Berkshire","MA",2016,242121816,0,23284002,3499000,26119122,295023940,82.07,17.93
"Hinsdale","Berkshire","MA",2017,242372451,0,23518346,3463400,26860418,296214615,81.82,18.18
"Lanesborough","Berkshire","MA",2003,184342455,0,71398824,3284530,6530310,265556119,69.42,30.58
"Lanesborough","Berkshire","MA",2004,201603729,0,68274547,3490290,7822750,281191316,71.7,28.3
"Lanesborough","Berkshire","MA",2005,247972286,0,69543983,3871520,9252940,330640729,75,25
"Lanesborough","Berkshire","MA",2006,260599476,0,71019385,3962100,8417320,343998281,75.76,24.24
"Lanesborough","Berkshire","MA",2007,295209998,0,75558855,4229080,9897560,384895493,76.7,23.3
"Lanesborough","Berkshire","MA",2008,333766587,0,85943642,4677950,10051900,434440079,76.83,23.17
"Lanesborough","Berkshire","MA",2009,323512152,0,87689301,4454550,10989880,426645883,75.83,24.17
"Lanesborough","Berkshire","MA",2010,310974180,0,83586517,4320430,10331340,409212467,75.99,24.01
"Lanesborough","Berkshire","MA",2011,318269248,0,79385962,4345430,7978180,409978820,77.63,22.37
"Lanesborough","Berkshire","MA",2012,314450750,0,78867592,4220290,8677992,406216624,77.41,22.59
"Lanesborough","Berkshire","MA",2013,314278146,0,65755567,4231090,8725024,392989827,79.97,20.03
"Lanesborough","Berkshire","MA",2014,311931906,0,65619424,4192490,9395120,391138940,79.75,20.25
"Lanesborough","Berkshire","MA",2015,316025598,0,69987211,5732130,11046374,402791313,78.46,21.54
"Lanesborough","Berkshire","MA",2016,316589425,0,64913208,5546440,10297026,397346099,79.68,20.32
"Lanesborough","Berkshire","MA",2017,317190697,0,54332090,5530440,10811398,387864625,81.78,18.22
"Lee","Berkshire","MA",2003,342322015,0,140158772,38410800,25589936,546481523,62.64,37.36
"Lee","Berkshire","MA",2004,363823940,0,132232060,39447300,28015352,563518652,64.56,35.44
"Lee","Berkshire","MA",2005,443209498,0,136631780,42876900,27138535,649856713,68.2,31.8
"Lee","Berkshire","MA",2006,485415046,0,139931446,47896204,28106000,701348696,69.21,30.79
"Lee","Berkshire","MA",2007,547292871,0,154988977,53371179,34118460,789771487,69.3,30.7
"Lee","Berkshire","MA",2008,614486970,0,157392292,53096115,41524830,866500207,70.92,29.08
"Lee","Berkshire","MA",2009,627767153,0,161238923,52852804,46866060,888724940,70.64,29.36
"Lee","Berkshire","MA",2010,629460534,0,160081074,51827495,47742010,889111113,70.8,29.2
"Lee","Berkshire","MA",2011,635406992,0,164714199,47087099,48602050,895810340,70.93,29.07
"Lee","Berkshire","MA",2012,618262372,0,164122876,48345999,49224000,879955247,70.26,29.74
"Lee","Berkshire","MA",2013,614777704,0,163780304,46285499,53750330,878593837,69.97,30.03
"Lee","Berkshire","MA",2014,613218654,0,163564364,47373400,57303840,881460258,69.57,30.43
"Lee","Berkshire","MA",2015,633671855,0,169128643,46945701,59493270,909239469,69.69,30.31
"Lee","Berkshire","MA",2016,635984989,0,168899080,47190355,60304040,912378464,69.71,30.29
"Lee","Berkshire","MA",2017,637560570,0,168588268,46423255,60147380,912719473,69.85,30.15
"Lenox","Berkshire","MA",2003,522909580,0,152468660,9128600,24718400,709225240,73.73,26.27
"Lenox","Berkshire","MA",2004,655651301,0,162552719,10074500,26096900,854375420,76.74,23.26
"Lenox","Berkshire","MA",2005,763203237,0,170332903,10259400,26940120,970735660,78.62,21.38
"Lenox","Berkshire","MA",2006,828003343,0,166933547,10534700,26454440,1031926030,80.24,19.76
"Lenox","Berkshire","MA",2007,954233664,0,175966546,11916700,27110720,1169227630,81.61,18.39
"Lenox","Berkshire","MA",2008,1012273701,0,170503689,8031400,27397450,1218206240,83.1,16.9
"Lenox","Berkshire","MA",2009,1033849341,0,178535479,8080700,29850080,1250315600,82.69,17.31
"Lenox","Berkshire","MA",2010,969914636,0,174289524,7932200,30611290,1182747650,82.01,17.99
"Lenox","Berkshire","MA",2011,947799283,0,169242017,7645700,30753240,1155440240,82.03,17.97
"Lenox","Berkshire","MA",2012,920553849,0,162379891,7609400,29246170,1119789310,82.21,17.79
"Lenox","Berkshire","MA",2013,915946481,0,175377589,7171600,31036170,1129531840,81.09,18.91
"Lenox","Berkshire","MA",2014,898741095,0,174164705,6971400,31199490,1111076690,80.89,19.11
"Lenox","Berkshire","MA",2015,892846074,0,177518456,6436400,31250690,1108051620,80.58,19.42
"Lenox","Berkshire","MA",2016,916340386,0,184092174,7367700,31074690,1138874950,80.46,19.54
"Lenox","Berkshire","MA",2017,938023669,0,185812651,7408000,30469730,1161714050,80.74,19.26
"Monterey","Berkshire","MA",2003,231697290,0,6029384,274591,5626281,243627546,95.1,4.9
"Monterey","Berkshire","MA",2004,233770190,0,5451691,274591,5718391,245214863,95.33,4.67
"Monterey","Berkshire","MA",2005,298743929,0,6350711,340228,5537961,310972829,96.07,3.93
"Monterey","Berkshire","MA",2006,412780326,0,7955811,187076,7573711,428496924,96.33,3.67
"Monterey","Berkshire","MA",2007,414635126,0,7437011,187076,7369661,429628874,96.51,3.49
"Monterey","Berkshire","MA",2008,450623563,0,8624980,194002,7589981,467032526,96.49,3.51
"Monterey","Berkshire","MA",2009,470442341,0,8805306,194364,6873951,486315962,96.74,3.26
"Monterey","Berkshire","MA",2010,475175308,0,9997202,194364,7075381,492442255,96.49,3.51
"Monterey","Berkshire","MA",2011,476803608,0,10266750,194364,7066611,494331333,96.45,3.55
"Monterey","Berkshire","MA",2012,482414572,0,10279509,172666,7325081,500191828,96.45,3.55
"Monterey","Berkshire","MA",2013,482964372,0,10450094,172666,7914630,501501762,96.3,3.7
"Monterey","Berkshire","MA",2014,484074972,0,10256510,172966,7968191,502472639,96.34,3.66
"Monterey","Berkshire","MA",2015,483185573,0,10154388,460928,8618951,502419840,96.17,3.83
"Monterey","Berkshire","MA",2016,485332813,0,9688885,585828,8665871,504273397,96.24,3.76
"Monterey","Berkshire","MA",2017,485120813,0,9843923,585828,8694821,504245385,96.21,3.79
"Mount Washington","Berkshire","MA",2003,50138500,0,110967,736000,1177890,52163357,96.12,3.88
"Mount Washington","Berkshire","MA",2004,56720800,0,87524,735900,1223600,58767824,96.52,3.48
"Mount Washington","Berkshire","MA",2005,58339300,0,87524,735900,1162730,60325454,96.71,3.29
"Mount Washington","Berkshire","MA",2006,63774300,0,94343,809500,1226670,65904813,96.77,3.23
"Mount Washington","Berkshire","MA",2007,72782000,0,117404,940700,1189520,75029624,97,3
"Mount Washington","Berkshire","MA",2008,73951300,0,16940,940700,1200030,76108970,97.17,2.83
"Mount Washington","Berkshire","MA",2009,74024000,0,16940,817500,1484440,76342880,96.96,3.04
"Mount Washington","Berkshire","MA",2010,65571000,0,35590,616500,1361480,67584570,97.02,2.98
"Mount Washington","Berkshire","MA",2011,81179300,0,29802,657200,1643816,83510118,97.21,2.79
"Mount Washington","Berkshire","MA",2012,81310400,0,25476,675100,1751322,83762298,97.07,2.93
"Mount Washington","Berkshire","MA",2013,81912200,0,23314,675100,1718514,84329128,97.13,2.87
"Mount Washington","Berkshire","MA",2014,81348800,0,270057,415600,1784721,83819178,97.05,2.95
"Mount Washington","Berkshire","MA",2015,81801900,0,271726,415600,1799077,84288303,97.05,2.95
"Mount Washington","Berkshire","MA",2016,80780400,0,270465,446600,1734194,83231659,97.05,2.95
"Mount Washington","Berkshire","MA",2017,82871700,0,270513,446600,1779721,85368534,97.08,2.92
"New Ashford","Berkshire","MA",2003,15026100,448100,5162300,0,1801200,22437700,68.97,31.03
"New Ashford","Berkshire","MA",2004,15162000,448100,5162300,0,2300300,23072700,67.66,32.34
"New Ashford","Berkshire","MA",2005,20458100,471500,5960300,0,2352800,29242700,71.57,28.43
"New Ashford","Berkshire","MA",2006,21905100,276100,6529200,0,1472600,30183000,73.49,26.51
"New Ashford","Berkshire","MA",2007,22674100,276100,6586200,250800,1686700,31473900,72.92,27.08
"New Ashford","Berkshire","MA",2008,22979400,276100,6168700,250800,1705700,31380700,74.11,25.89
"New Ashford","Berkshire","MA",2009,31788100,611700,8463700,292500,2051100,43207100,74.99,25.01
"New Ashford","Berkshire","MA",2010,34029100,609400,8507000,292500,2097300,45535300,76.07,23.93
"New Ashford","Berkshire","MA",2011,34117700,602500,8484300,292500,1938300,45435300,76.42,23.58
"New Ashford","Berkshire","MA",2012,31830200,560500,5296500,292500,1955200,39934900,81.11,18.89
