,Municipal,County,State,Region,Year,Unemployment Rate Avg,No Unemployed Avg,No Employed Avg,No Labor Avg
544,Barre,Worcester County,MA,Barre,1990,8.4,197,2137,2334
545,Barre,Worcester County,MA,Barre,1991,11.3,267,2086,2353
546,Barre,Worcester County,MA,Barre,1992,11.6,277,2121,2398
547,Barre,Worcester County,MA,Barre,1993,8.8,213,2202,2415
548,Barre,Worcester County,MA,Barre,1994,6.9,164,2229,2393
549,Barre,Worcester County,MA,Barre,1995,5.5,129,2203,2332
550,Barre,Worcester County,MA,Barre,1996,4.3,100,2251,2351
551,Barre,Worcester County,MA,Barre,1997,4.8,117,2325,2442
552,Barre,Worcester County,MA,Barre,1998,4.3,107,2389,2496
553,Barre,Worcester County,MA,Barre,1999,3.6,90,2388,2478
554,Barre,Worcester County,MA,Barre,2000,3.1,81,2566,2647
555,Barre,Worcester County,MA,Barre,2001,4,109,2588,2697
556,Barre,Worcester County,MA,Barre,2002,5.8,160,2585,2745
557,Barre,Worcester County,MA,Barre,2003,6.3,174,2587,2761
558,Barre,Worcester County,MA,Barre,2004,6.2,171,2587,2758
559,Barre,Worcester County,MA,Barre,2005,5.5,152,2590,2742
560,Barre,Worcester County,MA,Barre,2006,5.3,150,2694,2844
561,Barre,Worcester County,MA,Barre,2007,5.4,154,2708,2862
562,Barre,Worcester County,MA,Barre,2008,6.5,184,2649,2833
563,Barre,Worcester County,MA,Barre,2009,9.5,271,2578,2849
564,Barre,Worcester County,MA,Barre,2010,10.1,279,2487,2766
565,Barre,Worcester County,MA,Barre,2011,8.7,240,2509,2749
566,Barre,Worcester County,MA,Barre,2012,8.3,227,2508,2735
567,Becket,Berkshire County,MA,Becket,1990,5.7,43,715,758
568,Becket,Berkshire County,MA,Becket,1991,9.5,73,696,769
569,Becket,Berkshire County,MA,Becket,1992,7.3,60,764,824
570,Becket,Berkshire County,MA,Becket,1993,5.4,45,784,829
571,Becket,Berkshire County,MA,Becket,1994,5.2,47,863,910
572,Becket,Berkshire County,MA,Becket,1995,5.3,47,848,895
573,Becket,Berkshire County,MA,Becket,1996,4.1,35,825,860
574,Becket,Berkshire County,MA,Becket,1997,5.7,50,832,882
575,Becket,Berkshire County,MA,Becket,1998,3.9,36,878,914
576,Becket,Berkshire County,MA,Becket,1999,2.8,27,949,976
577,Becket,Berkshire County,MA,Becket,2000,2.4,22,907,929
578,Becket,Berkshire County,MA,Becket,2001,2.7,25,906,931
579,Becket,Berkshire County,MA,Becket,2002,3.1,30,923,953
580,Becket,Berkshire County,MA,Becket,2003,4.2,41,928,969
581,Becket,Berkshire County,MA,Becket,2004,3.9,38,937,975
582,Becket,Berkshire County,MA,Becket,2005,4.1,41,959,1000
583,Becket,Berkshire County,MA,Becket,2006,4.4,46,988,1034
584,Becket,Berkshire County,MA,Becket,2007,4.7,49,990,1039
585,Becket,Berkshire County,MA,Becket,2008,5.8,61,985,1046
586,Becket,Berkshire County,MA,Becket,2009,9.1,96,958,1054
587,Becket,Berkshire County,MA,Becket,2010,9.3,94,912,1006
588,Becket,Berkshire County,MA,Becket,2011,7.8,78,920,998
589,Becket,Berkshire County,MA,Becket,2012,7.5,74,915,989
590,Bedford,Middlesex County,MA,Bedford,1990,4.3,302,6643,6945
591,Bedford,Middlesex County,MA,Bedford,1991,5.7,397,6555,6952
592,Bedford,Middlesex County,MA,Bedford,1992,6.3,428,6401,6829
593,Bedford,Middlesex County,MA,Bedford,1993,5.2,345,6290,6635
594,Bedford,Middlesex County,MA,Bedford,1994,4.2,284,6405,6689
595,Bedford,Middlesex County,MA,Bedford,1995,3.5,246,6834,7080
596,Bedford,Middlesex County,MA,Bedford,1996,2.9,214,7043,7257
597,Bedford,Middlesex County,MA,Bedford,1997,2.2,162,7270,7432
598,Bedford,Middlesex County,MA,Bedford,1998,2,146,7328,7474
599,Bedford,Middlesex County,MA,Bedford,1999,1.9,145,7412,7557
600,Bedford,Middlesex County,MA,Bedford,2000,2.4,158,6548,6706
601,Bedford,Middlesex County,MA,Bedford,2001,3.5,237,6532,6769
602,Bedford,Middlesex County,MA,Bedford,2002,5.2,351,6366,6717
603,Bedford,Middlesex County,MA,Bedford,2003,5.4,358,6274,6632
604,Bedford,Middlesex County,MA,Bedford,2004,4.2,274,6258,6532
605,Bedford,Middlesex County,MA,Bedford,2005,3.7,241,6300,6541
606,Bedford,Middlesex County,MA,Bedford,2006,3.9,257,6403,6660
607,Bedford,Middlesex County,MA,Bedford,2007,3.3,221,6571,6792
608,Bedford,Middlesex County,MA,Bedford,2008,4,287,6809,7096
609,Bedford,Middlesex County,MA,Bedford,2009,6.3,446,6663,7109
610,Bedford,Middlesex County,MA,Bedford,2010,6,417,6522,6939
611,Bedford,Middlesex County,MA,Bedford,2011,5.7,398,6616,7014
612,Bedford,Middlesex County,MA,Bedford,2012,5,350,6689,7039
613,Belchertown,Hampshire County,MA,Belchertown,1990,5,298,5711,6009
614,Belchertown,Hampshire County,MA,Belchertown,1991,7,425,5647,6072
615,Belchertown,Hampshire County,MA,Belchertown,1992,7.5,460,5706,6166
616,Belchertown,Hampshire County,MA,Belchertown,1993,6.6,406,5777,6183
617,Belchertown,Hampshire County,MA,Belchertown,1994,5.3,338,6029,6367
618,Belchertown,Hampshire County,MA,Belchertown,1995,4.2,262,5987,6249
619,Belchertown,Hampshire County,MA,Belchertown,1996,3.4,215,6162,6377
620,Belchertown,Hampshire County,MA,Belchertown,1997,3.1,204,6362,6566
621,Belchertown,Hampshire County,MA,Belchertown,1998,2.9,197,6486,6683
622,Belchertown,Hampshire County,MA,Belchertown,1999,2.6,180,6621,6801
623,Belchertown,Hampshire County,MA,Belchertown,2000,2.1,161,7468,7629
624,Belchertown,Hampshire County,MA,Belchertown,2001,2.6,202,7563,7765
625,Belchertown,Hampshire County,MA,Belchertown,2002,3.6,286,7630,7916
626,Belchertown,Hampshire County,MA,Belchertown,2003,4.4,349,7670,8019
627,Belchertown,Hampshire County,MA,Belchertown,2004,4.6,371,7777,8148
628,Belchertown,Hampshire County,MA,Belchertown,2005,5.1,422,7881,8303
629,Belchertown,Hampshire County,MA,Belchertown,2006,4.5,380,8018,8398
630,Belchertown,Hampshire County,MA,Belchertown,2007,3.9,326,7965,8291
631,Belchertown,Hampshire County,MA,Belchertown,2008,4.3,358,8041,8399
632,Belchertown,Hampshire County,MA,Belchertown,2009,6.3,514,7696,8210
633,Belchertown,Hampshire County,MA,Belchertown,2010,6.8,574,7920,8494
634,Belchertown,Hampshire County,MA,Belchertown,2011,5.7,474,7820,8294
635,Belchertown,Hampshire County,MA,Belchertown,2012,5.5,458,7825,8283
636,Bellingham,Norfolk County,MA,Bellingham,1990,7.5,668,8212,8880
637,Bellingham,Norfolk County,MA,Bellingham,1991,9.7,860,7973,8833
638,Bellingham,Norfolk County,MA,Bellingham,1992,9.1,794,7931,8725
639,Bellingham,Norfolk County,MA,Bellingham,1993,7.4,649,8069,8718
640,Bellingham,Norfolk County,MA,Bellingham,1994,6.3,552,8235,8787
641,Bellingham,Norfolk County,MA,Bellingham,1995,5.6,504,8419,8923
642,Bellingham,Norfolk County,MA,Bellingham,1996,4.6,419,8616,9035
643,Bellingham,Norfolk County,MA,Bellingham,1997,4.2,387,8883,9270
644,Bellingham,Norfolk County,MA,Bellingham,1998,3.1,288,9086,9374
645,Bellingham,Norfolk County,MA,Bellingham,1999,3.1,296,9246,9542
646,Bellingham,Norfolk County,MA,Bellingham,2000,2.9,262,8926,9188
647,Bellingham,Norfolk County,MA,Bellingham,2001,4,373,8896,9269
648,Bellingham,Norfolk County,MA,Bellingham,2002,5.4,508,8933,9441
649,Bellingham,Norfolk County,MA,Bellingham,2003,5.7,546,9034,9580
650,Bellingham,Norfolk County,MA,Bellingham,2004,5,478,9103,9581
651,Bellingham,Norfolk County,MA,Bellingham,2005,4.5,436,9174,9610
652,Bellingham,Norfolk County,MA,Bellingham,2006,4.8,473,9335,9808
653,Bellingham,Norfolk County,MA,Bellingham,2007,4.6,449,9365,9814
654,Bellingham,Norfolk County,MA,Bellingham,2008,5.8,563,9222,9785
655,Bellingham,Norfolk County,MA,Bellingham,2009,9.7,943,8767,9710
656,Bellingham,Norfolk County,MA,Bellingham,2010,9.9,991,9002,9993
657,Bellingham,Norfolk County,MA,Bellingham,2011,8.9,895,9121,10016
658,Bellingham,Norfolk County,MA,Bellingham,2012,8.2,815,9135,9950
659,Belmont,Middlesex County,MA,Belmont,1990,3.2,437,13097,13534
660,Belmont,Middlesex County,MA,Belmont,1991,4.6,599,12484,13083
661,Belmont,Middlesex County,MA,Belmont,1992,4.6,589,12347,12936
662,Belmont,Middlesex County,MA,Belmont,1993,4.2,549,12524,13073
663,Belmont,Middlesex County,MA,Belmont,1994,3.7,481,12652,13133
664,Belmont,Middlesex County,MA,Belmont,1995,3,396,12631,13027
665,Belmont,Middlesex County,MA,Belmont,1996,2.5,327,12827,13154
666,Belmont,Middlesex County,MA,Belmont,1997,2,271,13084,13355
667,Belmont,Middlesex County,MA,Belmont,1998,1.6,208,13166,13374
668,Belmont,Middlesex County,MA,Belmont,1999,1.7,226,13214,13440
669,Belmont,Middlesex County,MA,Belmont,2000,1.8,246,13124,13370
670,Belmont,Middlesex County,MA,Belmont,2001,3,400,13022,13422
671,Belmont,Middlesex County,MA,Belmont,2002,4.2,552,12713,13265
672,Belmont,Middlesex County,MA,Belmont,2003,4.5,590,12436,13026
673,Belmont,Middlesex County,MA,Belmont,2004,3.5,447,12335,12782
674,Belmont,Middlesex County,MA,Belmont,2005,3.2,409,12342,12751
675,Belmont,Middlesex County,MA,Belmont,2006,3.2,401,12147,12548
676,Belmont,Middlesex County,MA,Belmont,2007,2.9,367,12237,12604
677,Belmont,Middlesex County,MA,Belmont,2008,3.5,450,12248,12698
678,Belmont,Middlesex County,MA,Belmont,2009,5.8,730,11955,12685
679,Belmont,Middlesex County,MA,Belmont,2010,5.5,740,12649,13389
680,Belmont,Middlesex County,MA,Belmont,2011,4.7,628,12836,13464
681,Belmont,Middlesex County,MA,Belmont,2012,4.4,599,12977,13576
682,Berkley,Bristol County,MA,Berkley,1990,7.3,174,2226,2400
683,Berkley,Bristol County,MA,Berkley,1991,10,251,2268,2519
684,Berkley,Bristol County,MA,Berkley,1992,9.4,248,2384,2632
685,Berkley,Bristol County,MA,Berkley,1993,7.3,201,2568,2769
686,Berkley,Bristol County,MA,Berkley,1994,6.4,189,2779,2968
687,Berkley,Bristol County,MA,Berkley,1995,5.9,165,2627,2792
688,Berkley,Bristol County,MA,Berkley,1996,5,143,2727,2870
689,Berkley,Bristol County,MA,Berkley,1997,4.6,138,2833,2971
690,Berkley,Bristol County,MA,Berkley,1998,3.4,104,2918,3022
691,Berkley,Bristol County,MA,Berkley,1999,3,93,2984,3077
692,Berkley,Bristol County,MA,Berkley,2000,2.3,76,3263,3339
693,Berkley,Bristol County,MA,Berkley,2001,2.9,100,3319,3419
694,Berkley,Bristol County,MA,Berkley,2002,3.9,138,3415,3553
695,Berkley,Bristol County,MA,Berkley,2003,4.8,174,3466,3640
696,Berkley,Bristol County,MA,Berkley,2004,4.4,159,3480,3639
697,Berkley,Bristol County,MA,Berkley,2005,4.2,157,3557,3714
698,Berkley,Bristol County,MA,Berkley,2006,4.3,161,3610,3771
699,Berkley,Bristol County,MA,Berkley,2007,4,152,3665,3817
700,Berkley,Bristol County,MA,Berkley,2008,5.2,200,3676,3876
701,Berkley,Bristol County,MA,Berkley,2009,7.9,305,3569,3874
702,Berkley,Bristol County,MA,Berkley,2010,8.1,307,3494,3801
703,Berkley,Bristol County,MA,Berkley,2011,7.1,269,3530,3799
704,Berkley,Bristol County,MA,Berkley,2012,6.7,253,3519,3772
728,Berlin,Worcester County,MA,Berlin,1990,6.1,83,1286,1369
729,Berlin,Worcester County,MA,Berlin,1991,7.8,105,1239,1344
730,Berlin,Worcester County,MA,Berlin,1992,8.4,114,1250,1364
731,Berlin,Worcester County,MA,Berlin,1993,6.9,95,1277,1372
732,Berlin,Worcester County,MA,Berlin,1994,5.7,79,1301,1380
733,Berlin,Worcester County,MA,Berlin,1995,6.1,83,1286,1369
734,Berlin,Worcester County,MA,Berlin,1996,4.2,57,1316,1373
735,Berlin,Worcester County,MA,Berlin,1997,4,57,1361,1418
736,Berlin,Worcester County,MA,Berlin,1998,2.6,38,1397,1435
737,Berlin,Worcester County,MA,Berlin,1999,3.1,46,1432,1478
738,Berlin,Worcester County,MA,Berlin,2000,2.8,37,1304,1341
739,Berlin,Worcester County,MA,Berlin,2001,3.8,52,1331,1383
740,Berlin,Worcester County,MA,Berlin,2002,6.4,93,1364,1457
741,Berlin,Worcester County,MA,Berlin,2003,6,89,1389,1478
742,Berlin,Worcester County,MA,Berlin,2004,4.5,66,1405,1471
743,Berlin,Worcester County,MA,Berlin,2005,4.7,71,1433,1504
744,Berlin,Worcester County,MA,Berlin,2006,4.3,65,1457,1522
745,Berlin,Worcester County,MA,Berlin,2007,4.4,67,1464,1531
746,Berlin,Worcester County,MA,Berlin,2008,4.4,72,1562,1634
747,Berlin,Worcester County,MA,Berlin,2009,7.4,122,1537,1659
748,Berlin,Worcester County,MA,Berlin,2010,7.8,126,1481,1607
749,Berlin,Worcester County,MA,Berlin,2011,6.3,100,1485,1585
750,Berlin,Worcester County,MA,Berlin,2012,5.6,89,1499,1588
751,Bernardston,Franklin County,MA,Bernardston,1990,5.8,63,1028,1091
752,Bernardston,Franklin County,MA,Bernardston,1991,8.6,97,1028,1125
753,Bernardston,Franklin County,MA,Bernardston,1992,7.3,78,989,1067
754,Bernardston,Franklin County,MA,Bernardston,1993,6.6,68,960,1028
755,Bernardston,Franklin County,MA,Bernardston,1994,6.5,70,1002,1072
756,Bernardston,Franklin County,MA,Bernardston,1995,4.9,54,1050,1104
757,Bernardston,Franklin County,MA,Bernardston,1996,3.6,40,1059,1099
758,Bernardston,Franklin County,MA,Bernardston,1997,4.1,47,1088,1135
759,Bernardston,Franklin County,MA,Bernardston,1998,3.3,38,1107,1145
760,Bernardston,Franklin County,MA,Bernardston,1999,3.5,41,1132,1173
761,Bernardston,Franklin County,MA,Bernardston,2000,2.7,32,1164,1196
762,Bernardston,Franklin County,MA,Bernardston,2001,3.5,42,1163,1205
763,Bernardston,Franklin County,MA,Bernardston,2002,4.2,52,1182,1234
764,Bernardston,Franklin County,MA,Bernardston,2003,4.6,58,1190,1248
765,Bernardston,Franklin County,MA,Bernardston,2004,4.6,57,1180,1237
766,Bernardston,Franklin County,MA,Bernardston,2005,4.4,55,1191,1246
767,Bernardston,Franklin County,MA,Bernardston,2006,4.3,54,1196,1250
768,Bernardston,Franklin County,MA,Bernardston,2007,3.6,44,1183,1227
769,Bernardston,Franklin County,MA,Bernardston,2008,4.4,54,1168,1222
770,Bernardston,Franklin County,MA,Bernardston,2009,7.3,90,1136,1226
771,Bernardston,Franklin County,MA,Bernardston,2010,8.2,99,1103,1202
772,Bernardston,Franklin County,MA,Bernardston,2011,7.1,85,1104,1189
773,Bernardston,Franklin County,MA,Bernardston,2012,5.9,69,1107,1176
774,Beverly,Essex County,MA,Beverly,1990,5.1,1087,20193,21280
775,Beverly,Essex County,MA,Beverly,1991,7,1474,19583,21057
776,Beverly,Essex County,MA,Beverly,1992,7.7,1614,19470,21084
777,Beverly,Essex County,MA,Beverly,1993,5.6,1166,19728,20894
778,Beverly,Essex County,MA,Beverly,1994,4.7,991,20064,21055
779,Beverly,Essex County,MA,Beverly,1995,3.9,817,20120,20937
780,Beverly,Essex County,MA,Beverly,1996,3.4,731,20508,21239
781,Beverly,Essex County,MA,Beverly,1997,3,655,21100,21755
782,Beverly,Essex County,MA,Beverly,1998,2.6,575,21486,22061
783,Beverly,Essex County,MA,Beverly,1999,2.5,556,21675,22231
784,Beverly,Essex County,MA,Beverly,2000,2.2,476,21310,21786
785,Beverly,Essex County,MA,Beverly,2001,3.1,687,21346,22033
786,Beverly,Essex County,MA,Beverly,2002,4.6,1023,21041,22064
787,Beverly,Essex County,MA,Beverly,2003,5,1096,20726,21822
788,Beverly,Essex County,MA,Beverly,2004,4.9,1057,20629,21686
789,Beverly,Essex County,MA,Beverly,2005,4.3,931,20710,21641
790,Beverly,Essex County,MA,Beverly,2006,4.2,886,20412,21298
791,Beverly,Essex County,MA,Beverly,2007,3.9,836,20416,21252
792,Beverly,Essex County,MA,Beverly,2008,4.8,1019,20356,21375
793,Beverly,Essex County,MA,Beverly,2009,7.5,1584,19583,21167
794,Beverly,Essex County,MA,Beverly,2010,7.4,1590,19871,21461
795,Beverly,Essex County,MA,Beverly,2011,6.4,1380,20105,21485
796,Beverly,Essex County,MA,Beverly,2012,5.8,1255,20325,21580
797,Billerica,Middlesex County,MA,Billerica,1990,6.3,1435,21287,22722
798,Billerica,Middlesex County,MA,Billerica,1991,8.8,1977,20558,22535
799,Billerica,Middlesex County,MA,Billerica,1992,9.6,2178,20514,22692
800,Billerica,Middlesex County,MA,Billerica,1993,8.1,1831,20663,22494
801,Billerica,Middlesex County,MA,Billerica,1994,6.6,1467,20820,22287
802,Billerica,Middlesex County,MA,Billerica,1995,5.5,1208,20807,22015
803,Billerica,Middlesex County,MA,Billerica,1996,4.6,1036,21577,22613
