"","Region","Five_Year_Range","Population","Never_Married","Never_Married_Pct","Now_Married","Now_Married_Pct","Separated","Separated_Pct","Widowed","Widowed_Pct","Divorced","Divorced_Pct","Gender"
"1945","Middleton",2012,2982,570,19.1,1932,64.8,50,1.7,229,7.7,201,6.7,"Female"
"1946","Nahant",2012,1659,480,28.9,686,41.4,24,1.4,215,13,254,15.3,"Female"
"1947","Newbury",2012,2710,497,18.3,1696,62.6,0,0,180,6.6,337,12.4,"Female"
"1948","Newburyport",2012,7786,1744,22.4,4056,52.1,55,0.7,694,8.9,1237,15.9,"Female"
"1949","North Andover",2012,11402,2963,26,5981,52.5,239,2.1,1047,9.2,1172,10.3,"Female"
"1950","Peabody",2012,23420,5886,25.1,11036,47.1,598,2.6,3155,13.5,2745,11.7,"Female"
"1951","Rockport",2012,3311,590,17.8,1735,52.4,48,1.4,460,13.9,478,14.4,"Female"
"1952","Rowley",2012,2398,346,14.4,1488,62.1,36,1.5,217,9,311,13,"Female"
"1953","Salem",2012,18850,7344,39,6305,33.4,641,3.4,1795,9.5,2765,14.7,"Female"
"1954","Salisbury",2012,3672,1009,27.5,1788,48.7,57,1.6,334,9.1,484,13.2,"Female"
"1955","Saugus",2012,12079,3189,26.4,5841,48.4,216,1.8,1360,11.3,1473,12.2,"Female"
"1956","Swampscott",2012,6392,1620,25.3,3307,51.7,52,0.8,737,11.5,676,10.6,"Female"
"1957","Topsfield",2012,2410,437,18.1,1583,65.7,18,0.7,284,11.8,88,3.7,"Female"
"1958","Wenham",2012,2269,1093,48.2,870,38.3,14,0.6,124,5.5,168,7.4,"Female"
"1959","West Newbury",2012,1666,392,23.5,957,57.4,55,3.3,85,5.1,177,10.6,"Female"
"1960","Ashfield",2012,786,218,27.7,356,45.3,18,2.3,74,9.4,120,15.3,"Female"
"1961","Bernardston",2012,909,195,21.5,482,53,7,0.8,139,15.3,86,9.5,"Female"
"1962","Buckland",2012,912,182,20,526,57.7,0,0,93,10.2,111,12.2,"Female"
"1963","Charlemont",2012,582,134,23,298,51.2,26,4.5,53,9.1,71,12.2,"Female"
"1964","Colrain",2012,653,144,22.1,373,57.1,17,2.6,70,10.7,49,7.5,"Female"
"1965","Conway",2012,812,191,23.5,454,55.9,18,2.2,44,5.4,105,12.9,"Female"
"1966","Deerfield",2012,2317,648,28,1036,44.7,18,0.8,296,12.8,319,13.8,"Female"
"1967","Erving",2012,696,163,23.4,320,46,20,2.9,88,12.6,105,15.1,"Female"
"1968","Gill",2012,715,167,23.4,417,58.3,17,2.4,48,6.7,66,9.2,"Female"
"1969","Greenfield",2012,7769,2465,31.7,2846,36.6,294,3.8,892,11.5,1272,16.4,"Female"
"1970","Hawley",2012,161,39,24.2,86,53.4,4,2.5,5,3.1,27,16.8,"Female"
"1971","Heath",2012,227,37,16.3,133,58.6,0,0,28,12.3,29,12.8,"Female"
"1972","Leverett",2012,785,180,22.9,425,54.1,12,1.5,29,3.7,139,17.7,"Female"
"1973","Leyden",2012,326,80,24.5,166,50.9,4,1.2,18,5.5,58,17.8,"Female"
"1974","Monroe",2012,51,18,35.3,17,33.3,0,0,14,27.5,2,3.9,"Female"
"1975","Montague",2012,3843,1049,27.3,1616,42.1,35,0.9,367,9.5,776,20.2,"Female"
"1976","New Salem",2012,416,80,19.2,232,55.8,10,2.4,32,7.7,62,14.9,"Female"
"1977","Northfield",2012,1212,231,19.1,773,63.8,0,0,101,8.3,107,8.8,"Female"
"1978","Orange",2012,3142,672,21.4,1343,42.7,66,2.1,351,11.2,710,22.6,"Female"
"1979","Rowe",2012,191,42,22,98,51.3,1,0.5,21,11,29,15.2,"Female"
"1980","Shelburne",2012,918,205,22.3,494,53.8,8,0.9,79,8.6,132,14.4,"Female"
"1981","Shutesbury",2012,756,175,23.1,373,49.3,13,1.7,46,6.1,149,19.7,"Female"
"1982","Sunderland",2012,1634,843,51.6,587,35.9,14,0.9,91,5.6,99,6.1,"Female"
"1983","Warwick",2012,295,59,20,159,53.9,3,1,21,7.1,53,18,"Female"
"1984","Wendell",2012,464,183,39.4,198,42.7,0,0,6,1.3,77,16.6,"Female"
"1985","Whately",2012,620,121,19.5,342,55.2,0,0,92,14.8,65,10.5,"Female"
"1986","Agawam",2012,12437,2873,23.1,5913,47.5,301,2.4,1585,12.7,1765,14.2,"Female"
"1987","Blandford",2012,482,99,20.5,286,59.3,20,4.1,14,2.9,63,13.1,"Female"
"1988","Brimfield",2012,1487,292,19.6,808,54.3,34,2.3,131,8.8,222,14.9,"Female"
"1989","Chester",2012,580,156,26.9,306,52.8,6,1,50,8.6,62,10.7,"Female"
"1990","Chicopee",2012,23926,7549,31.6,9848,41.2,503,2.1,2615,10.9,3411,14.3,"Female"
"1991","East Longmeadow",2012,6554,1156,17.6,3809,58.1,105,1.6,927,14.1,557,8.5,"Female"
"1992","Granville",2012,606,106,17.5,334,55.1,3,0.5,62,10.2,101,16.7,"Female"
"1993","Hampden",2012,2209,486,22,1306,59.1,14,0.6,191,8.6,212,9.6,"Female"
"1994","Holland",2012,955,173,18.1,564,59.1,5,0.5,56,5.9,157,16.4,"Female"
"1995","Holyoke",2012,16924,6906,40.8,5320,31.4,889,5.3,1736,10.3,2073,12.2,"Female"
"1996","Longmeadow",2012,6890,1462,21.2,3938,57.2,101,1.5,833,12.1,556,8.1,"Female"
"1997","Ludlow",2012,8969,2097,23.4,4652,51.9,225,2.5,1041,11.6,954,10.6,"Female"
"1998","Monson",2012,3658,974,26.6,1867,51,71,1.9,152,4.2,594,16.2,"Female"
"1999","Montgomery",2012,344,49,14.2,235,68.3,0,0,14,4.1,46,13.4,"Female"
"2000","Palmer",2012,5360,1440,26.9,2320,43.3,176,3.3,680,12.7,744,13.9,"Female"
"2001","Russell",2012,702,149,21.2,394,56.1,3,0.4,64,9.1,92,13.1,"Female"
"2002","Southwick",2012,4040,951,23.5,2170,53.7,109,2.7,537,13.3,273,6.8,"Female"
"2003","Springfield",2012,63780,27426,43,19148,30,3064,4.8,5425,8.5,8717,13.7,"Female"
"2004","Tolland",2012,185,24,13,137,74.1,0,0,16,8.6,8,4.3,"Female"
"2005","Wales",2012,758,139,18.3,448,59.1,2,0.3,54,7.1,115,15.2,"Female"
"2006","Westfield",2012,18113,5936,32.8,7666,42.3,506,2.8,1940,10.7,2065,11.4,"Female"
"2007","West Springfield",2012,12231,3625,29.6,5254,43,402,3.3,1447,11.8,1503,12.3,"Female"
"2008","Wilbraham",2012,6389,1403,22,3543,55.5,0,0,735,11.5,708,11.1,"Female"
"2009","Amherst",2012,18600,13374,71.9,3554,19.1,131,0.7,566,3,975,5.2,"Female"
"2010","Belchertown",2012,5805,1302,22.4,3446,59.4,103,1.8,402,6.9,552,9.5,"Female"
"2011","Chesterfield",2012,476,80,16.8,285,59.9,3,0.6,33,6.9,75,15.8,"Female"
"2012","Cummington",2012,431,123,28.5,211,49,3,0.7,32,7.4,62,14.4,"Female"
"2013","Easthampton",2012,7277,1960,26.9,3455,47.5,96,1.3,819,11.3,947,13,"Female"
"2014","Goshen",2012,503,92,18.3,269,53.5,6,1.2,46,9.1,90,17.9,"Female"
"2015","Granby",2012,2874,575,20,1516,52.7,0,0,361,12.6,422,14.7,"Female"
"2016","Hadley",2012,2306,526,22.8,1196,51.9,0,0,353,15.3,231,10,"Female"
"2017","Hatfield",2012,1432,271,18.9,710,49.6,100,7,198,13.8,153,10.7,"Female"
"2018","Huntington",2012,901,186,20.6,523,58,0,0,94,10.4,98,10.9,"Female"
"2019","Middlefield",2012,157,13,8.3,108,68.8,0,0,15,9.6,21,13.4,"Female"
"2020","Northampton",2012,14493,6924,47.8,4292,29.6,316,2.2,1132,7.8,1829,12.6,"Female"
"2021","Pelham",2012,600,153,25.5,323,53.8,3,0.5,39,6.5,82,13.7,"Female"
"2022","Plainfield",2012,245,48,19.6,127,51.8,0,0,39,15.9,31,12.7,"Female"
"2023","Southampton",2012,2357,392,16.6,1506,63.9,70,3,212,9,177,7.5,"Female"
"2024","South Hadley",2012,9136,3713,40.6,3355,36.7,143,1.6,920,10.1,1005,11,"Female"
"2025","Ware",2012,4089,1002,24.5,1973,48.3,117,2.9,447,10.9,550,13.5,"Female"
"2026","Westhampton",2012,695,115,16.5,448,64.5,10,1.4,30,4.3,92,13.2,"Female"
"2027","Williamsburg",2012,1145,256,22.4,629,54.9,20,1.7,88,7.7,152,13.3,"Female"
"2028","Worthington",2012,535,68,12.7,331,61.9,3,0.6,55,10.3,78,14.6,"Female"
"2029","Acton",2012,8661,1877,21.7,5342,61.7,118,1.4,571,6.6,753,8.7,"Female"
"2030","Arlington",2012,18615,5673,30.5,9188,49.4,148,0.8,1608,8.6,1998,10.7,"Female"
"2031","Ashby",2012,1271,250,19.7,744,58.5,5,0.4,108,8.5,164,12.9,"Female"
"2032","Ashland",2012,6819,1348,19.8,3835,56.2,120,1.8,614,9,902,13.2,"Female"
"2033","Ayer",2012,3335,852,25.5,1503,45.1,116,3.5,501,15,363,10.9,"Female"
"2034","Bedford",2012,5433,917,16.9,3226,59.4,33,0.6,503,9.3,754,13.9,"Female"
"2035","Belmont",2012,10914,2877,26.4,5903,54.1,110,1,1004,9.2,1020,9.3,"Female"
"2036","Billerica",2012,16664,4301,25.8,9357,56.2,229,1.4,1198,7.2,1579,9.5,"Female"
"2037","Boxborough",2012,2015,461,22.9,1220,60.5,30,1.5,85,4.2,219,10.9,"Female"
"2038","Burlington",2012,10575,2669,25.2,5799,54.8,162,1.5,1104,10.4,841,8,"Female"
"2039","Cambridge",2012,48687,25466,52.3,15124,31.1,866,1.8,2571,5.3,4660,9.6,"Female"
"2040","Carlisle",2012,2031,277,13.6,1493,73.5,27,1.3,81,4,153,7.5,"Female"
"2041","Chelmsford",2012,14020,2848,20.3,8134,58,282,2,1256,9,1500,10.7,"Female"
"2042","Concord",2012,7119,1440,20.2,4132,58,46,0.6,776,10.9,725,10.2,"Female"
"2043","Dracut",2012,12064,2897,24,6826,56.6,116,1,1061,8.8,1164,9.6,"Female"
"2044","Dunstable",2012,1326,254,19.2,833,62.8,42,3.2,99,7.5,98,7.4,"Female"
"2045","Everett",2012,17297,6006,34.7,6820,39.4,527,3,1655,9.6,2289,13.2,"Female"
"2046","Framingham",2012,29801,9846,33,13816,46.4,661,2.2,2552,8.6,2926,9.8,"Female"
"2047","Groton",2012,4108,747,18.2,2717,66.1,74,1.8,254,6.2,316,7.7,"Female"
"2048","Holliston",2012,5380,1150,21.4,3385,62.9,15,0.3,362,6.7,468,8.7,"Female"
"2049","Hopkinton",2012,5739,1221,21.3,3674,64,55,1,353,6.2,436,7.6,"Female"
"2050","Hudson",2012,7937,1905,24,4360,54.9,61,0.8,602,7.6,1009,12.7,"Female"
"2051","Lexington",2012,13435,2811,20.9,8107,60.3,99,0.7,1193,8.9,1225,9.1,"Female"
"2052","Lincoln",2012,2521,452,17.9,1697,67.3,15,0.6,159,6.3,198,7.9,"Female"
"2053","Littleton",2012,3668,707,19.3,2165,59,88,2.4,408,11.1,300,8.2,"Female"
"2054","Lowell",2012,45144,17215,38.1,17256,38.2,1528,3.4,4192,9.3,4953,11,"Female"
"2055","Malden",2012,25921,9217,35.6,11301,43.6,846,3.3,2145,8.3,2412,9.3,"Female"
"2056","Marlborough",2012,16240,4980,30.7,7797,48,375,2.3,1257,7.7,1831,11.3,"Female"
"2057","Maynard",2012,4218,1154,27.4,2136,50.6,30,0.7,387,9.2,511,12.1,"Female"
"2058","Medford",2012,26214,9934,37.9,10987,41.9,438,1.7,2300,8.8,2555,9.7,"Female"
"2059","Melrose",2012,11338,2861,25.2,6432,56.7,178,1.6,1123,9.9,744,6.6,"Female"
"2060","Natick",2012,13703,3292,24,7325,53.5,255,1.9,1297,9.5,1534,11.2,"Female"
"2061","Newton",2012,37418,11757,31.4,19132,51.1,534,1.4,3029,8.1,2966,7.9,"Female"
"2062","North Reading",2012,5858,1168,19.9,3814,65.1,25,0.4,548,9.4,303,5.2,"Female"
"2063","Pepperell",2012,4692,1100,23.4,2747,58.5,45,1,164,3.5,636,13.6,"Female"
"2064","Reading",2012,10305,2256,21.9,6008,58.3,136,1.3,986,9.6,919,8.9,"Female"
"2065","Sherborn",2012,1586,246,15.5,1107,69.8,10,0.6,73,4.6,150,9.5,"Female"
"2066","Shirley",2012,2630,679,25.8,1308,49.7,29,1.1,157,6,457,17.4,"Female"
"2067","Somerville",2012,34602,18361,53.1,10926,31.6,662,1.9,2042,5.9,2611,7.5,"Female"
"2068","Stoneham",2012,9597,2521,26.3,4635,48.3,95,1,1169,12.2,1177,12.3,"Female"
"2069","Stow",2012,2536,406,16,1626,64.1,47,1.9,166,6.5,291,11.5,"Female"
"2070","Sudbury",2012,6719,1178,17.5,4636,69,40,0.6,463,6.9,402,6,"Female"
"2071","Tewksbury",2012,12694,2882,22.7,6950,54.8,192,1.5,1557,12.3,1113,8.8,"Female"
"2072","Townsend",2012,3567,774,21.7,2073,58.1,94,2.6,296,8.3,330,9.3,"Female"
"2073","Tyngsborough",2012,4646,1036,22.3,2661,57.3,65,1.4,433,9.3,451,9.7,"Female"
"2074","Wakefield",2012,10569,2771,26.2,5425,51.3,153,1.4,1113,10.5,1107,10.5,"Female"
"2075","Waltham",2012,27321,11446,41.9,10977,40.2,478,1.7,2130,7.8,2290,8.4,"Female"
"2076","Watertown",2012,15100,5805,38.4,6418,42.5,217,1.4,1173,7.8,1487,9.8,"Female"
"2077","Wayland",2012,5351,862,16.1,3488,65.2,92,1.7,464,8.7,445,8.3,"Female"
"2078","Westford",2012,8454,1591,18.8,5719,67.6,80,0.9,473,5.6,591,7,"Female"
"2079","Weston",2012,4755,1224,25.7,2827,59.5,19,0.4,451,9.5,234,4.9,"Female"
"2080","Wilmington",2012,9279,2325,25.1,5436,58.6,77,0.8,763,8.2,678,7.3,"Female"
"2081","Winchester",2012,8558,1639,19.2,5300,61.9,99,1.2,912,10.7,608,7.1,"Female"
"2082","Woburn",2012,16435,4284,26.1,8065,49.1,334,2,1863,11.3,1889,11.5,"Female"
"2083","Nantucket",2012,4006,1169,29.2,1952,48.7,14,0.3,417,10.4,454,11.3,"Female"
"2084","Avon",2012,1921,437,22.7,919,47.8,38,2,236,12.3,291,15.1,"Female"
"2085","Bellingham",2012,6893,1676,24.3,3697,53.6,141,2,479,6.9,900,13.1,"Female"
"2086","Braintree",2012,15646,4599,29.4,7718,49.3,184,1.2,1778,11.4,1367,8.7,"Female"
"2087","Brookline",2012,28361,12596,44.4,11210,39.5,464,1.6,1945,6.9,2146,7.6,"Female"
"2088","Canton",2012,9244,2121,22.9,4858,52.6,129,1.4,1096,11.9,1040,11.3,"Female"
"2089","Cohasset",2012,3037,512,16.9,1945,64,36,1.2,294,9.7,250,8.2,"Female"
"2090","Dedham",2012,10637,2710,25.5,5388,50.7,180,1.7,1214,11.4,1145,10.8,"Female"
"2091","Dover",2012,2052,345,16.8,1493,72.8,11,0.5,76,3.7,127,6.2,"Female"
"2092","Foxborough",2012,6978,1710,24.5,3827,54.8,59,0.8,542,7.8,840,12,"Female"
"2093","Franklin",2012,12404,3015,24.3,7434,59.9,173,1.4,646,5.2,1136,9.2,"Female"
"2094","Holbrook",2012,4636,1399,30.2,2304,49.7,112,2.4,364,7.9,457,9.9,"Female"
"2095","Medfield",2012,4681,1161,24.8,3084,65.9,30,0.6,173,3.7,233,5,"Female"
"2096","Medway",2012,5214,1295,24.8,3181,61,44,0.8,349,6.7,345,6.6,"Female"
"2097","Millis",2012,3139,559,17.8,1925,61.3,14,0.4,232,7.4,409,13,"Female"
"2098","Milton",2012,11522,3748,32.5,5615,48.7,124,1.1,1235,10.7,800,6.9,"Female"
"2099","Needham",2012,11849,2532,21.4,7069,59.7,76,0.6,1065,9,1107,9.3,"Female"
"2100","Norfolk",2012,3454,673,19.5,2369,68.6,21,0.6,205,5.9,186,5.4,"Female"
"2101","Norwood",2012,11930,3624,30.4,5777,48.4,188,1.6,1342,11.2,999,8.4,"Female"
"2102","Plainville",2012,3670,1012,27.6,1748,47.6,0,0,407,11.1,503,13.7,"Female"
"2103","Quincy",2012,41319,14670,35.5,17691,42.8,815,2,3881,9.4,4262,10.3,"Female"
"2104","Randolph",2012,14432,4564,31.6,6611,45.8,441,3.1,1378,9.5,1438,10,"Female"
"2105","Sharon",2012,7221,1564,21.7,4481,62.1,35,0.5,506,7,635,8.8,"Female"
"2106","Stoughton",2012,12132,3291,27.1,5895,48.6,112,0.9,1322,10.9,1512,12.5,"Female"
"2107","Walpole",2012,10034,2514,25.1,5532,55.1,165,1.6,1106,11,717,7.1,"Female"
"2108","Wellesley",2012,13183,5606,42.5,6024,45.7,128,1,691,5.2,734,5.6,"Female"
"2109","Westwood",2012,5906,1099,18.6,3526,59.7,94,1.6,836,14.2,351,5.9,"Female"
"2110","Weymouth",2012,23630,6903,29.2,10620,44.9,338,1.4,2703,11.4,3066,13,"Female"
"2111","Wrentham",2012,4420,809,18.3,2573,58.2,89,2,398,9,551,12.5,"Female"
"2112","Abington",2012,6845,2052,30,3523,51.5,113,1.7,529,7.7,628,9.2,"Female"
"2113","Bridgewater",2012,10980,4502,41,4777,43.5,52,0.5,642,5.8,1007,9.2,"Female"
"2114","Brockton",2012,39082,14861,38,13590,34.8,1808,4.6,3864,9.9,4959,12.7,"Female"
"2115","Carver",2012,5009,1060,21.2,2588,51.7,92,1.8,695,13.9,574,11.5,"Female"
"2116","Duxbury",2012,6279,1306,20.8,3686,58.7,183,2.9,618,9.8,486,7.7,"Female"
"2117","East Bridgewater",2012,5996,1617,27,3056,51,77,1.3,514,8.6,732,12.2,"Female"
"2118","Halifax",2012,3099,706,22.8,1545,49.9,42,1.4,340,11,466,15,"Female"
"2119","Hanover",2012,5317,1174,22.1,3201,60.2,135,2.5,401,7.5,406,7.6,"Female"
"2120","Hanson",2012,4172,1176,28.2,2194,52.6,27,0.6,261,6.3,514,12.3,"Female"
"2121","Hingham",2012,9333,1913,20.5,5208,55.8,41,0.4,1180,12.6,991,10.6,"Female"
"2122","Hull",2012,5195,1488,28.6,2050,39.5,126,2.4,681,13.1,850,16.4,"Female"
"2123","Kingston",2012,5276,1520,28.8,2719,51.5,64,1.2,608,11.5,365,6.9,"Female"
"2124","Lakeville",2012,4478,1078,24.1,2527,56.4,62,1.4,362,8.1,449,10,"Female"
"2125","Marion",2012,2088,351,16.8,1120,53.6,20,1,365,17.5,232,11.1,"Female"
"2126","Marshfield",2012,10208,2244,22,5992,58.7,126,1.2,820,8,1026,10.1,"Female"
"2127","Mattapoisett",2012,2500,472,18.9,1541,61.6,0,0,209,8.4,278,11.1,"Female"
"2128","Middleborough",2012,9924,2583,26,4816,48.5,146,1.5,936,9.4,1443,14.5,"Female"
"2129","Norwell",2012,3915,602,15.4,2521,64.4,52,1.3,397,10.1,343,8.8,"Female"
"2130","Pembroke",2012,7145,1688,23.6,4152,58.1,106,1.5,400,5.6,799,11.2,"Female"
"2131","Plymouth",2012,23064,5105,22.1,12405,53.8,290,1.3,2103,9.1,3161,13.7,"Female"
"2132","Plympton",2012,1264,359,28.4,725,57.4,16,1.3,102,8.1,62,4.9,"Female"
"2133","Rochester",2012,2190,586,26.8,1186,54.2,18,0.8,206,9.4,194,8.9,"Female"
"2134","Rockland",2012,7832,2354,30.1,3507,44.8,138,1.8,714,9.1,1119,14.3,"Female"
"2135","Scituate",2012,7479,1475,19.7,4019,53.7,111,1.5,949,12.7,925,12.4,"Female"
"2136","Wareham",2012,9871,2719,27.5,4201,42.6,186,1.9,1196,12.1,1569,15.9,"Female"
"2137","West Bridgewater",2012,2859,802,28.1,1373,48,27,0.9,393,13.7,264,9.2,"Female"
"2138","Whitman",2012,5904,1609,27.3,3061,51.8,82,1.4,458,7.8,694,11.8,"Female"
"2139","Boston",2012,280961,153915,54.8,74943,26.7,9275,3.3,18173,6.5,24655,8.8,"Female"
"2140","Chelsea",2012,13586,5953,43.8,4198,30.9,861,6.3,1207,8.9,1367,10.1,"Female"
"2141","Revere",2012,20785,6259,30.1,8720,42,723,3.5,2099,10.1,2984,14.4,"Female"
"2142","Winthrop",2012,7824,2279,29.1,3540,45.2,187,2.4,660,8.4,1158,14.8,"Female"
"2143","Ashburnham",2012,2495,581,23.3,1366,54.7,30,1.2,209,8.4,309,12.4,"Female"
"2144","Athol",2012,4663,1235,26.5,2163,46.4,100,2.1,557,11.9,608,13,"Female"
"2145","Auburn",2012,7403,1930,26.1,3558,48.1,30,0.4,974,13.2,911,12.3,"Female"
"2146","Barre",2012,2241,672,30,1137,50.7,0,0,173,7.7,259,11.6,"Female"
"2147","Berlin",2012,1146,235,20.5,674,58.8,21,1.8,91,7.9,125,10.9,"Female"
"2148","Blackstone",2012,3876,1145,29.5,1950,50.3,102,2.6,379,9.8,300,7.7,"Female"
"2149","Bolton",2012,1935,360,18.6,1218,62.9,19,1,168,8.7,170,8.8,"Female"
"2150","Boylston",2012,1747,424,24.3,1037,59.4,0,0,125,7.2,161,9.2,"Female"
"2151","Brookfield",2012,1431,251,17.5,801,56,56,3.9,200,14,123,8.6,"Female"
"2152","Charlton",2012,5117,1025,20,3089,60.4,49,1,477,9.3,477,9.3,"Female"
"2153","Clinton",2012,5532,1557,28.1,2435,44,173,3.1,684,12.4,683,12.3,"Female"
"2154","Douglas",2012,3092,456,14.7,1997,64.6,37,1.2,183,5.9,419,13.6,"Female"
"2155","Dudley",2012,4509,1275,28.3,2150,47.7,111,2.5,286,6.3,687,15.2,"Female"
"2156","East Brookfield",2012,933,275,29.5,496,53.2,23,2.5,63,6.8,76,8.1,"Female"
"2157","Fitchburg",2012,16276,5289,32.5,6663,40.9,411,2.5,1872,11.5,2041,12.5,"Female"
"2158","Gardner",2012,8416,2119,25.2,3779,44.9,254,3,1077,12.8,1187,14.1,"Female"
"2159","Grafton",2012,6999,1858,26.5,3739,53.4,182,2.6,461,6.6,759,10.8,"Female"
"2160","Hardwick",2012,1203,310,25.8,633,52.6,19,1.6,114,9.5,127,10.6,"Female"
"2161","Harvard",2012,2191,511,23.3,1422,64.9,9,0.4,46,2.1,203,9.3,"Female"
"2162","Holden",2012,7238,1540,21.3,4294,59.3,93,1.3,639,8.8,672,9.3,"Female"
"2163","Hopedale",2012,2280,453,19.9,1296,56.8,38,1.7,217,9.5,276,12.1,"Female"
"2164","Hubbardston",2012,1691,361,21.3,1098,64.9,11,0.7,82,4.8,139,8.2,"Female"
"2165","Lancaster",2012,2776,632,22.8,1751,63.1,0,0,175,6.3,218,7.9,"Female"
"2166","Leicester",2012,4917,1454,29.6,2301,46.8,82,1.7,575,11.7,505,10.3,"Female"
"2167","Leominster",2012,17345,5145,29.7,8035,46.3,464,2.7,1574,9.1,2127,12.3,"Female"
"2168","Lunenburg",2012,4389,991,22.6,2494,56.8,66,1.5,353,8,485,11.1,"Female"
"2169","Mendon",2012,2357,568,24.1,1456,61.8,59,2.5,146,6.2,128,5.4,"Female"
"2170","Milford",2012,11282,2990,26.5,6055,53.7,184,1.6,987,8.7,1066,9.4,"Female"
"2171","Millbury",2012,5869,1446,24.6,3007,51.2,113,1.9,713,12.1,590,10.1,"Female"
"2172","Millville",2012,1293,426,32.9,639,49.4,5,0.4,101,7.8,122,9.4,"Female"
"2173","New Braintree",2012,444,128,28.8,244,55,5,1.1,30,6.8,37,8.3,"Female"
"2174","Northborough",2012,5725,992,17.3,3548,62,116,2,447,7.8,622,10.9,"Female"
"2175","Northbridge",2012,6366,1563,24.6,3293,51.7,83,1.3,624,9.8,803,12.6,"Female"
"2176","North Brookfield",2012,1943,456,23.5,1031,53.1,37,1.9,262,13.5,157,8.1,"Female"
"2177","Oakham",2012,744,160,21.5,438,58.9,20,2.7,40,5.4,86,11.6,"Female"
"2178","Oxford",2012,5659,1451,25.6,2905,51.3,63,1.1,462,8.2,778,13.7,"Female"
"2179","Paxton",2012,1892,493,26.1,1124,59.4,0,0,142,7.5,133,7,"Female"
"2180","Petersham",2012,582,178,30.6,294,50.5,3,0.5,67,11.5,40,6.9,"Female"
"2181","Phillipston",2012,797,275,34.5,421,52.8,15,1.9,23,2.9,63,7.9,"Female"
"2182","Princeton",2012,1336,264,19.8,866,64.8,23,1.7,60,4.5,123,9.2,"Female"
"2183","Royalston",2012,441,99,22.4,281,63.7,11,2.5,30,6.8,20,4.5,"Female"
"2184","Rutland",2012,2744,539,19.6,1899,69.2,42,1.5,79,2.9,185,6.7,"Female"
"2185","Shrewsbury",2012,14202,3029,21.3,8466,59.6,77,0.5,1240,8.7,1390,9.8,"Female"
"2186","Southborough",2012,3972,852,21.5,2484,62.5,69,1.7,236,5.9,331,8.3,"Female"
"2187","Southbridge",2012,7072,2441,34.5,2740,38.7,213,3,857,12.1,821,11.6,"Female"
"2188","Spencer",2012,4785,1233,25.8,2375,49.6,112,2.3,565,11.8,500,10.4,"Female"
"2189","Sterling",2012,3233,546,16.9,1991,61.6,0,0,278,8.6,418,12.9,"Female"
"2190","Sturbridge",2012,3905,938,24,2186,56,52,1.3,361,9.2,368,9.4,"Female"
"2191","Sutton",2012,3602,945,26.2,2299,63.8,0,0,140,3.9,218,6.1,"Female"
"2192","Templeton",2012,3268,776,23.7,1729,52.9,45,1.4,244,7.5,474,14.5,"Female"
"2193","Upton",2012,3046,690,22.7,1877,61.6,65,2.1,131,4.3,283,9.3,"Female"
"2194","Uxbridge",2012,5477,1357,24.8,2984,54.5,70,1.3,388,7.1,678,12.4,"Female"
"2195","Warren",2012,2104,470,22.3,940,44.7,63,3,240,11.4,391,18.6,"Female"
"2196","Webster",2012,7405,1987,26.8,3149,42.5,187,2.5,949,12.8,1133,15.3,"Female"
"2197","Westborough",2012,7349,1523,20.7,4348,59.2,30,0.4,797,10.8,651,8.9,"Female"
"2198","West Boylston",2012,2437,509,20.9,1303,53.5,77,3.2,347,14.2,201,8.2,"Female"
"2199","West Brookfield",2012,1648,443,26.9,877,53.2,30,1.8,156,9.5,142,8.6,"Female"
"2200","Westminster",2012,2970,692,23.3,1649,55.5,113,3.8,193,6.5,323,10.9,"Female"
"2201","Winchendon",2012,4159,810,19.5,2389,57.4,81,1.9,412,9.9,467,11.2,"Female"
"2202","Worcester",2012,79617,32363,40.6,26893,33.8,2326,2.9,7858,9.9,10177,12.8,"Female"
