"","Municipal","County","State","Region","C_year","Period","Unemployment Rate","Number of Unemployed","Number of Employed","Number in Labor Force"
"75601","Needham","Norfolk","MA","N/A","2001","Annual Average",2.7,396,14114,14510
"75614","Needham","Norfolk","MA","N/A","2002","Annual Average",4.1,597,13891,14488
"75627","Needham","Norfolk","MA","N/A","2003","Annual Average",4.3,619,13673,14292
"75640","Needham","Norfolk","MA","N/A","2004","Annual Average",3.8,537,13639,14176
"75653","Needham","Norfolk","MA","N/A","2005","Annual Average",3.4,484,13697,14181
"75666","Needham","Norfolk","MA","N/A","2006","Annual Average",3.3,465,13632,14097
"75679","Needham","Norfolk","MA","N/A","2007","Annual Average",3.1,432,13726,14158
"75692","Needham","Norfolk","MA","N/A","2008","Annual Average",3.7,530,13777,14307
"75705","Needham","Norfolk","MA","N/A","2009","Annual Average",6,855,13348,14203
"75718","Needham","Norfolk","MA","N/A","2010","Annual Average",5.5,790,13486,14276
"75731","Needham","Norfolk","MA","N/A","2011","Annual Average",4.8,689,13636,14325
"75744","Needham","Norfolk","MA","N/A","2012","Annual Average",4.4,638,13786,14424
"75765","New Ashford","Berkshire","MA","N/A","1990","Annual Average",4.1,5,116,121
"75778","New Ashford","Berkshire","MA","N/A","1991","Annual Average",7.6,9,109,118
"75791","New Ashford","Berkshire","MA","N/A","1992","Annual Average",8.9,11,113,124
"75804","New Ashford","Berkshire","MA","N/A","1993","Annual Average",7.5,9,111,120
"75817","New Ashford","Berkshire","MA","N/A","1994","Annual Average",9.8,12,111,123
"75830","New Ashford","Berkshire","MA","N/A","1995","Annual Average",3.5,4,111,115
"75843","New Ashford","Berkshire","MA","N/A","1996","Annual Average",3.5,4,111,115
"75856","New Ashford","Berkshire","MA","N/A","1997","Annual Average",5,6,115,121
"75869","New Ashford","Berkshire","MA","N/A","1998","Annual Average",5.5,7,120,127
"75882","New Ashford","Berkshire","MA","N/A","1999","Annual Average",3.1,4,126,130
"75895","New Ashford","Berkshire","MA","N/A","2000","Annual Average",4.5,7,147,154
"75908","New Ashford","Berkshire","MA","N/A","2001","Annual Average",3.3,5,148,153
"75921","New Ashford","Berkshire","MA","N/A","2002","Annual Average",4.5,7,150,157
"75934","New Ashford","Berkshire","MA","N/A","2003","Annual Average",4.5,7,148,155
"75947","New Ashford","Berkshire","MA","N/A","2004","Annual Average",3.9,6,148,154
"75960","New Ashford","Berkshire","MA","N/A","2005","Annual Average",4.4,7,152,159
"75973","New Ashford","Berkshire","MA","N/A","2006","Annual Average",3.7,6,156,162
"75986","New Ashford","Berkshire","MA","N/A","2007","Annual Average",3.7,6,157,163
"75999","New Ashford","Berkshire","MA","N/A","2008","Annual Average",3.7,6,155,161
"76012","New Ashford","Berkshire","MA","N/A","2009","Annual Average",4.4,7,151,158
"76025","New Ashford","Berkshire","MA","N/A","2010","Annual Average",4.3,6,133,139
"76038","New Ashford","Berkshire","MA","N/A","2011","Annual Average",5.6,8,136,144
"76051","New Ashford","Berkshire","MA","N/A","2012","Annual Average",4.9,7,135,142
"76072","New Bedford","Bristol","MA","N/A","1990","Annual Average",12.5,5669,39663,45332
"76085","New Bedford","Bristol","MA","N/A","1991","Annual Average",16.1,7278,37870,45148
"76098","New Bedford","Bristol","MA","N/A","1992","Annual Average",15.3,6718,37225,43943
"76111","New Bedford","Bristol","MA","N/A","1993","Annual Average",13.5,5878,37664,43542
"76124","New Bedford","Bristol","MA","N/A","1994","Annual Average",13,5664,37847,43511
"76137","New Bedford","Bristol","MA","N/A","1995","Annual Average",12.2,5314,38114,43428
"76150","New Bedford","Bristol","MA","N/A","1996","Annual Average",11.1,4709,37641,42350
"76163","New Bedford","Bristol","MA","N/A","1997","Annual Average",9.5,4040,38419,42459
"76176","New Bedford","Bristol","MA","N/A","1998","Annual Average",8.5,3507,37871,41378
"76189","New Bedford","Bristol","MA","N/A","1999","Annual Average",7.8,3191,37947,41138
"76202","New Bedford","Bristol","MA","N/A","2000","Annual Average",5.5,2306,39621,41927
"76215","New Bedford","Bristol","MA","N/A","2001","Annual Average",6.8,2838,39116,41954
"76228","New Bedford","Bristol","MA","N/A","2002","Annual Average",8.5,3644,39243,42887
"76241","New Bedford","Bristol","MA","N/A","2003","Annual Average",9.5,4012,38297,42309
"76254","New Bedford","Bristol","MA","N/A","2004","Annual Average",8.6,3618,38425,42043
"76267","New Bedford","Bristol","MA","N/A","2005","Annual Average",8.2,3466,38692,42158
"76280","New Bedford","Bristol","MA","N/A","2006","Annual Average",7.9,3374,39122,42496
"76293","New Bedford","Bristol","MA","N/A","2007","Annual Average",7.7,3250,38939,42189
"76306","New Bedford","Bristol","MA","N/A","2008","Annual Average",9.5,3965,37718,41683
"76319","New Bedford","Bristol","MA","N/A","2009","Annual Average",13.8,5837,36552,42389
"76332","New Bedford","Bristol","MA","N/A","2010","Annual Average",14,6126,37630,43756
"76345","New Bedford","Bristol","MA","N/A","2011","Annual Average",12.8,5592,38020,43612
"76358","New Bedford","Bristol","MA","N/A","2012","Annual Average",12.5,5492,38469,43961
"76379","New Braintree","Worcester","MA","N/A","1990","Annual Average",6.7,31,433,464
"76392","New Braintree","Worcester","MA","N/A","1991","Annual Average",9.7,45,419,464
"76405","New Braintree","Worcester","MA","N/A","1992","Annual Average",8.4,39,424,463
"76418","New Braintree","Worcester","MA","N/A","1993","Annual Average",4.9,23,450,473
"76431","New Braintree","Worcester","MA","N/A","1994","Annual Average",4.9,23,449,472
"76444","New Braintree","Worcester","MA","N/A","1995","Annual Average",4.9,22,429,451
"76457","New Braintree","Worcester","MA","N/A","1996","Annual Average",4.3,19,425,444
"76470","New Braintree","Worcester","MA","N/A","1997","Annual Average",4.8,22,437,459
"76483","New Braintree","Worcester","MA","N/A","1998","Annual Average",4.3,20,444,464
"76496","New Braintree","Worcester","MA","N/A","1999","Annual Average",3,14,449,463
"76509","New Braintree","Worcester","MA","N/A","2000","Annual Average",2.4,13,527,540
"76522","New Braintree","Worcester","MA","N/A","2001","Annual Average",2.5,14,542,556
"76535","New Braintree","Worcester","MA","N/A","2002","Annual Average",4.3,25,552,577
"76548","New Braintree","Worcester","MA","N/A","2003","Annual Average",4.9,29,568,597
"76561","New Braintree","Worcester","MA","N/A","2004","Annual Average",4.4,27,581,608
"76574","New Braintree","Worcester","MA","N/A","2005","Annual Average",5.7,36,594,630
"76587","New Braintree","Worcester","MA","N/A","2006","Annual Average",5.6,36,603,639
"76600","New Braintree","Worcester","MA","N/A","2007","Annual Average",5.5,36,613,649
"76613","New Braintree","Worcester","MA","N/A","2008","Annual Average",5.5,35,604,639
"76626","New Braintree","Worcester","MA","N/A","2009","Annual Average",8.4,54,589,643
"76639","New Braintree","Worcester","MA","N/A","2010","Annual Average",9.7,56,520,576
"76652","New Braintree","Worcester","MA","N/A","2011","Annual Average",7.3,41,524,565
"76665","New Braintree","Worcester","MA","N/A","2012","Annual Average",7.4,42,523,565
"76686","New Marlborough","Berkshire","MA","N/A","1990","Annual Average",1.3,8,592,600
"76699","New Marlborough","Berkshire","MA","N/A","1991","Annual Average",2.3,14,583,597
"76712","New Marlborough","Berkshire","MA","N/A","1992","Annual Average",3.4,20,565,585
"76725","New Marlborough","Berkshire","MA","N/A","1993","Annual Average",2.6,16,596,612
"76738","New Marlborough","Berkshire","MA","N/A","1994","Annual Average",3,18,578,596
"76751","New Marlborough","Berkshire","MA","N/A","1995","Annual Average",2.7,18,649,667
"76764","New Marlborough","Berkshire","MA","N/A","1996","Annual Average",2.1,14,665,679
"76777","New Marlborough","Berkshire","MA","N/A","1997","Annual Average",1.6,11,681,692
"76790","New Marlborough","Berkshire","MA","N/A","1998","Annual Average",1.5,10,676,686
"76803","New Marlborough","Berkshire","MA","N/A","1999","Annual Average",1.8,12,671,683
"76816","New Marlborough","Berkshire","MA","N/A","2000","Annual Average",2.1,17,805,822
"76829","New Marlborough","Berkshire","MA","N/A","2001","Annual Average",2.6,22,839,861
"76842","New Marlborough","Berkshire","MA","N/A","2002","Annual Average",3.4,30,860,890
"76855","New Marlborough","Berkshire","MA","N/A","2003","Annual Average",3.4,30,861,891
"76868","New Marlborough","Berkshire","MA","N/A","2004","Annual Average",3,27,866,893
"76881","New Marlborough","Berkshire","MA","N/A","2005","Annual Average",3.2,29,890,919
"76894","New Marlborough","Berkshire","MA","N/A","2006","Annual Average",3.1,29,901,930
"76907","New Marlborough","Berkshire","MA","N/A","2007","Annual Average",3.3,30,883,913
"76920","New Marlborough","Berkshire","MA","N/A","2008","Annual Average",4.2,38,877,915
"76933","New Marlborough","Berkshire","MA","N/A","2009","Annual Average",6.1,55,852,907
"76946","New Marlborough","Berkshire","MA","N/A","2010","Annual Average",6.7,62,861,923
"76959","New Marlborough","Berkshire","MA","N/A","2011","Annual Average",5,46,865,911
"76972","New Marlborough","Berkshire","MA","N/A","2012","Annual Average",5.5,50,858,908
"76993","New Salem","Franklin","MA","N/A","1990","Annual Average",5.3,24,426,450
"77006","New Salem","Franklin","MA","N/A","1991","Annual Average",8.1,37,417,454
"77019","New Salem","Franklin","MA","N/A","1992","Annual Average",7.1,30,390,420
"77032","New Salem","Franklin","MA","N/A","1993","Annual Average",4.7,19,386,405
"77045","New Salem","Franklin","MA","N/A","1994","Annual Average",8.7,37,387,424
"77058","New Salem","Franklin","MA","N/A","1995","Annual Average",7.7,34,407,441
"77071","New Salem","Franklin","MA","N/A","1996","Annual Average",4.7,20,404,424
"77084","New Salem","Franklin","MA","N/A","1997","Annual Average",4,17,410,427
"77097","New Salem","Franklin","MA","N/A","1998","Annual Average",4.2,18,407,425
"77110","New Salem","Franklin","MA","N/A","1999","Annual Average",4.3,18,403,421
"77123","New Salem","Franklin","MA","N/A","2000","Annual Average",2.3,13,546,559
"77136","New Salem","Franklin","MA","N/A","2001","Annual Average",2.7,15,540,555
"77149","New Salem","Franklin","MA","N/A","2002","Annual Average",3.4,19,548,567
"77162","New Salem","Franklin","MA","N/A","2003","Annual Average",4.2,24,546,570
"77175","New Salem","Franklin","MA","N/A","2004","Annual Average",3,17,543,560
"77188","New Salem","Franklin","MA","N/A","2005","Annual Average",5.1,29,538,567
"77201","New Salem","Franklin","MA","N/A","2006","Annual Average",4.2,23,531,554
"77214","New Salem","Franklin","MA","N/A","2007","Annual Average",4,22,534,556
"77227","New Salem","Franklin","MA","N/A","2008","Annual Average",4.9,28,539,567
"77240","New Salem","Franklin","MA","N/A","2009","Annual Average",7.9,43,498,541
"77253","New Salem","Franklin","MA","N/A","2010","Annual Average",7.3,40,511,551
"77266","New Salem","Franklin","MA","N/A","2011","Annual Average",6.6,36,511,547
"77279","New Salem","Franklin","MA","N/A","2012","Annual Average",6.1,33,512,545
"77300","Newbury","Essex","MA","N/A","1990","Annual Average",4.9,152,2966,3118
"77313","Newbury","Essex","MA","N/A","1991","Annual Average",6.7,212,2930,3142
"77326","Newbury","Essex","MA","N/A","1992","Annual Average",6.4,208,3025,3233
"77339","Newbury","Essex","MA","N/A","1993","Annual Average",5.7,191,3141,3332
"77352","Newbury","Essex","MA","N/A","1994","Annual Average",5,172,3283,3455
"77365","Newbury","Essex","MA","N/A","1995","Annual Average",4.1,133,3074,3207
"77378","Newbury","Essex","MA","N/A","1996","Annual Average",3.2,105,3159,3264
"77391","Newbury","Essex","MA","N/A","1997","Annual Average",3.1,105,3272,3377
"77404","Newbury","Essex","MA","N/A","1998","Annual Average",2.9,102,3357,3459
"77417","Newbury","Essex","MA","N/A","1999","Annual Average",2.7,93,3405,3498
"77430","Newbury","Essex","MA","N/A","2000","Annual Average",2.2,83,3673,3756
"77443","Newbury","Essex","MA","N/A","2001","Annual Average",3.1,118,3699,3817
"77456","Newbury","Essex","MA","N/A","2002","Annual Average",4.3,166,3663,3829
"77469","Newbury","Essex","MA","N/A","2003","Annual Average",5,191,3611,3802
"77482","Newbury","Essex","MA","N/A","2004","Annual Average",4.6,176,3611,3787
"77495","Newbury","Essex","MA","N/A","2005","Annual Average",4,156,3714,3870
"77508","Newbury","Essex","MA","N/A","2006","Annual Average",4,147,3548,3695
"77521","Newbury","Essex","MA","N/A","2007","Annual Average",3.6,134,3580,3714
"77534","Newbury","Essex","MA","N/A","2008","Annual Average",4.8,180,3594,3774
"77547","Newbury","Essex","MA","N/A","2009","Annual Average",6.9,259,3498,3757
"77560","Newbury","Essex","MA","N/A","2010","Annual Average",7.3,269,3425,3694
"77573","Newbury","Essex","MA","N/A","2011","Annual Average",6.5,243,3467,3710
"77586","Newbury","Essex","MA","N/A","2012","Annual Average",6.1,227,3505,3732
"77607","Newburyport","Essex","MA","N/A","1990","Annual Average",6.1,577,8914,9491
"77620","Newburyport","Essex","MA","N/A","1991","Annual Average",7.5,694,8613,9307
"77633","Newburyport","Essex","MA","N/A","1992","Annual Average",7.4,693,8617,9310
"77646","Newburyport","Essex","MA","N/A","1993","Annual Average",6.2,577,8735,9312
"77659","Newburyport","Essex","MA","N/A","1994","Annual Average",5.1,483,8962,9445
"77672","Newburyport","Essex","MA","N/A","1995","Annual Average",4.6,425,8852,9277
"77685","Newburyport","Essex","MA","N/A","1996","Annual Average",3.7,346,9044,9390
"77698","Newburyport","Essex","MA","N/A","1997","Annual Average",3.1,300,9325,9625
"77711","Newburyport","Essex","MA","N/A","1998","Annual Average",2.5,245,9501,9746
"77724","Newburyport","Essex","MA","N/A","1999","Annual Average",2.6,257,9613,9870
"77737","Newburyport","Essex","MA","N/A","2000","Annual Average",2.2,220,9663,9883
"77750","Newburyport","Essex","MA","N/A","2001","Annual Average",3.3,334,9696,10030
"77763","Newburyport","Essex","MA","N/A","2002","Annual Average",5,511,9632,10143
"77776","Newburyport","Essex","MA","N/A","2003","Annual Average",5.5,548,9485,10033
"77789","Newburyport","Essex","MA","N/A","2004","Annual Average",4.4,440,9472,9912
"77802","Newburyport","Essex","MA","N/A","2005","Annual Average",4,393,9504,9897
"77815","Newburyport","Essex","MA","N/A","2006","Annual Average",4,386,9371,9757
"77828","Newburyport","Essex","MA","N/A","2007","Annual Average",3.5,344,9418,9762
"77841","Newburyport","Essex","MA","N/A","2008","Annual Average",4.2,412,9450,9862
"77854","Newburyport","Essex","MA","N/A","2009","Annual Average",6.7,655,9162,9817
"77867","Newburyport","Essex","MA","N/A","2010","Annual Average",7,695,9206,9901
"77880","Newburyport","Essex","MA","N/A","2011","Annual Average",5.9,579,9318,9897
"77893","Newburyport","Essex","MA","N/A","2012","Annual Average",5.2,520,9421,9941
"77914","Newton","Middlesex","MA","N/A","1990","Annual Average",3.5,1659,46233,47892
"77927","Newton","Middlesex","MA","N/A","1991","Annual Average",4.7,2203,45051,47254
"77940","Newton","Middlesex","MA","N/A","1992","Annual Average",5,2386,45104,47490
"77953","Newton","Middlesex","MA","N/A","1993","Annual Average",3.9,1853,45766,47619
"77966","Newton","Middlesex","MA","N/A","1994","Annual Average",3.3,1596,46858,48454
"77979","Newton","Middlesex","MA","N/A","1995","Annual Average",3.3,1501,44470,45971
"77992","Newton","Middlesex","MA","N/A","1996","Annual Average",2.3,1062,45204,46266
"78005","Newton","Middlesex","MA","N/A","1997","Annual Average",2.3,1096,46301,47397
"78018","Newton","Middlesex","MA","N/A","1998","Annual Average",1.7,824,46812,47636
"78031","Newton","Middlesex","MA","N/A","1999","Annual Average",1.7,813,47091,47904
"78044","Newton","Middlesex","MA","N/A","2000","Annual Average",1.8,857,46486,47343
"78057","Newton","Middlesex","MA","N/A","2001","Annual Average",2.7,1290,46216,47506
"78070","Newton","Middlesex","MA","N/A","2002","Annual Average",3.9,1859,45283,47142
"78083","Newton","Middlesex","MA","N/A","2003","Annual Average",4.1,1912,44923,46835
"78096","Newton","Middlesex","MA","N/A","2004","Annual Average",3.5,1621,44738,46359
"78109","Newton","Middlesex","MA","N/A","2005","Annual Average",3.4,1559,44861,46420
"78122","Newton","Middlesex","MA","N/A","2006","Annual Average",3.3,1497,44221,45718
"78135","Newton","Middlesex","MA","N/A","2007","Annual Average",3,1366,44712,46078
"78148","Newton","Middlesex","MA","N/A","2008","Annual Average",3.6,1653,44751,46404
"78161","Newton","Middlesex","MA","N/A","2009","Annual Average",5.6,2563,43547,46110
"78174","Newton","Middlesex","MA","N/A","2010","Annual Average",5.5,2593,44490,47083
"78187","Newton","Middlesex","MA","N/A","2011","Annual Average",4.6,2199,45100,47299
"78200","Newton","Middlesex","MA","N/A","2012","Annual Average",4.2,2023,45594,47617
"78221","Norfolk","Norfolk","MA","N/A","1990","Annual Average",5.3,224,3977,4201
"78234","Norfolk","Norfolk","MA","N/A","1991","Annual Average",6.6,283,3994,4277
"78247","Norfolk","Norfolk","MA","N/A","1992","Annual Average",7.3,320,4061,4381
"78260","Norfolk","Norfolk","MA","N/A","1993","Annual Average",5,220,4200,4420
"78273","Norfolk","Norfolk","MA","N/A","1994","Annual Average",4.8,221,4348,4569
"78286","Norfolk","Norfolk","MA","N/A","1995","Annual Average",4.3,194,4348,4542
"78299","Norfolk","Norfolk","MA","N/A","1996","Annual Average",3.3,150,4452,4602
"78312","Norfolk","Norfolk","MA","N/A","1997","Annual Average",3.1,145,4589,4734
"78325","Norfolk","Norfolk","MA","N/A","1998","Annual Average",2.4,118,4777,4895
"78338","Norfolk","Norfolk","MA","N/A","1999","Annual Average",2.3,115,4835,4950
"78351","Norfolk","Norfolk","MA","N/A","2000","Annual Average",2.6,121,4584,4705
"78364","Norfolk","Norfolk","MA","N/A","2001","Annual Average",3,141,4535,4676
"78377","Norfolk","Norfolk","MA","N/A","2002","Annual Average",5,232,4441,4673
"78390","Norfolk","Norfolk","MA","N/A","2003","Annual Average",5.2,243,4402,4645
"78403","Norfolk","Norfolk","MA","N/A","2004","Annual Average",5.1,239,4419,4658
"78416","Norfolk","Norfolk","MA","N/A","2005","Annual Average",4.2,198,4464,4662
"78429","Norfolk","Norfolk","MA","N/A","2006","Annual Average",4.4,210,4570,4780
"78442","Norfolk","Norfolk","MA","N/A","2007","Annual Average",4,195,4642,4837
"78455","Norfolk","Norfolk","MA","N/A","2008","Annual Average",4.8,235,4697,4932
"78468","Norfolk","Norfolk","MA","N/A","2009","Annual Average",7.7,379,4541,4920
"78481","Norfolk","Norfolk","MA","N/A","2010","Annual Average",7.7,385,4627,5012
"78494","Norfolk","Norfolk","MA","N/A","2011","Annual Average",6.5,324,4674,4998
"78507","Norfolk","Norfolk","MA","N/A","2012","Annual Average",5.8,289,4725,5014
"78528","North Adams","Berkshire","MA","N/A","1990","Annual Average",11.7,978,7356,8334
"78541","North Adams","Berkshire","MA","N/A","1991","Annual Average",14.8,1223,7044,8267
"78554","North Adams","Berkshire","MA","N/A","1992","Annual Average",13.9,1088,6766,7854
"78567","North Adams","Berkshire","MA","N/A","1993","Annual Average",9.9,775,7033,7808
"78580","North Adams","Berkshire","MA","N/A","1994","Annual Average",8.5,656,7046,7702
"78593","North Adams","Berkshire","MA","N/A","1995","Annual Average",7.3,546,6938,7484
"78606","North Adams","Berkshire","MA","N/A","1996","Annual Average",6.4,477,7021,7498
"78619","North Adams","Berkshire","MA","N/A","1997","Annual Average",5.6,419,7054,7473
"78632","North Adams","Berkshire","MA","N/A","1998","Annual Average",4.4,327,7154,7481
"78645","North Adams","Berkshire","MA","N/A","1999","Annual Average",4.1,306,7183,7489
"78658","North Adams","Berkshire","MA","N/A","2000","Annual Average",3.5,249,6955,7204
"78671","North Adams","Berkshire","MA","N/A","2001","Annual Average",4.3,314,6968,7282
"78684","North Adams","Berkshire","MA","N/A","2002","Annual Average",5.8,428,6916,7344
"78697","North Adams","Berkshire","MA","N/A","2003","Annual Average",6.4,464,6806,7270
"78710","North Adams","Berkshire","MA","N/A","2004","Annual Average",6.1,441,6733,7174
"78723","North Adams","Berkshire","MA","N/A","2005","Annual Average",5.5,391,6715,7106
"78736","North Adams","Berkshire","MA","N/A","2006","Annual Average",5.6,401,6733,7134
"78749","North Adams","Berkshire","MA","N/A","2007","Annual Average",5.9,424,6717,7141
"78762","North Adams","Berkshire","MA","N/A","2008","Annual Average",6.7,485,6771,7256
"78775","North Adams","Berkshire","MA","N/A","2009","Annual Average",9.3,688,6680,7368
"78788","North Adams","Berkshire","MA","N/A","2010","Annual Average",10.2,742,6513,7255
"78801","North Adams","Berkshire","MA","N/A","2011","Annual Average",9.4,678,6505,7183
"78814","North Adams","Berkshire","MA","N/A","2012","Annual Average",8.2,570,6419,6989
"78835","North Andover","Essex","MA","N/A","1990","Annual Average",4.9,583,11283,11866
"78848","North Andover","Essex","MA","N/A","1991","Annual Average",7,847,11259,12106
"78861","North Andover","Essex","MA","N/A","1992","Annual Average",7.2,896,11511,12407
"78874","North Andover","Essex","MA","N/A","1993","Annual Average",6,751,11822,12573
"78887","North Andover","Essex","MA","N/A","1994","Annual Average",5.3,682,12181,12863
"78900","North Andover","Essex","MA","N/A","1995","Annual Average",4.7,588,11941,12529
"78913","North Andover","Essex","MA","N/A","1996","Annual Average",3.9,504,12540,13044
"78926","North Andover","Essex","MA","N/A","1997","Annual Average",3.9,521,12818,13339
"78939","North Andover","Essex","MA","N/A","1998","Annual Average",2.8,406,14194,14600
"78952","North Andover","Essex","MA","N/A","1999","Annual Average",2.9,432,14520,14952
"78965","North Andover","Essex","MA","N/A","2000","Annual Average",2.3,309,13397,13706
"78978","North Andover","Essex","MA","N/A","2001","Annual Average",3.3,461,13354,13815
"78991","North Andover","Essex","MA","N/A","2002","Annual Average",5.1,700,13024,13724
"79004","North Andover","Essex","MA","N/A","2003","Annual Average",5.3,707,12735,13442
"79017","North Andover","Essex","MA","N/A","2004","Annual Average",4.5,592,12625,13217
"79030","North Andover","Essex","MA","N/A","2005","Annual Average",4.2,562,12682,13244
"79043","North Andover","Essex","MA","N/A","2006","Annual Average",4.1,547,12818,13365
"79056","North Andover","Essex","MA","N/A","2007","Annual Average",3.9,523,13045,13568
"79069","North Andover","Essex","MA","N/A","2008","Annual Average",4.6,622,12800,13422
"79082","North Andover","Essex","MA","N/A","2009","Annual Average",7.6,1033,12485,13518
"79095","North Andover","Essex","MA","N/A","2010","Annual Average",7.2,1016,13071,14087
"79108","North Andover","Essex","MA","N/A","2011","Annual Average",5.9,832,13237,14069
"79121","North Andover","Essex","MA","N/A","2012","Annual Average",5.7,808,13411,14219
"79142","North Attleborough","Bristol","MA","N/A","1990","Annual Average",5.9,863,13870,14733
"79155","North Attleborough","Bristol","MA","N/A","1991","Annual Average",9.1,1340,13385,14725
"79168","North Attleborough","Bristol","MA","N/A","1992","Annual Average",9.3,1401,13619,15020
"79181","North Attleborough","Bristol","MA","N/A","1993","Annual Average",6.6,1000,14120,15120
"79194","North Attleborough","Bristol","MA","N/A","1994","Annual Average",5.7,884,14504,15388
"79207","North Attleborough","Bristol","MA","N/A","1995","Annual Average",5.4,811,14097,14908
"79220","North Attleborough","Bristol","MA","N/A","1996","Annual Average",4.5,678,14244,14922
"79233","North Attleborough","Bristol","MA","N/A","1997","Annual Average",4.4,667,14587,15254
"79246","North Attleborough","Bristol","MA","N/A","1998","Annual Average",3.2,486,14762,15248
"79259","North Attleborough","Bristol","MA","N/A","1999","Annual Average",2.9,451,14948,15399
"79272","North Attleborough","Bristol","MA","N/A","2000","Annual Average",2.9,458,15419,15877
"79285","North Attleborough","Bristol","MA","N/A","2001","Annual Average",3.9,625,15358,15983
"79298","North Attleborough","Bristol","MA","N/A","2002","Annual Average",5.1,837,15579,16416
"79311","North Attleborough","Bristol","MA","N/A","2003","Annual Average",5.2,859,15765,16624
"79324","North Attleborough","Bristol","MA","N/A","2004","Annual Average",4.8,802,15840,16642
"79337","North Attleborough","Bristol","MA","N/A","2005","Annual Average",4.3,722,15927,16649
"79350","North Attleborough","Bristol","MA","N/A","2006","Annual Average",4.3,720,15986,16706
"79363","North Attleborough","Bristol","MA","N/A","2007","Annual Average",4.2,706,16005,16711
"79376","North Attleborough","Bristol","MA","N/A","2008","Annual Average",5.7,956,15702,16658
"79389","North Attleborough","Bristol","MA","N/A","2009","Annual Average",9.8,1635,14984,16619
"79402","North Attleborough","Bristol","MA","N/A","2010","Annual Average",9.2,1555,15415,16970
"79415","North Attleborough","Bristol","MA","N/A","2011","Annual Average",8.4,1426,15527,16953
"79428","North Attleborough","Bristol","MA","N/A","2012","Annual Average",7.7,1292,15552,16844
"79449","North Brookfield","Worcester","MA","N/A","1990","Annual Average",6.2,156,2345,2501
"79462","North Brookfield","Worcester","MA","N/A","1991","Annual Average",8.7,220,2313,2533
"79475","North Brookfield","Worcester","MA","N/A","1992","Annual Average",9,228,2305,2533
"79488","North Brookfield","Worcester","MA","N/A","1993","Annual Average",6.8,173,2362,2535
"79501","North Brookfield","Worcester","MA","N/A","1994","Annual Average",4.5,111,2372,2483
"79514","North Brookfield","Worcester","MA","N/A","1995","Annual Average",4.1,101,2372,2473
"79527","North Brookfield","Worcester","MA","N/A","1996","Annual Average",3.8,96,2405,2501
"79540","North Brookfield","Worcester","MA","N/A","1997","Annual Average",3.2,82,2459,2541
"79553","North Brookfield","Worcester","MA","N/A","1998","Annual Average",2.9,75,2504,2579
"79566","North Brookfield","Worcester","MA","N/A","1999","Annual Average",3,77,2492,2569
"79579","North Brookfield","Worcester","MA","N/A","2000","Annual Average",2.6,64,2396,2460
"79592","North Brookfield","Worcester","MA","N/A","2001","Annual Average",3.5,88,2402,2490
"79605","North Brookfield","Worcester","MA","N/A","2002","Annual Average",4.4,111,2390,2501
"79618","North Brookfield","Worcester","MA","N/A","2003","Annual Average",5.4,136,2384,2520
"79631","North Brookfield","Worcester","MA","N/A","2004","Annual Average",5.7,144,2375,2519
"79644","North Brookfield","Worcester","MA","N/A","2005","Annual Average",4.7,118,2367,2485
"79657","North Brookfield","Worcester","MA","N/A","2006","Annual Average",5.1,134,2477,2611
"79670","North Brookfield","Worcester","MA","N/A","2007","Annual Average",4.7,124,2490,2614
"79683","North Brookfield","Worcester","MA","N/A","2008","Annual Average",6.1,158,2439,2597
"79696","North Brookfield","Worcester","MA","N/A","2009","Annual Average",8.7,225,2373,2598
"79709","North Brookfield","Worcester","MA","N/A","2010","Annual Average",8.7,211,2203,2414
"79722","North Brookfield","Worcester","MA","N/A","2011","Annual Average",7.8,188,2222,2410
"79735","North Brookfield","Worcester","MA","N/A","2012","Annual Average",7.5,180,2221,2401
"79756","North Reading","Middlesex","MA","N/A","1990","Annual Average",5.7,403,6607,7010
"79769","North Reading","Middlesex","MA","N/A","1991","Annual Average",7.6,527,6443,6970
"79782","North Reading","Middlesex","MA","N/A","1992","Annual Average",7.8,546,6478,7024
"79795","North Reading","Middlesex","MA","N/A","1993","Annual Average",5.8,410,6694,7104
"79808","North Reading","Middlesex","MA","N/A","1994","Annual Average",4.9,360,6918,7278
"79821","North Reading","Middlesex","MA","N/A","1995","Annual Average",4.5,327,6900,7227
"79834","North Reading","Middlesex","MA","N/A","1996","Annual Average",3.4,248,7138,7386
"79847","North Reading","Middlesex","MA","N/A","1997","Annual Average",2.8,212,7389,7601
"79860","North Reading","Middlesex","MA","N/A","1998","Annual Average",2.5,193,7537,7730
"79873","North Reading","Middlesex","MA","N/A","1999","Annual Average",2.5,198,7679,7877
"79886","North Reading","Middlesex","MA","N/A","2000","Annual Average",2.1,169,7723,7892
"79899","North Reading","Middlesex","MA","N/A","2001","Annual Average",3,236,7727,7963
"79912","North Reading","Middlesex","MA","N/A","2002","Annual Average",4.5,358,7593,7951
"79925","North Reading","Middlesex","MA","N/A","2003","Annual Average",5,397,7499,7896
"79938","North Reading","Middlesex","MA","N/A","2004","Annual Average",4.3,337,7501,7838
"79951","North Reading","Middlesex","MA","N/A","2005","Annual Average",3.9,309,7563,7872
"79964","North Reading","Middlesex","MA","N/A","2006","Annual Average",4.2,292,6720,7012
"79977","North Reading","Middlesex","MA","N/A","2007","Annual Average",3.8,260,6630,6890
