City,Region,Municipal,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate,Year
Boxford,Boxford,Boxford,"8,271",0,0,0,0,0,0,0,0,0,0,15,181.36,1,12.09,14,169.27,0,0,0,0,2016
Boxford,Boxford,Boxford,"8,333",0,0,0,0,0,0,0,0,0,0,22,264.01,1,12,21,252.01,0,0,0,0,2017
Boylston,Boylston,Boylston,"4,384",2,45.62,0,0,0,0,0,0,2,45.62,133,3033.76,10,228.1,116,2645.99,7,159.67,0,0,2010
Boylston,Boylston,Boylston,"4,382",2,45.64,0,0,0,0,0,0,2,45.64,50,1141.03,19,433.59,31,707.44,0,0,0,0,2011
Boylston,Boylston,Boylston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Boylston,Boylston,Boylston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Boylston,Boylston,Boylston,"4,463",7,156.85,0,0,0,0,0,0,7,156.85,40,896.26,25,560.16,14,313.69,1,22.41,0,0,2014
Boylston,Boylston,Boylston,"4,507",4,88.75,0,0,0,0,0,0,4,88.75,31,687.82,17,377.19,13,288.44,1,22.19,0,0,2015
Boylston,Boylston,Boylston,"4,551",6,131.84,0,0,0,0,0,0,6,131.84,21,461.44,14,307.62,7,153.81,0,0,0,0,2016
Boylston,Boylston,Boylston,"4,610",2,43.38,0,0,0,0,0,0,2,43.38,16,347.07,1,21.69,14,303.69,1,21.69,0,0,2017
Braintree,Braintree,Braintree,"35,298",60,169.98,1,2.83,2,5.67,10,28.33,47,133.15,936,2651.71,119,337.13,769,2178.59,48,135.99,2,5.67,2010
Braintree,Braintree,Braintree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Braintree,Braintree,Braintree,"36,310",30,82.62,0,0,2,5.51,15,41.31,13,35.8,700,1927.84,133,366.29,530,1459.65,37,101.9,2,5.51,2012
Braintree,Braintree,Braintree,"36,496",83,227.42,0,0,5,13.7,18,49.32,60,164.4,771,2112.56,97,265.78,648,1775.54,26,71.24,1,2.74,2013
Braintree,Braintree,Braintree,"37,067",88,237.41,0,0,2,5.4,13,35.07,73,196.94,802,2163.65,97,261.69,675,1821.03,30,80.93,1,2.7,2014
Braintree,Braintree,Braintree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Braintree,Braintree,Braintree,"37,673",90,238.9,0,0,5,13.27,6,15.93,79,209.7,664,1762.54,48,127.41,569,1510.37,47,124.76,0,0,2016
Braintree,Braintree,Braintree,"37,579",48,127.73,0,0,2,5.32,5,13.31,41,109.1,665,1769.61,45,119.75,584,1554.06,36,95.8,0,0,2017
Brewster,Brewster,Brewster,"9,854",21,213.11,0,0,0,0,2,20.3,19,192.82,224,2273.19,53,537.85,166,1684.6,5,50.74,1,10.15,2010
Brewster,Brewster,Brewster,"9,880",25,253.04,0,0,5,50.61,2,20.24,18,182.19,223,2257.09,59,597.17,159,1609.31,5,50.61,0,0,2011
Brewster,Brewster,Brewster,"9,902",15,151.48,0,0,0,0,2,20.2,13,131.29,168,1696.63,47,474.65,117,1181.58,4,40.4,1,10.1,2012
Brewster,Brewster,Brewster,"9,825",7,71.25,0,0,0,0,0,0,7,71.25,132,1343.51,50,508.91,78,793.89,4,40.71,1,10.18,2013
Brewster,Brewster,Brewster,"9,765",16,163.85,0,0,5,51.2,0,0,11,112.65,115,1177.68,38,389.14,75,768.05,2,20.48,0,0,2014
Brewster,Brewster,Brewster,"9,983",20,200.34,0,0,0,0,1,10.02,19,190.32,106,1061.81,39,390.66,62,621.06,5,50.09,0,0,2015
Brewster,Brewster,Brewster,"9,888",17,171.93,0,0,2,20.23,0,0,15,151.7,99,1001.21,27,273.06,71,718.04,1,10.11,1,10.11,2016
Brewster,Brewster,Brewster,"9,895",22,222.33,0,0,14,141.49,0,0,8,80.85,98,990.4,22,222.33,76,768.06,0,0,0,0,2017
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Bridgewater,Bridgewater,Bridgewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Bridgewater,Bridgewater,Bridgewater,"27,769",78,280.89,0,0,11,39.61,2,7.2,65,234.07,155,558.18,20,72.02,120,432.14,15,54.02,0,0,2017
Brimfield,Brimfield,Brimfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Brimfield,Brimfield,Brimfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Brimfield,Brimfield,Brimfield,"3,643",6,164.7,0,0,1,27.45,0,0,5,137.25,32,878.4,6,164.7,26,713.7,0,0,0,0,2012
Brimfield,Brimfield,Brimfield,"3,675",1,27.21,0,0,0,0,0,0,1,27.21,21,571.43,9,244.9,12,326.53,0,0,0,0,2013
Brimfield,Brimfield,Brimfield,"3,731",2,53.6,0,0,0,0,0,0,2,53.6,25,670.06,7,187.62,16,428.84,2,53.6,0,0,2014
Brimfield,Brimfield,Brimfield,"3,750",3,80,0,0,0,0,0,0,3,80,17,453.33,6,160,11,293.33,0,0,0,0,2015
Brimfield,Brimfield,Brimfield,"3,756",4,106.5,0,0,0,0,1,26.62,3,79.87,19,505.86,4,106.5,13,346.11,2,53.25,0,0,2016
Brimfield,Brimfield,Brimfield,"3,764",7,185.97,0,0,0,0,0,0,7,185.97,18,478.21,8,212.54,10,265.67,0,0,0,0,2017
Brockton,Brockton,Brockton,"92,383",1086,1175.54,9,9.74,61,66.03,243,263.04,773,836.73,2870,3106.63,750,811.84,1675,1813.1,445,481.69,21,22.73,2010
