JURISDICTIONCODE,NAME,Year,Total_Taxable_Property_Values,Total_Tax_Exempt_Values,Total,Taxable_as_a___of_Total,Tax_Exempt_as_a___of_Total
308,Waltham,2010,8542640122,1459677438,10002317560,85.41,14.59
308,Waltham,2011,8392975774,1435448066,9828423840,85.39,14.61
308,Waltham,2012,8442780234,1436624066,9879404300,85.46,14.54
308,Waltham,2013,8532290474,1461154966,9993445440,85.38,14.62
308,Waltham,2014,8698186074,1469503076,10167689150,85.55,14.45
308,Waltham,2015,8972309630,1478151960,10450461590,85.86,14.14
308,Waltham,2016,9946294086,1612832694,11559126780,86.05,13.95
309,Ware,2003,469919161,66630632,536549793,87.58,12.42
309,Ware,2004,483577091,67654540,551231631,87.73,12.27
309,Ware,2005,579781356,86538328,666319684,87.01,12.99
309,Ware,2006,682640181,82409104,765049285,89.23,10.77
309,Ware,2007,752322908,83932893,836255801,89.96,10.04
309,Ware,2008,789945844,86648512,876594356,90.12,9.88
309,Ware,2009,803131931,89955842,893087773,89.93,10.07
309,Ware,2010,781320211,89294142,870614353,89.74,10.26
309,Ware,2011,781714791,90083620,871798411,89.67,10.33
309,Ware,2012,751468783,90891727,842360510,89.21,10.79
309,Ware,2013,723776635,88011499,811788134,89.16,10.84
309,Ware,2014,710399261,87467988,797867249,89.04,10.96
309,Ware,2015,680458497,93987538,774446035,87.86,12.14
309,Ware,2016,687095736,94001801,781097537,87.97,12.03
310,Wareham,2003,2192983477,184121500,2377104977,92.25,7.75
310,Wareham,2004,2239288900,182633800,2421922700,92.46,7.54
310,Wareham,2005,2952730500,213016400,3165746900,93.27,6.73
310,Wareham,2006,3711665100,226810600,3938475700,94.24,5.76
310,Wareham,2007,3845738200,226743100,4072481300,94.43,5.57
310,Wareham,2008,3928807110,254329000,4183136110,93.92,6.08
310,Wareham,2009,3861179220,289915100,4151094320,93.02,6.98
310,Wareham,2010,3664105690,289561000,3953666690,92.68,7.32
310,Wareham,2011,3444050910,285246500,3729297410,92.35,7.65
310,Wareham,2012,3368858340,273214200,3642072540,92.5,7.5
310,Wareham,2013,3116570140,268487500,3385057640,92.07,7.93
310,Wareham,2014,3146222210,287524000,3433746210,91.63,8.37
310,Wareham,2015,3167130415,301084800,3468215215,91.32,8.68
310,Wareham,2016,3198696105,303015000,3501711105,91.35,8.65
311,Warren,2003,205629724,26550410,232180134,88.56,11.44
311,Warren,2004,228487113,26750400,255237513,89.52,10.48
311,Warren,2005,298257451,31409800,329667251,90.47,9.53
311,Warren,2006,324268011,31482900,355750911,91.15,8.85
311,Warren,2007,391727998,34488900,426216898,91.91,8.09
311,Warren,2008,394437936,34155700,428593636,92.03,7.97
311,Warren,2009,397181968,34296600,431478568,92.05,7.95
311,Warren,2010,369175444,33558800,402734244,91.67,8.33
311,Warren,2011,354103045,33300800,387403845,91.4,8.6
311,Warren,2012,353983814,33490700,387474514,91.36,8.64
311,Warren,2013,323632754,30580900,354213654,91.37,8.63
311,Warren,2014,312768392,29263400,342031792,91.44,8.56
311,Warren,2015,317212387,28895700,346108087,91.65,8.35
311,Warren,2016,328407547,28465300,356872847,92.02,7.98
312,Warwick,2003,46211601,8094900,54306501,85.09,14.91
312,Warwick,2004,53056095,13147045,66203140,80.14,19.86
312,Warwick,2005,53358310,13147045,66505355,80.23,19.77
312,Warwick,2006,72527011,12309150,84836161,85.49,14.51
312,Warwick,2007,84314522,18532800,102847322,81.98,18.02
312,Warwick,2008,84725808,18526100,103251908,82.06,17.94
312,Warwick,2009,85788767,18545300,104334067,82.23,17.77
312,Warwick,2010,82169190,21895000,104064190,78.96,21.04
312,Warwick,2011,81642651,21859100,103501751,78.88,21.12
312,Warwick,2012,81491736,21856100,103347836,78.85,21.15
312,Warwick,2013,77517116,20817900,98335016,78.83,21.17
312,Warwick,2014,77021177,20489400,97510577,78.99,21.01
312,Warwick,2015,76824362,20489400,97313762,78.95,21.05
312,Warwick,2016,72810084,17477900,90287984,80.64,19.36
313,Washington,2003,37548276,7474000,45022276,83.4,16.6
313,Washington,2004,49926976,16428400,66355376,75.24,24.76
313,Washington,2005,50249783,17087100,67336883,74.62,25.38
313,Washington,2006,51787008,17100400,68887408,75.18,24.82
313,Washington,2007,59265406,18017900,77283306,76.69,23.31
313,Washington,2008,60846614,27126500,87973114,69.17,30.83
313,Washington,2009,64879048,27372100,92251148,70.33,29.67
313,Washington,2010,70666890,36944300,107611190,65.67,34.33
313,Washington,2011,70290862,37004500,107295362,65.51,34.49
313,Washington,2012,69000570,36895600,105896170,65.16,34.84
313,Washington,2013,70045514,36895600,106941114,65.5,34.5
313,Washington,2014,77092556,25419600,102512156,75.2,24.8
313,Washington,2015,77666252,26504500,104170752,74.56,25.44
313,Washington,2016,79790690,26665700,106456390,74.95,25.05
314,Watertown,2003,3707466309,276641054,3984107363,93.06,6.94
314,Watertown,2004,4779603684,313552256,5093155940,93.84,6.16
314,Watertown,2005,4954801943,319713476,5274515419,93.94,6.06
314,Watertown,2006,5124063891,339992224,5464056115,93.78,6.22
314,Watertown,2007,5686136860,387872103,6074008963,93.61,6.39
314,Watertown,2008,5416095366,372946955,5789042321,93.56,6.44
314,Watertown,2009,5245291204,469661555,5714952759,91.78,8.22
314,Watertown,2010,4968622010,438912034,5407534044,91.88,8.12
314,Watertown,2011,4893342875,434845239,5328188114,91.84,8.16
314,Watertown,2012,4931676975,443969817,5375646792,91.74,8.26
314,Watertown,2013,5052185496,429906917,5482092413,92.16,7.84
314,Watertown,2014,5167075222,414382220,5581457442,92.58,7.42
314,Watertown,2015,5444172323,438118920,5882291243,92.55,7.45
314,Watertown,2016,6272536699,524645320,6797182019,92.28,7.72
315,Wayland,2003,2807819902,218873857,3026693759,92.77,7.23
315,Wayland,2004,2822189683,219557600,3041747283,92.78,7.22
315,Wayland,2005,3024246760,220197200,3244443960,93.21,6.79
315,Wayland,2006,3360065306,264127900,3624193206,92.71,7.29
315,Wayland,2007,3334374800,270629900,3605004700,92.49,7.51
315,Wayland,2008,3189629498,253681800,3443311298,92.63,7.37
315,Wayland,2009,3161364820,228364700,3389729520,93.26,6.74
315,Wayland,2010,3020718290,219122100,3239840390,93.24,6.76
315,Wayland,2011,2900672500,214012000,3114684500,93.13,6.87
315,Wayland,2012,2920263000,219167600,3139430600,93.02,6.98
315,Wayland,2013,2907556710,227487100,3135043810,92.74,7.26
315,Wayland,2014,2978114500,214298600,3192413100,93.29,6.71
315,Wayland,2015,3240146400,244864500,3485010900,92.97,7.03
315,Wayland,2016,3366486700,251689600,3618176300,93.04,6.96
316,Webster,2003,1065214150,82866790,1148080940,92.78,7.22
316,Webster,2004,1085778890,83614290,1169393180,92.85,7.15
316,Webster,2005,1357014080,86958700,1443972780,93.98,6.02
316,Webster,2006,1578524760,95469800,1673994560,94.3,5.7
316,Webster,2007,1675730520,95992900,1771723420,94.58,5.42
316,Webster,2008,1712843870,128789700,1841633570,93.01,6.99
316,Webster,2009,1670949540,133476500,1804426040,92.6,7.4
316,Webster,2010,1552795850,130100500,1682896350,92.27,7.73
316,Webster,2011,1436202790,121618100,1557820890,92.19,7.81
316,Webster,2012,1411514180,119330200,1530844380,92.2,7.8
316,Webster,2013,1362391580,117186500,1479578080,92.08,7.92
316,Webster,2014,1350852320,109720700,1460573020,92.49,7.51
316,Webster,2015,1367519500,110274100,1477793600,92.54,7.46
316,Webster,2016,1400262970,134048500,1534311470,91.26,8.74
317,Wellesley,2003,7189273200,245959000,7435232200,96.69,3.31
317,Wellesley,2004,7443761900,661140000,8104901900,91.84,8.16
317,Wellesley,2005,7895988000,797048000,8693036000,90.83,9.17
317,Wellesley,2006,8627841500,957151000,9584992500,90.01,9.99
317,Wellesley,2007,8941927400,958379000,9900306400,90.32,9.68
317,Wellesley,2008,9175647000,977547000,10153194000,90.37,9.63
317,Wellesley,2009,9420912000,1006337000,10427249000,90.35,9.65
317,Wellesley,2010,8981931000,945956000,9927887000,90.47,9.53
317,Wellesley,2011,8761624100,927032000,9688656100,90.43,9.57
317,Wellesley,2012,9149641800,957624000,10107265800,90.53,9.47
317,Wellesley,2013,9355607185,957624000,10313231185,90.71,9.29
317,Wellesley,2014,9755135300,999419000,10754554300,90.71,9.29
317,Wellesley,2015,10387812900,992705000,11380517900,91.28,8.72
317,Wellesley,2016,10774478700,1035264000,11809742700,91.23,8.77
318,Wellfleet,2003,1308494480,68014300,1376508780,95.06,4.94
318,Wellfleet,2004,1848286360,106737400,1955023760,94.54,5.46
318,Wellfleet,2005,2046241890,148884800,2195126690,93.22,6.78
318,Wellfleet,2006,2292227890,164927500,2457155390,93.29,6.71
318,Wellfleet,2007,2503985560,181734900,2685720460,93.23,6.77
318,Wellfleet,2008,2461341540,178200000,2639541540,93.25,6.75
318,Wellfleet,2009,2329108470,170613570,2499722040,93.17,6.83
318,Wellfleet,2010,2189898760,143408400,2333307160,93.85,6.15
318,Wellfleet,2011,2191156890,144702200,2335859090,93.81,6.19
318,Wellfleet,2012,2186720520,147012200,2333732720,93.7,6.3
318,Wellfleet,2013,2169538960,146834410,2316373370,93.66,6.34
318,Wellfleet,2014,2167618940,142097260,2309716200,93.85,6.15
318,Wellfleet,2015,2166650960,143208760,2309859720,93.8,6.2
318,Wellfleet,2016,2252621930,150319180,2402941110,93.74,6.26
319,Wendell,2003,51180765,16788100,67968865,75.3,24.7
319,Wendell,2004,52360993,17413600,69774593,75.04,24.96
319,Wendell,2005,55757382,15486656,71244038,78.26,21.74
319,Wendell,2006,75322654,19468100,94790754,79.46,20.54
319,Wendell,2007,75958295,19740900,95699195,79.37,20.63
319,Wendell,2008,81879299,20993000,102872299,79.59,20.41
319,Wendell,2009,90453379,25211800,115665179,78.2,21.8
319,Wendell,2010,90574687,25882900,116457587,77.77,22.23
319,Wendell,2011,90046400,26039600,116086000,77.57,22.43
319,Wendell,2012,89885550,25632700,115518250,77.81,22.19
319,Wendell,2013,90495180,25625000,116120180,77.93,22.07
319,Wendell,2014,91092330,26027300,117119630,77.78,22.22
319,Wendell,2015,92148368,26152000,118300368,77.89,22.11
319,Wendell,2016,92190410,26165900,118356310,77.89,22.11
320,Wenham,2003,687618285,37873100,725491385,94.78,5.22
320,Wenham,2004,692245572,37846200,730091772,94.82,5.18
320,Wenham,2005,745094602,37435700,782530302,95.22,4.78
320,Wenham,2006,818018565,49036000,867054565,94.34,5.66
320,Wenham,2007,822587133,56294000,878881133,93.59,6.41
320,Wenham,2008,833457209,70402700,903859909,92.21,7.79
320,Wenham,2009,853767317,74090900,927858217,92.01,7.99
320,Wenham,2010,770250958,70894900,841145858,91.57,8.43
320,Wenham,2011,711119125,69346200,780465325,91.11,8.89
320,Wenham,2012,697682438,65766500,763448938,91.39,8.61
320,Wenham,2013,667798528,65208200,733006728,91.1,8.9
320,Wenham,2014,673014292,65209800,738224092,91.17,8.83
320,Wenham,2015,792164911,89374500,881539411,89.86,10.14
320,Wenham,2016,789556796,89296700,878853496,89.84,10.16
321,West Boylston,2003,584012756,99693600,683706356,85.42,14.58
321,West Boylston,2004,647077671,102300900,749378571,86.35,13.65
321,West Boylston,2005,725677940,87079700,812757640,89.29,10.71
321,West Boylston,2006,852855143,129199400,982054543,86.84,13.16
321,West Boylston,2007,878237404,129737300,1007974704,87.13,12.87
321,West Boylston,2008,889799234,111215900,1001015134,88.89,11.11
321,West Boylston,2009,916800922,115244900,1032045822,88.83,11.17
321,West Boylston,2010,858112273,115344800,973457073,88.15,11.85
321,West Boylston,2011,818220620,113841600,932062220,87.79,12.21
321,West Boylston,2012,819969825,113594900,933564725,87.83,12.17
321,West Boylston,2013,806117274,114343800,920461074,87.58,12.42
321,West Boylston,2014,817935949,117226000,935161949,87.46,12.54
321,West Boylston,2015,833283305,116972700,950256005,87.69,12.31
321,West Boylston,2016,857610284,116100800,973711084,88.08,11.92
322,West Bridgewater,2003,798764860,78879800,877644660,91.01,8.99
322,West Bridgewater,2004,806309857,78754500,885064357,91.1,8.9
322,West Bridgewater,2005,923426058,82080300,1005506358,91.84,8.16
322,West Bridgewater,2006,1061035260,80368500,1141403760,92.96,7.04
322,West Bridgewater,2007,1103984710,80867100,1184851810,93.17,6.83
322,West Bridgewater,2008,1125609890,82476000,1208085890,93.17,6.83
322,West Bridgewater,2009,1106362217,85784600,1192146817,92.8,7.2
322,West Bridgewater,2010,1048518431,84816500,1133334931,92.52,7.48
322,West Bridgewater,2011,989819589,84084600,1073904189,92.17,7.83
322,West Bridgewater,2012,975375585,85287800,1060663385,91.96,8.04
322,West Bridgewater,2013,965844939,83613400,1049458339,92.03,7.97
322,West Bridgewater,2014,983721986,84287000,1068008986,92.11,7.89
322,West Bridgewater,2015,1010475104,84200500,1094675604,92.31,7.69
322,West Bridgewater,2016,1045818817,94131000,1139949817,91.74,8.26
323,West Brookfield,2003,232955010,25435400,258390410,90.16,9.84
323,West Brookfield,2004,240363452,25435400,265798852,90.43,9.57
323,West Brookfield,2005,325319779,35796500,361116279,90.09,9.91
323,West Brookfield,2006,368183627,37012300,405195927,90.87,9.13
323,West Brookfield,2007,406813815,40703900,447517715,90.9,9.1
323,West Brookfield,2008,417964551,40902200,458866751,91.09,8.91
323,West Brookfield,2009,421904794,40514600,462419394,91.24,8.76
323,West Brookfield,2010,379475856,37631600,417107456,90.98,9.02
323,West Brookfield,2011,365895882,38767400,404663282,90.42,9.58
323,West Brookfield,2012,370324052,38764900,409088952,90.52,9.48
323,West Brookfield,2013,337289229,31591200,368880429,91.44,8.56
323,West Brookfield,2014,344461236,31965100,376426336,91.51,8.49
323,West Brookfield,2015,336687567,31231900,367919467,91.51,8.49
323,West Brookfield,2016,342385853,31541800,373927653,91.56,8.44
324,West Newbury,2003,539567412,40181800,579749212,93.07,6.93
324,West Newbury,2004,733651653,57633000,791284653,92.72,7.28
324,West Newbury,2005,765149959,59055600,824205559,92.83,7.17
324,West Newbury,2006,791563278,61008900,852572178,92.84,7.16
324,West Newbury,2007,819428309,63528500,882956809,92.81,7.19
324,West Newbury,2008,813013539,64162900,877176439,92.69,7.31
324,West Newbury,2009,792630379,63296500,855926879,92.6,7.4
324,West Newbury,2010,763954702,61149400,825104102,92.59,7.41
324,West Newbury,2011,748934521,60283000,809217521,92.55,7.45
324,West Newbury,2012,722118302,60694400,782812702,92.25,7.75
324,West Newbury,2013,732101740,62077500,794179240,92.18,7.82
324,West Newbury,2014,745425183,62347200,807772383,92.28,7.72
324,West Newbury,2015,773954065,64633400,838587465,92.29,7.71
324,West Newbury,2016,851048604,67929200,918977804,92.61,7.39
325,West Springfield,2003,1585975406,139658100,1725633506,91.91,8.09
325,West Springfield,2004,1653336467,162926700,1816263167,91.03,8.97
325,West Springfield,2005,2066175948,175054900,2241230848,92.19,7.81
325,West Springfield,2006,2191098254,187728600,2378826854,92.11,7.89
325,West Springfield,2007,2453354331,192812600,2646166931,92.71,7.29
325,West Springfield,2008,2626255325,192686700,2818942025,93.16,6.84
325,West Springfield,2009,2654851892,191748300,2846600192,93.26,6.74
325,West Springfield,2010,2574503922,203258800,2777762722,92.68,7.32
325,West Springfield,2011,2580535233,209133400,2789668633,92.5,7.5
325,West Springfield,2012,2554393712,205201000,2759594712,92.56,7.44
325,West Springfield,2013,2563262022,211237900,2774499922,92.39,7.61
325,West Springfield,2014,2637426669,214489000,2851915669,92.48,7.52
325,West Springfield,2015,2647612099,243313800,2890925899,91.58,8.42
325,West Springfield,2016,2715935722,288852925,3004788647,90.39,9.61
326,West Stockbridge,2003,215886214,7882800,223769014,96.48,3.52
326,West Stockbridge,2004,228074989,7895600,235970589,96.65,3.35
326,West Stockbridge,2005,234270827,9085000,243355827,96.27,3.73
326,West Stockbridge,2006,330828310,9503900,340332210,97.21,2.79
326,West Stockbridge,2007,405058806,10575700,415634506,97.46,2.54
326,West Stockbridge,2008,417893644,10757700,428651344,97.49,2.51
326,West Stockbridge,2009,416195895,11551000,427746895,97.3,2.7
326,West Stockbridge,2010,419268697,11304000,430572697,97.37,2.63
326,West Stockbridge,2011,384562312,10705600,395267912,97.29,2.71
326,West Stockbridge,2012,369477300,14316600,383793900,96.27,3.73
326,West Stockbridge,2013,370181634,14316600,384498234,96.28,3.72
326,West Stockbridge,2014,368029027,15146700,383175727,96.05,3.95
326,West Stockbridge,2015,370539378,15073700,385613078,96.09,3.91
326,West Stockbridge,2016,371379468,16718000,388097468,95.69,4.31
327,West Tisbury,2003,1647000907,355775900,2002776807,82.24,17.76
327,West Tisbury,2004,1656064052,354675200,2010739252,82.36,17.64
327,West Tisbury,2005,2203419069,385045200,2588464269,85.12,14.88
327,West Tisbury,2006,2234102161,386055000,2620157161,85.27,14.73
327,West Tisbury,2007,2475033026,419595600,2894628626,85.5,14.5
327,West Tisbury,2008,2714141904,486882400,3201024304,84.79,15.21
327,West Tisbury,2009,2612065658,487423600,3099489258,84.27,15.73
327,West Tisbury,2010,2542553601,490251000,3032804601,83.84,16.16
327,West Tisbury,2011,2433158447,480726900,2913885347,83.5,16.5
327,West Tisbury,2012,2411685767,538627000,2950312767,81.74,18.26
327,West Tisbury,2013,2380518271,535362600,2915880871,81.64,18.36
327,West Tisbury,2014,2385941704,539601400,2925543104,81.56,18.44
327,West Tisbury,2015,2392975860,399494100,2792469960,85.69,14.31
327,West Tisbury,2016,2402730447,396609500,2799339947,85.83,14.17
328,Westborough,2003,2899830031,215030100,3114860131,93.1,6.9
328,Westborough,2004,3050486034,236155600,3286641634,92.81,7.19
328,Westborough,2005,3242442522,245814200,3488256722,92.95,7.05
328,Westborough,2006,3505729243,280469500,3786198743,92.59,7.41
328,Westborough,2007,3719427808,294247300,4013675108,92.67,7.33
328,Westborough,2008,3642009756,300196800,3942206556,92.39,7.61
328,Westborough,2009,3600937940,293745200,3894683140,92.46,7.54
328,Westborough,2010,3392442851,291432900,3683875751,92.09,7.91
328,Westborough,2011,3233974001,284910300,3518884301,91.9,8.1
328,Westborough,2012,3175734433,282874400,3458608833,91.82,8.18
328,Westborough,2013,3288092151,286437900,3574530051,91.99,8.01
328,Westborough,2014,3276225785,286302300,3562528085,91.96,8.04
328,Westborough,2015,3436641258,300620800,3737262058,91.96,8.04
328,Westborough,2016,3677163152,310691450,3987854602,92.21,7.79
329,Westfield,2003,1908017792,264113900,2172131692,87.84,12.16
329,Westfield,2004,2299794449,247963250,2547757699,90.27,9.73
329,Westfield,2005,2368806383,253900900,2622707283,90.32,9.68
329,Westfield,2006,2736614959,256380500,2992995459,91.43,8.57
329,Westfield,2007,3164860532,290081700,3454942232,91.6,8.4
329,Westfield,2008,3202758767,289342600,3492101367,91.71,8.29
329,Westfield,2009,3243930036,300946400,3544876436,91.51,8.49
329,Westfield,2010,3211965484,289066800,3501032284,91.74,8.26
