"Municipal","F_year","Total Budget","Residential","Open Space","Commercial","Industrial","Personal Property","Total Levy"
"Stoneham","2012",66836318.65,32885917,0,5552944,459335,944639,39842835
"Stoneham","2013",68917023.85,33600292,0,5816094,472779,987253,40876418
"Stoughton","2003",65050725.78,24478105,0,5570109,2719463,834124,33601801
"Stoughton","2004",67130428.43,26303650,0,5859988,2839930,862013,35865581
"Stoughton","2005",71676293.64,27628659,0,6177407,3111689,736346,37654101
"Stoughton","2006",73618272.76,28225944,0,6611387,3127927,773623,38738881
"Stoughton","2007",77024404.84,28994016,0,7683698,3255509,832210,40765433
"Stoughton","2008",80259852.84,30123262,0,8329500,3550338,1256988,43260088
"Stoughton","2009",84006852.34,31185451,0,8552870,3467550,1582218,44788089
"Stoughton","2010",85018512.6,32048903,0,9398174,3793712,2173072,47413861
"Stoughton","2011",85354588.68,32798740,0,9683258,3811235,2519559,48812792
"Stoughton","2012",89361980.01,34000464,0,9808001,3886085,2660214,50354764
"Stoughton","2013",96086345.04,35278105,0,9986207,4044721,2786859,52095892
"Stow","2003",15984451.29,11398801,0,596162,327423,143574,12465960
"Stow","2004",17339611.05,12632950,0,678419,326435,170085,13807889
"Stow","2005",18198920.54,13600174,0,673946,299257,172570,14745947
"Stow","2006",19820190.02,14622511,0,721398,356728,211392,15912029
"Stow","2007",20649660.5,15491492,0,777023,348326,217540,16834381
"Stow","2008",21487592.31,16292782,0,844528,377907,262260,17777477
"Stow","2009",22502977.6,16841558,0,878620,403936,349443,18473557
"Stow","2010",24662097.55,17698621,0,919565,417504,364708,19400398
"Stow","2011",22611312.82,17722977,0,915836,384996,387270,19411079
"Stow","2012",23864503.56,18658641,0,1003062,408116,415379,20485198
"Stow","2013",24381623.58,19017119,0,1033515,420109,390809,20861552
"Sturbridge","2003",20227594.32,9161055,0,2164891,462895,431160,12220001
"Sturbridge","2004",22163438.33,10318156,0,2311512,510646,516532,13656846
"Sturbridge","2005",22551174.55,10651364,0,2412316,555673,455156,14074509
"Sturbridge","2006",24361934.26,11344563,0,2588160,553962,519106,15005791
"Sturbridge","2007",26661506.18,11666552,0,2778379,573713,540975,15559619
"Sturbridge","2008",27729043.34,12555847,0,2649131,517844,598498,16321320
"Sturbridge","2009",28560186.81,13538366,0,2449691,453794,702750,17144601
"Sturbridge","2010",27657172.72,14249488,9351,2161508,422122,698700,17541169
"Sturbridge","2011",29235440.42,15368737,8998,2258176,465398,708371,18809680
"Sturbridge","2012",31361970.36,16140201,10412,2482035,499996,698977,19831621
"Sturbridge","2013",34062700.54,16150067,12027,2965422,606695,865646,20599857
"Sudbury","2003",63612885.04,44658930,0,2263541,1048332,658085,48628888
"Sudbury","2004",65778790.08,45033904,0,2422845,1052241,691867,49200857
"Sudbury","2005",67448080.89,45627621,0,2541822,1038225,753948,49961616
"Sudbury","2006",73212060.69,50599997,0,2786008,1133134,913796,55432935
"Sudbury","2007",77054417.17,52353764,0,2848866,1152068,892060,57246758
"Sudbury","2008",80265288.1,55551348,0,2953701,1145866,888871,60539786
"Sudbury","2009",81471699.5,57882646,0,3029560,1197306,1153611,63263123
"Sudbury","2010",81095370.73,59811853,0,3158019,1294359,1264922,65529153
"Sudbury","2011",82296930.07,61300688,0,3241074,1355624,1521120,67418506
"Sudbury","2012",84143828.35,62775313,0,3336139,1371604,1524477,69007533
"Sudbury","2013",90448698.88,64597519,0,3457322,1397166,1574403,71026410
"Sunderland","2003",6247829.75,2691329,0,264406,50440,77260,3083435
"Sunderland","2004",7195757.73,2897431,0,293043,52301,83041,3325816
"Sunderland","2005",7157805.81,3562293,0,315080,55882,79327,4012582
"Sunderland","2006",7481909.3,3673937,0,328167,53554,70845,4126503
"Sunderland","2007",7938776.85,3812943,0,317951,53730,68130,4252754
"Sunderland","2008",7881676.19,3771227,0,310864,61640,77033,4220764
"Sunderland","2009",8148311.86,3800136,0,305385,61872,91660,4259053
"Sunderland","2010",7480801.26,3854533,0,308189,64108,97959,4324789
"Sunderland","2011",7513115.88,3895922,0,312780,66883,107793,4383378
"Sunderland","2012",7535195.22,3949534,0,316711,71386,166040,4503671
"Sunderland","2013",7960055.66,4079995,0,326202,73891,154701,4634789
"Sutton","2003",19062764.46,8978686,0,437683,239852,234909,9891130
"Sutton","2004",19885947,9642203,0,446445,270180,274305,10633133
"Sutton","2005",20966937.99,10243096,0,408584,230493,230911,11113084
"Sutton","2006",23312229.71,11526913,0,502500,293886,278940,12602239
"Sutton","2007",24266976.76,11687360,0,509463,310277,269299,12776399
"Sutton","2008",26320644.46,12947812,0,592937,397634,346997,14285380
"Sutton","2009",27184837.07,13491272,0,649267,411434,386852,14938825
"Sutton","2010",27264748.52,14024682,0,742517,445531,418120,15630850
"Sutton","2011",26091809.82,14388635,0,763369,541712,470155,16163871
"Sutton","2012",28289453.31,15324858,0,805396,581509,547810,17259573
"Sutton","2013",28879915.45,16241735,0,866515,635574,645014,18388838
"Swampscott","2003",40155052.2,23798403,0,2633566,243750,339721,27015440
"Swampscott","2004",40754345.73,24798332,0,2590455,263675,320416,27972878
"Swampscott","2005",43516899.41,25624800,0,2643374,288968,440063,28997205
"Swampscott","2006",48300538.77,28950788,0,2894106,313880,484230,32643004
"Swampscott","2007",50667842.4,31385981,0,3120052,327090,561819,35394942
"Swampscott","2008",51840005.05,32804588,0,3418025,360079,592730,37175422
"Swampscott","2009",53904989.46,33874527,0,3681593,377688,790670,38724478
"Swampscott","2010",54534259.3,35219129,0,3595121,397549,951998,40163797
"Swampscott","2011",54886432.44,35149326,0,3562092,344781,1031909,40088108
"Swampscott","2012",58201105.09,36951660,0,3795674,370918,1122282,42240534
"Swampscott","2013",58783541.39,37882266,0,3959523,375225,1175160,43392174
"Swansea","2003",27828530.41,11309071,1141,4232957,307644,605788,16456601
"Swansea","2004",27069289.68,11942531,1174,4328346,315491,781082,17368624
"Swansea","2005",29207459.01,13324947,0,3807364,261881,757732,18151924
"Swansea","2006",29676420.15,14471737,0,3849262,266163,737592,19324754
"Swansea","2007",32830074.32,15206647,0,4061135,258168,768114,20294064
"Swansea","2008",34021679.71,16157835,0,4070174,246763,749843,21224615
"Swansea","2009",34583710.48,16449410,0,4443055,258715,927568,22078748
"Swansea","2010",33715953.3,16655605,0,4827350,264614,1055661,22803230
"Swansea","2011",34633865.2,17965342,0,4402295,190206,1188518,23746361
"Swansea","2012",36946872.13,18558838,0,5277743,212883,1178101,25227565
"Swansea","2013",37887668.14,19245723,0,5271499,210765,1435258,26163245
"Taunton","2003",130798530.13,27314487,0,11197008,4318732,1193848,44024075
"Taunton","2004",136102608.97,31567364,0,10405280,3901547,2149923,48024114
"Taunton","2005",141944718.46,34868895,0,11140080,3814410,1086816,50910201
"Taunton","2006",149776993.56,36561541,0,11676686,4190843,1029363,53458433
"Taunton","2007",157237147.63,38839939,0,11957103,4211429,1292041,56300512
"Taunton","2008",167711099.34,38993885,0,13347397,4549233,2407659,59298174
"Taunton","2009",172267280.67,40648411,0,15275374,5065182,2767096,63756063
"Taunton","2010",178469703.96,41835715,0,16175500,5452411,3096297,66559923
"Taunton","2011",175172019.64,42746381,0,17040763,5796052,4003191,69586387
"Taunton","2012",180166147.51,44899826,0,17601012,5985400,4297407,72783645
"Taunton","2013",188210067.31,47568210,0,19070652,5973543,4809820,77422225
"Templeton","2003",9440661.14,4099357,0,226994,164796,62833,4553980
"Templeton","2004",10322248.79,4699369,0,256895,171999,67978,5196241
"Templeton","2005",10218167.68,4695936,0,221736,155519,41729,5114920
"Templeton","2006",12587020.99,5190894,0,257489,152555,40251,5641189
"Templeton","2007",15034749.96,5592702,0,320818,189195,42742,6145457
"Templeton","2008",13510621.8,6256536,0,350879,199106,57822,6864343
"Templeton","2009",14063838.64,6331714,0,431003,230396,102564,7095677
"Templeton","2010",14508348.95,6462752,0,433427,226344,120841,7243364
"Templeton","2011",14089354.11,6708971,0,461205,236187,138268,7544631
"Templeton","2012",14892496.57,7514376,0,532172,271173,170084,8487805
"Templeton","2013",13596073.87,6772370,0,482338,257190,153012,7664910
"Tewksbury","2003",74720835.19,26828927,62129,5918090,5628978,2181797,40619921
"Tewksbury","2004",72185523.71,28968692,51506,5812802,5432675,2008584,42274259
"Tewksbury","2005",73795811.61,31068283,44596,6220201,4730487,1890001,43953568
"Tewksbury","2006",79515484.87,33485133,46908,5837752,4378115,1864534,45612442
"Tewksbury","2007",83935863.97,35082931,47947,6051860,4293113,2059125,47534976
"Tewksbury","2008",91333153.49,36461825,50711,6231762,4479778,2429641,49653717
"Tewksbury","2009",93951698.39,37701187,8083,6468885,4542114,3055557,51775826
"Tewksbury","2010",95749509.76,38863808,0,6697727,4913798,3314475,53789808
"Tewksbury","2011",100095069.48,40514786,0,7023315,4962612,3609565,56110278
"Tewksbury","2012",101340016.4,46061748,0,8004527,5540221,4099140,63705636
"Tewksbury","2013",109147737.79,47306664,0,9605251,5298203,4024278,66234396
"Tisbury","2003",16617962.54,10124730,0,1818763,43165,503850,12490508
"Tisbury","2004",18066442.67,10725342,0,1913360,46109,561797,13246608
"Tisbury","2005",18698259.45,10852680,0,1835464,37375,399327,13124846
"Tisbury","2006",20747205.99,11140288,0,2208433,40395,382282,13771398
"Tisbury","2007",21401001.61,12499239,0,2117871,41393,404783,15063286
"Tisbury","2008",22664905.4,13254169,0,2326172,43505,434448,16058294
"Tisbury","2009",26298342.99,14002314,0,2139397,38646,419459,16599816
"Tisbury","2010",25021192.47,14689018,0,2166629,38833,395615,17290095
"Tisbury","2011",25845986.23,15753694,0,2456369,38341,429052,18677456
"Tisbury","2012",25965953.83,16967733,0,1743347,29797,293197,19034074
"Tisbury","2013",26789962.34,17295618,0,1833949,31537,301783,19462887
"Tolland","2003",988109.4,540444,0,11424,1300,31435,584603
"Tolland","2004",822102.11,567407,0,12200,1708,33911,615226
"Tolland","2005",1013426.63,593906,0,12684,1759,32519,640868
"Tolland","2006",998958.85,749096,0,18440,1731,31868,801135
"Tolland","2007",1053832.12,778099,0,19482,1616,30736,829933
"Tolland","2008",1174716.6,816114,0,18376,1669,33714,869873
"Tolland","2009",1263883.75,842847,0,19650,1619,34560,898676
"Tolland","2010",1192026.98,871941,0,20064,1774,33686,927465
"Tolland","2011",1288857.93,986623,0,22578,1818,40563,1051582
"Tolland","2012",1356576.52,1016680,0,24304,3894,49456,1094334
"Tolland","2013",1491880.01,1103579,0,29260,6309,64778,1203926
"Topsfield","2003",17443650.53,11309529,0,601602,146313,137181,12194625
"Topsfield","2004",17602659.62,12047579,0,622464,165493,139317,12974853
"Topsfield","2005",18478745.71,12925064,0,645648,169081,127728,13867521
"Topsfield","2006",19581128.81,13028332,0,646339,165244,123164,13963079
"Topsfield","2007",20905611.12,13771685,0,695165,193934,130249,14791033
"Topsfield","2008",21657018.84,14384345,0,731709,223097,157028,15496179
"Topsfield","2009",22357039.53,14827465,0,793642,240249,260107,16121463
"Topsfield","2010",22812281.81,15244653,0,855611,261983,273637,16635884
"Topsfield","2011",22476419.4,15756331,0,908212,278693,303496,17246732
"Topsfield","2012",23457518.01,16256985,0,933887,285774,325794,17802440
"Topsfield","2013",24398947.94,16811521,0,896564,284550,337581,18330216
"Townsend","2003",13517437.94,8628066,0,437544,262140,143969,9471719
"Townsend","2004",13832962.73,9042733,0,438378,267608,161883,9910602
"Townsend","2005",14187766.78,9840451,0,456479,262833,154954,10714717
"Townsend","2006",16024594.94,10045077,0,482000,277174,192288,10996539
"Townsend","2007",16321012.12,10416501,0,503445,274339,205001,11399286
"Townsend","2008",17298004.79,11387672,0,539705,297007,223290,12447674
"Townsend","2009",17986621.52,11859407,0,543920,276198,258861,12938386
"Townsend","2010",17508931.24,12074589,0,559799,290518,294366,13219272
"Townsend","2011",18486436.24,12289766,0,572213,290625,325499,13478103
"Townsend","2012",18500590.98,12491861,0,604065,314462,365869,13776257
"Townsend","2013",19195522.35,12681408,0,640880,334956,403357,14060601
"Truro","2003",10266945.2,6962800,0,404184,7227,138579,7512790
"Truro","2004",11223618.49,7314432,0,412091,7582,153251,7887356
"Truro","2005",11778847.13,7732665,0,453532,8119,69981,8264297
"Truro","2006",13938031.71,8563299,0,475007,6316,74928,9119550
"Truro","2007",13714947.93,8743602,0,483896,7500,76474,9311472
"Truro","2008",15349119.93,9490131,0,511773,8066,94750,10104720
"Truro","2009",15990617.31,9972772,0,523945,8484,110569,10615770
"Truro","2010",16835667.02,10863403,0,559777,9608,127778,11560566
"Truro","2011",17291905.44,10689780,0,563969,9589,141320,11404658
"Truro","2012",17133154.05,11139924,0,588017,10026,144228,11882195
"Truro","2013",17110629.97,11328054,0,615962,9832,146185,12100033
"Tyngsborough","2003",28630683.74,12906842,0,1239206,742514,302705,15191267
"Tyngsborough","2004",29805313.4,13521847,0,1084144,670660,252045,15528696
"Tyngsborough","2005",30094308.3,13979610,0,1027185,623818,240596,15871209
"Tyngsborough","2006",31537552.73,14807950,0,1026367,619990,262605,16716912
"Tyngsborough","2007",34039689.61,15099744,0,1193108,680464,302065,17275381
"Tyngsborough","2008",34702120,15667148,0,1240957,713229,316913,17938247
"Tyngsborough","2009",35160964.13,16124057,0,1368940,782422,400515,18675934
"Tyngsborough","2010",34849468.5,16558973,0,1428195,780758,586030,19353956
"Tyngsborough","2011",35942197.49,16751132,0,1452998,778953,564518,19547601
"Tyngsborough","2012",35883473.21,18112453,0,1566576,837404,612126,21128559
"Tyngsborough","2013",37234110.26,18973096,0,1636028,841250,630434,22080808
"Tyringham","2003",984788.34,721019,0,10908,0,73775,805702
"Tyringham","2004",1090028.3,772515,0,11588,0,78213,862316
"Tyringham","2005",996295.28,779772,0,6662,0,46966,833400
"Tyringham","2006",1076099.84,819743,0,6922,0,46579,873244
"Tyringham","2007",1203640.08,892230,0,7537,0,51430,951197
"Tyringham","2008",1228855.92,959901,0,7769,0,46926,1014596
"Tyringham","2009",1416405.76,1001949,0,8248,0,48632,1058829
"Tyringham","2010",1331032.2,1010833,0,8265,0,47795,1066893
"Tyringham","2011",1314117.88,1048113,0,6923,0,51787,1106823
"Tyringham","2012",1397348.68,1047427,0,6018,0,52971,1106416
"Tyringham","2013",1528360.5,1056219,0,3903,0,70871,1130993
"Upton","2003",11557363.12,7906058,0,223090,66668,212597,8408413
"Upton","2004",12556443.77,9243840,0,255887,76630,253257,9829614
"Upton","2005",14109274.05,9831265,0,208964,78645,211073,10329947
"Upton","2006",15990398.58,10564827,0,220934,83010,228632,11097403
"Upton","2007",15773585.52,10962132,0,236389,92415,234608,11525544
"Upton","2008",16772518.41,11839596,0,247786,97233,253079,12437694
"Upton","2009",17062148.8,12243062,0,289439,109932,335877,12978310
"Upton","2010",16906128.91,12694496,0,300351,113536,343004,13451387
"Upton","2011",19842294.28,13806157,0,358678,117576,366053,14648464
"Upton","2012",20658128.62,14242673,0,376467,123457,380474,15123071
"Upton","2013",20693101.9,14707033,0,392574,123210,468448,15691265
"Uxbridge","2003",30292132.43,11086293,0,756481,485277,465169,12793220
"Uxbridge","2004",31358486.13,12097606,0,682675,460016,426174,13666471
"Uxbridge","2005",33924404.78,13936599,0,700913,477981,466401,15581894
"Uxbridge","2006",36163995,14704020,0,763590,545703,422803,16436116
"Uxbridge","2007",40813903.72,15015542,0,828961,812014,430375,17086892
"Uxbridge","2008",41123894.27,15780041,0,894546,816985,453779,17945351
"Uxbridge","2009",41596663.02,16721053,0,947116,919056,611885,19199110
"Uxbridge","2010",41288313.79,17318417,0,996105,963816,664315,19942653
"Uxbridge","2011",38868973.7,17782357,0,1069559,1050442,765222,20667580
"Uxbridge","2012",41452372.2,19570505,0,1188233,1186987,842116,22787841
"Uxbridge","2013",43610366.6,20076593,0,1291925,1230350,925919,23524787
"Wakefield","2003",64677121.17,24284001,0,9065459,1951425,521745,35822630
"Wakefield","2004",65191914.59,25006718,0,10008286,2018354,800534,37833892
"Wakefield","2005",66462947.67,27830323,0,8900913,1877438,683579,39292253
"Wakefield","2006",68259516.69,30254930,0,8196549,1726572,566051,40744102
"Wakefield","2007",71691765.55,31882419,0,8420122,1650264,495547,42448352
"Wakefield","2008",72587342.92,32987285,0,8606313,1774126,527522,43895246
"Wakefield","2009",75784279.4,33672292,0,9240578,1942518,873571,45728959
"Wakefield","2010",74897302.33,34962375,0,9555398,2020062,983219,47521054
"Wakefield","2011",78122569.96,36943172,0,9074590,1920519,3078205,51016486
"Wakefield","2012",80895683.01,38540054,0,9437799,1979106,3072251,53029210
"Wakefield","2013",84041607.29,39763808,0,9582958,1958829,3397808,54703403
"Wales","2003",3442081.47,1590933,0,34784,10899,110037,1746653
"Wales","2004",3315346.33,1675917,0,33478,11234,112062,1832691
"Wales","2005",3079697.77,1767237,0,36312,12960,90843,1907352
"Wales","2006",3331328.9,1860443,0,38074,13477,88783,2000777
"Wales","2007",3606477.94,2010143,0,35788,13994,87611,2147536
"Wales","2008",3762499.89,2119855,0,38034,12026,87196,2257111
"Wales","2009",3866867.42,2209109,0,39584,12383,101721,2362797
"Wales","2010",3845973.2,2289499,0,41181,12918,112132,2455730
"Wales","2011",3878060.11,2337356,0,45821,13206,115814,2512197
"Wales","2012",3982106.03,2442105,0,48125,14007,121353,2625590
"Wales","2013",4202562.49,2501408,0,50295,15034,156037,2722774
"Walpole","2003",56962648.42,29440043,0,2624307,1756172,856175,34676697
"Walpole","2004",60030900.48,31084081,0,2848984,1847759,1718790,37499614
"Walpole","2005",61983824.76,33095121,0,2830225,1943267,1031789,38900402
"Walpole","2006",66454910.15,35292229,0,2986166,2080035,1082364,41440794
"Walpole","2007",71349114.59,36876026,0,3193913,2190727,1314890,43575556
"Walpole","2008",73792338.67,37413988,0,3525701,2522801,1375421,44837911
"Walpole","2009",76880755.66,38963344,0,3593716,2756820,1257156,46571036
"Walpole","2010",77211691.98,40005057,0,3881420,2849608,1738534,48474619
"Walpole","2011",77166380.56,42042359,0,3998276,2916439,1901424,50858498
"Walpole","2012",80495650.56,43626817,0,4076866,2976045,1922651,52602379
"Walpole","2013",86310417.57,47464369,0,4522416,3300095,2359702,57646582
"Waltham","2003",159169845.77,40290564,0,44827702,11042486,5519352,101680104
"Waltham","2004",168467693.18,42245288,0,43847100,13257799,7247555,106597742
"Waltham","2005",168831183.44,45775180,0,43206140,13598061,7943340,110522721
"Waltham","2006",181721712.27,51681399,0,41035118,12896078,7219017,112831612
"Waltham","2007",188302732.52,53055675,0,43750799,12779377,6174199,115760050
"Waltham","2008",196138500.3,55554304,0,45884743,12137987,5961270,119538304
"Waltham","2009",208696124.5,58242655,0,50846623,13314110,6662379,129065767
"Waltham","2010",214244101.1,61192348,0,58095993,13323731,7352816,139964888
"Waltham","2011",216188727.38,62062192,0,62230796,13412801,8270352,145976141
"Waltham","2012",220823508.02,63569895,0,63306765,14692083,9302250,150870993
"Waltham","2013",224671907.56,64838451,0,65262945,14691695,10094747,154887838
"Ware","2003",22284013.64,6807209,0,805980,315800,228808,8157797
"Ware","2004",23164812.8,7136414,0,826266,324404,349603,8636687
"Ware","2005",23795578.15,7803778,0,735942,293078,211791,9044589
"Ware","2006",25103766.01,8312643,0,713543,287578,270504,9584268
"Ware","2007",27200831,8764112,0,714979,293207,271213,10043511
"Ware","2008",27044699.45,9140056,0,754301,328500,283423,10506280
"Ware","2009",28413739.59,9436088,0,819497,342193,373004,10970782
"Ware","2010",26741637.58,9658641,0,873366,365787,392284,11290078
"Ware","2011",27750415.38,9934411,0,896864,379833,412990,11624098
"Ware","2012",27898515.69,10238897,0,937008,394978,369956,11940839
"Ware","2013",28417216.55,10443092,0,1012017,422992,382675,12260776
"Wareham","2003",48888921.16,18470669,0,2000190,451362,437439,21359660
"Wareham","2004",50562145.56,19693095,0,2149449,485856,557132,22885532
"Wareham","2005",52578654.62,20871097,0,1917058,436552,456192,23680899
"Wareham","2006",55857083.29,22658520,0,1892608,389732,446928,25387788
"Wareham","2007",59046662.15,23399790,0,1926945,399485,463258,26189478
"Wareham","2008",59251946.44,23924506,0,2431755,446756,541481,27344498
"Wareham","2009",59455869.4,24378071,0,3101241,520127,727734,28727173
"Wareham","2010",58547153.14,25010247,0,3277788,546000,881863,29715898
"Wareham","2011",59950976.62,25636862,0,3515864,590526,1012123,30755375
"Wareham","2012",60624438.36,26273633,0,3650850,611258,1030462,31566203
"Wareham","2013",61962995.38,26756475,0,4024947,682176,1166891,32630489
"Warren","2003",6062283.92,3005249,0,139217,161542,179416,3485424
"Warren","2004",6865065.3,3596245,0,145575,175273,236803,4153896
"Warren","2005",7571755.51,3885449,0,151082,179425,177376,4393332
"Warren","2006",7934781.79,4053468,0,146428,173859,217880,4591635
"Warren","2007",8551545.76,4391844,0,154561,173745,203870,4924020
"Warren","2008",8414273.05,4474575,0,155601,172301,214774,5017251
"Warren","2009",8610535.52,4879265,0,165416,139681,268947,5453309
"Warren","2010",8606158.44,5119800,0,162978,141252,309266,5733296
"Warren","2011",8471141.74,4801924,0,160149,134179,328607,5424859
"Warren","2012",8806624.02,5092170,0,167308,141193,344487,5745158
"Warren","2013",8893523.78,5116495,0,166792,146701,375984,5805972
"Warwick","2003",1394754.7,898236,0,9195,2184,35412,945027
"Warwick","2004",1573237.13,1017467,0,8573,2202,35002,1063244
"Warwick","2005",1624664.88,1063959,0,9301,2279,31112,1106651
"Warwick","2006",1766845.41,1212678,0,10641,2513,31061,1256893
"Warwick","2007",1837287.18,1243894,0,10631,1934,24279,1280738
"Warwick","2008",1848080.86,1313751,0,15503,2039,26014,1357307
"Warwick","2009",1811350.94,1240264,0,17149,1916,31793,1291122
"Warwick","2010",1896155.16,1264979,0,25675,1923,35277,1327854
"Warwick","2011",1908234.27,1299243,0,24580,1987,37622,1363432
"Warwick","2012",1994548.23,1274402,0,23605,1955,38947,1338909
"Warwick","2013",1927641.62,1282851,0,24166,0,44106,1351123
"Washington","2003",937871.62,549435,0,35491,451,18775,604152
"Washington","2004",1111713.68,582818,0,29212,473,17576,630079
"Washington","2005",1031052.09,624980,0,30226,503,16634,672343
"Washington","2006",1166059.42,620213,0,28592,3470,16813,669088
"Washington","2007",1180879.98,656779,0,30102,2680,15697,705258
"Washington","2008",1314605,690965,0,30882,2743,16521,741111
"Washington","2009",1366214.86,773136,0,33233,2896,25080,834345
"Washington","2010",1324355.87,818688,0,26673,2845,29476,877682
"Washington","2011",1335507.57,834934,0,27449,2919,30204,895506
"Washington","2012",1364217.23,844120,0,29767,3004,27707,904598
"Washington","2013",1483978.72,845805,0,29265,2958,26259,904287
"Watertown","2003",84472546.27,31168157,0,13091726,4814555,1819919,50894357
"Watertown","2004",86597453.36,33921103,0,12828955,4980203,2615485,54345746
"Watertown","2005",89684769.04,38174193,0,12564023,4387775,1759852,56885843
"Watertown","2006",97457872.52,40620826,0,12709809,4418163,1836439,59585237
"Watertown","2007",98962834.17,42058624,0,13681649,4811187,1672666,62224126
"Watertown","2008",103339562.94,43344788,0,14910892,4864692,1915343,65035715
"Watertown","2009",107474514.31,45441089,0,14838197,5185529,2082963,67547778
"Watertown","2010",109706116.9,46645795,0,15231466,5560391,2352234,69789886
"Watertown","2011",109307497.77,47754211,0,16051145,5935242,2591136,72331734
"Watertown","2012",112953941.54,50001136,0,16149609,6131944,2800055,75082744
"Watertown","2013",115702857.86,52560739,0,16442779,6535738,2832163,78371419
"Wayland","2003",48866003.82,33528304,0,876734,531622,217246,35153906
"Wayland","2004",52739978.32,35339251,0,901186,560365,254549,37055351
"Wayland","2005",54149051.89,36433104,0,972097,372415,267409,38045025
"Wayland","2006",56516949.8,40388072,0,1146314,342729,258103,42135218
"Wayland","2007",58663130.39,44100339,0,1298236,391913,290572,46081060
"Wayland","2008",62320691.65,45553663,0,1464012,435244,327731,47780650
"Wayland","2009",66282120.65,49133609,0,1586369,483008,548556,51751542
"Wayland","2010",68817165.19,51051938,0,1582930,507601,565902,53708371
"Wayland","2011",69073563.88,53254019,0,1679814,537108,657072,56128013
"Wayland","2012",75546930.63,52655113,0,1666057,530645,662384,55514199
"Wayland","2013",74356000.54,49286642,0,1979102,80088,670358,52016190
"Webster","2003",29453333.5,9166023,0,2268864,435954,484524,12355365
"Webster","2004",31341262.2,8957038,0,2307463,413256,470450,12148207
"Webster","2005",32909589.59,10072970,0,2198985,363908,395969,13031832
"Webster","2006",34709065.45,11544008,0,2413923,386625,365887,14710443
"Webster","2007",36674492.01,12158023,0,2438398,365684,358688,15320793
"Webster","2008",40154082.36,12151861,0,2517527,350192,349710,15369290
"Webster","2009",39408566.07,12636744,0,2568456,369242,410424,15984866
"Webster","2010",38683999.67,12907086,0,2758610,391157,476370,16533223
"Webster","2011",39466596.21,13586667,0,2925052,417018,578100,17506837
"Webster","2012",40257044.34,14021055,0,3094390,424187,568313,18107945
"Webster","2013",42245407.55,14258910,0,3191863,457652,567163,18475588
"Wellesley","2003",79680882.88,52021145,0,5857606,43012,455136,58376899
"Wellesley","2004",82279124.45,57243964,0,5896393,46464,531781,63718602
"Wellesley","2005",95987510.54,59417627,0,6332382,49526,526764,66326299
"Wellesley","2006",105013986.02,64422675,0,6784120,54113,522733,71783641
"Wellesley","2007",116624704.04,70487247,0,8154918,62507,610224,79314896
"Wellesley","2008",118866109.46,74076605,0,9427704,68235,659895,84232439
"Wellesley","2009",133372977.64,77907521,0,10379470,70911,858134,89216036
"Wellesley","2010",133034779.88,83175820,0,9935019,69399,950400,94130638
"Wellesley","2011",138350803.71,88618847,0,10341178,75689,1109648,100145362
"Wellesley","2012",143434059.86,93275333,0,10574446,81623,1106486,105037888
"Wellesley","2013",152651170.89,96339929,0,11769206,87025,1264445,109460605
"Wellfleet","2003",11614782.9,7930666,0,395662,693,230533,8557554
"Wellfleet","2004",12802905.98,8387631,0,355705,2360,200009,8945705
"Wellfleet","2005",13220920.32,9290407,0,374325,3087,215529,9883348
"Wellfleet","2006",15235045.02,9927013,0,376322,3356,214636,10521327
"Wellfleet","2007",16065130.02,10787819,0,383268,4658,92190,11267935
"Wellfleet","2008",17203635.06,11097022,0,408521,4683,107306,11617532
"Wellfleet","2009",18515872.37,11373629,0,418590,4850,127967,11925036
"Wellfleet","2010",18596768.44,12679319,0,492592,6983,157589,13336483
"Wellfleet","2011",18431282.46,12682358,0,491781,6983,163022,13344144
"Wellfleet","2012",18829475.57,12728657,0,483991,7018,163064,13382730
"Wellfleet","2013",19619376.74,13196083,0,504244,7350,199067,13906744
"Wendell","2003",1846802.35,878670,0,47009,5928,63859,995466
"Wendell","2004",2012930.77,878173,0,46116,5803,66861,996953
"Wendell","2005",1912015.27,937362,0,50708,6421,63784,1058275
"Wendell","2006",3372879.06,1078754,0,109024,10151,52427,1250356
"Wendell","2007",2460357.75,1181218,0,115787,10964,53964,1361933
"Wendell","2008",2484311.23,1220480,0,112203,11345,57746,1401774
"Wendell","2009",2313437.49,1238197,0,107116,8999,77565,1431877
"Wendell","2010",2229329.5,1313885,0,112478,9534,83040,1518937
"Wendell","2011",2943731.73,1396937,0,80830,10227,131941,1619935
"Wendell","2012",2717734.32,1433606,0,54827,18491,195509,1702433
"Wendell","2013",2598010.4,1337326,0,51396,18211,195736,1602669
"Wenham","2003",10234629.72,7258840,5076,251746,8364,60404,7584430
"Wenham","2004",10615580.91,7678921,5334,262015,8789,68068,8023127
"Wenham","2005",11683065.2,8515214,11485,269162,9031,69185,8874077
"Wenham","2006",12458879.48,8792939,11893,280790,8103,68083,9161808
"Wenham","2007",13032905.31,9218840,15530,289867,8443,66911,9599591
"Wenham","2008",14571009.46,10348151,12242,320712,9348,77815,10768268
"Wenham","2009",16560748.96,11230772,0,351726,10572,112080,11705150
"Wenham","2010",15732492.78,11496871,0,354377,11029,122828,11985105
"Wenham","2011",15709250.59,11676231,0,379477,11834,142374,12209916
"Wenham","2012",15910790.53,11939605,0,382497,19595,139842,12481539
