"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family"
"Amesbury","Essex","MA","2011"," 12","Amesbury Town",11,11,1906250,0,0,0,0,0,0,0,0,0,11,11,1906250,0,0,0,0,0,0,0,0,0,11,11,1906250,173295.454545455,11,11,1906250,173295.454545455,"Amesbury",1906250,0,0,0,1906250,173295.454545455,-76.09,-0.5,-50,100,0,0,0
"Amherst","Hampshire","MA","2000"," 12","Amherst town",32,32,5983258,0,0,0,0,0,0,1,12,467000,32,32,5983258,0,0,0,0,0,0,1,12,467000,33,44,6450258,146596.772727273,33,44,6450258,146596.772727273,"Amherst",7815726,0,0,610026,8425752,191494.363636364,0,NA,NA,72.73,0,0,27.27
"Amherst","Hampshire","MA","2001"," 12","Amherst town",37,37,7164529,0,0,0,0,0,0,0,0,0,37,37,7164529,0,0,0,0,0,0,0,0,0,37,37,7164529,193635.918918919,37,37,7164529,193635.918918919,"Amherst",9099842,0,0,0,9099842,245941.675675676,-15.91,-0.159090909090909,-15.91,100,0,0,0
"Amherst","Hampshire","MA","2002","  2","Amherst town",37,37,6873063,0,0,0,0,0,0,0,0,0,5,5,690029,0,0,0,0,0,0,0,0,0,37,37,6873063,185758.459459459,5,5,690029,138005.8,"Amherst",8593774,0,0,0,8593774,232264.162162162,-15.91,0,0,100,0,0,0
"Amherst","Hampshire","MA","2003","  0","Amherst town",36,36,6742445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,6742445,187290.138888889,0,0,0,NA,"Amherst",8242602,0,0,0,8242602,228961.166666667,-18.18,-0.027027027027027,-2.7,100,0,0,0
"Amherst","Hampshire","MA","2004"," 12","Amherst town",31,31,8554352,0,0,0,0,0,0,0,0,0,31,31,8554352,0,0,0,0,0,0,0,0,0,31,31,8554352,275946.838709677,31,31,8554352,275946.838709677,"Amherst",10186381,0,0,0,10186381,328592.935483871,-29.55,-0.138888888888889,-13.89,100,0,0,0
"Amherst","Hampshire","MA","2005"," 12","Amherst town",38,38,8713475,0,0,0,0,0,0,1,39,2400000,38,38,8713475,0,0,0,0,0,0,1,39,2400000,39,77,11113475,144330.844155844,39,77,11113475,144330.844155844,"Amherst",10035844,0,0,2764227,12800071,166234.688311688,75,1.48387096774194,148.39,49.35,0,0,50.65
"Amherst","Hampshire","MA","2006"," 12","Amherst town",24,24,4891362,0,0,0,0,0,0,2,44,2642000,24,24,4891362,0,0,0,0,0,0,2,44,2642000,26,68,7533362,110784.735294118,26,68,7533362,110784.735294118,"Amherst",5457629,0,0,2947861,8405490,123610.147058824,54.55,-0.116883116883117,-11.69,35.29,0,0,64.71
"Amherst","Hampshire","MA","2007"," 12","Amherst town",33,33,7306500,0,0,0,1,4,720000,1,7,1259000,33,33,7306500,0,0,0,1,4,720000,1,7,1259000,35,44,9285500,211034.090909091,35,44,9285500,211034.090909091,"Amherst",7926599,0,781106,1365851,10073556,228944.454545455,0,-0.352941176470588,-35.29,75,0,9.09,15.91
"Amherst","Hampshire","MA","2008"," 12","Amherst town",24,24,7145984,0,0,0,0,0,0,0,0,0,24,24,7145984,0,0,0,0,0,0,0,0,0,24,24,7145984,297749.333333333,24,24,7145984,297749.333333333,"Amherst",7465806,0,0,0,7465806,311075.25,-45.45,-0.454545454545455,-45.45,100,0,0,0
"Amherst","Hampshire","MA","2009","  0","Amherst town",36,36,10718976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,10718976,297749.333333333,0,0,0,NA,"Amherst",11238694,0,0,0,11238694,312185.944444444,-18.18,0.5,50,100,0,0,0
"Amherst","Hampshire","MA","2010","  0","Amherst town",35,35,10421227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,10421227,297749.342857143,0,0,0,NA,"Amherst",10750176,0,0,0,10750176,307147.885714286,-20.45,-0.0277777777777778,-2.78,100,0,0,0
"Amherst","Hampshire","MA","2011"," 12","Amherst town",8,8,2513400,0,0,0,0,0,0,2,18,2992000,8,8,2513400,0,0,0,0,0,0,2,18,2992000,10,26,5505400,211746.153846154,10,26,5505400,211746.153846154,"Amherst",2513400,0,0,2992000,5505400,211746.153846154,-40.91,-0.257142857142857,-25.71,30.77,0,0,69.23
"Andover","Essex","MA","2000","  9","Andover town",55,55,15587773,0,0,0,2,6,1264059,0,0,0,44,44,13001645,0,0,0,1,3,761000,0,0,0,57,61,16851832,276259.540983607,45,47,13762645,292822.234042553,"Andover",20361777,0,1651197,0,22012974,360868.426229508,0,NA,NA,90.16,0,9.84,0
"Andover","Essex","MA","2001","  9","Andover town",39,39,10225951,0,0,0,3,10,1582030,1,15,291500,26,26,6541569,0,0,0,2,7,950000,1,15,291500,43,64,12099481,189054.390625,29,48,7783069,162147.270833333,"Andover",12988228,0,2009375,370241,15367844,240122.5625,4.92,0.0491803278688525,4.92,60.94,0,15.62,23.44
"Andover","Essex","MA","2002","  4","Andover town",44,44,17358426,0,0,0,2,6,973218,4,20,1289976,15,15,9521200,0,0,0,0,0,24000,1,5,998475,50,70,19621620,280308.857142857,16,20,10543675,527183.75,"Andover",21704208,0,1216869,1612929,24534006,350485.8,14.75,0.09375,9.38,62.86,0,8.57,28.57
"Andover","Essex","MA","2003","  8","Andover town",35,35,11141141,0,0,0,6,23,4283702,4,86,11166717,23,23,7068553,0,0,0,5,19,3650890,3,81,11069550,45,144,26591560,184663.611111111,31,123,21788993,177146.284552846,"Andover",13619984,0,5236802,13651251,32508037,225750.256944444,136.07,1.05714285714286,105.71,24.31,0,15.97,59.72
"Andover","Essex","MA","2004"," 11","Andover town",67,67,25966852,1,2,316840,1,3,558744,11,118,15941350,65,65,25330215,1,2,316840,0,0,0,10,110,14902586,80,190,42783786,225177.821052632,76,177,40549641,229094.016949153,"Andover",30920898,377288,665343,18982696,50946225,268138.026315789,211.48,0.319444444444444,31.94,35.26,1.05,1.58,62.11
"Andover","Essex","MA","2005"," 12","Andover town",60,60,21711910,0,0,0,0,0,0,9,250,11741513,41,41,14348175,0,0,0,0,0,0,6,214,6878050,69,310,33453423,107914.267741935,47,255,21226225,83240.0980392157,"Andover",25006940,0,0,13523421,38530361,124291.487096774,408.2,0.631578947368421,63.16,19.35,0,0,80.65
"Andover","Essex","MA","2006"," 11","Andover town",22,22,10505905,0,0,0,5,19,3854000,1,22,1033253,19,19,9420310,0,0,0,5,19,3854000,0,0,0,28,63,15393158,244335.841269841,24,38,13274310,349323.947368421,"Andover",11722162,0,4300173,1152872,17175207,272622.333333333,3.28,-0.796774193548387,-79.68,34.92,0,30.16,34.92
"Andover","Essex","MA","2007"," 12","Andover town",21,21,7171050,0,0,0,1,3,230000,1,5,1150000,21,21,7171050,0,0,0,1,3,230000,1,5,1150000,23,29,8551050,294863.793103448,23,29,8551050,294863.793103448,"Andover",7779653,0,249520,1247600,9276773,319888.724137931,-52.46,-0.53968253968254,-53.97,72.41,0,10.34,17.24
"Andover","Essex","MA","2008"," 10","Andover town",14,14,5060227,0,0,0,5,16,4083526,0,0,0,12,12,4241207,0,0,0,4,13,3475000,0,0,0,19,30,9143753,304791.766666667,16,25,7716207,308648.28,"Andover",5286700,0,4266286,0,9552986,318432.866666667,-50.82,0.0344827586206897,3.45,46.67,0,53.33,0
"Andover","Essex","MA","2009"," 11","Andover town",15,15,5658911,0,0,0,1,4,1060000,0,0,0,15,15,5658911,0,0,0,1,4,1060000,0,0,0,16,19,6718911,353626.894736842,16,19,6718911,353626.894736842,"Andover",5933288,0,1111395,0,7044683,370772.789473684,-68.85,-0.366666666666667,-36.67,78.95,0,21.05,0
"Andover","Essex","MA","2010"," 11","Andover town",24,24,11462576,0,0,0,2,8,1932000,1,115,8308674,22,22,10708055,0,0,0,2,8,1932000,1,115,8308674,27,147,21703250,147641.156462585,25,145,20948729,144473.993103448,"Andover",11824395,0,1992984,8570940,22388319,152301.489795918,140.98,6.73684210526316,673.68,16.33,0,5.44,78.23
"Andover","Essex","MA","2011","  6","Andover town",22,22,9476824,1,2,406000,2,7,1586500,6,84,6068945,12,12,4700750,1,2,406000,1,4,862000,0,0,0,31,115,17538269,152506.686956522,14,18,5968750,331597.222222222,"Andover",9476824,406000,1586500,6068945,17538269,152506.686956522,88.52,-0.217687074829932,-21.77,19.13,1.74,6.09,73.04
"Aquinnah","Dukes","MA","2000"," 12","Aquinnah (Gay Head) town",5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,359000,5,5,1795000,359000,"Aquinnah",2344747,0,0,0,2344747,468949.4,0,NA,NA,100,0,0,0
"Aquinnah","Dukes","MA","2001"," 12","Aquinnah (Gay Head) town",7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,395142.857142857,7,7,2766000,395142.857142857,"Aquinnah",3513164,0,0,0,3513164,501880.571428571,40,0.4,40,100,0,0,0
"Aquinnah","Dukes","MA","2002"," 12","Aquinnah (Gay Head) town",5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,446000,5,5,2230000,446000,"Aquinnah",2788293,0,0,0,2788293,557658.6,0,-0.285714285714286,-28.57,100,0,0,0
"Aquinnah","Dukes","MA","2003"," 12","Aquinnah (Gay Head) town",9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,538888.888888889,9,9,4850000,538888.888888889,"Aquinnah",5929099,0,0,0,5929099,658788.777777778,80,0.8,80,100,0,0,0
"Aquinnah","Dukes","MA","2004"," 12","Aquinnah (Gay Head) town",6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,506333.333333333,6,6,3038000,506333.333333333,"Aquinnah",3617600,0,0,0,3617600,602933.333333333,20,-0.333333333333333,-33.33,100,0,0,0
"Aquinnah","Dukes","MA","2005"," 12","Aquinnah (Gay Head) town",7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,198571.428571429,7,7,1390000,198571.428571429,"Aquinnah",1600948,0,0,0,1600948,228706.857142857,40,0.166666666666667,16.67,100,0,0,0
"Aquinnah","Dukes","MA","2006"," 12","Aquinnah (Gay Head) town",6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,260833.333333333,6,6,1565000,260833.333333333,"Aquinnah",1746178,0,0,0,1746178,291029.666666667,20,-0.142857142857143,-14.29,100,0,0,0
"Aquinnah","Dukes","MA","2007"," 12","Aquinnah town",9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,323888.888888889,9,9,2915000,323888.888888889,"Aquinnah",3162394,0,0,0,3162394,351377.111111111,80,0.5,50,100,0,0,0
"Aquinnah","Dukes","MA","2008"," 12","Aquinnah town",7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,457142.857142857,7,7,3200000,457142.857142857,"Aquinnah",3343218,0,0,0,3343218,477602.571428571,40,-0.222222222222222,-22.22,100,0,0,0
"Aquinnah","Dukes","MA","2009"," 12","Aquinnah town",4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,293750,4,4,1175000,293750,"Aquinnah",1231971,0,0,0,1231971,307992.75,-20,-0.428571428571429,-42.86,100,0,0,0
"Aquinnah","Dukes","MA","2010"," 12","Aquinnah town",2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,250000,2,2,5e+05,250000,"Aquinnah",515783,0,0,0,515783,257891.5,-60,-0.5,-50,100,0,0,0
"Aquinnah","Dukes","MA","2011"," 12","Aquinnah town",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,250000,1,1,250000,250000,"Aquinnah",250000,0,0,0,250000,250000,-80,-0.5,-50,100,0,0,0
"Arlington","Middlesex","MA","2000","  0","Arlington town",8,8,847336,3,6,660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,1507336,107666.857142857,0,0,0,NA,"Arlington",1106846,862136,0,0,1968982,140641.571428571,0,NA,NA,57.14,42.86,0,0
"Arlington","Middlesex","MA","2001"," 12","Arlington town",8,8,1125000,0,0,0,0,0,0,0,0,0,8,8,1125000,0,0,0,0,0,0,0,0,0,8,8,1125000,140625,8,8,1125000,140625,"Arlington",1428890,0,0,0,1428890,178611.25,-42.86,-0.428571428571429,-42.86,100,0,0,0
"Arlington","Middlesex","MA","2002"," 12","Arlington town",20,20,3380000,6,12,1225000,0,0,0,2,12,840000,20,20,3380000,6,12,1225000,0,0,0,2,12,840000,28,44,5445000,123750,28,44,5445000,123750,"Arlington",4226202,1531686,0,1050299,6808187,154731.522727273,214.29,4.5,450,45.45,27.27,0,27.27
"Arlington","Middlesex","MA","2003","  7","Arlington town",12,12,1986000,17,34,3692134,1,4,406000,4,20,1400000,3,3,465000,15,30,3283800,1,4,406000,0,0,0,34,70,7484134,106916.2,19,37,4154800,112291.891891892,"Arlington",2427874,4513614,496333,1711492,9149313,130704.471428571,400,0.590909090909091,59.09,17.14,48.57,5.71,28.57
"Arlington","Middlesex","MA","2004","  3","Arlington town",13,13,2185000,16,32,3474950,1,3,304500,4,20,1400000,3,3,530000,0,0,0,0,0,0,0,0,0,34,68,7364450,108300.735294118,3,3,530000,176666.666666667,"Arlington",2601862,4137913,362594,1667097,8769466,128962.735294118,385.71,-0.0285714285714286,-2.86,19.12,47.06,4.41,29.41
"Arlington","Middlesex","MA","2005","  0","Arlington town",12,12,2009193,17,34,3692133,0,0,0,5,25,1750000,0,0,0,0,0,0,0,0,0,0,0,0,34,71,7451326,104948.253521127,0,0,0,NA,"Arlington",2314111,4252456,0,2015582,8582149,120875.338028169,407.14,0.0441176470588235,4.41,16.9,47.89,0,35.21
"Arlington","Middlesex","MA","2006","  0","Arlington town",11,11,1843695,14,28,3040578,0,0,0,6,30,2100000,0,0,0,0,0,0,0,0,0,0,0,0,31,69,6984273,101221.347826087,0,0,0,NA,"Arlington",2057137,3392582,0,2343115,7792834,112939.623188406,392.86,-0.028169014084507,-2.82,15.94,40.58,0,43.48
"Arlington","Middlesex","MA","2007","  0","Arlington town",10,10,1675914,9,18,1954656,0,0,0,4,20,1400000,0,0,0,0,0,0,0,0,0,0,0,0,23,48,5030570,104803.541666667,0,0,0,NA,"Arlington",1818148,2120547,0,1518817,5457512,113698.166666667,242.86,-0.304347826086957,-30.43,20.83,37.5,0,41.67
"Arlington","Middlesex","MA","2008","  0","Arlington town",3,3,502791,4,8,868736,0,0,0,7,41,2870000,0,0,0,0,0,0,0,0,0,0,0,0,14,52,4241527,81567.8269230769,0,0,0,NA,"Arlington",525294,907617,0,2998448,4431359,85218.4423076923,271.43,0.0833333333333333,8.33,5.77,15.38,0,78.85
"Arlington","Middlesex","MA","2009","  0","Arlington town",2,2,335188,3,6,651552,0,0,0,5,25,1750000,0,0,0,0,0,0,0,0,0,0,0,0,10,33,2736740,82931.5151515152,0,0,0,NA,"Arlington",351440,683143,0,1834850,2869433,86952.5151515152,135.71,-0.365384615384615,-36.54,6.06,18.18,0,75.76
"Arlington","Middlesex","MA","2010","  0","Arlington town",1,1,167597,6,12,1303104,0,0,0,8,40,2800000,0,0,0,0,0,0,0,0,0,0,0,0,15,53,4270701,80579.2641509434,0,0,0,NA,"Arlington",172887,1344237,0,2888383,4405507,83122.7735849057,278.57,0.606060606060606,60.61,1.89,22.64,0,75.47
"Arlington","Middlesex","MA","2011","  0","Arlington town",0,0,0,3,6,651552,0,0,0,10,54,3780000,0,0,0,0,0,0,0,0,0,0,0,0,13,60,4431552,73859.2,0,0,0,NA,"Arlington",0,651552,0,3780000,4431552,73859.2,328.57,0.132075471698113,13.21,0,10,0,90
"Ashburnham","Worcester","MA","2000"," 12","Ashburnham town",32,32,3437440,0,0,0,0,0,0,0,0,0,32,32,3437440,0,0,0,0,0,0,0,0,0,32,32,3437440,107420,32,32,3437440,107420,"Ashburnham",4490211,0,0,0,4490211,140319.09375,0,NA,NA,100,0,0,0
"Ashburnham","Worcester","MA","2001"," 12","Ashburnham town",28,28,3311800,0,0,0,0,0,0,0,0,0,28,28,3311800,0,0,0,0,0,0,0,0,0,28,28,3311800,118278.571428571,28,28,3311800,118278.571428571,"Ashburnham",4206397,0,0,0,4206397,150228.464285714,-12.5,-0.125,-12.5,100,0,0,0
"Ashburnham","Worcester","MA","2002"," 12","Ashburnham town",47,47,5427700,0,0,0,0,0,0,0,0,0,47,47,5427700,0,0,0,0,0,0,0,0,0,47,47,5427700,115482.978723404,47,47,5427700,115482.978723404,"Ashburnham",6786556,0,0,0,6786556,144394.808510638,46.88,0.678571428571429,67.86,100,0,0,0
"Ashburnham","Worcester","MA","2003"," 12","Ashburnham town",37,37,4776830,0,0,0,0,0,0,0,0,0,37,37,4776830,0,0,0,0,0,0,0,0,0,37,37,4776830,129103.513513514,37,37,4776830,129103.513513514,"Ashburnham",5839649,0,0,0,5839649,157828.351351351,15.62,-0.212765957446809,-21.28,100,0,0,0
"Ashburnham","Worcester","MA","2004"," 12","Ashburnham town",49,49,9405000,0,0,0,0,0,0,0,0,0,49,49,9405000,0,0,0,0,0,0,0,0,0,49,49,9405000,191938.775510204,49,49,9405000,191938.775510204,"Ashburnham",11199319,0,0,0,11199319,228557.530612245,53.12,0.324324324324324,32.43,100,0,0,0
"Ashburnham","Worcester","MA","2005"," 12","Ashburnham town",28,28,10760550,0,0,0,0,0,0,0,0,0,28,28,10760550,0,0,0,0,0,0,0,0,0,28,28,10760550,384305.357142857,28,28,10760550,384305.357142857,"Ashburnham",12393586,0,0,0,12393586,442628.071428571,-12.5,-0.428571428571429,-42.86,100,0,0,0
"Ashburnham","Worcester","MA","2006"," 12","Ashburnham town",17,17,5654400,0,0,0,0,0,0,0,0,0,17,17,5654400,0,0,0,0,0,0,0,0,0,17,17,5654400,332611.764705882,17,17,5654400,332611.764705882,"Ashburnham",6309003,0,0,0,6309003,371117.823529412,-46.88,-0.392857142857143,-39.29,100,0,0,0
"Ashburnham","Worcester","MA","2007"," 12","Ashburnham town",21,21,6390600,0,0,0,0,0,0,0,0,0,21,21,6390600,0,0,0,0,0,0,0,0,0,21,21,6390600,304314.285714286,21,21,6390600,304314.285714286,"Ashburnham",6932967,0,0,0,6932967,330141.285714286,-34.38,0.235294117647059,23.53,100,0,0,0
"Ashburnham","Worcester","MA","2008"," 12","Ashburnham town",18,18,4924500,0,0,0,0,0,0,1,6,1282500,18,18,4924500,0,0,0,0,0,0,1,6,1282500,19,24,6207000,258625,19,24,6207000,258625,"Ashburnham",5144899,0,0,1339899,6484798,270199.916666667,-25,0.142857142857143,14.29,75,0,0,25
"Ashburnham","Worcester","MA","2009"," 12","Ashburnham town",12,12,2591825,0,0,0,0,0,0,0,0,0,12,12,2591825,0,0,0,0,0,0,0,0,0,12,12,2591825,215985.416666667,12,12,2591825,215985.416666667,"Ashburnham",2717492,0,0,0,2717492,226457.666666667,-62.5,-0.5,-50,100,0,0,0
"Ashburnham","Worcester","MA","2010"," 12","Ashburnham town",11,11,1489000,0,0,0,0,0,0,0,0,0,11,11,1489000,0,0,0,0,0,0,0,0,0,11,11,1489000,135363.636363636,11,11,1489000,135363.636363636,"Ashburnham",1536001,0,0,0,1536001,139636.454545455,-65.62,-0.0833333333333333,-8.33,100,0,0,0
"Ashburnham","Worcester","MA","2011","  0","Ashburnham town",8,8,1082909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1082909,135363.625,0,0,0,NA,"Ashburnham",1082909,0,0,0,1082909,135363.625,-75,-0.272727272727273,-27.27,100,0,0,0
"Ashby","Middlesex","MA","2000","  0","Ashby town",13,13,1167679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167679,89821.4615384615,0,0,0,NA,"Ashby",1525299,0,0,0,1525299,117330.692307692,0,NA,NA,100,0,0,0
"Ashby","Middlesex","MA","2001","  0","Ashby town",12,12,1077882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1077882,89823.5,0,0,0,NA,"Ashby",1369044,0,0,0,1369044,114087,-7.69,-0.0769230769230769,-7.69,100,0,0,0
"Ashby","Middlesex","MA","2002","  0","Ashby town",14,14,1257525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1257525,89823.2142857143,0,0,0,NA,"Ashby",1572354,0,0,0,1572354,112311,7.69,0.166666666666667,16.67,100,0,0,0
"Ashby","Middlesex","MA","2003","  0","Ashby town",13,13,1167702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167702,89823.2307692308,0,0,0,NA,"Ashby",1427509,0,0,0,1427509,109808.384615385,0,-0.0714285714285714,-7.14,100,0,0,0
"Ashby","Middlesex","MA","2004","  0","Ashby town",13,13,1167699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1167699,89823,0,0,0,NA,"Ashby",1390477,0,0,0,1390477,106959.769230769,0,0,0,100,0,0,0
"Ashby","Middlesex","MA","2005","  0","Ashby town",12,12,1077876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1077876,89823,0,0,0,NA,"Ashby",1241456,0,0,0,1241456,103454.666666667,-7.69,-0.0769230769230769,-7.69,100,0,0,0
"Ashby","Middlesex","MA","2006","  0","Ashby town",7,7,628761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,628761,89823,0,0,0,NA,"Ashby",701552,0,0,0,701552,100221.714285714,-46.15,-0.416666666666667,-41.67,100,0,0,0
"Ashby","Middlesex","MA","2007","  0","Ashby town",7,7,628761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,628761,89823,0,0,0,NA,"Ashby",682124,0,0,0,682124,97446.2857142857,-46.15,0,0,100,0,0,0
"Ashby","Middlesex","MA","2008","  0","Ashby town",6,6,538938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,538938,89823,0,0,0,NA,"Ashby",563058,0,0,0,563058,93843,-53.85,-0.142857142857143,-14.29,100,0,0,0
"Ashby","Middlesex","MA","2009"," 12","Ashby town",2,2,278000,0,0,0,0,0,0,0,0,0,2,2,278000,0,0,0,0,0,0,0,0,0,2,2,278000,139000,2,2,278000,139000,"Ashby",291479,0,0,0,291479,145739.5,-84.62,-0.666666666666667,-66.67,100,0,0,0
"Ashby","Middlesex","MA","2010"," 12","Ashby town",2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,155000,2,2,310000,155000,"Ashby",319785,0,0,0,319785,159892.5,-84.62,0,0,100,0,0,0
"Ashby","Middlesex","MA","2011"," 12","Ashby town",4,4,595000,0,0,0,0,0,0,0,0,0,4,4,595000,0,0,0,0,0,0,0,0,0,4,4,595000,148750,4,4,595000,148750,"Ashby",595000,0,0,0,595000,148750,-69.23,1,100,100,0,0,0
"Ashfield","Franklin","MA","2000"," 12","Ashfield town",3,3,716390,0,0,0,0,0,0,0,0,0,3,3,716390,0,0,0,0,0,0,0,0,0,3,3,716390,238796.666666667,3,3,716390,238796.666666667,"Ashfield",935796,0,0,0,935796,311932,0,NA,NA,100,0,0,0
"Ashfield","Franklin","MA","2001"," 12","Ashfield town",8,8,941394,0,0,0,0,0,0,0,0,0,8,8,941394,0,0,0,0,0,0,0,0,0,8,8,941394,117674.25,8,8,941394,117674.25,"Ashfield",1195687,0,0,0,1195687,149460.875,166.67,1.66666666666667,166.67,100,0,0,0
"Ashfield","Franklin","MA","2002"," 12","Ashfield town",7,7,1045090,1,2,128180,0,0,0,0,0,0,7,7,1045090,1,2,128180,0,0,0,0,0,0,8,9,1173270,130363.333333333,8,9,1173270,130363.333333333,"Ashfield",1306734,160271,0,0,1467005,163000.555555556,200,0.125,12.5,77.78,22.22,0,0
"Ashfield","Franklin","MA","2003"," 12","Ashfield town",5,5,991480,0,0,0,0,0,0,0,0,0,5,5,991480,0,0,0,0,0,0,0,0,0,5,5,991480,198296,5,5,991480,198296,"Ashfield",1212079,0,0,0,1212079,242415.8,66.67,-0.444444444444444,-44.44,100,0,0,0
"Ashfield","Franklin","MA","2004"," 12","Ashfield town",6,6,1333460,1,2,218920,0,0,0,0,0,0,6,6,1333460,1,2,218920,0,0,0,0,0,0,7,8,1552380,194047.5,7,8,1552380,194047.5,"Ashfield",1587862,260686,0,0,1848548,231068.5,166.67,0.6,60,75,25,0,0
"Ashfield","Franklin","MA","2005"," 12","Ashfield town",7,7,1756900,0,0,0,0,0,0,0,0,0,7,7,1756900,0,0,0,0,0,0,0,0,0,7,7,1756900,250985.714285714,7,7,1756900,250985.714285714,"Ashfield",2023530,0,0,0,2023530,289075.714285714,133.33,-0.125,-12.5,100,0,0,0
"Ashfield","Franklin","MA","2006"," 12","Ashfield town",6,6,1142090,0,0,0,0,0,0,0,0,0,6,6,1142090,0,0,0,0,0,0,0,0,0,6,6,1142090,190348.333333333,6,6,1142090,190348.333333333,"Ashfield",1274308,0,0,0,1274308,212384.666666667,100,-0.142857142857143,-14.29,100,0,0,0
