"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"371","Brewster","Barnstable County","MA","Brewster","2006-2010",2010,58374,3907
"372","Brewster","Barnstable County","MA","Brewster","2007-2011",2011,59321,6797
"373","Brewster","Barnstable County","MA","Brewster","2008-2012",2012,63922,7059
"374","Brewster","Barnstable County","MA","Brewster","2009-2013",2011,60515,7489
"375","Brewster","Barnstable County","MA","Brewster","2010-2014",2012,66306,8544
"376","Brewster","Barnstable County","MA","Brewster","2011-2015",2013,66220,4104
"377","Brewster","Barnstable County","MA","Brewster","2012-2016",2014,67340,5143
"378","Brewster","Barnstable County","MA","Brewster","2013-2017",2015,69479,7209
"379","Bridgewater","Plymouth County","MA","Bridgewater","2005-2009",2009,84176,4598
"380","Bridgewater","Plymouth County","MA","Bridgewater","2006-2010",2010,86002,3607
"381","Bridgewater","Plymouth County","MA","Bridgewater","2007-2011",2011,88697,3901
"382","Bridgewater","Plymouth County","MA","Bridgewater","2008-2012",2012,90722,3193
"383","Bridgewater","Plymouth County","MA","Bridgewater","2009-2013",2011,87015,6851
"384","Bridgewater","Plymouth County","MA","Bridgewater","2010-2014",2012,88481,6713
"385","Bridgewater","Plymouth County","MA","Bridgewater","2011-2015",2013,84697,5850
"386","Bridgewater","Plymouth County","MA","Bridgewater","2012-2016",2014,85992,7361
"387","Bridgewater","Plymouth County","MA","Bridgewater","2013-2017",2015,88640,6105
"388","Brimfield","Hampden County","MA","Brimfield","2005-2009",2009,74355,8139
"389","Brimfield","Hampden County","MA","Brimfield","2006-2010",2010,75625,9859
"390","Brimfield","Hampden County","MA","Brimfield","2007-2011",2011,78380,13227
"391","Brimfield","Hampden County","MA","Brimfield","2008-2012",2012,79891,16479
"392","Brimfield","Hampden County","MA","Brimfield","2009-2013",2011,81196,22576
"393","Brimfield","Hampden County","MA","Brimfield","2010-2014",2012,82365,18054
"394","Brimfield","Hampden County","MA","Brimfield","2011-2015",2013,87961,9189
"395","Brimfield","Hampden County","MA","Brimfield","2012-2016",2014,83273,17084
"396","Brimfield","Hampden County","MA","Brimfield","2013-2017",2015,86523,8493
"397","Brockton","Plymouth County","MA","Brockton","2005-2009",2009,50197,2299
"398","Brockton","Plymouth County","MA","Brockton","2006-2010",2010,49913,2294
"399","Brockton","Plymouth County","MA","Brockton","2007-2011",2011,49848,1876
"400","Brockton","Plymouth County","MA","Brockton","2008-2012",2012,49459,1857
"401","Brockton","Plymouth County","MA","Brockton","2009-2013",2011,49025,1842
"402","Brockton","Plymouth County","MA","Brockton","2010-2014",2012,48569,1801
"403","Brockton","Plymouth County","MA","Brockton","2011-2015",2013,47557,2213
"404","Brockton","Plymouth County","MA","Brockton","2012-2016",2014,49956,1833
"405","Brockton","Plymouth County","MA","Brockton","2013-2017",2015,52393,1827
"406","Brookfield","Worcester County","MA","Brookfield","2005-2009",2009,65036,12562
"407","Brookfield","Worcester County","MA","Brookfield","2006-2010",2010,60189,6723
"408","Brookfield","Worcester County","MA","Brookfield","2007-2011",2011,62390,7161
"409","Brookfield","Worcester County","MA","Brookfield","2008-2012",2012,62209,5440
"410","Brookfield","Worcester County","MA","Brookfield","2009-2013",2011,61800,4965
"411","Brookfield","Worcester County","MA","Brookfield","2010-2014",2012,63889,6712
"412","Brookfield","Worcester County","MA","Brookfield","2011-2015",2013,63920,7357
"413","Brookfield","Worcester County","MA","Brookfield","2012-2016",2014,63906,11544
"414","Brookfield","Worcester County","MA","Brookfield","2013-2017",2015,64219,12424
"415","Brookline","Norfolk County","MA","Brookline","2005-2009",2009,92451,4039
"416","Brookline","Norfolk County","MA","Brookline","2006-2010",2010,95448,5181
"417","Brookline","Norfolk County","MA","Brookline","2007-2011",2011,97250,5606
"418","Brookline","Norfolk County","MA","Brookline","2008-2012",2012,95471,5354
"419","Brookline","Norfolk County","MA","Brookline","2009-2013",2011,96488,5842
"420","Brookline","Norfolk County","MA","Brookline","2010-2014",2012,93640,3802
"421","Brookline","Norfolk County","MA","Brookline","2011-2015",2013,95518,6066
"422","Brookline","Norfolk County","MA","Brookline","2012-2016",2014,102175,5035
"423","Brookline","Norfolk County","MA","Brookline","2013-2017",2015,111289,4643
"424","Buckland","Franklin County","MA","Buckland","2005-2009",2009,50350,10303
"425","Buckland","Franklin County","MA","Buckland","2006-2010",2010,49485,14139
"426","Buckland","Franklin County","MA","Buckland","2007-2011",2011,61750,10038
"427","Buckland","Franklin County","MA","Buckland","2008-2012",2012,51000,14955
"428","Buckland","Franklin County","MA","Buckland","2009-2013",2011,49760,7141
"429","Buckland","Franklin County","MA","Buckland","2010-2014",2012,52356,23106
"430","Buckland","Franklin County","MA","Buckland","2011-2015",2013,56875,26198
"431","Buckland","Franklin County","MA","Buckland","2012-2016",2014,50407,6134
"432","Buckland","Franklin County","MA","Buckland","2013-2017",2015,50899,3834
"433","Burlington","Middlesex County","MA","Burlington","2005-2009",2009,90000,7990
"434","Burlington","Middlesex County","MA","Burlington","2006-2010",2010,90341,8098
"435","Burlington","Middlesex County","MA","Burlington","2007-2011",2011,92236,8279
"436","Burlington","Middlesex County","MA","Burlington","2008-2012",2012,92791,8133
"437","Burlington","Middlesex County","MA","Burlington","2009-2013",2011,94804,6545
"438","Burlington","Middlesex County","MA","Burlington","2010-2014",2012,95465,6949
"439","Burlington","Middlesex County","MA","Burlington","2011-2015",2013,94518,4916
"440","Burlington","Middlesex County","MA","Burlington","2012-2016",2014,92141,4821
"441","Burlington","Middlesex County","MA","Burlington","2013-2017",2015,99254,8728
"442","Cambridge","Middlesex County","MA","Cambridge","2005-2009",2009,64420,2223
"443","Cambridge","Middlesex County","MA","Cambridge","2006-2010",2010,64865,2300
"444","Cambridge","Middlesex County","MA","Cambridge","2007-2011",2011,69017,2758
"445","Cambridge","Middlesex County","MA","Cambridge","2008-2012",2012,72225,2402
"446","Cambridge","Middlesex County","MA","Cambridge","2009-2013",2011,72529,2774
"447","Cambridge","Middlesex County","MA","Cambridge","2010-2014",2012,75909,2598
"448","Cambridge","Middlesex County","MA","Cambridge","2011-2015",2013,79416,3065
"449","Cambridge","Middlesex County","MA","Cambridge","2012-2016",2014,83122,3420
"450","Cambridge","Middlesex County","MA","Cambridge","2013-2017",2015,89145,3825
"451","Canton","Norfolk County","MA","Canton","2005-2009",2009,88034,4512
"452","Canton","Norfolk County","MA","Canton","2006-2010",2010,89705,4739
"453","Canton","Norfolk County","MA","Canton","2007-2011",2011,90951,5690
"454","Canton","Norfolk County","MA","Canton","2008-2012",2012,90259,5102
"455","Canton","Norfolk County","MA","Canton","2009-2013",2011,89900,5786
"456","Canton","Norfolk County","MA","Canton","2010-2014",2012,90878,6603
"457","Canton","Norfolk County","MA","Canton","2011-2015",2013,95045,8689
"458","Canton","Norfolk County","MA","Canton","2012-2016",2014,93672,6439
"459","Canton","Norfolk County","MA","Canton","2013-2017",2015,96583,8758
"460","Carlisle","Middlesex County","MA","Carlisle","2005-2009",2009,160903,10729
"461","Carlisle","Middlesex County","MA","Carlisle","2006-2010",2010,155000,18244
"462","Carlisle","Middlesex County","MA","Carlisle","2007-2011",2011,159063,19239
"463","Carlisle","Middlesex County","MA","Carlisle","2008-2012",2012,160000,16657
"464","Carlisle","Middlesex County","MA","Carlisle","2009-2013",2011,160034,20771
"465","Carlisle","Middlesex County","MA","Carlisle","2010-2014",2012,157500,17658
"466","Carlisle","Middlesex County","MA","Carlisle","2011-2015",2013,166111,25536
"467","Carlisle","Middlesex County","MA","Carlisle","2012-2016",2014,167400,26684
"468","Carlisle","Middlesex County","MA","Carlisle","2013-2017",2015,170703,26039
"469","Carver","Plymouth County","MA","Carver","2005-2009",2009,70721,6179
"470","Carver","Plymouth County","MA","Carver","2006-2010",2010,71112,5193
"471","Carver","Plymouth County","MA","Carver","2007-2011",2011,70608,8121
"472","Carver","Plymouth County","MA","Carver","2008-2012",2012,67963,9072
"473","Carver","Plymouth County","MA","Carver","2009-2013",2011,72161,10430
"474","Carver","Plymouth County","MA","Carver","2010-2014",2012,72804,8026
"475","Carver","Plymouth County","MA","Carver","2011-2015",2013,74375,6610
"476","Carver","Plymouth County","MA","Carver","2012-2016",2014,75260,5156
"477","Carver","Plymouth County","MA","Carver","2013-2017",2015,73904,8846
"478","Charlemont","Franklin County","MA","Charlemont","2005-2009",2009,49792,17750
"479","Charlemont","Franklin County","MA","Charlemont","2006-2010",2010,59063,17548
"480","Charlemont","Franklin County","MA","Charlemont","2007-2011",2011,53281,10836
"481","Charlemont","Franklin County","MA","Charlemont","2008-2012",2012,52222,7721
"482","Charlemont","Franklin County","MA","Charlemont","2009-2013",2011,50329,5290
"483","Charlemont","Franklin County","MA","Charlemont","2010-2014",2012,49000,9749
"484","Charlemont","Franklin County","MA","Charlemont","2011-2015",2013,53750,4962
"485","Charlemont","Franklin County","MA","Charlemont","2012-2016",2014,50625,10565
"486","Charlemont","Franklin County","MA","Charlemont","2013-2017",2015,53333,7432
"487","Charlton","Worcester County","MA","Charlton","2005-2009",2009,86857,6062
"488","Charlton","Worcester County","MA","Charlton","2006-2010",2010,87758,5690
"489","Charlton","Worcester County","MA","Charlton","2007-2011",2011,91653,5637
"490","Charlton","Worcester County","MA","Charlton","2008-2012",2012,95058,4567
"491","Charlton","Worcester County","MA","Charlton","2009-2013",2011,93963,5073
"492","Charlton","Worcester County","MA","Charlton","2010-2014",2012,91287,6997
"493","Charlton","Worcester County","MA","Charlton","2011-2015",2013,87294,6044
"494","Charlton","Worcester County","MA","Charlton","2012-2016",2014,92227,7276
"495","Charlton","Worcester County","MA","Charlton","2013-2017",2015,93921,6727
"496","Chatham","Barnstable County","MA","Chatham","2005-2009",2009,64824,5529
"497","Chatham","Barnstable County","MA","Chatham","2006-2010",2010,65990,4077
"498","Chatham","Barnstable County","MA","Chatham","2007-2011",2011,69325,7596
"499","Chatham","Barnstable County","MA","Chatham","2008-2012",2012,66853,6340
"500","Chatham","Barnstable County","MA","Chatham","2009-2013",2011,64936,5436
"501","Chatham","Barnstable County","MA","Chatham","2010-2014",2012,63299,13190
"502","Chatham","Barnstable County","MA","Chatham","2011-2015",2013,67587,10623
"503","Chatham","Barnstable County","MA","Chatham","2012-2016",2014,65750,7737
"504","Chatham","Barnstable County","MA","Chatham","2013-2017",2015,74875,13724
"505","Chelmsford","Middlesex County","MA","Chelmsford","2005-2009",2009,89022,5405
"506","Chelmsford","Middlesex County","MA","Chelmsford","2006-2010",2010,92550,7067
"507","Chelmsford","Middlesex County","MA","Chelmsford","2007-2011",2011,90895,3891
"508","Chelmsford","Middlesex County","MA","Chelmsford","2008-2012",2012,92549,3052
"509","Chelmsford","Middlesex County","MA","Chelmsford","2009-2013",2011,96336,4971
"510","Chelmsford","Middlesex County","MA","Chelmsford","2010-2014",2012,93643,4864
"511","Chelmsford","Middlesex County","MA","Chelmsford","2011-2015",2013,95290,5192
"512","Chelmsford","Middlesex County","MA","Chelmsford","2012-2016",2014,102160,5314
"513","Chelmsford","Middlesex County","MA","Chelmsford","2013-2017",2015,106432,4984
"514","Chelsea","Suffolk County","MA","Chelsea","2005-2009",2009,39710,3802
"515","Chelsea","Suffolk County","MA","Chelsea","2006-2010",2010,40487,3481
"516","Chelsea","Suffolk County","MA","Chelsea","2007-2011",2011,43155,2928
"517","Chelsea","Suffolk County","MA","Chelsea","2008-2012",2012,43919,3488
"518","Chelsea","Suffolk County","MA","Chelsea","2009-2013",2011,47291,3288
"519","Chelsea","Suffolk County","MA","Chelsea","2010-2014",2012,48725,3857
"520","Chelsea","Suffolk County","MA","Chelsea","2011-2015",2013,47733,3581
"521","Chelsea","Suffolk County","MA","Chelsea","2012-2016",2014,49614,3435
"522","Chelsea","Suffolk County","MA","Chelsea","2013-2017",2015,51839,3611
"523","Cheshire","Berkshire County","MA","Cheshire","2005-2009",2009,57794,6483
"524","Cheshire","Berkshire County","MA","Cheshire","2006-2010",2010,57419,7580
"525","Cheshire","Berkshire County","MA","Cheshire","2007-2011",2011,56597,5835
"526","Cheshire","Berkshire County","MA","Cheshire","2008-2012",2012,49388,7403
"527","Cheshire","Berkshire County","MA","Cheshire","2009-2013",2011,49619,8945
"528","Cheshire","Berkshire County","MA","Cheshire","2010-2014",2012,54741,9228
"529","Cheshire","Berkshire County","MA","Cheshire","2011-2015",2013,55063,7509
"530","Cheshire","Berkshire County","MA","Cheshire","2012-2016",2014,58145,7069
"531","Cheshire","Berkshire County","MA","Cheshire","2013-2017",2015,61512,13199
"532","Chester","Hampden County","MA","Chester","2005-2009",2009,56125,9023
"533","Chester","Hampden County","MA","Chester","2006-2010",2010,55208,9150
"534","Chester","Hampden County","MA","Chester","2007-2011",2011,56711,7568
"535","Chester","Hampden County","MA","Chester","2008-2012",2012,63452,5019
"536","Chester","Hampden County","MA","Chester","2009-2013",2011,65563,4236
"537","Chester","Hampden County","MA","Chester","2010-2014",2012,65648,5173
"538","Chester","Hampden County","MA","Chester","2011-2015",2013,67738,5073
"539","Chester","Hampden County","MA","Chester","2012-2016",2014,77917,11574
"540","Chester","Hampden County","MA","Chester","2013-2017",2015,76250,11587
"541","Chesterfield","Hampshire County","MA","Chesterfield","2005-2009",2009,60000,7370
"542","Chesterfield","Hampshire County","MA","Chesterfield","2006-2010",2010,58750,4506
"543","Chesterfield","Hampshire County","MA","Chesterfield","2007-2011",2011,59063,6743
"544","Chesterfield","Hampshire County","MA","Chesterfield","2008-2012",2012,61198,3892
"545","Chesterfield","Hampshire County","MA","Chesterfield","2009-2013",2011,61250,8885
"546","Chesterfield","Hampshire County","MA","Chesterfield","2010-2014",2012,63594,9207
"547","Chesterfield","Hampshire County","MA","Chesterfield","2011-2015",2013,64167,8915
"548","Chesterfield","Hampshire County","MA","Chesterfield","2012-2016",2014,66500,9235
"549","Chesterfield","Hampshire County","MA","Chesterfield","2013-2017",2015,74412,11163
"550","Chicopee","Hampden County","MA","Chicopee","2005-2009",2009,42788,2263
"551","Chicopee","Hampden County","MA","Chicopee","2006-2010",2010,44226,2012
"552","Chicopee","Hampden County","MA","Chicopee","2007-2011",2011,45763,1562
"553","Chicopee","Hampden County","MA","Chicopee","2008-2012",2012,46861,1644
"554","Chicopee","Hampden County","MA","Chicopee","2009-2013",2011,46708,1486
"555","Chicopee","Hampden County","MA","Chicopee","2010-2014",2012,47276,1772
"556","Chicopee","Hampden County","MA","Chicopee","2011-2015",2013,47684,2396
"557","Chicopee","Hampden County","MA","Chicopee","2012-2016",2014,49005,2446
"558","Chicopee","Hampden County","MA","Chicopee","2013-2017",2015,48866,2518
"559","Chilmark","Dukes County","MA","Chilmark","2005-2009",2009,82813,18119
"560","Chilmark","Dukes County","MA","Chilmark","2006-2010",2010,72917,25061
"561","Chilmark","Dukes County","MA","Chilmark","2007-2011",2011,59583,18748
"562","Chilmark","Dukes County","MA","Chilmark","2008-2012",2012,61818,17820
"563","Chilmark","Dukes County","MA","Chilmark","2009-2013",2011,64457,9456
